Accession,ClosestGenotype,ClosestGenotypePident,ClosestSubtype,ClosestSubtypePident,ReferenceOverlapAA,FullyCover,CoveredRASPositions
MN628586,3,94.865,3a,92.954,150-321,Yes,150;159;206;282;316;320;321
MN628587,3,95.093,3a,93.175,150-321,Yes,150;159;206;282;316;320;321
MN628588,3,95.203,3a,93.517,150-321,Yes,150;159;206;282;316;320;321
MN628589,3,94.526,3a,93.010,150-321,Yes,150;159;206;282;316;320;321
MN628590,3,94.526,3a,93.123,150-321,Yes,150;159;206;282;316;320;321
MN628591,3,95.260,3a,93.405,150-321,Yes,150;159;206;282;316;320;321
MN628592,1,94.585,1a,94.473,150-321,Yes,150;159;206;282;316;320;321
MN628593,3,95.429,3a,93.743,150-321,Yes,150;159;206;282;316;320;321
MN628594,3,95.147,3a,93.461,150-321,Yes,150;159;206;282;316;320;321
MN628595,3,94.924,3a,92.893,150-321,Yes,150;159;206;282;316;320;321
MN628596,3,94.752,3a,93.067,150-321,Yes,150;159;206;282;316;320;321
MN628597,3,95.372,3a,93.912,150-321,Yes,150;159;206;282;316;320;321
MT032265,6,72.205,6n,95.981,150-321,Yes,150;159;206;282;316;320;321
MT032266,8,73.209,8a,73.209,150-321,Yes,150;159;206;282;316;320;321
MT032267,1,70.853,1g,71.296,150-321,Yes,150;159;206;282;316;320;321
MT032268,6,72.050,6n,96.600,150-321,Yes,150;159;206;282;316;320;321
MT032269,8,72.274,8a,72.274,150-321,Yes,150;159;206;282;316;320;321
MT032270,8,72.430,8a,72.430,150-321,Yes,150;159;206;282;316;320;321
MT032271,6,72.601,6n,95.827,150-321,Yes,150;159;206;282;316;320;321
MT032272,8,71.807,8a,71.807,150-321,Yes,150;159;206;282;316;320;321
MT032273,1,72.643,1a,72.531,150-321,Yes,150;159;206;282;316;320;321
MT032274,6,71.933,6n,95.827,150-321,Yes,150;159;206;282;316;320;321
MT032275,8,71.807,8a,71.807,150-321,Yes,150;159;206;282;316;320;321
MT032276,8,72.446,8a,72.446,150-321,Yes,150;159;206;282;316;320;321
MT032277,6,71.695,6n,95.672,150-321,Yes,150;159;206;282;316;320;321
MT032278,8,72.741,8a,72.741,150-321,Yes,150;159;206;282;316;320;321
MT032279,8,72.741,8a,72.741,150-321,Yes,150;159;206;282;316;320;321
MT032280,8,71.919,8a,71.919,150-321,Yes,150;159;206;282;316;320;321
MT032281,6,74.650,6xa,97.836,150-321,Yes,150;159;206;282;316;320;321
MT032282,6,75.272,6xa,97.682,150-321,Yes,150;159;206;282;316;320;321
MT032283,6,74.299,6xa,84.389,150-321,Yes,150;159;206;282;316;320;321
MT032286,6,74.961,6xa,98.145,150-321,Yes,150;159;206;282;316;320;321
MT032287,6,75.272,6xa,97.991,150-321,Yes,150;159;206;282;316;320;321
MT032288,6,75.117,6xa,98.145,150-321,Yes,150;159;206;282;316;320;321
MT032289,6,74.961,6xa,97.836,150-321,Yes,150;159;206;282;316;320;321
MT032290,6,75.428,6xa,97.682,150-321,Yes,150;159;206;282;316;320;321
MT032291,6,75.039,6xa,97.372,150-321,Yes,150;159;206;282;316;320;321
MT032292,6,75.272,6xa,97.682,150-321,Yes,150;159;206;282;316;320;321
MT032293,6,74.961,6xa,97.836,150-321,Yes,150;159;206;282;316;320;321
MT032294,6,74.650,6xa,98.454,150-321,Yes,150;159;206;282;316;320;321
MT032295,6,74.961,6xa,97.527,150-321,Yes,150;159;206;282;316;320;321
MT032296,6,75.117,6xa,98.454,150-321,Yes,150;159;206;282;316;320;321
MT032297,6,74.650,6xa,97.063,150-321,Yes,150;159;206;282;316;320;321
MT032298,6,74.650,6xa,97.218,150-321,Yes,150;159;206;282;316;320;321
MT032299,6,74.495,6xa,97.527,150-321,Yes,150;159;206;282;316;320;321
MT032300,6,75.272,6xa,98.300,150-321,Yes,150;159;206;282;316;320;321
MT032301,6,74.961,6xa,97.991,150-321,Yes,150;159;206;282;316;320;321
MT032302,6,75.195,6xa,84.853,150-321,Yes,150;159;206;282;316;320;321
MT032303,6,75.117,6xa,98.300,150-321,Yes,150;159;206;282;316;320;321
MT032304,6,75.659,6xa,97.063,150-321,Yes,150;159;206;282;316;320;321
MT032305,6,74.961,6xa,97.372,150-321,Yes,150;159;206;282;316;320;321
MT603264,1,82.620,1b,95.250,150-321,Yes,150;159;206;282;316;320;321
MT603266,1,81.140,1b,95.984,150-321,Yes,150;159;206;282;316;320;321
MT603267,1,82.902,1b,96.275,150-321,Yes,150;159;206;282;316;320;321
MT603268,3,97.655,3a,93.311,150-321,Yes,150;159;206;282;316;320;321
MT603269,3,96.189,3a,92.085,150-321,Yes,150;159;206;282;316;320;321
MT603270,3,96.707,3a,91.928,150-321,Yes,150;159;206;282;316;320;321
MT603271,3,94.845,3a,91.176,150-321,Yes,150;159;206;282;316;320;321
MT603272,3,95.759,3a,92.182,150-321,Yes,150;159;206;282;316;320;321
MT603273,3,96.160,3a,92.171,150-321,Yes,150;159;206;282;316;320;321
MT603275,3,97.206,3a,92.658,150-321,Yes,150;159;206;282;316;320;321
MT603276,3,97.019,3a,93.006,150-321,Yes,150;159;206;282;316;320;321
MT603277,3,94.118,3a,90.749,150-321,Yes,150;159;206;282;316;320;321
MT603278,3,95.041,3a,91.749,150-321,Yes,150;159;206;282;316;320;321
MT603279,3,96.933,3a,92.343,150-321,Yes,150;159;206;282;316;320;321
MT603280,3,96.856,3a,93.572,150-321,Yes,150;159;206;282;316;320;321
MT603281,3,97.353,3a,93.979,150-321,Yes,150;159;206;282;316;320;321
MT603282,3,95.833,3a,92.000,150-321,Yes,150;159;206;282;316;320;321
MT632105,1,81.854,1b,92.595,150-321,Yes,150;159;206;282;316;320;321
MT632106,1,82.301,1b,93.392,150-321,Yes,150;159;206;282;316;320;321
MT632107,1,81.850,1b,92.276,150-321,Yes,150;159;206;282;316;320;321
MT632108,1,81.782,1b,92.616,150-321,Yes,150;159;206;282;316;320;321
MT632109,1,82.807,1b,93.796,150-321,Yes,150;159;206;282;316;320;321
MT632110,1,94.528,1a,93.898,150-321,Yes,150;159;206;282;316;320;321
MT632111,1,82.065,1b,93.097,150-321,Yes,150;159;206;282;316;320;321
MT632112,1,81.208,1b,93.175,150-321,Yes,150;159;206;282;316;320;321
MT632113,1,81.275,1b,92.217,150-321,Yes,150;159;206;282;316;320;321
MT632114,1,81.922,1b,92.444,150-321,Yes,150;159;206;282;316;320;321
MT632115,1,94.550,1a,94.205,150-321,Yes,150;159;206;282;316;320;321
MT632116,1,96.165,1a,95.939,150-321,Yes,150;159;206;282;316;320;321
MT632117,1,81.895,1b,93.119,150-321,Yes,150;159;206;282;316;320;321
MT632118,1,96.118,1a,95.941,150-321,Yes,150;159;206;282;316;320;321
MT632119,1,82.234,1b,92.837,150-321,Yes,150;159;206;282;316;320;321
MT632120,1,80.813,1b,92.043,150-321,Yes,150;159;206;282;316;320;321
MT632121,1,94.247,1a,94.416,150-321,Yes,150;159;206;282;316;320;321
MT632122,1,82.967,1b,92.777,150-321,Yes,150;159;206;282;316;320;321
MT632123,1,82.592,1b,92.273,150-321,Yes,150;159;206;282;316;320;321
MT632124,1,81.410,1b,92.196,150-321,Yes,150;159;206;282;316;320;321
MT632125,1,91.130,1a,91.130,150-321,Yes,150;159;206;282;316;320;321
MT632128,1,82.542,1b,93.146,150-321,Yes,150;159;206;282;316;320;321
MT632129,1,82.403,1b,92.555,150-321,Yes,150;159;206;282;316;320;321
MT632130,1,96.052,1a,95.657,150-321,Yes,150;159;206;282;316;320;321
MT632131,1,81.839,1b,93.063,150-321,Yes,150;159;206;282;316;320;321
MT632132,1,81.849,1b,91.930,150-321,Yes,150;159;206;282;316;320;321
MT632133,1,82.064,1b,93.115,150-321,Yes,150;159;206;282;316;320;321
MT632134,1,82.008,1b,93.514,150-321,Yes,150;159;206;282;316;320;321
MT632135,1,81.275,1b,92.893,150-321,Yes,150;159;206;282;316;320;321
MT632136,1,82.207,1b,92.490,150-321,Yes,150;159;206;282;316;320;321
MT632137,1,81.545,1b,91.627,150-321,Yes,150;159;206;282;316;320;321
MT632138,1,79.128,1b,90.592,150-321,Yes,150;159;206;282;316;320;321
MT632139,1,82.187,1b,93.457,150-321,Yes,150;159;206;282;316;320;321
MT632140,1,81.669,1b,92.555,150-321,Yes,150;159;206;282;316;320;321
MT632141,1,81.105,1b,93.397,150-321,Yes,150;159;206;282;316;320;321
MT632142,1,82.333,1b,92.605,150-321,Yes,150;159;206;282;316;320;321
MT632143,1,82.018,1b,92.611,150-321,Yes,150;159;206;282;316;320;321
MT632144,1,82.008,1b,92.668,150-321,Yes,150;159;206;282;316;320;321
MT632145,1,81.951,1b,91.935,150-321,Yes,150;159;206;282;316;320;321
MT632147,1,82.129,1b,92.772,150-321,Yes,150;159;206;282;316;320;321
MT632148,1,82.290,1b,93.288,150-321,Yes,150;159;206;282;316;320;321
MT632149,1,82.177,1b,92.893,150-321,Yes,150;159;206;282;316;320;321
MT632150,1,82.741,1b,93.284,150-321,Yes,150;159;206;282;316;320;321
MT632151,1,81.828,1b,92.837,150-321,Yes,150;159;206;282;316;320;321
MT632152,1,82.177,1b,93.683,150-321,Yes,150;159;206;282;316;320;321
MT632153,1,81.895,1b,93.397,150-321,Yes,150;159;206;282;316;320;321
MT632154,1,82.346,1b,92.893,150-321,Yes,150;159;206;282;316;320;321
MT632155,1,94.698,1a,94.416,150-321,Yes,150;159;206;282;316;320;321
MT632156,1,96.221,1a,95.826,150-321,Yes,150;159;206;282;316;320;321
MT632157,1,95.374,1a,94.781,150-321,Yes,150;159;206;282;316;320;321
MT632158,3,95.937,3a,94.363,150-321,Yes,150;159;206;282;316;320;321
MT632159,1,95.939,1a,95.762,150-321,Yes,150;159;206;282;316;320;321
MT632160,1,94.517,1a,93.868,150-321,Yes,150;159;206;282;316;320;321
MT632161,1,82.044,1b,93.591,150-321,Yes,150;159;206;282;316;320;321
MT632162,3,94.300,3a,92.503,150-321,Yes,150;159;206;282;316;320;321
MT632163,1,82.280,1b,93.284,150-321,Yes,150;159;206;282;316;320;321
MT632164,1,82.177,1b,93.115,150-321,Yes,150;159;206;282;316;320;321
MT632165,1,81.342,1b,92.099,150-321,Yes,150;159;206;282;316;320;321
MT632166,1,80.829,1b,92.389,150-321,Yes,150;159;206;282;316;320;321
MT632167,1,81.998,1b,92.664,150-321,Yes,150;159;206;282;316;320;321
MT632168,1,82.628,1b,93.345,150-321,Yes,150;159;206;282;316;320;321
MT632169,1,96.055,1a,95.178,150-321,Yes,150;159;206;282;316;320;321
MT632170,3,95.203,3a,94.476,150-321,Yes,150;159;206;282;316;320;321
MT632171,1,82.438,1b,93.414,150-321,Yes,150;159;206;282;316;320;321
MT632172,3,94.360,3a,93.288,150-321,Yes,150;159;206;282;316;320;321
MT632173,1,78.499,1b,90.184,150-321,Yes,150;159;206;282;316;320;321
MT632174,1,82.403,1b,93.397,150-321,Yes,150;159;206;282;316;320;321
MT632175,1,95.995,1a,95.770,150-321,Yes,150;159;206;282;316;320;321
MT632176,1,82.967,1b,92.950,150-321,Yes,150;159;206;282;316;320;321
MT632177,1,82.346,1b,93.454,150-321,Yes,150;159;206;282;316;320;321
MT632178,1,81.690,1b,92.052,150-321,Yes,150;159;206;282;316;320;321
MT632179,3,93.051,3a,91.017,150-321,Yes,150;159;206;282;316;320;321
MT632180,3,94.191,3a,92.720,150-321,Yes,150;159;206;282;316;320;321
MT632181,1,82.628,1b,93.514,150-321,Yes,150;159;206;282;316;320;321
MT632182,1,81.331,1b,92.781,150-321,Yes,150;159;206;282;316;320;321
MT632183,1,82.216,1b,93.061,150-321,Yes,150;159;206;282;316;320;321
MT632184,1,82.177,1b,92.442,150-321,Yes,150;159;206;282;316;320;321
MT632185,1,81.514,1b,92.837,150-321,Yes,150;159;206;282;316;320;321
MT632186,3,93.188,3a,92.333,150-321,Yes,150;159;206;282;316;320;321
MT632187,1,94.356,1a,94.014,150-321,Yes,150;159;206;282;316;320;321
MT632188,1,82.516,1b,92.217,150-321,Yes,150;159;206;282;316;320;321
MT632190,1,82.638,1b,93.175,150-321,Yes,150;159;206;282;316;320;321
MT632191,1,94.585,1a,94.247,150-321,Yes,150;159;206;282;316;320;321
MT632192,1,96.106,1a,95.485,150-321,Yes,150;159;206;282;316;320;321
MT632193,1,81.669,1b,93.006,150-321,Yes,150;159;206;282;316;320;321
MT632194,3,95.090,3a,93.687,150-321,Yes,150;159;206;282;316;320;321
PQ660823,1,96.954,1a,96.277,150-321,Yes,150;159;206;282;316;320;321
PQ660824,1,96.277,1a,95.601,150-321,Yes,150;159;206;282;316;320;321
PQ660825,1,96.277,1a,95.431,150-321,Yes,150;159;206;282;316;320;321
PQ660826,1,95.770,1a,94.980,150-321,Yes,150;159;206;282;316;320;321
PQ660827,1,96.898,1a,96.334,150-321,Yes,150;159;206;282;316;320;321
PQ660828,1,96.334,1a,95.657,150-321,Yes,150;159;206;282;316;320;321
PQ660829,1,96.277,1a,95.375,150-321,Yes,150;159;206;282;316;320;321
PQ660830,4,91.935,4a,91.935,150-321,Yes,150;159;206;282;316;320;321
PQ660831,1,96.503,1a,95.713,150-321,Yes,150;159;206;282;316;320;321
PQ660832,1,96.390,1a,95.544,150-321,Yes,150;159;206;282;316;320;321
PQ660833,1,95.770,1a,94.980,150-321,Yes,150;159;206;282;316;320;321
PQ660834,1,96.616,1a,95.939,150-321,Yes,150;159;206;282;316;320;321
PQ660836,1,95.939,1a,94.980,150-321,Yes,150;159;206;282;316;320;321
PQ660837,4,92.099,4a,92.099,150-321,Yes,150;159;206;282;316;320;321
PQ660838,1,95.657,1a,95.037,150-321,Yes,150;159;206;282;316;320;321
PQ660839,4,92.686,4a,92.686,150-321,Yes,150;159;206;282;316;320;321
PQ660840,4,92.099,4a,92.099,150-321,Yes,150;159;206;282;316;320;321
PQ660841,1,96.221,1a,95.544,150-321,Yes,150;159;206;282;316;320;321
PQ660842,1,96.898,1a,96.108,150-321,Yes,150;159;206;282;316;320;321
PQ660843,1,96.334,1a,95.657,150-321,Yes,150;159;206;282;316;320;321
PQ660844,1,96.165,1a,95.375,150-321,Yes,150;159;206;282;316;320;321
PQ660845,1,96.277,1a,95.375,150-321,Yes,150;159;206;282;316;320;321
PQ660846,1,95.713,1a,94.924,150-321,Yes,150;159;206;282;316;320;321
PQ660848,4,92.494,4a,92.494,150-321,Yes,150;159;206;282;316;320;321
PQ660849,1,94.191,1a,93.401,150-321,Yes,150;159;206;282;316;320;321
PQ660850,1,96.334,1a,95.488,150-321,Yes,150;159;206;282;316;320;321
PQ660851,1,96.388,1a,95.372,150-321,Yes,150;159;206;282;316;320;321
PQ660854,1,96.334,1a,95.544,150-321,Yes,150;159;206;282;316;320;321
PQ660856,4,92.160,4a,92.160,150-321,Yes,150;159;206;282;316;320;321
PQ660858,1,95.601,1a,95.037,150-321,Yes,150;159;206;282;316;320;321
PQ660859,4,92.837,4a,92.837,150-321,Yes,150;159;206;282;316;320;321
MK252825,3,81.337,3b,92.500,150-321,Yes,150;159;206;282;316;320;321
MK252826,6,74.648,6xa,97.829,150-321,Yes,150;159;206;282;316;320;321
MK252828,6,72.188,6n,95.969,150-321,Yes,150;159;206;282;316;320;321
MK252829,3,81.804,3b,92.969,150-321,Yes,150;159;206;282;316;320;321
MK252830,3,81.960,3b,90.312,150-321,Yes,150;159;206;282;316;320;321
MK252831,3,81.308,3b,91.783,150-321,Yes,150;159;206;282;316;320;321
MK252832,1,95.814,1a,95.645,150-321,Yes,150;159;206;282;316;320;321
MK252833,6,74.491,6xa,96.589,150-321,Yes,150;159;206;282;316;320;321
MK252834,8,73.125,8a,73.125,150-321,Yes,150;159;206;282;316;320;321
MK252835,6,74.961,6xa,98.140,150-321,Yes,150;159;206;282;316;320;321
MK252836,3,81.776,3b,90.543,150-321,Yes,150;159;206;282;316;320;321
MK252837,6,75.274,6xa,97.984,150-321,Yes,150;159;206;282;316;320;321
MK252838,6,75.274,6xa,97.674,150-321,Yes,150;159;206;282;316;320;321
MK252839,1,70.762,1g,71.207,150-321,Yes,150;159;206;282;316;320;321
MK252840,6,75.117,6xa,98.140,150-321,Yes,150;159;206;282;316;320;321
MK252841,6,74.961,6xa,97.829,150-321,Yes,150;159;206;282;316;320;321
MK252842,6,72.031,6n,96.589,150-321,Yes,150;159;206;282;316;320;321
MK252843,3,79.595,3b,91.318,150-321,Yes,150;159;206;282;316;320;321
MK252844,3,81.931,3b,91.938,150-321,Yes,150;159;206;282;316;320;321
MK252845,3,81.776,3b,91.318,150-321,Yes,150;159;206;282;316;320;321
MK252846,1,81.661,1b,91.783,150-321,Yes,150;159;206;282;316;320;321
MK252847,8,72.188,8a,72.188,150-321,Yes,150;159;206;282;316;320;321
MK252848,6,75.430,6xa,97.674,150-321,Yes,150;159;206;282;316;320;321
MK252849,3,81.464,3b,91.938,150-321,Yes,150;159;206;282;316;320;321
MK252850,6,75.039,6xa,97.364,150-321,Yes,150;159;206;282;316;320;321
MK252851,3,81.776,3b,91.473,150-321,Yes,150;159;206;282;316;320;321
MK252852,6,75.274,6xa,97.674,150-321,Yes,150;159;206;282;316;320;321
MK252853,3,81.931,3b,92.403,150-321,Yes,150;159;206;282;316;320;321
MK252854,8,72.344,8a,72.344,150-321,Yes,150;159;206;282;316;320;321
MK252855,3,82.555,3b,92.093,150-321,Yes,150;159;206;282;316;320;321
MK252857,6,72.586,6n,95.814,150-321,Yes,150;159;206;282;316;320;321
MK252858,8,71.719,8a,71.719,150-321,Yes,150;159;206;282;316;320;321
MK252859,6,74.961,6xa,97.829,150-321,Yes,150;159;206;282;316;320;321
MK252860,1,95.659,1a,94.729,150-321,Yes,150;159;206;282;316;320;321
MK252861,3,81.308,3b,91.628,150-321,Yes,150;159;206;282;316;320;321
MK252862,3,82.555,3b,92.093,150-321,Yes,150;159;206;282;316;320;321
MK252863,3,81.464,3b,92.093,150-321,Yes,150;159;206;282;316;320;321
MK252864,1,93.953,1a,93.313,150-321,Yes,150;159;206;282;316;320;321
MK252865,1,93.488,1a,93.313,150-321,Yes,150;159;206;282;316;320;321
MK252866,8,71.875,8a,71.875,150-321,Yes,150;159;206;282;316;320;321
MK252867,1,72.558,1a,72.446,150-321,Yes,150;159;206;282;316;320;321
MK252868,6,72.712,6n,95.814,150-321,Yes,150;159;206;282;316;320;321
MK252869,8,71.719,8a,71.719,150-321,Yes,150;159;206;282;316;320;321
MK252870,8,72.360,8a,72.360,150-321,Yes,150;159;206;282;316;320;321
MK252871,6,71.674,6n,95.659,150-321,Yes,150;159;206;282;316;320;321
MK252872,8,72.656,8a,72.656,150-321,Yes,150;159;206;282;316;320;321
MK252873,6,74.648,6xa,98.450,150-321,Yes,150;159;206;282;316;320;321
MK252874,6,74.295,6xa,84.341,150-321,Yes,150;159;206;282;316;320;321
MK252875,3,81.649,3b,92.500,150-321,Yes,150;159;206;282;316;320;321
MK252876,3,95.659,3a,92.260,150-321,Yes,150;159;206;282;316;320;321
MK252877,6,74.961,6xa,97.519,150-321,Yes,150;159;206;282;316;320;321
MK252878,6,75.117,6xa,98.450,150-321,Yes,150;159;206;282;316;320;321
MK252879,6,74.648,6xa,97.054,150-321,Yes,150;159;206;282;316;320;321
MK252880,6,74.648,6xa,97.209,150-321,Yes,150;159;206;282;316;320;321
MK252881,8,72.656,8a,72.656,150-321,Yes,150;159;206;282;316;320;321
MK252882,3,81.308,3b,91.783,150-321,Yes,150;159;206;282;316;320;321
MK252883,6,74.491,6xa,97.519,150-321,Yes,150;159;206;282;316;320;321
MK252884,3,95.194,3a,91.796,150-321,Yes,150;159;206;282;316;320;321
MK252885,6,75.274,6xa,98.295,150-321,Yes,150;159;206;282;316;320;321
MK252886,6,74.961,6xa,97.984,150-321,Yes,150;159;206;282;316;320;321
MK252887,3,95.814,3a,93.344,150-321,Yes,150;159;206;282;316;320;321
MK252888,8,71.831,8a,71.831,150-321,Yes,150;159;206;282;316;320;321
MK252889,3,81.153,3b,92.248,150-321,Yes,150;159;206;282;316;320;321
MK252890,3,95.814,3a,92.724,150-321,Yes,150;159;206;282;316;320;321
MK252891,6,75.117,6xa,98.295,150-321,Yes,150;159;206;282;316;320;321
MK252893,6,75.196,6xa,84.806,150-321,Yes,150;159;206;282;316;320;321
MK252894,3,94.729,3a,93.189,150-321,Yes,150;159;206;282;316;320;321
MK252895,6,75.663,6xa,97.054,150-321,Yes,150;159;206;282;316;320;321
MK252896,6,74.961,6xa,97.364,150-321,Yes,150;159;206;282;316;320;321
MK252897,3,82.087,3b,91.628,150-321,Yes,150;159;206;282;316;320;321
MK327981,6,75.621,6g,83.617,150-321,Yes,150;159;206;282;316;320;321
MK327982,6,75.633,6g,85.933,150-321,Yes,150;159;206;282;316;320;321
MK327983,6,76.411,6g,84.977,150-321,Yes,150;159;206;282;316;320;321
MK327984,6,76.603,6g,84.646,150-321,Yes,150;159;206;282;316;320;321
MK327985,6,75.860,6g,82.019,150-321,Yes,150;159;206;282;316;320;321
MK327986,6,82.545,6a,94.912,150-321,Yes,150;159;206;282;316;320;321
MK327987,6,74.563,6g,82.757,150-321,Yes,150;159;206;282;316;320;321
MK327988,6,75.831,6g,85.828,150-321,Yes,150;159;206;282;316;320;321
MK327989,6,76.140,6xh,89.791,150-321,Yes,150;159;206;282;316;320;321
MK327990,6,75.028,6r,79.312,150-321,Yes,150;159;206;282;316;320;321
MK327991,6,75.310,6xg,78.271,150-321,Yes,150;159;206;282;316;320;321
MK327992,6,76.940,6g,83.787,150-321,Yes,150;159;206;282;316;320;321
MK327993,6,75.493,6r,78.028,150-321,Yes,150;159;206;282;316;320;321
MK327994,6,75.000,6xh,86.907,150-321,Yes,150;159;206;282;316;320;321
MK327995,6,75.071,6g,83.059,150-321,Yes,150;159;206;282;316;320;321
MK327996,6,74.930,6xh,88.720,150-321,Yes,150;159;206;282;316;320;321
MK327997,6,75.619,6g,85.026,150-321,Yes,150;159;206;282;316;320;321
MK327998,6,76.099,6g,83.437,150-321,Yes,150;159;206;282;316;320;321
MK327999,6,75.296,6g,82.370,150-321,Yes,150;159;206;282;316;320;321
MK328000,6,76.927,6g,87.635,150-321,Yes,150;159;206;282;316;320;321
MK328001,6,75.775,6r,78.761,150-321,Yes,150;159;206;282;316;320;321
MK328002,6,76.265,6xh,89.622,150-321,Yes,150;159;206;282;316;320;321
MK328003,6,76.126,6xh,89.904,150-321,Yes,150;159;206;282;316;320;321
MK328004,6,75.479,6p,78.523,150-321,Yes,150;159;206;282;316;320;321
MK328005,6,76.239,6g,85.706,150-321,Yes,150;159;206;282;316;320;321
MK328006,6,76.394,6xh,89.566,150-321,Yes,150;159;206;282;316;320;321
MK328007,6,75.183,6g,82.720,150-321,Yes,150;159;206;282;316;320;321
MK328008,6,74.887,6g,82.616,150-321,Yes,150;159;206;282;316;320;321
MK328009,6,75.424,6g,82.937,150-321,Yes,150;159;206;282;316;320;321
MK328010,6,74.902,6xh,83.192,150-321,Yes,150;159;206;282;316;320;321
MK328012,6,75.930,6g,79.058,150-321,Yes,150;159;206;282;316;320;321
MK328013,6,76.126,6g,86.168,150-321,Yes,150;159;206;282;316;320;321
MK328014,6,75.761,6g,84.023,150-321,Yes,150;159;206;282;316;320;321
MK328015,6,74.281,6g,83.277,150-321,Yes,150;159;206;282;316;320;321
MK328017,6,75.508,6g,85.170,150-321,Yes,150;159;206;282;316;320;321
MK328018,6,75.790,6g,83.107,150-321,Yes,150;159;206;282;316;320;321
MK328019,6,75.917,6g,84.297,150-321,Yes,150;159;206;282;316;320;321
MK328020,6,75.254,6g,80.771,150-321,Yes,150;159;206;282;316;320;321
MK328021,6,75.254,6r,79.312,150-321,Yes,150;159;206;282;316;320;321
MK328022,6,75.493,6g,83.673,150-321,Yes,150;159;206;282;316;320;321
MK328023,6,77.096,6n,78.547,150-321,Yes,150;159;206;282;316;320;321
MK328024,6,75.578,6g,86.103,150-321,Yes,150;159;206;282;316;320;321
MK328026,6,75.183,6g,84.410,150-321,Yes,150;159;206;282;316;320;321
MK527322,1,82.212,1b,92.332,150-321,Yes,150;159;206;282;316;320;321
MK527334,1,79.424,1b,92.070,150-321,Yes,150;159;206;282;316;320;321
MK527341,1,80.952,1b,92.650,150-321,Yes,150;159;206;282;316;320;321
MK527346,1,80.820,1b,92.616,150-321,Yes,150;159;206;282;316;320;321
MK527351,1,81.762,1b,93.201,150-321,Yes,150;159;206;282;316;320;321
MK527354,1,80.806,1b,92.754,150-321,Yes,150;159;206;282;316;320;321
MK527364,1,81.311,1b,91.922,150-321,Yes,150;159;206;282;316;320;321
MK527367,1,80.763,1b,92.635,150-321,Yes,150;159;206;282;316;320;321
MK527370,1,81.148,1b,92.880,150-321,Yes,150;159;206;282;316;320;321
MK527375,1,80.984,1b,94.669,150-321,Yes,150;159;206;282;316;320;321
MK527378,1,81.908,1b,92.623,150-321,Yes,150;159;206;282;316;320;321
MK527381,1,81.762,1b,93.201,150-321,Yes,150;159;206;282;316;320;321
MK527384,1,81.229,1b,91.694,150-321,Yes,150;159;206;282;316;320;321
MK527387,1,80.333,1b,92.833,150-321,Yes,150;159;206;282;316;320;321
MK527390,1,81.575,1b,93.300,150-321,Yes,150;159;206;282;316;320;321
MK527393,1,81.773,1b,94.089,150-321,Yes,150;159;206;282;316;320;321
MK527396,1,80.033,1b,92.742,150-321,Yes,150;159;206;282;316;320;321
MK527399,1,81.788,1b,93.554,150-321,Yes,150;159;206;282;316;320;321
MK527402,1,81.250,1b,93.257,150-321,Yes,150;159;206;282;316;320;321
MK527405,1,80.360,1b,92.170,150-321,Yes,150;159;206;282;316;320;321
MK527408,1,81.997,1b,92.496,150-321,Yes,150;159;206;282;316;320;321
MK527411,1,80.431,1b,92.053,150-321,Yes,150;159;206;282;316;320;321
