Accession,ClosestGenotype,ClosestGenotypePident,ClosestSubtype,ClosestSubtypePident,ReferenceOverlapAA,FullyCover,CoveredNS3RASPositions
ON630882,4,80.930,4d,94.189,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON630883,4,81.035,4d,94.295,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON630884,4,80.613,4d,93.767,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON630885,4,81.300,4d,93.555,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON630886,4,80.930,4d,94.083,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON630887,4,80.983,4d,94.136,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON630888,4,80.930,4d,93.661,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON630889,4,81.141,4d,93.767,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON630890,4,80.877,4d,93.767,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON630891,4,81.141,4d,93.714,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON630892,4,81.204,4d,94.083,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON630893,4,80.983,4d,93.872,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON630894,4,81.300,4d,94.083,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON630895,4,80.359,4d,94.982,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON630896,4,80.781,4d,94.242,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON630897,4,81.194,4d,93.450,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON630898,4,81.300,4d,93.555,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON630899,4,81.088,4d,93.714,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON630900,4,80.666,4d,93.767,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON603922,3,89.319,3a,89.871,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON603923,3,89.319,3a,89.871,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON603924,3,91.529,3a,91.713,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON603925,3,90.424,3a,90.424,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON603926,3,93.161,3a,92.222,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON603927,3,95.028,3a,91.160,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON603928,3,93.186,3a,91.713,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON603929,3,93.370,3a,92.265,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON603930,3,94.107,3a,92.081,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON603931,3,92.081,3a,90.239,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON603932,3,94.107,3a,94.475,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON603933,3,92.989,3a,92.620,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON603934,3,91.160,3a,90.608,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON603935,3,92.634,3a,91.344,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON603936,3,92.265,3a,92.081,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON603937,3,93.002,3a,90.976,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON603938,3,92.818,3a,92.081,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON603939,3,94.843,3a,91.529,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON603940,3,90.792,3a,90.424,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN628574,3,94.400,3a,92.819,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN628575,3,93.344,3a,91.873,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN628576,3,93.080,3a,91.768,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN628577,3,93.978,3a,92.929,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN628578,3,93.185,3a,91.552,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN628579,3,93.714,3a,92.348,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN628580,1,91.706,1a,91.970,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN628581,3,93.450,3a,92.190,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN628582,3,93.872,3a,92.507,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN628583,3,92.076,3a,90.765,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN628584,3,93.819,3a,92.348,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN628585,3,93.661,3a,92.507,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN628586,3,94.136,3a,92.348,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN628587,3,94.083,3a,92.608,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN628588,3,93.502,3a,92.084,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN628589,3,93.555,3a,92.190,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN628590,3,93.872,3a,92.401,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN628591,3,94.136,3a,92.770,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN628592,1,94.136,1a,95.193,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN628593,3,94.031,3a,92.239,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN628594,3,93.397,3a,92.397,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN628595,3,94.189,3a,92.819,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN628596,3,93.978,3a,92.450,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN628597,3,93.767,3a,92.401,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650758,1,95.556,1a,95.556,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650759,1,95.185,1a,95.185,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650762,1,95.000,1a,95.000,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650763,1,94.074,1a,93.704,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650764,1,95.185,1a,94.815,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650765,1,95.000,1a,95.000,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650768,1,94.444,1a,94.444,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650769,1,94.815,1a,94.815,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650770,1,94.815,1a,94.815,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650771,1,91.280,1a,91.111,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650772,1,93.321,1a,93.692,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650773,1,92.208,1a,93.519,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650774,1,91.651,1a,92.022,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650775,3,93.889,3a,92.963,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650776,3,95.185,3a,93.333,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650777,3,95.741,3a,94.074,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650778,3,93.889,3a,92.407,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650779,3,94.630,3a,92.778,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650780,3,93.889,3a,92.778,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650782,3,93.889,3a,91.667,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650783,3,94.815,3a,93.519,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650784,3,95.185,3a,94.259,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650785,3,93.519,3a,91.481,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650786,3,93.889,3a,92.037,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650787,3,94.259,3a,93.148,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650788,3,99.074,3a,92.778,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650789,3,100.000,3a,93.084,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650790,3,93.704,3a,90.370,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650791,3,94.259,3a,90.185,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650792,3,91.682,3a,90.203,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650793,3,91.667,3a,88.519,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650794,3,92.407,3a,91.296,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650795,3,93.704,3a,90.741,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650796,3,93.704,3a,92.222,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650797,3,90.000,3a,89.444,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650798,3,89.630,3a,91.215,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650799,4,77.365,4d,91.481,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650800,4,78.664,4d,90.926,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650801,4,79.035,4d,93.148,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650802,4,78.479,4d,92.407,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650804,4,79.035,4d,92.222,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650805,4,77.737,4d,92.222,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650806,4,78.293,4d,90.556,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650808,1,96.667,1a,96.481,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650809,1,93.889,1a,93.519,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650810,1,91.296,1a,92.393,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650811,1,94.085,1a,93.900,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650812,1,95.000,1a,95.000,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650813,1,92.208,1a,93.148,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650814,3,91.111,3a,88.889,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650815,4,79.221,4d,92.222,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650816,4,78.850,4d,91.852,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650817,4,78.108,4d,91.296,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650818,4,79.592,4d,91.481,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MN650819,3,95.000,3a,93.333,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
PQ660823,1,94.189,1a,94.242,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
PQ660824,1,93.978,1a,93.714,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
PQ660825,1,94.242,1a,94.083,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
PQ660826,1,94.083,1a,94.506,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
PQ660827,1,94.031,1a,94.083,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
PQ660828,1,93.767,1a,93.608,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
PQ660829,1,93.978,1a,94.031,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
PQ660830,4,90.645,4a,90.645,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
PQ660831,1,93.658,1a,93.658,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
PQ660832,1,94.083,1a,93.978,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
PQ660833,1,93.661,1a,93.925,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
PQ660834,1,93.555,1a,93.608,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
PQ660836,1,93.661,1a,93.819,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
PQ660837,4,91.068,4a,91.068,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
PQ660838,1,93.397,1a,93.714,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
PQ660839,4,91.279,4a,91.279,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
PQ660840,4,90.698,4a,90.698,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
PQ660841,1,94.136,1a,94.823,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
PQ660842,1,93.872,1a,94.031,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
PQ660843,1,93.397,1a,93.661,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
PQ660844,1,93.397,1a,93.344,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
PQ660845,1,93.502,1a,93.397,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
PQ660846,1,93.502,1a,93.661,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
PQ660847,4,91.173,4a,91.173,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
PQ660848,4,90.962,4a,90.962,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
PQ660849,1,91.020,1a,91.601,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
PQ660850,1,93.661,1a,93.450,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
PQ660851,1,93.819,1a,93.608,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
PQ660854,1,93.450,1a,93.450,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
PQ660856,4,91.279,4a,91.279,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
PQ660858,1,93.661,1a,93.608,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
PQ660859,4,90.592,4a,90.592,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON228285,5,90.280,5a,92.023,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
ON228288,5,91.442,5a,92.287,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK327981,6,75.145,6g,78.975,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK327982,6,75.383,6g,80.983,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK327984,6,75.277,6g,79.926,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK327985,6,74.908,6g,78.394,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK327986,6,80.391,6a,93.978,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK327987,6,74.960,6g,78.458,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK327988,6,74.577,6g,80.306,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK327989,6,74.736,6xh,86.469,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK327990,6,75.793,6s,76.670,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK327991,6,76.480,6xd,77.760,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK327992,6,74.710,6g,81.194,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK327993,6,76.586,6xd,76.651,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK327996,6,75.396,6xh,83.827,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK327997,6,75.079,6g,80.824,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK327998,6,74.617,6g,78.775,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK327999,6,74.578,6g,78.447,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK328000,6,76.135,6g,82.937,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK328001,6,76.915,6d,77.484,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK328002,6,74.894,6xh,85.684,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK328003,6,73.996,6xh,87.375,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK328004,6,77.431,6xd,77.748,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK328005,6,74.974,6g,80.137,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK328006,6,74.154,6xh,86.741,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK328007,6,74.684,6g,78.447,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK328009,6,75.198,6g,78.575,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK328010,6,74.419,6xh,83.782,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK328012,6,75.634,6d,76.545,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK328013,6,74.498,6g,82.303,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK328014,6,74.617,6g,79.186,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK328015,6,75.176,6g,81.498,112-175,,122;155;156;158;166;168;170;175
MK328018,6,75.594,6g,79.028,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK328019,6,74.868,6g,80.306,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK328020,6,75.290,6g,78.711,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK328021,6,75.634,6s,76.988,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK328022,6,74.643,6g,80.011,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK328023,6,76.505,6xd,76.638,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK328026,6,75.290,6g,79.186,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK609550,1,90.156,1a,90.469,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK609551,1,90.439,1a,90.752,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK609552,1,76.168,1b,88.558,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK609553,1,77.882,1b,89.812,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK609554,1,78.997,1b,88.125,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK609555,3,92.656,3a,93.750,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK609556,3,92.969,3a,93.594,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK609557,3,93.438,3a,94.531,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK609558,3,91.406,3a,92.344,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK609559,3,91.406,3a,92.344,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK609560,3,91.094,3a,92.344,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK609561,3,90.938,3a,92.500,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK609562,3,91.250,3a,91.875,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK609563,3,91.406,3a,92.656,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK611999,1,93.397,1a,94.453,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK612002,1,95.880,1a,95.774,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK612005,3,94.665,3a,92.507,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK612008,1,92.816,1a,93.291,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK612011,3,93.133,3a,92.604,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK612014,1,92.182,1a,92.499,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK612017,3,93.872,3a,92.612,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK612020,2,90.544,2a,90.491,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK612023,3,93.397,3a,93.034,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK612026,3,93.027,3a,92.239,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK612029,1,95.193,1a,95.351,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK612032,3,93.502,3a,93.562,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK612035,3,93.238,3a,93.351,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK612038,4,89.593,4a,89.593,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK799639,4,81.065,4n,93.450,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK801198,1,77.008,1b,88.504,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK801200,1,89.062,1a,89.531,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK801202,1,78.660,1b,89.498,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK801204,1,90.521,1a,90.837,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK801206,1,77.067,1b,88.750,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK801209,1,92.031,1a,92.344,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK801211,1,78.939,1b,89.812,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK801213,3,92.756,3a,92.756,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK801215,1,89.531,1a,90.000,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK801217,1,90.572,1a,90.572,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK801219,3,94.062,3a,93.125,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK801221,1,93.594,1a,94.062,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK962402,1,76.684,1h,80.893,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK962403,1,78.066,1b,83.391,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK962405,4,77.855,4k,91.176,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK962406,4,80.656,4c,91.883,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK962407,4,83.304,4c,94.435,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK962408,4,77.873,4r,90.395,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK962409,4,78.893,4k,92.734,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK962410,4,77.969,4r,92.771,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK962411,4,76.068,4k,81.849,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK962412,4,77.796,4k,90.818,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK962413,4,77.682,4k,92.042,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK962414,2,72.819,2l,82.886,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK962415,4,78.859,4k,91.275,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK962416,1,74.740,1b,81.661,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK962417,4,83.048,4c,91.438,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
MK962419,4,76.817,4b,81.142,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
