Accession,ClosestGenotype,ClosestGenotypePident,ClosestGenotypeAlignedNT,ClosestSubtype,ClosestSubtypePident,ClosestSubtypeAlignedNT,ReferenceOverlapAA,FullyCover,CoveredRASPositions
ON506820,1,96.194,578,1a,95.329,578,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON506821,1,91.682,541,1a,91.497,541,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON506822,3,94.590,573,3a,93.194,573,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON506823,1,92.880,618,1a,92.395,618,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON506824,1,91.817,611,1a,91.489,611,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON506825,3,92.220,617,3a,91.734,617,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON314812,2,75.376,1397,2q,80.696,632,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON314813,2,77.077,1396,2f,84.335,632,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON314814,2,75.966,1398,2q,82.278,632,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON314815,2,76.681,1398,2q,84.335,632,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON314816,2,76.286,1400,2j,82.938,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON314817,2,76.719,1396,2q,84.044,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON314818,2,75.894,1398,2u,82.992,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON314819,2,78.223,1396,2q,83.412,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON314820,2,76.197,1399,2q,83.333,630,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON314821,2,77.468,1398,2q,84.177,632,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON314822,2,76.146,1396,2q,85.308,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON314823,2,75.625,1399,2q,83.070,632,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON314824,2,75.215,1396,2q,84.360,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON314825,2,75.591,1397,2q,82.622,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON314826,2,75.697,1399,2q,83.754,634,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON314827,2,76.736,1397,2q,83.228,632,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON314828,2,76.736,1397,2q,83.228,632,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON123730,1,93.109,1219,1a,95.915,563,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON123731,1,93.021,1218,1a,95.745,564,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON123732,1,75.184,1225,1b,90.519,559,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON123733,1,76.078,1229,1b,91.607,560,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON123734,1,77.561,1074,1b,92.049,566,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON123735,1,77.264,1060,1b,90.959,542,31-93,,31;32;38;58;62;92;93
ON123736,1,76.465,1075,1b,91.166,566,27-93,,28;29;30;31;32;38;58;62;92;93
PQ365497,1,91.741,1344,1a,92.332,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365498,3,91.292,1355,3a,91.667,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365499,1,92.411,1344,1a,93.584,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365500,1,93.229,1344,1a,94.679,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365501,3,92.035,1356,3a,90.923,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365502,3,92.699,1356,3a,92.488,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365503,1,92.039,1344,1a,93.114,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365504,3,74.593,1350,3i,93.354,632,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365505,3,73.481,1350,3b,85.829,621,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365506,3,90.782,1356,3a,87.950,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365507,1,92.262,1344,1a,93.740,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365508,3,91.888,1356,3a,90.610,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365509,3,91.778,1350,3a,90.581,637,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365510,1,75.557,1346,1b,89.308,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365511,3,92.183,1356,3a,90.923,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365512,3,92.257,1356,3a,91.549,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365513,3,76.401,1356,3d,81.059,623,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365514,3,92.183,1356,3a,92.332,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365515,3,91.077,1356,3a,90.141,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365516,1,90.774,1344,1a,91.862,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365517,3,89.859,1351,3a,88.263,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365518,3,91.224,1356,3a,91.080,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365519,3,92.478,1356,3a,92.163,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365520,3,92.625,1356,3a,91.393,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365521,3,92.472,1355,3a,92.332,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365522,3,91.814,1356,3a,91.080,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365523,3,91.667,1356,3a,91.080,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365524,3,76.362,1358,3e,89.372,621,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365525,3,90.929,1356,3a,90.297,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365526,3,92.183,1356,3a,91.236,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365527,1,92.411,1344,1a,93.897,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365528,3,91.593,1356,3a,91.080,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365529,3,92.768,1355,3a,92.645,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365530,3,91.962,1356,3a,90.610,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365531,3,92.625,1356,3a,92.019,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365532,3,92.478,1356,3a,91.549,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365533,1,92.634,1344,1a,94.053,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365534,3,90.674,1351,3a,88.504,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365535,3,91.962,1356,3a,89.984,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365536,3,92.625,1356,3a,90.909,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365537,3,91.962,1356,3a,91.236,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365538,3,92.773,1356,3a,90.909,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365539,3,72.727,968,3g,89.202,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
PQ365540,3,92.257,1356,3a,90.923,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT633133,7,67.415,1025,7b,76.349,630,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863938,3,94.306,281,3a,92.527,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863939,3,94.306,281,3a,92.527,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863940,3,92.095,253,3a,90.157,254,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863941,3,94.306,281,3a,92.527,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863942,1,92.500,280,1a,91.786,280,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863943,1,92.857,280,1a,92.143,280,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863944,4,78.777,278,4d,95.018,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863945,1,95.374,281,1a,94.662,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863946,1,93.238,281,1a,92.527,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863947,1,95.374,281,1a,94.662,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863948,1,90.950,221,1a,90.498,221,32-93,,32;38;58;62;92;93
MT863949,1,95.374,281,1a,94.662,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863950,4,78.777,278,4d,95.018,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863951,4,78.058,278,4d,93.594,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863952,4,78.777,278,4d,95.018,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863953,4,79.496,278,4d,94.245,278,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863954,1,92.883,281,1a,91.459,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863955,1,92.883,281,1a,91.459,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863956,4,78.777,278,4d,95.018,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863957,4,78.388,273,4d,95.374,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863958,1,94.662,281,1a,93.950,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863959,1,95.374,281,1a,94.662,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863960,3,93.594,281,3a,94.306,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863961,3,93.594,281,3a,94.306,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863962,3,95.018,281,3a,94.306,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863963,3,95.018,281,3a,94.306,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863964,4,77.698,278,4d,94.662,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863965,4,78.777,278,4d,96.441,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863966,1,94.306,281,1a,92.883,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863967,1,95.018,281,1a,93.594,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863968,4,78.777,278,4d,95.018,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863969,4,78.417,278,4d,94.662,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863970,3,93.238,281,3a,90.747,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863971,3,95.374,281,3a,93.594,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863972,1,93.950,281,1a,93.238,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863973,1,94.662,281,1a,93.950,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863974,4,78.777,278,4d,95.018,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863975,4,79.137,278,4d,96.085,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863976,1,93.907,279,1a,93.907,279,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863977,1,94.624,279,1a,93.907,279,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863978,1,94.662,281,1a,93.950,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863979,1,94.265,279,1a,93.907,279,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863980,1,81.139,281,1a,80.427,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863981,1,96.085,281,1a,95.374,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863982,3,93.238,281,3a,90.747,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863983,3,93.238,281,3a,90.747,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863984,1,92.473,279,1a,92.115,279,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863985,3,94.306,281,3a,92.883,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863986,4,79.570,279,4d,95.374,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863987,4,78.909,275,4d,93.950,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863988,1,94.662,281,1a,93.950,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863989,1,94.306,281,1a,93.594,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863990,1,94.306,281,1a,93.594,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863991,1,92.883,281,1a,92.171,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863992,1,89.964,279,1a,89.247,279,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863993,1,89.606,279,1a,88.889,279,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863994,3,92.780,277,3a,90.253,277,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863995,3,93.863,277,3a,91.697,277,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863996,3,93.238,281,3a,90.747,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863997,3,95.374,281,3a,93.594,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863998,3,91.815,281,3a,89.324,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT863999,3,93.594,281,3a,91.459,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT864000,3,91.815,281,3a,89.324,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT864001,3,93.238,281,3a,90.747,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT864002,1,92.473,279,1a,92.115,279,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT864003,1,91.398,279,1a,91.039,279,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT864004,3,92.171,281,3a,90.391,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT864005,3,92.171,281,3a,90.391,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT893907,4,79.412,408,4r,93.525,417,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT893908,4,84.689,418,4c,90.864,405,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT893909,4,84.450,418,4c,90.617,405,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT893910,4,78.302,424,4k,92.941,425,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT893911,4,78.450,413,4r,93.478,414,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT893912,4,85.784,408,4c,92.086,417,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT893913,4,80.348,402,4r,91.727,411,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT893914,4,78.155,412,4r,89.294,411,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MW041294,2,75.779,1412,2e,82.437,632,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MW041295,2,75.018,1401,2v,100.000,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MW041296,2,75.714,1400,2q,81.270,630,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MW041297,2,75.375,1401,2v,91.469,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MW041298,2,74.857,1400,2v,91.469,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MW041299,2,75.125,1399,2v,88.468,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630763,1,90.923,1344,1a,92.175,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630764,1,91.592,1344,1a,92.790,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630765,1,91.071,1344,1a,92.019,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630766,1,94.568,1344,1a,94.992,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630767,1,94.341,1343,1a,95.925,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630768,1,93.229,1344,1a,94.366,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630769,1,93.378,1344,1a,94.671,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630770,1,94.940,1344,1a,95.462,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630771,1,92.485,1344,1a,93.730,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630772,1,93.527,1344,1a,94.514,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630773,1,90.774,1344,1a,90.923,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630774,1,91.815,1344,1a,92.476,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630775,1,93.006,1344,1a,94.053,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630776,1,94.122,1344,1a,94.836,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630777,1,90.402,1344,1a,92.019,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630778,1,93.750,1344,1a,94.523,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630779,1,93.229,1344,1a,94.053,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630780,1,93.676,1344,1a,94.523,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630781,1,92.405,1343,1a,92.801,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630782,1,93.299,1343,1a,93.897,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630783,1,91.071,1344,1a,91.236,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630784,1,93.750,1344,1a,94.053,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630785,1,94.122,1344,1a,94.210,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630786,1,91.139,1343,1a,91.223,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630787,1,93.006,1344,1a,93.897,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630788,1,94.568,1344,1a,94.828,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630789,1,91.443,1344,1a,92.320,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630790,1,91.295,1344,1a,92.645,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630791,1,91.220,1344,1a,92.801,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630792,1,92.932,1344,1a,93.740,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630793,1,91.146,1344,1a,92.488,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630794,1,93.229,1344,1a,93.868,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630795,1,93.750,1344,1a,94.679,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630796,1,90.030,1344,1a,92.163,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630797,1,90.402,1344,1a,92.019,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630798,1,90.395,1343,1a,91.379,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630799,1,90.551,1344,1a,91.236,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630800,1,89.732,1344,1a,91.862,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630801,1,91.667,1344,1a,92.801,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630802,1,89.955,1344,1a,91.393,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630803,1,90.848,1344,1a,91.236,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630804,1,94.122,1344,1a,94.053,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630805,1,90.104,1344,1a,91.549,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630806,1,93.824,1344,1a,94.044,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630807,1,90.402,1344,1a,91.549,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630808,1,92.777,1343,1a,92.801,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630809,1,93.750,1344,1a,93.887,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630810,1,94.643,1344,1a,94.992,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630811,1,90.179,1344,1a,91.066,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630812,1,89.807,1344,1a,92.019,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630813,1,90.030,1344,1a,91.706,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630814,1,90.551,1344,1a,92.332,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630815,1,90.327,1344,1a,91.393,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630816,1,94.345,1344,1a,95.618,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630817,1,92.405,1343,1a,94.210,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630818,1,90.551,1344,1a,91.236,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630819,1,90.625,1344,1a,91.706,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630820,1,93.452,1344,1a,94.366,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630821,1,90.997,1344,1a,91.080,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630822,1,94.494,1344,1a,95.462,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630823,1,90.551,1344,1a,91.393,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630824,1,92.039,1344,1a,95.276,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630825,1,93.824,1344,1a,93.897,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630826,1,93.824,1344,1a,94.210,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630827,1,90.402,1344,1a,91.862,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630828,1,90.327,1344,1a,91.706,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630829,1,89.732,1344,1a,91.549,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630830,1,94.196,1344,1a,95.149,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630831,1,90.104,1344,1a,92.163,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630832,1,94.122,1344,1a,95.149,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630833,1,92.703,1343,1a,93.271,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630834,1,94.271,1344,1a,94.523,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630835,1,92.703,1343,1a,93.271,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630836,1,93.155,1344,1a,93.740,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630837,1,93.899,1344,1a,93.740,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630838,1,95.015,1344,1a,95.149,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630839,1,93.150,1343,1a,93.114,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630840,1,92.033,1343,1a,92.958,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630841,1,94.420,1344,1a,94.836,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630842,1,93.229,1344,1a,93.584,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630843,1,93.899,1344,1a,93.897,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630844,1,92.331,1343,1a,93.427,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630845,1,93.601,1344,1a,94.053,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630846,1,93.527,1344,1a,93.427,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630847,1,93.601,1344,1a,94.210,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630848,1,93.006,1344,1a,93.897,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630849,1,94.643,1344,1a,94.836,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630850,1,90.699,1344,1a,91.236,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630851,1,93.824,1344,1a,93.897,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630852,1,94.792,1344,1a,95.618,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630853,1,93.006,1344,1a,93.897,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630854,1,93.373,1343,1a,93.897,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630855,1,92.027,1342,1a,92.476,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630856,1,90.774,1344,1a,91.223,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630857,1,90.551,1344,1a,91.066,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630858,1,91.369,1344,1a,94.053,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630859,1,89.799,1343,1a,91.066,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630860,1,93.075,1343,1a,93.114,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630861,1,93.676,1344,1a,93.740,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630862,1,91.146,1344,1a,91.706,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630863,1,94.568,1344,1a,95.455,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630864,1,93.676,1344,1a,93.584,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630865,1,92.039,1344,1a,92.958,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630866,1,90.774,1344,1a,92.488,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630867,1,93.824,1344,1a,94.210,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON630868,1,94.048,1344,1a,94.992,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
