Gene,Accession,CometSubtype,BlastPerGeneSubtype,CompareCondition
NS3,KC960858,1b,1d,Comet_vs_PerGene
NS3,KC960868,1b,1d,Comet_vs_PerGene
NS3,KC960875,1b,1d,Comet_vs_PerGene
NS3,KC960877,1b,1j,Comet_vs_PerGene
NS3,KC960878,1c,1o,Comet_vs_PerGene
NS3,KC960879,6w,1o,Comet_vs_PerGene
NS3,KC960883,1b,1d,Comet_vs_PerGene
NS3,KC960884,1b,1d,Comet_vs_PerGene
NS3,KC967477,"unassigned_1, 2a-2b",2a,Comet_vs_PerGene
NS3,KC967478,"unassigned_1, 2a-2b",2a,Comet_vs_PerGene
NS3,KC967479,"unassigned_1, 2a-2c",2a,Comet_vs_PerGene
NS3,OP022918,"unassigned_1, 2b-2d",2b,Comet_vs_PerGene
NS3,KJ148619,1c,2l,Comet_vs_PerGene
NS3,KJ148620,4v,2l,Comet_vs_PerGene
NS3,KJ439768,1b,1d,Comet_vs_PerGene
NS3,KJ439772,1b,1i,Comet_vs_PerGene
NS3,KJ439773,1a,1j,Comet_vs_PerGene
NS3,KJ439774,1a,1k,Comet_vs_PerGene
NS3,KJ439775,1a,1n,Comet_vs_PerGene
NS3,KJ439777,1a,1k,Comet_vs_PerGene
NS3,KJ439778,1a,1m,Comet_vs_PerGene
NS3,KJ439779,1b,1o,Comet_vs_PerGene
NS3,KJ439780,1a,1m,Comet_vs_PerGene
NS3,KJ439781,1a,1n,Comet_vs_PerGene
NS3,KJ439782,1a,1m,Comet_vs_PerGene
NS3,KJ470618,3a,3e,Comet_vs_PerGene
NS3,KJ470619,3a,3d,Comet_vs_PerGene
NS3,KJ470623,6w,6g,Comet_vs_PerGene
NS3,KJ470625,6w,6g,Comet_vs_PerGene
NS3,KJ567644,6l,6xb,Comet_vs_PerGene
NS3,KJ567645,6l,6xb,Comet_vs_PerGene
NS3,KJ567646,6e,6xf,Comet_vs_PerGene
NS3,KJ567647,6w,6xf,Comet_vs_PerGene
NS3,KJ567648,6w,6xf,Comet_vs_PerGene
NS3,KJ567649,6e,6xc,Comet_vs_PerGene
NS3,KJ567650,6e,6xc,Comet_vs_PerGene
NS3,KJ567651,6e,6xc,Comet_vs_PerGene
NS3,KJ567652,6e,6u,Comet_vs_PerGene
NS3,KJ678754,"unassigned_1, 6a-3h",6a,Comet_vs_PerGene
NS3,KJ678768,"unassigned_1, 6a-3a",6a,Comet_vs_PerGene
NS3,KM043282,"unassigned_1, 4a-6h-6b-6h-6b",4a,Comet_vs_PerGene
NS3,KM043283,"unassigned_1, 4a-6b-6h-6b",4a,Comet_vs_PerGene
NS3,KM043285,"unassigned_1, 1b-6k-6b",1b,Comet_vs_PerGene
NS3,KM057781,2k,2q,Comet_vs_PerGene
NS3,KM102760,"unassigned_1, 1a-2b",1a,Comet_vs_PerGene
NS3,KM102761,"unassigned_1, 1a-2b",1a,Comet_vs_PerGene
NS3,KM102762,"unassigned_1, 1a-2b",1a,Comet_vs_PerGene
NS3,KM102763,"unassigned_1, 1a-2b",1a,Comet_vs_PerGene
NS3,KM102764,"unassigned_1, 1b-2j-2a-2b",1b,Comet_vs_PerGene
NS3,KM102765,"unassigned_1, 1b-2k",1b,Comet_vs_PerGene
NS3,KM102766,"unassigned_1, 1b-2b",1b,Comet_vs_PerGene
NS3,KM102767,"unassigned_1, 1b-2b",1b,Comet_vs_PerGene
NS3,KM102768,"unassigned_1, 1b-2a-2k",1b,Comet_vs_PerGene
NS3,KM102769,"unassigned_1, 1b-2a-2k",1b,Comet_vs_PerGene
NS3,KM102770,"unassigned_1, 1b-2k",1b,Comet_vs_PerGene
NS3,KM252788,"unassigned_1, 6u-2b",6u,Comet_vs_PerGene
NS3,KM252789,6a,6xd,Comet_vs_PerGene
NS3,KM252790,6a,6xd,Comet_vs_PerGene
NS3,KM252791,6a,6xd,Comet_vs_PerGene
NS3,KM252792,6n,6xe,Comet_vs_PerGene
NS3,KM252794,6w,6h,Comet_vs_PerGene
NS3,KM252796,6e,6c,Comet_vs_PerGene
NS3,KM252797,6e,6q,Comet_vs_PerGene
NS3,KM252798,6e,6xf,Comet_vs_PerGene
NS3,KM252799,6a,6xd,Comet_vs_PerGene
NS3,KM252800,6e,6q,Comet_vs_PerGene
NS3,KM495736,"unassigned_1, 1b-2k",1b,Comet_vs_PerGene
NS3,KM504111,6e,6c,Comet_vs_PerGene
NS3,KM504112,1b,6xf,Comet_vs_PerGene
NS3,KM504114,6o,6q,Comet_vs_PerGene
NS3,KM504117,6e,6q,Comet_vs_PerGene
NS3,KM504118,6w,6xf,Comet_vs_PerGene
NS3,KM504120,6e,6q,Comet_vs_PerGene
NS3,KM504121,6w,6q,Comet_vs_PerGene
NS3,KM580619,1b,1a,Comet_vs_PerGene
NS3,KM587623,"unassigned_1, 3i-3k",3i,Comet_vs_PerGene
NS3,KM587625,"unassigned_1, 4d-4a-4n-4g-1a-3h",4d,Comet_vs_PerGene
NS3,KP162364,2j,2t,Comet_vs_PerGene
NS3,KP162567,1b,1d,Comet_vs_PerGene
NS3,KP162585,1b,1i,Comet_vs_PerGene
NS3,KP162611,2j,2f,Comet_vs_PerGene
NS3,KP162680,2j,2u,Comet_vs_PerGene
NS3,KP162796,2j,2u,Comet_vs_PerGene
NS3,KP163083,1b,1d,Comet_vs_PerGene
NS3,KP163084,1b,1d,Comet_vs_PerGene
NS3,KP163194,2b,2t,Comet_vs_PerGene
NS3,KP163260,4a,4c,Comet_vs_PerGene
NS3,KP163456,1b,1d,Comet_vs_PerGene
NS3,KP898279,"unassigned_1, 1a-1b",1a,Comet_vs_PerGene
NS3,OM222702,"unassigned_1, 1b-6k-6b",1b,Comet_vs_PerGene
NS3,OM222703,"unassigned_1, 1b-6k-6b",1b,Comet_vs_PerGene
NS3,KX852188,1b,1k,Comet_vs_PerGene
NS3,KY014622,"unassigned_1, 6n-2m-2a-6d",6n,Comet_vs_PerGene
NS3,KY283130,"unassigned_1, 4a-2a-3g-6b-3g",4a,Comet_vs_PerGene
NS3,KY620322,"unassigned_1, 2a-3a",2a,Comet_vs_PerGene
NS3,KY620330,"unassigned_1, 2c-2b-3g-2b-2a",2c,Comet_vs_PerGene
NS3,KY620333,"unassigned_1, 2c-6h-3h",2c,Comet_vs_PerGene
NS3,KY620334,"unassigned_1, 2c-6h-2b",2c,Comet_vs_PerGene
NS3,KY620364,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620370,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620373,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620384,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620390,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620404,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620414,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620427,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620437,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620448,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620456,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620484,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620508,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620514,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620515,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620516,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620517,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620519,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620526,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620549,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620552,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620568,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620574,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620580,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620606,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620641,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620671,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620675,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620721,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620724,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620738,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620748,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620759,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620790,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620791,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620801,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620811,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620823,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620824,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620832,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620836,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS3,KY620860,"unassigned_1, 3a-2b",3a,Comet_vs_PerGene
NS3,KY620868,"unassigned_1, 3a-2b",3a,Comet_vs_PerGene
NS3,KY620872,"unassigned_1, 3b-3h",3b,Comet_vs_PerGene
NS3,KY620875,"unassigned_1, 3b-3a",3b,Comet_vs_PerGene
NS3,KY620879,3g,3b,Comet_vs_PerGene
NS3,KY620880,"unassigned_1, 1a-2b",1a,Comet_vs_PerGene
NS3,KY697856,4f,4c,Comet_vs_PerGene
NS3,KY780122,"unassigned_1, 1b-2j-2k",1b,Comet_vs_PerGene
NS3,KY780123,"unassigned_1, 1b-2j-2k",1b,Comet_vs_PerGene
NS3,KY883981,"unassigned_1, 1b-2j-2k",1b,Comet_vs_PerGene
NS3,KY883982,"unassigned_1, 1b-2j-2k",1b,Comet_vs_PerGene
NS3,LC011927,"unassigned_1, 1b-6k-6d-6b-6d",1b,Comet_vs_PerGene
NS3,LC011928,"unassigned_1, 1b-6k-6d-6b-6d",1b,Comet_vs_PerGene
NS3,LC011929,"unassigned_1, 1b-6k-6d-6b-6d",1b,Comet_vs_PerGene
NS3,LC011930,"unassigned_1, 1b-6k-6d-6b-6d",1b,Comet_vs_PerGene
NS3,LC011931,"unassigned_1, 1b-6k-6d-6b-6d",1b,Comet_vs_PerGene
NS3,LC150893,"unassigned_1, 1b-2j-2a-2b",1b,Comet_vs_PerGene
NS3,LC273304,"unassigned_1, 1b-2b",1b,Comet_vs_PerGene
NS3,LC368351,"unassigned_1, 1a-3a",1a,Comet_vs_PerGene
NS3,LC368352,"unassigned_1, 3a-1a",3a,Comet_vs_PerGene
NS3,LC368366,"unassigned_1, 1a-2b",1a,Comet_vs_PerGene
NS3,LC368421,6w,6xa,Comet_vs_PerGene
NS3,LC495890,2j,1a,Comet_vs_PerGene
NS3,LC495891,2j,1a,Comet_vs_PerGene
NS3,LC495892,2j,1a,Comet_vs_PerGene
NS3,LC495893,2j,1a,Comet_vs_PerGene
NS3,LC495894,2j,1a,Comet_vs_PerGene
NS3,LC495895,2j,1a,Comet_vs_PerGene
NS3,LC495896,2j,1a,Comet_vs_PerGene
NS3,LC495897,2j,1a,Comet_vs_PerGene
NS3,LC495898,2b,1a,Comet_vs_PerGene
NS3,LC495899,6w,1a,Comet_vs_PerGene
NS3,LC495900,2b,1a,Comet_vs_PerGene
NS3,LC495901,6w,1a,Comet_vs_PerGene
NS3,LC495902,6w,1a,Comet_vs_PerGene
NS3,LC495903,2j,1a,Comet_vs_PerGene
NS3,KR870888,"unassigned_1, 1e-4k-4n-4g-4a-4f-4d-4g",1e,Comet_vs_PerGene
NS3,KT233297,1b,1d,Comet_vs_PerGene
NS3,KT233414,1h,1c,Comet_vs_PerGene
NS3,KU180713,4a,4c,Comet_vs_PerGene
NS3,KU746825,"unassigned_1, 3a-1a",3a,Comet_vs_PerGene
NS3,KU861171,2j,5a,Comet_vs_PerGene
NS3,KU871304,"unassigned_1, 1a-3a",1a,Comet_vs_PerGene
NS3,KU871305,"unassigned_1, 1a-2b",1a,Comet_vs_PerGene
NS3,KX092342,2b,1k,Comet_vs_PerGene
NS3,KX172138,2j,7b,Comet_vs_PerGene
NS3,OP894632,1b,1d,Comet_vs_PerGene
NS3,OP894633,1b,1d,Comet_vs_PerGene
NS3,OP894636,1b,1d,Comet_vs_PerGene
NS3,OP894646,1b,1o,Comet_vs_PerGene
NS3,OP894648,"unassigned_1, 1l-1b-1a-4t-1a-4t",1l,Comet_vs_PerGene
NS3,OP894649,1b,1d,Comet_vs_PerGene
NS3,OK001630,4a,4c,Comet_vs_PerGene
NS3,OR917741,2j,2c,Comet_vs_PerGene
NS3,OR917742,2j,2q,Comet_vs_PerGene
NS3,OR917743,2k,2q,Comet_vs_PerGene
NS3,OR917749,2k,2q,Comet_vs_PerGene
NS3,OR917751,2j,2q,Comet_vs_PerGene
NS3,OQ863056,"unassigned_1, 3a-6n",3a,Comet_vs_PerGene
NS3,OQ873159,"unassigned_1, 3b-3a-3g-2b-3h-2b-3h",3b,Comet_vs_PerGene
NS3,OQ873160,"unassigned_1, 3b-3h",3b,Comet_vs_PerGene
NS3,OQ873161,"unassigned_1, 3b-3a-2b-3k-2b-3h",3b,Comet_vs_PerGene
NS3,OQ832071,6w,6xa,Comet_vs_PerGene
NS3,OM525854,1b,1m,Comet_vs_PerGene
NS3,OM525855,"unassigned_1, 2a-2k",2m,Comet_vs_PerGene
NS3,OM525858,2a,2m,Comet_vs_PerGene
NS3,OM525864,1a,1n,Comet_vs_PerGene
NS3,OM525871,1a,1n,Comet_vs_PerGene
NS3,OM525873,"unassigned_1, 1a-1b",1n,Comet_vs_PerGene
NS3,OM525875,1a,1n,Comet_vs_PerGene
NS3,OM525877,2j,2q,Comet_vs_PerGene
NS3,OM525878,2a,2m,Comet_vs_PerGene
NS3,OM525879,2j,2e,Comet_vs_PerGene
NS3,OM525885,2j,2q,Comet_vs_PerGene
NS3,OM525888,1b,1n,Comet_vs_PerGene
NS3,OM525889,1b,1h,Comet_vs_PerGene
NS3,OM525890,2j,2m,Comet_vs_PerGene
NS3,OM525891,1a,1m,Comet_vs_PerGene
NS3,OM525893,2a,2m,Comet_vs_PerGene
NS3,OM525895,"unassigned_1, 1b-2a",1b,Comet_vs_PerGene
NS3,OM525899,"unassigned_1, 2b-1b",2b,Comet_vs_PerGene
NS3,OM525900,2j,2i,Comet_vs_PerGene
NS3,OM525901,2a,2m,Comet_vs_PerGene
NS3,OM525902,1a,1n,Comet_vs_PerGene
NS3,OM525905,2j,2r,Comet_vs_PerGene
NS3,OM525908,"unassigned_1, 2d-2a",2d,Comet_vs_PerGene
NS3,OM525909,1a,1n,Comet_vs_PerGene
NS3,PV184474,"unassigned_1, 1a-3a",1a,Comet_vs_PerGene
NS3,PV184477,"unassigned_1, 3a-2b",3a,Comet_vs_PerGene
NS3,PV184543,"unassigned_1, 1a-2b",1a,Comet_vs_PerGene
NS3,PV184558,"unassigned_1, 1a-2b",1a,Comet_vs_PerGene
NS3,PV184562,"unassigned_1, 1a-2b",1a,Comet_vs_PerGene
NS3,PV184569,"unassigned_1, 1a-2b",1a,Comet_vs_PerGene
NS3,PV289116,"unassigned_1, 1a-2b",1a,Comet_vs_PerGene
NS3,PV289118,"unassigned_1, 1a-2b",1a,Comet_vs_PerGene
NS3,PV289130,"unassigned_1, 1a-2b",1a,Comet_vs_PerGene
NS3,PV289210,"unassigned_1, 3a-2b",3a,Comet_vs_PerGene
NS3,PV289216,"unassigned_1, 3a-2b",3a,Comet_vs_PerGene
NS3,PV289218,"unassigned_1, 3a-2b",3a,Comet_vs_PerGene
NS3,MZ171127,6l,6xj,Comet_vs_PerGene
NS3,MZ171128,6l,6xj,Comet_vs_PerGene
NS3,MZ171129,6l,6xj,Comet_vs_PerGene
NS3,MZ171130,6l,6xj,Comet_vs_PerGene
NS3,MZ171131,6l,6xj,Comet_vs_PerGene
NS3,MZ171132,6l,6xj,Comet_vs_PerGene
NS3,MZ171133,6l,6xj,Comet_vs_PerGene
NS3,MZ171134,6l,6xj,Comet_vs_PerGene
NS3,MZ504973,6l,6xi,Comet_vs_PerGene
NS3,MZ504974,6k,6xi,Comet_vs_PerGene
NS3,MZ504975,6k,6xi,Comet_vs_PerGene
NS3,MZ504976,6k,6xi,Comet_vs_PerGene
NS3,MZ541883,1b,1o,Comet_vs_PerGene
NS3,MZ541884,1b,1o,Comet_vs_PerGene
NS3,OM884322,4v,4s,Comet_vs_PerGene
NS3,OM884335,4v,4s,Comet_vs_PerGene
NS3,OM884347,4v,4s,Comet_vs_PerGene
NS3,MZ394742,2b,1b,Comet_vs_PerGene
NS5A,MW205378,4v,4q,Comet_vs_PerGene
NS5A,MW205380,4v,4p,Comet_vs_PerGene
NS5A,MW205386,4a,4c,Comet_vs_PerGene
NS5A,MW205388,4a,4c,Comet_vs_PerGene
NS5A,MW205390,4a,4c,Comet_vs_PerGene
NS5A,MW205396,4k,4g,Comet_vs_PerGene
NS5A,MW205397,4k,4d,Comet_vs_PerGene
NS5A,MW205398,4r,4v,Comet_vs_PerGene
NS5A,MW205415,4d,6f,Comet_vs_PerGene
NS5A,MW205416,1l,4d,Comet_vs_PerGene
NS5A,MW205436,2j,2i,Comet_vs_PerGene
NS5A,MW205437,2j,2i,Comet_vs_PerGene
NS5A,MW205438,2j,2i,Comet_vs_PerGene
NS5A,MW205439,2j,2v,Comet_vs_PerGene
NS5A,MW205440,2a,2u,Comet_vs_PerGene
NS5A,MW205441,2a,2i,Comet_vs_PerGene
NS5A,MW205442,2j,2d,Comet_vs_PerGene
NS5A,MW205443,2j,2v,Comet_vs_PerGene
NS5A,MW205445,2j,2u,Comet_vs_PerGene
NS5A,MW205450,2j,2i,Comet_vs_PerGene
NS5A,MW205456,2a,2f,Comet_vs_PerGene
NS5A,MW205457,2b,2q,Comet_vs_PerGene
NS5A,MW205458,2j,2f,Comet_vs_PerGene
NS5A,MW205459,2a,2f,Comet_vs_PerGene
NS5A,MW205460,2a,2f,Comet_vs_PerGene
NS5A,MW205461,2a,2i,Comet_vs_PerGene
NS5A,MW205462,2j,2q,Comet_vs_PerGene
NS5A,MW205463,2a,2u,Comet_vs_PerGene
NS5A,MW205464,2a,2q,Comet_vs_PerGene
NS5A,MW205465,2a,2i,Comet_vs_PerGene
NS5A,MZ325443,"unassigned_1, 3a-3g",3a,Comet_vs_PerGene
NS5A,MZ325444,"unassigned_1, 3a-6k-3g",3a,Comet_vs_PerGene
NS5A,MZ327743,"unassigned_1, 1a-1b",1a,Comet_vs_PerGene
NS5A,ON314812,2k,2q,Comet_vs_PerGene
NS5A,ON314813,2k,2f,Comet_vs_PerGene
NS5A,ON314815,2j,2q,Comet_vs_PerGene
NS5A,ON314817,2k,2q,Comet_vs_PerGene
NS5A,ON314818,2k,2u,Comet_vs_PerGene
NS5A,ON314820,2j,2q,Comet_vs_PerGene
NS5A,ON314821,2j,2q,Comet_vs_PerGene
NS5A,ON314822,2k,2q,Comet_vs_PerGene
NS5A,ON314823,2j,2q,Comet_vs_PerGene
NS5A,ON314825,2j,2q,Comet_vs_PerGene
NS5A,ON314826,2j,2q,Comet_vs_PerGene
NS5A,PQ365513,3a,3d,Comet_vs_PerGene
NS5A,PQ365524,3a,3e,Comet_vs_PerGene
NS5A,MT633133,3a,7b,Comet_vs_PerGene
NS5A,MT893908,4a,4c,Comet_vs_PerGene
NS5A,MT893909,4a,4c,Comet_vs_PerGene
NS5A,MT893912,4a,4c,Comet_vs_PerGene
NS5A,MW041294,2j,2e,Comet_vs_PerGene
NS5A,MW041295,2j,2v,Comet_vs_PerGene
NS5A,MW041296,2j,2q,Comet_vs_PerGene
NS5A,MW041297,2j,2v,Comet_vs_PerGene
NS5A,MW041298,2j,2v,Comet_vs_PerGene
NS5A,MW041299,2j,2v,Comet_vs_PerGene
NS5A,MW531222,"unassigned_1, 4a-3h-6h-6d-6h-6d",4a,Comet_vs_PerGene
NS5A,MW689944,"unassigned_1, 1a-2k",1a,Comet_vs_PerGene
NS5A,MW689945,"unassigned_1, 1a-4a",1a,Comet_vs_PerGene
NS5A,MW689963,"unassigned_1, 1a-4a",1a,Comet_vs_PerGene
NS5A,MW689965,1b,1d,Comet_vs_PerGene
NS5A,MW689969,"unassigned_1, 1a-1b",1a,Comet_vs_PerGene
NS5A,MW689971,1b,1i,Comet_vs_PerGene
NS5A,MW689980,1a,1j,Comet_vs_PerGene
NS5A,MW689987,"unassigned_1, 1a-4r",1a,Comet_vs_PerGene
NS5A,MW689993,"unassigned_1, 1a-1b",1a,Comet_vs_PerGene
NS5A,MW689995,"unassigned_1, 1a-4k-1b-4k-1b-4k",1a,Comet_vs_PerGene
NS5A,MW690001,1a,1n,Comet_vs_PerGene
NS5A,MW690004,"unassigned_1, 1a-4o-4v-4o",1a,Comet_vs_PerGene
NS5A,MW690008,"unassigned_1, 1b-4r-1a-4r",1g,Comet_vs_PerGene
NS5A,MW690009,"unassigned_1, 1b-1a",1a,Comet_vs_PerGene
NS5A,MW690013,1c,1o,Comet_vs_PerGene
NS5A,MN641932,4d,1d,Comet_vs_PerGene
NS5A,MN641972,4d,1a,Comet_vs_PerGene
NS5A,MT113068,3a,3d,Comet_vs_PerGene
NS5A,MT113070,3a,3h,Comet_vs_PerGene
NS5A,MT113073,4l,,Comet_vs_PerGene
NS5A,MT151161,1b,1n,Comet_vs_PerGene
NS5A,MT151162,4f,4g,Comet_vs_PerGene
NS5A,MT151165,2j,2r,Comet_vs_PerGene
NS5A,MT151171,2j,2u,Comet_vs_PerGene
NS5A,MT151176,1h,1d,Comet_vs_PerGene
NS5A,MT151194,4a,4c,Comet_vs_PerGene
NS5A,MT151206,1a,1o,Comet_vs_PerGene
NS5A,MT151207,4f,4d,Comet_vs_PerGene
NS5A,MT151211,1a,1o,Comet_vs_PerGene
NS5A,MT151212,1b,1d,Comet_vs_PerGene
NS5A,MT151222,4r,1a,Comet_vs_PerGene
NS5A,MT151226,1a,1o,Comet_vs_PerGene
NS5A,MT151236,2a,2c,Comet_vs_PerGene
NS5A,MT151238,1a,1c,Comet_vs_PerGene
NS5A,MT151241,1c,1o,Comet_vs_PerGene
NS5A,MT151243,2b,2i,Comet_vs_PerGene
NS5A,MT151252,4a,4c,Comet_vs_PerGene
NS5A,MT151255,1c,1o,Comet_vs_PerGene
NS5A,MT151261,4d,4b,Comet_vs_PerGene
NS5A,MT151262,2a,2r,Comet_vs_PerGene
NS5A,MT151264,1a,1b,Comet_vs_PerGene
NS5A,MT151270,4a,4c,Comet_vs_PerGene
NS5A,MT151272,1a,1o,Comet_vs_PerGene
NS5A,MT151282,2j,3h,Comet_vs_PerGene
NS5A,MT151283,4a,4c,Comet_vs_PerGene
NS5A,MT512570,"unassigned_1, 1b-6d-6b",1b,Comet_vs_PerGene
NS5A,MT554099,4a,,Comet_vs_PerGene
NS5A,MT554100,1a,,Comet_vs_PerGene
NS5A,MT554101,1b,,Comet_vs_PerGene
NS5A,MT632127,"unassigned_1, 1a-1b",1a,Comet_vs_PerGene
NS5A,PQ660835,"unassigned_1, 1a-4a-4v",1a,Comet_vs_PerGene
NS5A,PQ660852,"unassigned_1, 4a-1a",4a,Comet_vs_PerGene
NS5A,PQ660853,"unassigned_1, 1a-4a",1a,Comet_vs_PerGene
NS5A,PQ660855,"unassigned_1, 1a-4a-4v",1a,Comet_vs_PerGene
NS5A,PQ660857,"unassigned_1, 4a-1a",4a,Comet_vs_PerGene
NS5A,MK252769,6xa,5a,Comet_vs_PerGene
NS5A,MK252770,6n,5a,Comet_vs_PerGene
NS5A,MK252771,6xa,5a,Comet_vs_PerGene
NS5A,MK252773,6xa,5a,Comet_vs_PerGene
NS5A,MK252775,6xa,5a,Comet_vs_PerGene
NS5A,MK252776,6xa,5a,Comet_vs_PerGene
NS5A,MK252780,6xa,5a,Comet_vs_PerGene
NS5A,MK252782,6xa,5a,Comet_vs_PerGene
NS5A,MK252784,6xa,5a,Comet_vs_PerGene
NS5A,MK252789,6n,4v,Comet_vs_PerGene
NS5A,MK252790,6xa,5a,Comet_vs_PerGene
NS5A,MK252797,6n,4d,Comet_vs_PerGene
NS5A,MK252798,6n,5a,Comet_vs_PerGene
NS5A,MK252803,6xa,5a,Comet_vs_PerGene
NS5A,MK252804,1b,5a,Comet_vs_PerGene
NS5A,MK252807,6xa,5a,Comet_vs_PerGene
NS5A,MK252808,6xa,5a,Comet_vs_PerGene
NS5A,MK252809,6xa,5a,Comet_vs_PerGene
NS5A,MK252810,6n,4d,Comet_vs_PerGene
NS5A,MK252812,6xa,5a,Comet_vs_PerGene
NS5A,MK252814,6xa,5a,Comet_vs_PerGene
NS5A,MK252815,6xa,5a,Comet_vs_PerGene
NS5A,MK252819,6xa,5a,Comet_vs_PerGene
NS5A,MK252823,6xa,5a,Comet_vs_PerGene
NS5A,MK255495,1b,1i,Comet_vs_PerGene
NS5A,MK255579,1b,1i,Comet_vs_PerGene
NS5A,MK327981,6w,6g,Comet_vs_PerGene
NS5A,MK327985,6w,6g,Comet_vs_PerGene
NS5A,MK327987,6w,6q,Comet_vs_PerGene
NS5A,MK327988,6g,5b,Comet_vs_PerGene
NS5A,MK327989,6w,6xh,Comet_vs_PerGene
NS5A,MK327993,1b,6xa,Comet_vs_PerGene
NS5A,MK327994,6w,6xh,Comet_vs_PerGene
NS5A,MK327995,6w,5a,Comet_vs_PerGene
NS5A,MK327996,6w,6xh,Comet_vs_PerGene
NS5A,MK327998,6w,5a,Comet_vs_PerGene
NS5A,MK327999,6w,6q,Comet_vs_PerGene
NS5A,MK328002,6w,6xh,Comet_vs_PerGene
NS5A,MK328003,6w,6xh,Comet_vs_PerGene
NS5A,MK328004,6a,6xj,Comet_vs_PerGene
NS5A,MK328006,6w,6xh,Comet_vs_PerGene
NS5A,MK328007,6w,6q,Comet_vs_PerGene
NS5A,MK328008,6w,6g,Comet_vs_PerGene
NS5A,MK328009,6w,6q,Comet_vs_PerGene
NS5A,MK328010,6w,6xh,Comet_vs_PerGene
NS5A,MK328011,6a,5a,Comet_vs_PerGene
NS5A,MK328012,1b,6b,Comet_vs_PerGene
NS5A,MK328014,6w,6g,Comet_vs_PerGene
NS5A,MK328016,"unassigned_1, 6g-3b",6g,Comet_vs_PerGene
NS5A,MK328018,6w,6g,Comet_vs_PerGene
NS5A,MK328020,6w,6g,Comet_vs_PerGene
NS5A,MK328023,6w,6xe,Comet_vs_PerGene
NS5A,MK328025,6w,6xg,Comet_vs_PerGene
NS5A,MK328026,6w,6g,Comet_vs_PerGene
NS5A,MK468928,6w,6g,Comet_vs_PerGene
NS5A,MK527508,"unassigned_1, 1b-2j-2k",1b,Comet_vs_PerGene
NS5A,MK527509,"unassigned_1, 1b-2j-2k",1b,Comet_vs_PerGene
NS5A,MK548362,"unassigned_1, 1a-2b",1a,Comet_vs_PerGene
NS5A,MK548363,"unassigned_1, 1a-2b",1a,Comet_vs_PerGene
NS5A,MK548364,"unassigned_1, 1a-2b",1a,Comet_vs_PerGene
NS5A,MK548365,"unassigned_1, 1a-2b",1a,Comet_vs_PerGene
NS5A,MK548366,"unassigned_1, 1a-2b",1a,Comet_vs_PerGene
NS5A,MK548367,"unassigned_1, 1a-2b",1a,Comet_vs_PerGene
