Accession,ClosestGenotype,ClosestSubtype,ReferenceOverlapAA
MT863917,,,
MT863918,,,
MT863919,,,
MT863920,,,
MT863921,,,
MT863922,,,
MT863923,,,
MT863924,,,
MT863925,,,
MT863926,,,
MT863927,,,
MT863928,,,
MT863929,,,
MT863930,,,
MT863931,,,
MT863932,,,
MT863933,,,
MT863934,,,
MT863935,,,
MT863936,,,
MT863937,,,
MT863938,3,3a,26-93
MT863939,3,3a,26-93
MT863940,3,3a,26-93
MT863941,3,3a,26-93
MT863942,1,1a,26-93
MT863943,1,1a,26-93
MT863944,4,4d,26-93
MT863945,1,1a,26-93
MT863946,1,1a,26-93
MT863947,1,1a,26-93
MT863948,1,1a,32-93
MT863949,1,1a,26-93
MT863950,4,4d,26-93
MT863951,4,4d,26-93
MT863952,4,4d,26-93
MT863953,4,4d,26-93
MT863954,1,1a,26-93
MT863955,1,1a,26-93
MT863956,4,4d,26-93
MT863957,4,4d,26-93
MT863958,1,1a,26-93
MT863959,1,1a,26-93
MT863960,3,3a,26-93
MT863961,3,3a,26-93
MT863962,3,3a,26-93
MT863963,3,3a,26-93
MT863964,4,4d,26-93
MT863965,4,4d,26-93
MT863966,1,1a,26-93
MT863967,1,1a,26-93
MT863968,4,4d,26-93
MT863969,4,4d,26-93
MT863970,3,3a,26-93
MT863971,3,3a,26-93
MT863972,1,1a,26-93
MT863973,1,1a,26-93
MT863974,4,4d,26-93
MT863975,4,4d,26-93
MT863976,1,1a,26-93
MT863977,1,1a,26-93
MT863978,1,1a,26-93
MT863979,1,1a,26-93
MT863980,1,1a,26-93
MT863981,1,1a,26-93
MT863982,3,3a,26-93
MT863983,3,3a,26-93
MT863984,1,1a,26-93
MT863985,3,3a,26-93
MT863986,4,4d,26-93
MT863987,4,4d,26-93
MT863988,1,1a,26-93
MT863989,1,1a,26-93
MT863990,1,1a,26-93
MT863991,1,1a,26-93
MT863992,1,1a,26-93
MT863993,1,1a,26-93
MT863994,3,3a,26-93
MT863995,3,3a,26-93
MT863996,3,3a,26-93
MT863997,3,3a,26-93
MT863998,3,3a,26-93
MT863999,3,3a,26-93
MT864000,3,3a,26-93
MT864001,3,3a,26-93
MT864002,1,1a,26-93
MT864003,1,1a,26-93
MT864004,3,3a,26-93
MT864005,3,3a,26-93
MT893899,,,
MT893900,,,
MT893901,,,
MT893902,,,
MT893903,,,
MT893904,,,
MT893905,,,
MT893906,,,
MT893907,4,4r,26-93
MT893908,4,4c,26-93
MT893909,4,4c,26-93
MT893910,4,4k,26-93
MT893911,4,4r,26-93
MT893912,4,4c,26-93
MT893913,4,4r,26-93
MT893914,4,4r,26-93
MT893915,,,
MT893916,,,
MT893917,,,
MT893918,,,
MT893919,,,
MT893920,,,
MT893921,,,
MT893922,,,
MT893923,,,
MT893924,,,
MT897489,,,
MT897490,,,
MT897491,,,
MT897492,,,
MT897493,,,
MT897494,,,
MT897495,,,
MT897496,,,
MT897497,,,
MT897498,,,
MT897499,,,
MT897500,,,
MT897501,,,
MT897502,,,
MT897503,,,
MT897504,,,
MT897505,,,
MT897506,,,
MT897507,,,
MT897508,,,
MT897509,,,
MT897510,,,
MT897511,,,
MT897512,,,
MT897513,,,
MT897514,,,
MT897515,,,
MT897516,,,
MT897517,,,
MT897518,,,
MT897519,,,
MT897520,,,
MT897521,,,
MT897522,,,
MT897523,,,
MT897524,,,
MT897525,,,
MT897526,,,
MT897527,,,
MT897528,,,
MT897529,,,
MT897530,,,
MT897531,,,
MT897532,,,
MT897533,,,
MT897534,,,
MT897535,,,
MT897536,,,
MT897537,,,
MT897538,,,
MT897539,,,
MT897540,,,
MT897541,,,
MT897542,,,
MT897543,,,
MT897544,,,
MT897545,,,
MT897546,,,
MT897547,,,
MT897548,,,
MT897549,,,
MT897550,,,
MT897551,,,
MT897552,,,
MT897553,,,
MT897554,,,
MT897555,,,
MT897556,,,
MT897557,,,
MT897558,,,
MT897559,,,
MT897560,,,
MT897561,,,
MT897562,,,
MT897563,,,
MT897564,,,
MT897565,,,
MT897566,,,
MT897567,,,
MT897568,,,
MT897569,,,
MT897570,,,
MT897571,,,
MT897572,,,
MT897573,,,
MT897574,,,
MT897575,,,
MT897576,,,
MT897577,,,
MT897578,,,
MT897579,,,
MT897580,,,
MT897581,,,
MT897582,,,
MT897583,,,
MT897584,,,
MT897585,,,
MT897586,,,
MT897587,,,
MT897588,,,
MT897589,,,
MT897590,,,
MT897591,,,
MT897592,,,
MT897593,,,
MT897594,,,
MT897595,,,
MT897596,,,
MT897597,,,
MT897598,,,
MT897599,,,
MT897600,,,
MT897601,,,
MT897602,,,
MT897603,,,
MT897604,,,
MT897605,,,
MT897606,,,
MT897607,,,
MT897608,,,
MT897609,,,
MT897610,,,
MT897611,,,
MT897612,,,
MT897613,,,
MT897614,,,
MT897615,,,
MT897616,,,
MT897617,,,
MT897618,,,
MT897619,,,
MT897620,,,
MT897621,,,
MT897622,,,
MT897623,,,
MT897624,,,
MT897625,,,
MT897626,,,
MT897627,,,
MT897628,,,
MT897629,,,
MT897630,,,
MT897631,,,
MT897632,,,
MT897633,,,
MT897634,,,
MT897635,,,
MT897636,,,
MT897637,,,
MT897638,,,
MT897639,,,
MT897640,,,
MT897641,,,
MT897642,,,
MT897643,,,
MT897644,,,
MT897645,,,
MT897646,,,
MT897647,,,
MT897648,,,
MT897649,,,
MT897650,,,
MT897651,,,
MT897652,,,
MT897653,,,
MT897654,,,
MT897655,,,
MT897656,,,
MT897657,,,
MT897658,,,
MT897659,,,
MT897660,,,
MT897661,,,
MT897662,,,
MT897663,,,
MT897664,,,
MT897665,,,
MT897666,,,
MT897667,,,
MT897668,,,
MT897669,,,
MT897670,,,
MT897671,,,
MT897672,,,
MT897673,,,
MT897674,,,
MT897675,,,
MT897676,,,
MT897677,,,
MT897678,,,
MT897679,,,
MT897680,,,
MT897681,,,
MT897682,,,
MT897683,,,
MT897684,,,
MT897685,,,
MT897686,,,
MT897687,,,
MT897688,,,
MT897689,,,
MT897690,,,
MT897691,,,
MT897692,,,
MT897693,,,
MT897694,,,
MT897695,,,
MT897696,,,
MT897697,,,
MT897698,,,
MT897699,,,
MT897700,,,
MT897701,,,
MT897702,,,
MT897703,,,
MT897704,,,
MT897705,,,
MT897706,,,
MT897707,,,
MT897708,,,
MT897709,,,
MT897710,,,
MT897711,,,
MT897712,,,
MT897713,,,
MT897714,,,
MT897715,,,
MT897716,,,
MT897717,,,
MT897718,,,
MT897719,,,
MT897720,,,
MT897721,,,
MT897722,,,
MT897723,,,
MT897724,,,
MT897725,,,
MT897726,,,
MT897727,,,
MT897728,,,
MT897729,,,
MT897730,,,
MT897731,,,
MT897732,,,
MT897733,,,
MT897734,,,
MT897735,,,
MT897736,,,
MT897737,,,
MT897738,,,
MT897739,,,
MT897740,,,
MT897741,,,
MT897742,,,
MT897743,,,
MT897744,,,
MT897745,,,
MT897746,,,
MT897747,,,
MT897748,,,
MT897749,,,
MT897750,,,
MT897751,,,
MT897752,,,
MT897753,,,
MT897754,,,
MT897755,,,
MT897756,,,
MT897757,,,
MT897758,,,
MT897759,,,
MT897760,,,
MT897761,,,
MT897762,,,
MT897763,,,
MT897764,,,
MT897765,,,
MT897766,,,
MT897767,,,
MT897768,,,
MT897769,,,
MT897770,,,
MT897771,,,
MT897772,,,
MT897773,,,
MT897774,,,
MT897775,,,
MT897776,,,
MT897777,,,
MT897778,,,
MT897779,,,
MT897780,,,
MT897781,,,
MT897782,,,
MT897783,,,
MT897784,,,
MT897785,,,
MT897786,,,
MT897787,,,
MT897788,,,
MT897789,,,
MT897790,,,
MT897791,,,
MT897792,,,
MT897793,,,
MT897794,,,
MT897795,,,
MT897796,,,
MT897797,,,
MT897798,,,
MT897799,,,
MT897800,,,
MT897801,,,
MT897802,,,
MT897803,,,
MT897804,,,
MT897805,,,
MT897806,,,
MT897807,,,
MT897808,,,
MT897809,,,
MT897810,,,
MT897811,,,
MT897812,,,
MT897813,,,
MT897814,,,
MT897815,,,
MT897816,,,
MT897817,,,
MT897818,,,
MT897819,,,
MT897820,,,
MT897821,,,
MT897822,,,
MT897823,,,
MT897824,,,
MT897825,,,
MT897826,,,
MT897827,,,
MT897828,,,
MT897829,,,
MT897830,,,
MT897831,,,
MT897832,,,
MT897833,,,
MT897834,,,
MT897835,,,
MT897836,,,
MT897837,,,
MT897838,,,
MT897839,,,
MT897840,,,
MT897841,,,
MT916285,,,
MT995311,2,2b,26-93
MT995312,2,2b,26-93
MT995313,2,2b,26-93
MT995314,2,2b,26-93
MT995315,2,2b,26-93
MT995316,3,3a,26-93
MT995317,3,3a,26-93
MT995318,3,3a,26-93
MT995319,3,3a,26-93
MT995320,3,3a,26-93
MT995321,3,3a,26-93
MT995322,3,3a,26-93
MT995323,3,3a,26-93
MT995324,3,3a,26-93
MT995325,3,3a,26-93
MT995326,3,3a,26-93
MT995327,3,3a,26-93
MT995328,3,3a,26-93
MT995329,3,3a,26-93
MT995330,3,3a,26-93
MT995331,3,3a,26-93
MT995332,3,3a,26-93
MT995333,3,3a,26-93
MT995334,3,3a,26-93
MT995335,3,3a,26-93
MT995336,2,2b,26-93
MT995337,2,2b,26-93
MT995338,2,2b,26-93
MT995339,2,2b,26-93
MT995340,2,2b,26-93
MT995341,1,1b,26-93
MT995342,1,1b,26-93
MT995343,1,1b,26-93
MT995344,1,1b,26-93
MT995345,1,1b,26-93
MT995346,3,3a,26-93
MT995347,3,3a,26-93
MT995348,3,3a,26-93
MT995349,3,3a,26-93
MT995350,3,3a,26-93
MT995351,1,1a,26-93
MT995352,1,1a,26-93
MT995353,1,1a,26-93
MT995354,1,1a,26-93
MT995355,1,1a,26-93
MW016378,,,
MW016379,,,
MW041294,2,2r,26-93
MW041295,2,2v,26-93
MW041296,2,2r,26-93
MW041297,2,2v,26-93
MW041298,2,2v,26-93
MW041299,2,2v,26-93
MW531222,4,4a,26-93
PQ110140,,,
PQ110141,,,
PQ110142,,,
PQ110143,,,
PQ110144,,,
PQ110145,,,
PQ110146,,,
PQ110147,,,
PQ110148,,,
PQ110149,,,
PQ110150,,,
PQ110151,,,
PQ110152,,,
PQ110154,,,
PQ110156,,,
PQ110158,,,
PQ110159,,,
PQ110160,,,
PQ110161,,,
PQ110162,,,
PQ110164,,,
PQ110165,,,
PQ110166,,,
PQ110168,,,
PQ110169,,,
PQ110172,,,
PQ110173,,,
PQ110176,,,
PQ110177,,,
PQ110178,,,
PQ110179,,,
PQ110180,,,
PQ110181,,,
PQ110182,,,
PQ110184,,,
PQ110185,,,
PQ110186,,,
PQ110187,,,
PQ110188,,,
PQ110189,,,
PQ110190,,,
PQ110191,,,
PQ110192,,,
PQ110193,,,
PQ110194,,,
PQ110195,,,
PQ110196,,,
PQ110197,,,
PQ110198,,,
PQ110199,,,
PQ110200,,,
PQ110201,,,
PQ110202,,,
PQ110203,,,
PQ110204,,,
PQ110205,,,
PQ110206,,,
PQ110207,,,
PQ110208,,,
PQ110209,,,
PQ110210,,,
PQ110211,,,
PQ110212,,,
PQ110213,,,
PQ110214,,,
PQ110215,,,
PQ110216,,,
PQ110217,,,
PQ110219,,,
PQ110220,,,
PQ110221,,,
PQ110222,,,
PQ110223,,,
PQ110224,,,
PQ110225,,,
PQ110226,,,
PQ110227,,,
PQ110228,,,
PQ110229,,,
PQ110230,,,
PQ110231,,,
PQ144092,3,3a,26-93
PQ144093,3,3a,26-93
PP319949,,,
PP319950,,,
PP319951,,,
PP319952,,,
PP319953,,,
PP319954,,,
PP319955,,,
PP319956,,,
PP319957,,,
PP319958,,,
PP319959,,,
PP319960,,,
PP319961,,,
PP319962,,,
PP319963,,,
PP319964,,,
PP319965,,,
PP319966,,,
PP319967,,,
PP319968,,,
PP319969,,,
PP319970,,,
PP319971,,,
PP319972,,,
PP319973,,,
PP319974,,,
PP319975,,,
PP372686,2,2a,26-93
ON630763,1,1a,26-93
ON630764,1,1a,26-93
ON630765,1,1a,26-93
ON630766,1,1a,26-93
ON630767,1,1a,26-93
ON630768,1,1a,26-93
ON630769,1,1a,26-93
ON630770,1,1a,26-93
ON630771,1,1a,26-93
ON630772,1,1a,26-93
ON630773,1,1a,26-93
ON630774,1,1a,26-93
ON630775,1,1a,26-93
ON630776,1,1a,26-93
ON630777,1,1a,26-93
ON630778,1,1a,26-93
ON630779,1,1a,26-93
ON630780,1,1a,26-93
ON630781,1,1a,26-93
ON630782,1,1a,26-93
ON630783,1,1a,26-93
ON630784,1,1a,26-93
ON630785,1,1a,26-93
ON630786,1,1a,26-93
ON630787,1,1a,26-93
ON630788,1,1a,26-93
ON630789,1,1a,26-93
ON630790,1,1a,26-93
ON630791,1,1a,26-93
ON630792,1,1a,26-93
ON630793,1,1a,26-93
ON630794,1,1a,26-93
ON630795,1,1a,26-93
ON630796,1,1a,26-93
ON630797,1,1a,26-93
ON630798,1,1a,26-93
ON630799,1,1a,26-93
ON630800,1,1a,26-93
ON630801,1,1a,26-93
ON630802,1,1a,26-93
ON630803,1,1a,26-93
ON630804,1,1a,26-93
ON630805,1,1a,26-93
ON630806,1,1a,26-93
ON630807,1,1a,26-93
ON630808,1,1a,26-93
ON630809,1,1a,26-93
ON630810,1,1a,26-93
ON630811,1,1a,26-93
ON630812,1,1a,26-93
ON630813,1,1a,26-93
ON630814,1,1a,26-93
ON630815,1,1a,26-93
ON630816,1,1a,26-93
ON630817,1,1a,26-93
ON630818,1,1a,26-93
ON630819,1,1a,26-93
ON630820,1,1a,26-93
ON630821,1,1a,26-93
ON630822,1,1a,26-93
ON630823,1,1a,26-93
ON630824,1,1a,26-93
ON630825,1,1a,26-93
ON630826,1,1a,26-93
ON630827,1,1a,26-93
ON630828,1,1a,26-93
ON630829,1,1a,26-93
ON630830,1,1a,26-93
ON630831,1,1a,26-93
ON630832,1,1a,26-93
ON630833,1,1a,26-93
ON630834,1,1a,26-93
ON630835,1,1a,26-93
ON630836,1,1a,26-93
ON630837,1,1a,26-93
ON630838,1,1a,26-93
ON630839,1,1a,26-93
ON630840,1,1a,26-93
ON630841,1,1a,26-93
ON630842,1,1a,26-93
ON630843,1,1a,26-93
ON630844,1,1a,26-93
ON630845,1,1a,26-93
ON630846,1,1a,26-93
ON630847,1,1a,26-93
ON630848,1,1a,26-93
ON630849,1,1a,26-93
ON630850,1,1a,26-93
ON630851,1,1a,26-93
ON630852,1,1a,26-93
ON630853,1,1a,26-93
ON630854,1,1a,26-93
ON630855,1,1a,26-93
ON630856,1,1a,26-93
ON630857,1,1a,26-93
ON630858,1,1a,26-93
ON630859,1,1a,26-93
ON630860,1,1a,26-93
ON630861,1,1a,26-93
ON630862,1,1a,26-93
ON630863,1,1a,26-93
ON630864,1,1a,26-93
ON630865,1,1a,26-93
ON630866,1,1a,26-93
ON630867,1,1a,26-93
ON630868,1,1a,26-93
ON630869,1,1a,26-93
ON630870,4,4a,26-93
ON630871,4,4a,26-93
ON630872,4,4a,26-93
ON630873,4,4a,26-93
ON630874,4,4a,26-93
ON630875,4,4a,26-93
ON630876,4,4a,26-93
ON630877,4,4a,26-93
ON630878,4,4a,26-93
ON630879,4,4a,26-93
ON630880,4,4a,26-93
ON630881,4,4a,26-93
ON630882,4,4a,26-93
ON630883,4,4a,26-93
ON630884,4,4a,26-93
ON630885,4,4a,26-93
ON630886,4,4a,26-93
ON630887,4,4a,26-93
ON630888,4,4a,26-93
ON630889,4,4a,26-93
ON630890,4,4a,26-93
ON630891,4,4a,26-93
ON630892,4,4a,26-93
ON630893,4,4a,26-93
ON630894,4,4a,26-93
ON630895,4,4a,26-93
ON630896,4,4a,26-93
ON630897,4,4a,26-93
ON630898,4,4a,26-93
ON630899,4,4a,26-93
ON630900,4,4a,26-93
ON351045,,,
ON351046,,,
ON351047,,,
ON351048,,,
ON351049,,,
ON351050,,,
ON351051,,,
ON351052,,,
ON351053,,,
ON351054,,,
ON376995,,,
ON595719,3,3a,26-93
ON595721,3,3a,26-93
ON595722,3,3a,26-93
ON595723,3,,
ON603922,,,
ON603923,,,
ON603924,,,
ON603925,,,
ON603926,,,
ON603927,,,
ON603928,,,
ON603929,,,
ON603930,,,
ON603931,,,
ON603932,,,
ON603933,,,
ON603934,,,
ON603935,,,
ON603936,,,
ON603937,,,
ON603938,,,
ON603939,,,
ON603940,,,
PP239648,,,
PP239649,,,
PP239650,,,
PP239651,,,
PP239652,,,
PP239653,,,
PP239654,,,
PP239655,,,
PP239656,,,
PP239657,,,
PP239658,,,
PP239659,,,
PP239660,,,
PP239661,,,
PP239662,,,
PP239663,,,
PP239664,,,
PP239665,,,
PP239666,,,
PP239667,,,
PP239668,,,
PP239669,,,
PP239670,,,
PP239671,,,
PP239672,,,
PP239673,,,
PP239674,,,
PP239675,,,
PP239676,,,
PP239677,,,
PP239678,,,
PP239679,,,
PP239680,,,
PP239681,,,
PP239682,,,
PP239683,,,
PP239684,,,
PP239685,,,
PP239686,,,
PP239687,,,
PP239688,,,
PP239689,,,
PP239690,,,
MW629116,6,6b,26-93
MW629117,1,1a,26-93
MW629118,4,4a,26-93
MW629119,2,2a,26-93
MW629120,1,1b,26-93
MW675788,1,1a,26-93
MW675789,1,1a,26-93
MW675790,1,1a,26-93
MW675791,1,1a,26-93
MW675792,1,1a,26-93
MW675793,1,1a,26-93
MW675794,1,1a,26-93
MW675795,1,1a,26-93
MW675796,1,1a,26-93
MW675797,4,4a,26-93
MW675798,4,4a,26-93
MW675799,4,4a,26-93
MW675800,4,4a,26-93
MW675899,,,
MW675900,,,
MW675901,,,
MW675902,,,
MW675903,,,
MW675904,,,
MW675905,,,
MW675906,,,
MW675907,,,
MW675908,,,
MW675909,,,
MW675910,,,
MW675911,,,
MW675912,,,
MW675913,,,
MW675914,,,
MW675915,,,
MW675916,,,
MW675917,,,
MW675918,,,
MW675919,,,
MW675920,,,
MW675921,,,
MW675922,,,
MW675923,,,
MW675924,,,
MW675925,,,
MW675926,,,
MW675927,,,
MW675928,,,
MW675929,,,
MW675930,,,
MW675931,,,
MW675932,,,
MW675933,,,
MW675934,,,
MW675935,,,
MW675936,,,
MW675937,,,
MW675938,,,
MW675939,,,
MW675940,,,
MW675941,,,
MW675942,,,
MW675943,,,
MW675944,,,
MW675945,,,
MW675946,,,
MW675947,,,
MW675948,,,
MW675949,,,
MW675950,,,
MW675951,,,
MW675952,,,
MW675953,,,
MW675954,,,
MW675955,,,
MW675956,,,
MW675957,,,
MW675958,,,
MW675959,,,
MW675960,,,
MW675961,,,
MW675962,,,
MW675963,,,
MW675964,,,
MW675965,,,
MW678731,,,
MW678732,,,
MW678733,,,
MW678734,,,
MW678735,,,
MW678736,,,
MW678737,,,
MW678738,,,
MW678739,,,
MW678740,,,
MW678741,,,
MW678742,,,
MW678743,,,
MW678744,,,
MW678745,,,
MW678746,,,
MW678747,,,
MW678748,,,
MW678749,,,
MW678750,,,
MW678751,,,
MW678752,,,
MW678753,,,
MW678754,,,
MW678755,,,
MW678756,,,
MW689944,1,1a,26-93
MW689945,1,1a,26-93
MW689946,1,1a,26-93
MW689947,1,1a,26-93
MW689948,1,1a,26-93
MW689949,1,1a,26-93
MW689950,1,1a,26-93
MW689951,1,1a,26-93
MW689952,1,1l,26-93
MW689953,1,1a,26-93
MW689954,1,1a,26-93
MW689955,1,1a,26-93
MW689956,1,1a,26-93
MW689957,1,1a,26-93
MW689958,1,1a,26-93
MW689959,1,1a,26-93
MW689960,1,1a,26-93
MW689961,1,1a,26-93
MW689962,1,1a,26-93
MW689963,1,1a,26-93
MW689964,1,1l,26-93
MW689965,1,1b,26-93
MW689966,1,1d,26-93
MW689967,1,1b,26-93
MW689968,1,1b,26-93
MW689969,1,1b,26-93
MW689970,1,1a,26-93
MW689971,1,1d,26-93
MW689972,1,1a,26-93
MW689973,1,1b,26-93
MW689974,1,1a,26-93
MW689975,1,1o,26-93
MW689976,1,1b,26-93
MW689977,1,1a,26-93
MW689978,1,1g,26-93
MW689979,1,1a,26-93
MW689980,1,1o,26-93
MW689981,1,1o,26-93
MW689982,1,1a,26-93
MW689983,1,1l,26-93
MW689984,1,1g,26-93
MW689985,1,1a,26-93
MW689986,1,1a,26-93
MW689987,1,1a,26-93
MW689988,1,1o,26-93
MW689989,1,1a,26-93
MW689990,1,1a,26-93
MW689991,1,1b,26-93
MW689992,1,1b,26-93
MW689993,1,1a,26-93
MW689994,1,1a,26-93
MW689995,1,1b,26-93
MW689996,1,1a,26-93
MW689997,1,1b,26-93
MW689998,1,1a,26-93
MW689999,1,1b,26-93
MW690000,1,1a,26-93
MW690001,1,1a,26-93
MW690002,1,1a,26-93
MW690003,1,1a,26-93
MW690004,1,1a,26-93
MW690005,1,1a,26-93
MW690006,1,1a,26-93
MW690007,1,1g,26-93
MW690008,1,1g,26-93
MW690009,1,1b,26-93
MW690010,1,1e,26-93
MW690011,1,1a,26-93
MW690012,1,1g,26-93
MW690013,1,1c,26-93
MW690014,1,1b,26-93
MW690015,1,1a,26-93
MW690016,1,1b,26-93
MW690017,1,1a,26-93
MW690018,1,1a,26-93
MW690019,1,1a,26-93
MW690020,1,1a,26-93
MN596306,,,
MN596307,,,
MN596308,,,
MN596309,,,
MN596310,,,
MN596311,,,
MN596312,,,
MN596313,,,
MN596314,,,
MN596315,,,
MN596316,,,
MN596317,,,
MN596318,,,
MN596319,,,
MN596320,,,
MN596321,,,
MN596322,,,
MN628574,3,3a,26-93
MN628575,3,3a,26-93
MN628576,3,3a,26-93
MN628577,3,3a,26-93
MN628578,3,3a,26-93
MN628579,3,3a,26-93
MN628580,1,1a,26-93
MN628581,3,3a,26-93
MN628582,3,3a,26-93
MN628583,3,3a,26-93
MN628584,3,3a,26-93
MN628585,3,3a,26-93
MN628586,3,3a,26-93
MN628587,3,3a,26-93
MN628588,3,3a,26-93
MN628589,3,3a,26-93
MN628590,3,3a,26-93
MN628591,3,3a,26-93
MN628592,1,1a,26-93
MN628593,3,3a,26-93
MN628594,3,3a,26-93
MN628595,3,3a,26-93
MN628596,3,3a,26-93
MN628597,3,3a,26-93
MN641918,1,1a,26-93
MN641919,1,1a,26-93
MN641920,1,1a,26-93
MN641921,1,1a,26-93
MN641922,1,1a,26-93
MN641923,1,1a,26-93
MN641924,1,1a,26-93
MN641925,1,1a,26-93
MN641926,1,1a,26-93
MN641927,1,1a,26-93
MN641928,1,1a,26-93
MN641929,1,1a,26-93
MN641930,1,1a,26-93
MN641931,1,1a,26-93
MN641932,1,1d,26-93
MN641933,1,1a,26-93
MN641934,1,1a,26-93
MN641935,3,3a,26-93
MN641936,3,3a,26-93
MN641937,3,3a,26-93
MN641938,3,3a,26-93
MN641939,3,3a,26-93
MN641940,3,3a,26-93
MN641941,3,3a,26-93
MN641942,3,3a,26-93
MN641943,3,3a,26-93
MN641944,3,3a,26-93
MN641945,3,3a,26-93
MN641946,3,3a,26-93
MN641947,3,3a,26-93
MN641948,3,3a,26-93
MN641949,3,3a,26-93
MN641950,3,3a,26-93
MN641951,3,3a,26-93
MN641952,3,3a,26-93
MN641953,3,3a,26-93
MN641954,3,3a,26-93
MN641955,3,3a,26-93
MN641956,3,3a,26-93
MN641957,3,3a,26-93
MN641958,3,3a,26-93
MN641959,4,4d,26-93
MN641960,4,4d,26-93
MN641961,4,4d,26-93
MN641962,4,4d,26-93
MN641963,4,4d,26-93
MN641964,4,4d,26-93
MN641965,4,4d,26-93
MN641966,4,4d,26-93
MN641967,4,4d,26-93
MN641968,4,4d,26-93
MN641969,4,4d,26-93
MN641970,4,4d,26-93
MN641971,4,4d,26-93
MN641972,1,1a,26-93
MN641973,1,1a,26-93
MN641974,1,1a,26-93
MN641975,1,1a,26-93
MN641976,1,1a,26-93
MN641977,1,1a,26-93
MN641978,3,3a,26-93
MN641979,3,3a,26-93
MN650758,,,
MN650759,,,
MN650760,,,
MN650761,,,
MN650762,,,
MN650763,,,
MN650764,,,
MN650765,,,
MN650766,,,
MN650767,,,
MN650768,,,
MN650769,,,
MN650770,,,
MN650771,,,
MN650772,,,
MN650773,,,
MN650774,,,
MN650775,,,
MN650776,,,
MN650777,,,
MN650778,,,
MN650779,,,
MN650780,,,
MN650781,,,
MN650782,,,
MN650783,,,
MN650784,,,
MN650785,,,
MN650786,,,
MN650787,,,
MN650788,,,
MN650789,,,
MN650790,,,
MN650791,,,
MN650792,,,
MN650793,,,
MN650794,,,
MN650795,,,
MN650796,,,
MN650797,,,
MN650798,,,
MN650799,,,
MN650800,,,
MN650801,,,
MN650802,,,
MN650803,,,
MN650804,,,
MN650805,,,
MN650806,,,
MN650807,,,
MN650808,,,
MN650809,,,
MN650810,,,
MN650811,,,
MN650812,,,
MN650813,,,
MN650814,,,
MN650815,,,
MN650816,,,
MN650817,,,
MN650818,,,
MN650819,,,
MN729336,,,
MN729337,,,
MN729338,,,
MN729339,,,
MN729340,,,
MN729341,,,
MN729342,,,
MN729343,,,
MN729344,,,
MN729345,,,
MN729346,,,
MN729347,,,
MN729348,,,
MN729349,,,
MN782309,4,4a,26-93
MN782310,4,4a,26-93
MN782311,1,1g,26-93
MN794403,,,
MN794404,,,
MN794405,,,
MN794406,,,
MN794407,,,
MN794408,,,
MN794409,,,
MN794410,,,
MN794411,,,
MN794412,,,
MN794413,,,
MN794414,,,
MN794415,,,
MN794416,,,
MN794417,,,
MN807639,,,
MN807640,,,
MN807641,,,
MN807642,,,
MN807643,,,
MN807644,,,
MN807645,,,
MN807646,,,
MN807647,,,
MN807648,,,
MN807649,,,
MN807650,,,
MN807651,,,
MN807652,,,
MN807653,,,
MN807654,,,
MN807655,,,
MN807656,,,
MN807657,,,
MN807658,,,
MN807659,,,
MN807660,,,
MN807661,,,
MN807662,,,
MN807663,,,
MN807664,,,
MN807665,,,
MN807666,,,
MN807667,,,
MN807668,,,
MN807669,,,
MN807670,,,
MN807671,,,
MN807672,,,
MN807673,,,
MN807674,,,
MN807675,,,
MN807676,,,
MN807677,,,
MN807678,,,
MN807679,,,
MN807680,,,
MN807681,,,
MN807682,,,
MN807683,,,
MN807684,,,
MN807685,,,
MN807686,,,
MN894516,,,
MN894517,,,
MN895084,,,
MN895085,,,
MN895086,,,
MN895087,,,
MN895088,,,
MN895089,,,
MN895090,,,
MN895091,,,
MN895092,,,
MN895093,,,
MN895094,,,
MN895095,,,
MN895096,,,
MN895097,,,
MN895098,,,
MN895099,,,
MN895100,,,
MN895101,,,
MN895102,,,
MN895103,,,
MN895104,,,
MN895105,,,
MN895106,,,
MN895107,,,
MN895108,,,
MN895109,,,
MN895110,,,
MN895111,,,
MN895112,,,
MN895113,,,
MN895114,,,
MN895115,,,
MN895116,,,
MN895117,,,
MN895118,,,
MN895119,,,
MN895120,,,
MN895121,,,
MN895122,,,
MN895123,,,
MN895124,,,
MN895125,,,
MN895126,,,
MN895127,,,
MN895128,,,
MN895129,,,
MN895130,,,
MN895131,,,
MN895132,,,
MN895133,,,
MN895134,,,
MN895135,,,
MN895136,,,
MN895137,,,
MN895138,,,
MN895139,,,
MN970192,,,
MN970193,,,
MN970194,,,
MN977326,4,4a,26-93
MN977327,1,1g,26-93
MN977328,4,4a,26-93
MN977329,4,4a,26-93
MN977330,4,4a,26-93
MN977332,,,
MN982201,,,
MN982202,,,
MN982203,,,
MN982204,,,
MN982205,,,
MN982206,,,
MN982207,,,
MN982208,,,
MN982209,,,
MN982210,,,
MN982211,,,
MN982212,,,
MN982213,,,
MN982214,,,
MN982215,,,
MN982216,,,
MN982217,,,
MN982218,,,
MN982219,,,
MN982220,,,
MN982221,,,
MN982222,,,
MN982223,,,
MN982224,,,
MN982225,,,
MN982226,,,
MN982227,,,
MN982228,,,
MN982229,,,
MN982230,,,
MN982231,,,
MN998617,3,3a,26-93
MN998618,3,3a,26-93
MN998619,3,3a,26-93
MN998620,3,3a,26-93
MN998621,3,3a,26-93
