accession,genotype,subtype
AB709681,1,1b
AB709682,1,1b
AB709683,1,1b
AB709684,1,1b
AB709685,1,1b
AB709686,1,1b
AB709687,1,1b
AB709688,1,1b
AB709689,1,1b
AB709690,1,1b
AB709691,1,1b
AB709692,1,1b
AB709693,1,1b
AB709694,1,1b
AB709695,1,1b
AB709696,1,1b
AB709697,1,1b
AB709698,1,1b
AB709699,1,1b
AB709700,1,1b
AB709701,1,1b
AB709702,1,1b
AB709703,1,1b
AB709704,1,1b
AB709705,1,1b
AB709706,1,1b
AB709707,1,1b
AB709708,1,1b
AB709709,1,1b
AB709710,1,1b
AB709711,1,1b
AB709712,1,1b
AB709713,1,1b
AB709714,1,1b
AB709715,1,1b
AB709716,1,1b
AB709717,1,1b
AB709718,1,1b
AB709719,1,1b
AB709720,1,1b
AB709721,1,1b
AB709722,1,1b
AB709723,1,1b
AB709724,1,1b
AB709725,1,1b
AB709726,1,1b
AB709727,1,1b
AB709728,1,1b
AB709729,1,1b
AB709730,1,1b
AB709731,1,1b
AB709732,1,1b
AB709733,1,1b
AB709734,1,1b
AB709735,1,1b
AB709736,1,1b
AB709737,1,1b
AB709738,1,1b
AB709739,1,1b
AB709740,1,1b
AB709741,1,1b
AB709742,1,1b
AB709743,1,1b
AB709744,1,1b
AB709745,1,1b
AB709746,1,1b
AB709747,1,1b
AB709748,1,1b
AB709749,1,1b
AB709750,1,1b
AB709751,1,1b
AB709752,1,1b
AB709753,1,1b
AB709754,1,1b
AB709755,1,1b
AB709756,1,1b
AB709757,1,1b
AB709758,1,1b
AB709759,1,1b
AB709760,1,1b
AB709761,1,1b
AB709762,1,1b
AB709763,1,1b
AB709764,1,1b
AB709765,1,1b
AB709766,1,1b
AB709767,1,1b
AB709768,1,1b
AB709769,1,1b
AB709770,1,1b
AB709771,1,1b
AB709772,1,1b
AB709773,1,1b
AB709774,1,1b
AB709775,1,1b
AB709776,1,1b
AB709777,1,1b
AB709778,1,1b
AB709779,1,1b
AB709780,1,1b
AB709781,1,1b
AB709782,1,1b
AB709783,1,1b
AB709784,1,1b
AB709785,1,1b
AB709786,1,1b
AB709787,1,1b
AB709788,1,1b
AB709789,1,1b
AB709790,1,1b
AB709791,1,1b
AB709792,1,1b
AB709793,1,1b
AB709794,1,1b
AB709795,1,1b
AB709796,1,1b
AB709797,1,1b
AB709798,1,1b
AB709799,1,1b
AB709800,1,1b
AB709801,1,1b
AB709802,1,1b
AB709803,1,1b
AF033358,,
AF033359,,
AF033360,,
AF033361,,
AF033362,,
AF033363,,
AF033364,,
AF033365,,
AF033366,,
AF033367,,
AF033368,,
AF033369,,
AF033370,,
AF033371,,
AF033372,,
AF033373,,
AF033374,,
AF033375,,
AF033376,,
AF165045,,
AF165046,,
AF165047,,
AF165048,,
AF165049,1,1b
AF165050,1,1b
AF165051,1,1b
AF165052,1,1b
AF165053,1,1b
AF165054,1,1b
AF165055,1,1b
AF165056,1,1b
AF165057,1,1b
AF165058,1,1b
AF165059,1,1b
AF165060,1,1b
AF165061,1,1b
AF165062,1,1b
AF165063,1,1b
AF165064,1,1b
AF169002,2,2a
AF169003,2,2a
AF169004,2,2a
AF169005,2,2a
AF207752,,
AF207753,,
AF207754,,
AF207755,,
AF207756,,
AF207757,,
AF207758,,
AF207759,,
AF207760,,
AF207761,,
AF207762,,
AF207763,,
AF207764,,
AF207765,,
AF207766,,
AF207767,,
AF207768,,
AF207769,,
AF207770,,
AF207771,,
AF207772,,
AF207773,,
AF207774,,
AF208024,,
AF320787,3,3a
AF320788,3,3a
AF320789,3,3a
AF320790,3,3a
AF320791,3,3a
AF320792,3,3a
AF320793,3,3a
AF320794,3,3a
AF320795,3,3a
AF320796,3,3a
AF320797,3,3a
AF320798,3,3a
AF320799,3,3a
AF320800,3,3a
AF320801,3,3a
AF320802,3,3a
AF320803,3,3a
AF320804,3,3a
AF320805,3,3a
AF320806,3,3a
AF320807,3,3a
AF320808,3,3a
AF320809,3,3a
AF320810,3,3a
AF320811,3,3a
AF320812,3,3a
AF320813,3,3a
AF356827,1,1b
AJ507155,,
AJ507156,,
AJ507157,,
AJ507158,,
AJ507159,,
AJ507160,,
AJ507161,,
AJ507162,,
AJ507163,,
AJ507164,,
AJ507165,,
AJ507166,,
AJ507167,,
AJ507168,,
AJ507169,,
AJ507170,,
AJ507171,,
AJ507172,,
AJ507173,,
AJ507174,,
AJ507175,,
AJ507176,,
AJ507177,,
AJ507178,,
AJ507179,,
AJ507180,,
AJ507181,,
AJ507182,,
AJ507183,,
AJ507184,,
AJ507185,,
AJ507186,,
AJ507187,,
AJ507188,,
AJ507189,,
AJ507190,,
AJ507191,,
AJ507192,,
AJ507193,,
AJ507194,,
AJ507195,,
AJ507196,,
AJ507197,,
AJ507198,,
AJ507199,,
AJ851228,,
AM408911,,
AM600912,,
AM600913,,
AM600914,,
AM600915,,
AM600916,,
AM600917,,
AM600918,,
AM600919,,
AM600920,,
AM600921,,
AM600922,,
AM600923,,
AM600924,,
AM600925,,
AM600926,,
AM600927,,
AM600928,,
AM600929,,
AM600930,,
AM600931,,
AM600932,,
AM600933,,
AM600934,,
AM600935,,
AM600936,,
AM600937,,
AM600938,,
AM600939,,
AM600940,,
AM600941,,
AM600942,,
AM600943,,
AM600944,,
AM600945,,
AM600946,,
AM600947,,
AM600948,,
AM600949,,
AM600950,,
AM600951,,
AM600952,,
AM600953,,
AM600954,,
AM600955,,
AM600956,,
AM910652,,
AY051292,,
AY232730,2,2b
AY232731,2,2b
AY232732,2,2b
AY232733,2,2b
AY232734,2,2b
AY232735,2,2b
AY232736,2,2b
AY232737,2,2b
AY232738,2,2b
AY232739,2,2b
AY232740,2,2b
AY232741,2,2b
AY232742,2,2b
AY232743,2,2b
AY232744,2,2b
AY232745,2,2b
AY232746,2,2b
AY232747,2,2b
AY232748,2,2b
AY232749,2,2b
AY240965,1,1b
AY240966,1,1b
AY240967,1,1b
AY240968,1,1b
AY240969,1,1b
AY587844,1,1b
AY587845,,
AY859526,6,6a
AY878650,6,6k
AY878651,6,6k
AY878652,6,6n
AY956463,,
AY956464,,
AY956465,,
AY956466,,
AY956467,,
AY956468,,
AY956469,,
GU451218,1,1b
GU451219,1,1b
GU451220,1,1b
GU451221,1,1b
GU451222,1,1b
GU451223,1,1b
GU451224,1,1b
HM042038,1,1a
HM042039,1,1a
HM042040,1,1a
HM042041,1,1a
HM042042,1,1a
HM042043,1,1a
HM042044,1,1a
HM042045,1,1a
HM042046,1,1a
HM042047,1,1a
HM042048,1,1a
HM042049,1,1a
HM042050,1,1b
HM042051,1,1b
HM042052,1,1b
HM042053,1,1b
HM042054,1,1b
HM042055,1,1b
HM042056,1,1b
HM042057,1,1b
HM042058,1,1b
HM042059,1,1b
HM042060,1,1b
HM042061,1,1b
HM042062,1,1b
HM042063,1,1b
HM042064,3,3a
HM042065,3,3a
HM042066,3,3a
HM042067,3,3a
HM042068,3,3a
HM042069,3,3a
HM042070,3,3a
HM042071,3,3a
HM042072,3,3a
HM042073,3,3a
HM042074,3,3a
HM042075,3,3a
HM042076,3,3a
HM042077,3,3a
HM042078,3,3a
HM042079,3,3a
HM042080,3,3a
HM042081,3,3a
HM042082,3,3b
HM042083,3,3b
HM042084,3,3b
HM042085,6,6f
HM042086,6,6f
HM042087,6,6f
HM042088,6,6f
HM042089,6,6f
HM042090,6,6f
HM042091,6,6f
HM042092,6,6f
HM042093,6,6f
HM042094,6,6f
HM042095,6,6f
HM042096,6,6f
HM746802,1,1a
HM746803,1,1a
HM746804,1,1a
HM746805,1,1a
HM746806,1,1a
HM746807,1,1a
HM746808,1,1a
HM746809,1,1a
HM746811,1,1a
HM746812,1,1a
HM746813,1,1a
HM746815,1,1a
HM746816,1,1a
HM746817,1,1a
HM746818,1,1b
HM746819,1,1b
HM746820,1,1b
HM746821,1,1b
HM746823,1,1b
HM746824,1,1b
HM746825,1,1b
HM746826,1,1b
HM746827,1,1b
HM746828,1,1b
HM746829,1,1b
HM746830,1,1b
HM746831,1,1b
HM746832,1,1b
HM746833,1,1b
HM746835,1,1b
HM746836,1,1b
HM746837,1,1b
HM746838,1,1b
HM746839,1,1b
HM746840,1,1b
HM746841,1,1b
HM777358,2,2j
HM777359,2,2j
HQ537005,2,2k
HQ537006,2,2k
HQ537007,,
HQ537008,4,
HQ537009,4,
HQ738645,3,3a
HQ850278,1,
HQ850279,1,
HQ850280,1,
HQ850281,1,
HQ850282,1,
HQ850283,1,
HQ850284,1,
HQ850285,1,
HQ850286,1,
HQ850287,1,
HQ850288,1,
HQ850289,1,
HQ850290,1,
HQ908282,1,1b
HQ908283,1,1b
HQ908284,1,1b
HQ908285,1,1b
HQ908286,1,1b
HQ908287,1,1b
HQ908288,1,1b
HQ908289,1,1b
HQ908290,1,1b
HQ908291,1,1b
HQ908292,1,1b
HQ908293,1,1b
HQ908294,1,1b
HQ908295,1,1b
HQ908296,1,1b
HQ908297,1,1b
HQ908298,1,1b
HQ908299,1,1b
HQ908300,1,1b
HQ908301,1,1b
HQ908302,1,1b
HQ908303,1,1b
HQ908304,1,1b
HQ908305,1,1b
HQ908306,1,1b
HQ908307,1,1b
HQ908308,1,1b
HQ908309,1,1b
HQ908310,1,1b
HQ908311,1,1b
HQ908312,1,1b
HQ908313,1,1b
HQ908314,1,1b
HQ908315,1,1b
HQ908316,1,1b
HQ908317,1,1b
HQ908318,1,1b
HQ908319,1,1b
HQ908320,1,1b
HQ908321,1,1b
HQ908322,1,1b
HQ908323,1,1b
HQ908324,1,1b
HQ908325,1,1b
HQ908326,1,1b
HQ908327,1,1b
HQ908328,1,1b
HQ908329,1,1b
HQ908330,1,1b
HQ908331,1,1b
HQ908332,1,1b
HQ908333,1,1b
HQ908334,1,1b
HQ908335,1,1b
HQ908336,1,1b
HQ908337,1,1b
HQ908338,1,1b
HQ908339,1,1b
HQ908340,1,1b
HQ908341,1,1b
HQ908342,1,1b
HQ908343,1,1b
HQ908344,1,1b
HQ908345,1,1b
HQ908346,1,1b
HQ908347,1,1b
HQ908348,1,1b
HQ908349,1,1b
HQ908350,1,1b
HQ908351,1,1b
HQ908352,1,1b
HQ908353,1,1b
HQ908354,1,1b
HQ908355,1,1b
HQ908356,1,1b
HQ908357,1,1b
HQ908358,1,1b
HQ908359,1,1b
JF509175,3,3a
JF509176,3,3a
JF509177,3,3a
JF735110,2,
JF735111,2,2m
JF735112,2,
JF735113,2,2j
JF735114,2,2d
JF735115,2,2r
JF735116,2,
JF735117,2,
JF735118,2,
JF735119,2,
JF735120,2,2e
JF735121,3,3h
JF735122,3,3k
JF735123,3,3g
JF735124,3,
JF735125,3,3i
JF735126,3,3h
JF735127,4,
JF735128,4,4q
JF735129,4,
JF735130,4,
JF735131,4,
JF735132,4,
JF735133,4,4q
JF735134,4,
JF735135,4,
JF735136,4,
JF735137,4,4a
JF735138,4,
JF779679,2,2b
JN714194,3,3a
JQ065709,3,3b
JQ717254,3,3a
JQ717255,3,3a
JQ717256,3,3a
JQ717257,3,3a
JQ717258,3,3a
JQ717259,3,3a
JQ717260,3,3a
PX290144,4,4f
PX361034,,
PX376056,2,
PX376057,2,
PX376058,2,
PX376059,,
PX386717,3,3a
PX386718,1,1a
PX386719,3,3a
PX386720,3,3a
PX386721,1,1b
PX386722,3,3a
PX386723,3,3a
PX386724,1,1a
PX386725,1,1b
PX386726,2,2b
PX386727,3,3a
PX386728,2,2b
PX386729,3,3a
PX386730,3,3a
PX386731,1,1b
PX386732,3,3a
PX386733,3,3a
PX386734,3,3a
PX386735,3,3a
PX386736,3,3a
PX386737,1,1a
PX386738,3,3a
PX386739,1,1a
PX386740,1,1a
PX386741,3,3a
PX386742,3,3a
PX386743,1,1b
PX386744,3,3a
PX386745,1,1a
PX386746,1,1b
PX386747,1,1a
PX386748,1,1a
PX386749,3,3a
PX386750,3,3a
PX386751,3,3a
PX386752,3,3a
PX386753,3,3a
PX386754,1,1a
PX386755,2,2b
PX386756,1,1a
PX386757,1,1a
PX386758,1,1a
PX386759,3,3a
PX386760,3,3a
PX386761,3,3a
PX386762,3,3a
PX386763,3,3a
PX386764,1,1a
PX386765,1,1a
PX386766,1,1a
PX386767,1,1a
PX386768,3,3a
PX386769,1,1a
PX386770,1,1a
PX386771,3,3a
PX386772,3,3a
PX386773,3,3a
PX386774,1,1a
PX386775,1,1a
PX386776,3,3a
PX386777,1,1b
PX386778,1,1b
PX386779,1,1a
PX386780,1,1a
PX386781,3,3a
PX386782,1,1a
PX386783,1,1c
PX386784,1,1a
PX386785,1,1b
PX386786,1,1a
PX386787,3,3a
PX386788,1,1a
PX386789,1,1a
PX386790,1,1b
PX386791,3,3a
PX386792,1,1a
PX386793,1,1b
PX386794,1,1a
PX386795,1,1a
PX386796,3,3a
PX386797,3,3a
PX386798,1,1a
PX386799,3,3a
PX386800,2,2a
PX386801,2,2b
PX386802,3,3a
PX386803,1,1a
PX386804,1,1b
PX386805,1,1a
PX386806,1,1a
PX386807,1,1a
PX386808,3,3a
PX386809,3,3a
PX386810,3,3a
PX386811,1,1a
PX386812,3,3a
PX386813,1,1a
PX386814,1,1a
PX386815,1,1b
PX386816,1,1a
PX386817,3,3a
PX386818,1,1a
PX386819,1,1a
PX386820,3,3a
PX386821,3,3a
PX386822,3,3a
PX386823,1,1a
PX386825,1,1a
PX386826,2,2b
PX386827,1,1a
PX386828,3,3a
PX386829,1,1a
PX386830,3,3a
PX386831,3,3a
PX386832,3,3a
PX386833,1,1a
PX386834,3,3a
PX386835,3,3a
PX386836,1,1a
PX386837,3,3a
PX386838,3,3a
PX386839,1,1a
PX386840,1,1a
PX386841,1,1a
PX386842,3,3a
PX386843,3,3a
PX386844,3,3a
PX386845,1,1a
PX386846,2,2b
PX386847,3,3a
PX386848,3,3a
PX386849,1,1a
PX386850,3,3a
PX386851,1,1a
PX386852,1,1a
PX386853,1,1a
PX386854,3,3a
PX386856,1,1a
PX386857,1,1b
PX386858,3,3a
PX386859,3,3a
PX386860,3,3a
PX386861,1,1a
PX386862,3,3a
PX386863,3,3a
PX386864,1,1a
PX386865,3,3a
PX386866,2,2b
PX386867,1,1a
PX386868,2,2b
PX386869,1,1a
PX386870,1,1a
PX386871,1,1b
PX386872,3,3a
PX386873,3,3a
PX386874,3,3a
PX386875,1,1a
PX386876,3,3a
PX386877,1,1a
PX386878,1,1a
PX386879,1,1a
PX386880,3,3a
PX386881,1,1a
PX386882,1,1b
PX386883,3,3a
PX386884,3,3a
PX386885,1,1b
PX386886,1,1b
PX386887,3,3a
PX386888,3,3a
PX386889,1,1a
PX386890,3,3a
PX386891,1,1a
PX386892,1,1b
PX386893,3,3a
PX386894,1,1a
PX386895,1,1a
PX386896,3,3a
PX386897,1,1a
PX386898,1,1a
PX386899,3,3a
PX386900,1,1a
PX386901,3,3a
PX386902,3,3a
PX386903,1,1a
PX386904,3,3a
PX386905,3,3a
PX386906,1,1a
PX386907,1,1a
PX386908,1,1a
PX386909,1,1a
PX386910,3,3a
PX386911,3,3a
PX386912,3,3a
PX386913,1,1a
PX386914,3,3a
PX386915,1,1a
PX386916,3,3a
PX386917,1,1a
PX386918,3,3a
PX386919,3,3a
PX386920,3,3a
PX386921,3,3a
PX386922,1,1a
PX386923,1,1a
PX386924,1,1a
PX386925,3,3a
PX386926,2,
PX386927,1,1a
PX386928,3,3a
PX386929,3,3a
PX386930,1,1a
PX386931,1,1a
PX386932,1,1a
PX386933,3,3a
PX386934,3,3a
PX386935,1,1a
PX386936,1,1a
PX386937,1,1b
PX386938,1,1a
PX386939,1,1a
PX386940,1,1b
PX386941,3,3a
PX386942,3,3a
PX386943,3,3a
PX386944,1,1a
PX386945,3,3a
PX386946,3,3a
PX386947,1,1a
PX386948,1,1a
PX386949,1,1b
PX386950,3,3a
PX386951,1,1a
PX386952,1,1a
PX386953,1,1a
PX386954,1,1a
PX386955,1,1a
PX386956,2,2b
PX386957,3,3a
PX386958,1,1a
PX386959,3,3a
PX386960,3,3a
PX386961,1,1b
PX386962,1,1l
PX386963,4,4v
PX386964,1,1l
PX386965,4,4b
PX386966,3,3b
PX386967,3,3b
PX386968,3,
PX386969,6,6a
PX386970,3,
PX386971,4,4c
PX386972,3,3h
PX386973,3,3b
PX386974,4,4r
PX386975,4,4c
PX386976,4,4r
PX386977,4,4v
PX386978,6,6a
PX386979,6,6a
PX386980,4,4t
PX386981,1,1g
PX386982,1,1g
PX386983,4,4v
PX386984,1,1l
PX386985,1,1e
PX386986,1,1e
PX386987,2,2b
PX386988,2,2b
PX386989,2,2b
PX386990,2,2b
PX386991,2,2c
PX386992,1,1a
PX386993,4,4f
PX386994,4,4c
PX386995,4,4c
PX386996,4,4d
PX386997,4,4d
PX386998,4,4d
PX386999,4,4k
PX387000,4,4o
PX387001,5,5a
PX387002,5,5a
PX387003,1,1a
PX387004,1,1a
PX387005,3,3a
PX387006,1,1b
PX387007,1,1a
PX387008,1,1a
PX387009,1,1a
PX387010,1,1a
PX387011,1,1a
PX387012,1,1a
PX387013,1,1a
PX387014,1,1a
PX387015,1,1a
PX387016,1,1a
PX387017,3,3a
PX387018,1,1a
PX387019,1,1a
PX387020,1,1a
PX387021,1,1a
PX387022,1,1a
PX387023,1,1a
PX387024,1,1a
PX387025,1,1a
PX387026,3,3a
PX387027,3,3a
PX387028,1,1a
PX387029,1,1b
PX387030,1,1a
PX387031,3,3a
PX387032,1,1a
PX387033,1,1a
PX387034,3,3a
PX387035,1,1a
PX387036,1,1b
PX387037,1,1a
PX387038,3,3a
PX387039,3,3a
PX387040,2,2b
PX445001,1,
PX445002,4,
PX445003,1,
PX445004,4,
PX446221,2,
PX446232,4,
PX446959,2,
PX446960,2,
PX459926,1,
PX468912,1,1a
PX468913,1,1a
PX468914,1,1a
PX468915,1,1a
PX468916,1,1a
PX468917,1,1a
PX468918,1,1b
PX468919,1,1b
PX468920,1,1b
PX468921,1,1b
PX468922,1,1b
PX468923,1,1b
PX468924,1,1b
PX468925,1,1b
PX468926,1,1b
PX468927,3,3a
PX468928,3,3a
PX468929,3,3a
PX468930,3,3a
PX468931,3,3a
PX468932,3,3a
PX468933,3,3a
EU155213,1,1a
EU155214,1,1a
EU155215,1,1a
EU155216,1,1a
EU155217,1,1b
EU155218,1,1b
EU155219,1,1b
EU155220,1,1b
EU155221,1,1b
EU155222,1,1b
EU155223,1,1b
EU155224,1,1b
EU155225,1,1b
EU155226,1,1b
EU155227,1,1b
EU155228,1,1b
EU155229,1,1b
EU155230,1,1b
EU155231,1,1b
EU155232,1,1b
EU155233,1,1a
EU155234,1,1b
EU155235,1,1b
EU155236,1,1a
EU155237,1,1a
EU155238,1,1a
EU155239,1,1a
EU155240,1,1a
EU155242,1,1a
EU155243,1,1a
EU155244,1,1a
EU155245,1,1a
EU155246,1,1a
EU155248,1,1a
EU155249,1,1a
EU155250,1,1a
EU155251,1,1a
EU155252,1,1a
EU155253,1,1b
EU155254,1,1b
EU155255,1,1b
EU155256,1,1b
EU155257,1,1b
EU155258,1,1b
EU155259,1,1b
EU155261,1,1b
EU155262,1,1b
EU155263,1,1b
EU155264,1,1b
EU155266,1,1a
EU155267,1,1a
EU155268,1,1a
EU155269,1,1a
EU155270,1,1a
EU155271,1,1a
EU155272,1,1a
EU155274,1,1a
EU155275,1,1a
EU155276,1,1a
EU155277,1,1a
EU155278,1,1a
EU155279,1,1b
EU155280,1,1b
EU155281,1,1b
EU155282,1,1a
EU155283,1,1a
EU155284,1,1a
EU155285,1,1a
EU155286,1,1a
EU155287,1,1a
EU155288,1,1a
EU155289,1,1a
EU155290,1,1a
EU155291,1,1a
EU155292,1,1a
EU155293,1,1a
EU155294,1,1a
EU155295,1,1a
EU155296,1,1a
EU155297,1,1a
EU155298,1,1a
EU155299,1,1a
EU155300,1,1b
EU155301,1,1b
EU155302,1,1b
EU155303,1,1b
EU155304,1,1b
EU155305,1,1b
EU155306,1,1b
EU155307,1,1b
EU155308,1,1b
EU155309,1,1a
EU155310,1,1a
EU155311,1,1a
EU155313,1,1a
EU155314,1,1a
EU155315,1,1b
EU155316,1,1b
EU155317,1,1b
EU155318,1,1b
EU155319,1,1a
EU155320,1,1a
EU155321,1,1a
EU155322,1,1a
EU155323,1,1a
EU155324,1,1b
EU155325,1,1b
EU155326,1,1b
EU155327,1,1b
EU155328,1,1b
EU155329,1,1b
EU155330,1,1b
EU155331,1,1b
EU155332,1,1b
EU155333,1,1b
EU155334,1,1b
EU155335,1,1b
EU155336,1,1b
EU155337,1,1b
EU155338,1,1a
EU155339,1,1a
EU155340,1,1a
EU155341,1,1a
EU155342,1,1a
EU155343,1,1a
EU155344,1,1a
EU155345,1,1a
EU155346,1,1a
EU155347,1,1a
EU155348,1,1a
EU155349,1,1a
EU155351,1,1a
EU155352,1,1a
EU155353,1,1a
EU155354,1,1a
EU155355,1,1a
EU155356,1,1b
EU155357,1,1b
EU155358,1,1b
EU155359,1,1b
EU155360,1,1b
EU155361,1,1b
EU155362,1,1b
EU155363,1,1b
EU155364,1,1b
EU155365,1,1b
EU155366,1,1b
EU155367,1,1b
EU155368,1,1b
EU155369,1,1b
EU155370,1,1b
EU155371,1,1b
EU155372,1,1b
EU155373,1,1b
EU155374,1,1b
EU155375,1,1b
EU155376,1,1b
EU155377,1,1b
EU155378,1,1a
EU155380,1,1a
EU155381,1,1b
EU155382,1,1b
EU158186,6,6v
EU234061,1,1b
EU234062,1,1b
EU234063,1,1a
EU234064,1,1a
EU234065,1,1a
EU239713,1,1a
EU239714,1,1b
EU239715,1,1a
EU239716,1,1a
EU246930,6,6a
EU246931,6,6e
EU246932,6,6e
EU246933,6,6l
EU246934,6,6o
EU246935,6,6i
EU246936,6,6f
EU246937,6,6n
EU246938,6,6n
EU246939,6,
EU246940,6,
EU250017,1,1a
EU255927,1,1a
EU255928,1,1a
EU255929,1,1a
EU255930,1,1a
EU255931,1,1a
EU255932,1,1a
EU255933,1,1a
EU255934,1,1a
EU255935,1,1a
EU255936,1,1a
EU255937,1,1a
EU255938,1,1a
EU255939,1,1a
EU255940,1,1a
EU255941,1,1a
EU255942,1,1a
EU255943,1,1a
EU255944,1,1a
EU255945,1,1a
EU255946,1,1a
EU255947,1,1a
EU255948,1,1a
EU255949,1,1a
EU255950,1,1a
EU255951,1,1a
EU255952,1,1a
EU255953,1,1a
EU255954,1,1a
EU255955,1,1a
EU255956,1,1a
EU255957,1,1a
EU255958,1,1a
EU255960,1,1b
EU255961,1,1b
EU255962,1,1b
EU255963,1,1a
EU255964,1,1a
EU255965,1,1a
EU255966,1,1a
EU255968,1,1a
EU255969,1,1a
EU255970,1,1a
EU255971,1,1a
EU255973,1,1a
EU255974,1,1a
EU255975,1,1a
EU255976,1,1a
EU255977,1,1a
EU255978,1,1a
EU255979,1,1a
EU255980,1,1a
EU255981,1,1a
EU255982,1,1a
EU255983,1,1a
EU255984,1,1a
EU255985,1,1a
EU255986,1,1a
EU255987,1,1a
EU255988,1,1a
EU255989,1,1a
EU255990,1,1a
EU255991,1,1a
EU255992,1,1a
EU255993,1,1a
EU255994,1,1a
EU255995,1,1a
EU255996,1,1a
EU255997,1,1a
EU255998,1,1a
EU255999,1,1a
EU256000,1,1b
EU256001,1,1b
EU256002,1,1a
EU256003,1,1a
EU256004,1,1a
EU256005,1,1a
EU256006,1,1a
EU256007,1,1a
EU256008,1,1a
EU256009,1,1a
EU256010,1,1a
EU256011,1,1a
EU256012,1,1a
EU256013,1,1a
EU256014,1,1a
EU256015,1,1a
EU256016,1,1a
EU256017,1,1a
EU256018,1,1a
EU256019,1,1a
EU256020,1,1a
EU256021,1,1a
EU256022,1,1a
EU256023,1,1a
EU256024,1,1a
EU256025,1,1a
EU256026,1,1a
EU256027,1,1a
EU256028,1,1a
EU256029,1,1a
EU256030,1,1a
EU256031,1,1a
EU256032,1,1a
EU256033,1,1a
EU256034,1,1a
EU256035,1,1a
EU256036,1,1a
EU256037,1,1a
EU256038,1,1a
EU256039,1,1a
EU256040,1,1a
EU256041,1,1a
EU256043,1,1a
EU256044,1,1a
EU256046,1,1a
EU256047,1,1a
EU256048,1,1a
EU256049,1,1a
EU256050,1,1a
EU256051,1,1a
EU256052,1,1a
EU256053,1,1a
EU256054,1,1b
EU256057,1,1a
EU256058,1,1a
EU256059,1,1b
EU256060,1,1a
EU256061,1,1b
EU256062,1,1b
EU256064,1,1b
EU256065,1,1b
EU256066,1,1b
EU256067,1,1a
EU256068,1,1a
EU256069,1,1a
EU256070,1,1a
EU256071,1,1a
EU256072,1,1a
EU256073,1,1a
EU256074,1,1a
EU256075,1,1b
EU256076,1,1b
EU256077,1,1b
EU256078,1,1b
EU256079,1,1b
EU256080,1,1b
EU256081,1,1b
EU256082,1,1b
EU256083,1,1b
EU256084,1,1b
EU256085,1,1b
EU256087,1,1a
EU256088,1,1b
EU256089,1,1b
EU256090,1,1b
EU256091,1,1b
EU256092,1,1b
EU256094,1,1a
EU256095,1,1a
EU256096,1,1a
EU256097,1,1a
EU256098,1,1b
EU256099,1,1b
EU256100,1,1b
EU256101,1,1b
EU256102,1,1b
EU256103,1,1b
EU256104,1,1a
EU256105,1,1a
EU256106,1,1a
EU256107,1,1a
EU260395,1,1a
EU260396,1,1a
EU392169,4,4f
EU392170,4,4f
EU392171,4,4k
EU392172,4,4d
EU392173,4,4k
EU392174,4,4f
EU392175,4,4f
EU408326,6,6e
EU408327,6,6o
EU408328,6,6r
EU408329,6,6s
EU408330,6,6u
EU408331,6,6u
EU408332,6,6u
EU482831,1,1a
EU482832,1,1a
EU482833,1,1b
EU482834,1,1a
EU482835,1,1a
EU482836,1,1a
EU482837,1,1a
EU482838,1,1a
EU482839,1,1b
EU482840,1,1a
EU482841,1,1a
EU482842,1,1a
EU482843,1,1a
EU482844,1,1a
EU482845,1,1a
EU482846,1,1a
EU482847,1,1a
EU482848,1,1a
EU482849,1,1b
EU482850,1,1a
EU482852,1,1a
EU482853,1,1a
EU482854,1,1a
EU482855,1,1a
EU482856,1,1a
EU482857,1,1a
EU482858,1,1a
EU482859,1,1b
EU482860,1,1b
EU482861,1,1a
EU482862,1,1a
EU482863,1,1a
EU482864,1,1a
EU482865,1,1a
EU482866,1,1a
EU482867,1,1a
EU482868,1,1a
EU482869,1,1a
EU482870,1,1a
EU482871,1,1a
EU482872,1,1a
EU482873,1,1a
EU482874,1,1b
EU482875,1,1b
EU482876,1,1a
EU482877,1,1b
EU482878,1,1a
EU482880,1,1b
EU482881,1,1b
EU482882,1,1a
EU482883,1,1b
EU482884,1,1a
EU482885,1,1b
EU482886,1,1b
EU482888,1,1b
EU529676,1,1a
EU529677,1,1a
EU529678,1,1a
EU529679,1,1a
EU529680,1,1a
EU529681,1,1a
EU529682,1,1b
EU569722,1,1a
EU569723,1,1a
EU595697,1,1a
EU595698,1,1a
EU595699,1,1a
EU643834,,
EU643835,,
EU643836,,
EU660383,1,1a
EU660384,1,1a
EU660385,1,1a
EU781746,,
EU781747,,
EU781748,,
EU781749,,
EU781750,,
EU781751,,
EU781752,,
EU781753,,
EU781754,,
EU781755,,
EU781756,,
EU781757,,
EU781758,,
EU781759,,
EU781760,,
EU781761,,
EU781762,,
EU781763,,
EU781764,,
EU781765,,
EU781766,,
EU781767,,
EU781768,,
EU781769,,
EU781770,,
EU781771,,
EU781772,,
EU781773,,
EU781774,,
EU781775,,
EU781776,,
EU781777,,
EU781778,,
EU781779,,
EU781780,,
EU781781,,
EU781782,,
EU781783,,
EU781784,,
EU781785,,
EU781786,,
EU781787,,
EU781788,,
EU781789,,
EU781790,,
EU781791,,
EU781792,,
EU781793,,
EU781794,,
EU781795,,
EU781796,,
EU781797,,
EU781798,,
EU781799,,
EU781800,,
EU781801,,
EU781802,,
EU781803,,
EU781804,,
EU781805,,
EU781806,,
EU781807,,
