accession,genotype,subtype
PQ110205,,
PQ110206,,
PQ110207,,
PQ110208,,
PQ110209,,
PQ110210,,
PQ110211,,
PQ110212,,
PQ110213,,
PQ110214,,
PQ110215,,
PQ110216,,
PQ110217,,
PQ110219,,
PQ110220,,
PQ110221,,
PQ110222,,
PQ110223,,
PQ110224,,
PQ110225,,
PQ110226,,
PQ110227,,
PQ110228,,
PQ110229,,
PQ110230,,
PQ110231,,
ON630763,1,
ON630764,1,
ON630765,1,
ON630766,1,
ON630767,1,
ON630768,1,
ON630769,1,
ON630770,1,
ON630771,1,
ON630772,1,
ON630773,1,
ON630774,1,
ON630775,1,
ON630776,1,
ON630777,1,
ON630778,1,
ON630779,1,
ON630780,1,
ON630781,1,
ON630782,1,
ON630783,1,
ON630784,1,
ON630785,1,
ON630786,1,
ON630787,1,
ON630788,1,
ON630789,1,
ON630790,1,
ON630791,1,
ON630792,1,
ON630793,1,
ON630794,1,
ON630795,1,
ON630796,1,
ON630797,1,
ON630798,1,
ON630799,1,
ON630800,1,
ON630801,1,
ON630802,1,
ON630803,1,
ON630804,1,
ON630805,1,
ON630806,1,
ON630807,1,
ON630808,1,
ON630809,1,
ON630810,1,
ON630811,1,
ON630812,1,
ON630813,1,
ON630814,1,
ON630815,1,
ON630816,1,
ON630817,1,
ON630818,1,
ON630819,1,
ON630820,1,
ON630821,1,
ON630822,1,
ON630823,1,
ON630824,1,
ON630825,1,
ON630826,1,
ON630827,1,
ON630828,1,
ON630829,1,
ON630830,1,
ON630831,1,
ON630832,1,
ON630833,1,
ON630834,1,
ON630835,1,
ON630836,1,
ON630837,1,
ON630838,1,
ON630839,1,
ON630840,1,
ON630841,1,
ON630842,1,
ON630843,1,
ON630844,1,
ON630845,1,
ON630846,1,
ON630847,1,
ON630848,1,
ON630849,1,
ON630850,1,
ON630851,1,
ON630852,1,
ON630853,1,
ON630854,1,
ON630855,1,
ON630856,1,
ON630857,1,
ON630858,1,
ON630859,1,
ON630860,1,
ON630861,1,
ON630862,1,
ON630863,1,
ON630864,1,
ON630865,1,
ON630866,1,
ON630867,1,
ON630868,1,
ON630869,1,
ON630870,4,
ON630871,4,
ON630872,4,
ON630873,4,
ON630874,4,
ON630875,4,
ON630876,4,
ON630877,4,
ON630878,4,
ON630879,4,
ON630880,4,
ON630881,4,
ON630882,4,
ON630883,4,
ON630884,4,
ON630885,4,
ON630886,4,
ON630887,4,
ON630888,4,
ON630889,4,
ON630890,4,
ON630891,4,
ON630892,4,
ON630893,4,
ON630894,4,
ON630895,4,
ON630896,4,
ON630897,4,
ON630898,4,
ON630899,4,
ON630900,4,
MW675788,1,1a
MW675789,1,1a
MW675790,1,1a
MW675791,1,1a
MW675792,1,1a
MW675793,1,1a
MW675794,1,1a
MW675795,1,1a
MW675796,1,1a
MW675797,4,4d
MW675798,4,4d
MW675799,4,4d
MW675800,4,4d
MW675899,,
MW675900,,
MW675901,,
MW675902,,
MW675903,,
MW675904,,
MW675905,,
MW675906,,
MW675907,,
MW675908,,
MW675909,,
MW675910,,
MW675911,,
MW675912,,
MW675913,,
MW675914,,
MW675915,,
MW675916,,
MW675917,,
MW675918,,
MW675919,,
MW675920,,
MW675921,,
MW675922,,
MW675923,,
MW675924,,
MW675925,,
MW675926,,
MW675927,,
MW675928,,
MW675929,,
MW675930,,
MW675931,,
MW675932,,
MW675933,,
MW675934,,
MW675935,,
MW675936,,
MW675937,,
MW675938,,
MW675939,,
MW675940,,
MW675941,,
MW675942,,
MW675943,,
MW675944,,
MW675945,,
MW675946,,
MW675947,,
MW675948,,
MW675949,,
MW675950,,
MW675951,,
MW675952,,
MW675953,,
MW675954,,
MW675955,,
MW675956,,
MW675957,,
MW675958,,
MW675959,,
MW675960,,
MW675961,,
MW675962,,
MW675963,,
MW675964,,
MW675965,,
MW678731,1,1a
MW678732,1,1a
MW678733,1,1a
MW678734,1,1a
MW678735,1,1a
MW678736,1,1a
MW678737,1,1a
MW678738,1,1a
MW678739,1,1a
MW678740,1,1a
MW678741,1,1a
MW678742,1,1a
MW678743,1,1a
MW678744,1,1a
MW678745,1,1a
MW678746,1,1a
MW678747,1,1a
MW678748,1,1a
MW678749,1,1a
MW678750,1,1a
MW678751,3,3a
MW678752,3,3a
MW678753,3,3a
MW678754,3,3a
MW678755,3,3a
MW678756,3,3a
MN628574,3,3a
MN628575,3,3a
MN628576,3,3a
MN628577,3,3a
MN628578,3,3a
MN628579,3,3a
MN628580,3,3a
MN628581,1,1a
MN628582,3,3a
MN628583,3,3a
MN628584,3,3a
MN628585,3,3a
MN628586,3,3a
MN628587,3,3a
MN628588,3,3a
MN628589,3,3a
MN628590,3,3a
MN628591,3,3a
MN628592,1,1a
MN628593,3,3a
MN628594,3,3a
MN628595,3,3a
MN628596,3,3a
MN628597,3,3a
MN729336,1,1b
MN729337,3,3a
MN729338,3,3a
MN729339,1,1a
MN729340,3,3a
MN729341,1,1a
MN729342,1,1a
MN729343,3,3a
MN729344,3,3a
MN729345,3,3a
MN729346,1,1a
MN729347,3,3a
MN729348,1,1a
MN729349,3,3a
MN807639,3,3a
MN807640,3,3a
MN807641,3,3b
MN807642,3,3a
MN807643,1,1a
MN807644,1,1a
MN807645,1,1a
MN807646,1,1a
MN807647,1,1a
MN807648,1,1a
MN807649,1,1a
MN807650,1,1a
MN807651,1,1a
MN807652,1,1a
MN807653,1,1a
MN807654,1,1a
MN807655,1,1a
MN807656,1,1a
MN807657,1,1a
MN807658,1,1a
MN807659,3,3a
MN807660,1,1a
MN807661,1,1a
MN807662,1,1a
MN807663,1,1a
MN807664,1,1a
MN807665,1,1a
MN807666,1,1a
MN807667,1,1a
MN807668,1,1a
MN807669,1,1a
MN807670,1,1a
MN807671,1,1a
MN807672,1,1a
MN807673,1,1a
MN807674,1,1a
MN807675,1,1a
MN807676,3,3a
MN807677,1,1a
MN807678,1,1a
MN807679,1,1a
MN807680,1,1a
MN807681,1,1a
MN807682,1,1a
MN807683,6,6n
MN807684,1,1a
MN807685,1,1a
MN807686,1,1a
MN895084,4,4f
MN895085,4,4f
MN895086,4,4f
MN895087,4,4f
MN895088,4,4f
MN895089,4,4f
MN895090,4,4f
MN895091,4,4f
MN895092,4,4f
MN895093,4,4f
MN895094,4,4f
MN895095,4,4p
MN895096,1,1l
MN895097,1,1l
MN895098,1,1l
MN895099,2,2nc
MN895100,1,1h
MN895101,1,1h
MN895102,1,1h
MN895103,2,2nc
MN895104,4,4nc
MN895105,1,1e
MN895106,1,1nc
MN895107,2,2nc
MN895108,4,4nc
MN895109,4,4nc
MN895110,4,4nc
MN895111,4,4f
MN895112,2,2nc
MN895113,4,4f
MN895114,4,4nc
MN895115,4,4f
MN895116,4,4f
MN895117,2,2nc
MN895118,2,2nc
MN895119,2,2nc
MN895120,2,2nc
MN895121,1,1nc
MN895122,1,1h
MN895123,2,2nc
MN895124,1,1nc
MN895125,1,1nc
MN895126,2,2nc
MN895127,2,2nc
MN895128,4,4f
MN895129,1,1nc
MN895130,2,2nc
MN895131,2,2nc
MN895132,2,2nc
MN895133,2,2nc
MN895134,2,2nc
MN895135,1,1nc
MN895136,2,2nc
MN895137,1,1nc
MN895138,2,2nc
MN895139,1,1nc
MN982201,1,1a
MN982202,1,1b
MN982203,1,1a
MN982204,1,1a
MN982205,1,1a
MN982206,1,1a
MN982207,1,1b
MN982208,1,1a
MN982209,1,1a
MN982210,1,1a
MN982211,1,1b
MN982212,1,1b
MN982213,1,1b
MN982214,1,1b
MN982215,1,1a
MN982216,1,1a
MN982217,1,1a
MN982218,1,1a
MN982219,1,1a
MN982220,2,2c
MN982221,1,1a
MN982222,1,1a
MN982223,1,1a
MN982224,1,1a
MN982225,1,1a
MN982226,1,1b
MN982227,1,1b
MN982228,1,1a
MN982229,3,3a
MN982230,1,1a
MN982231,1,1a
MT032265,6,
MT032266,6,
MT032267,6,
MT032268,6,
MT032269,6,
MT032270,6,
MT032271,6,
MT032272,6,
MT032273,6,
MT032274,6,
MT032275,6,
MT032276,6,
MT032277,6,
MT032278,6,
MT032279,6,
MT032280,6,
MT032281,6,
MT032282,6,
MT032283,6,
MT032284,6,
MT032285,6,
MT032286,6,
MT032287,6,
MT032288,6,
MT032289,6,
MT032290,6,
MT032291,6,
MT032292,6,
MT032293,6,
MT032294,6,
MT032295,6,
MT032296,6,
MT032297,6,
MT032298,6,
MT032299,6,
MT032300,6,
MT032301,6,
MT032302,6,
MT032303,6,
MT032304,6,
MT032305,6,
MT151021,1,1a
MT151022,4,4r
MT151023,4,4b
MT151024,2,
MT151025,1,1l
MT151026,1,1o
MT151027,1,1e
MT151028,4,4r
MT151029,1,1b
MT151030,3,3a
MT151031,4,4f
MT151032,4,4g
MT151033,4,4r
MT151034,4,4b
MT151035,4,4f
MT151036,4,4k
MT151037,4,4k
MT151038,4,4c
MT151039,4,4k
MT151040,4,4k
MT151041,4,4r
MT151042,4,4r
MT151043,4,4r
MT151044,4,4r
MT151045,4,4r
MT151046,4,4c
MT151047,4,4k
MT151048,4,4c
MT151049,4,4k
MT151050,4,4r
MT151051,4,4r
MT151052,4,4r
MT151053,4,4d
MT151054,4,4r
MT151055,4,4d
MT151056,5,5a
MT151057,3,3a
MT151058,4,4r
MT151059,4,4d
MT151060,1,1e
MT151061,1,
MT151062,2,2a
MT151063,1,1o
MT151064,1,1a
MT151065,1,1b
MT151066,2,2c
MT151067,2,2a
MT151068,2,2j
MT151069,1,1a
MT151070,4,4t
MT151071,3,3a
MT151072,3,3a
MT151073,1,1b
MT151074,1,1a
MT151075,1,1b
MT151076,1,1k
MT151077,1,1d
MT151078,4,4v
MT151079,1,1l
MT151080,1,1l
MT151081,1,1l
MT151082,4,4v
MT151083,4,4k
MT151084,1,1d
MT151085,1,1d
MT151086,4,4v
MT151087,1,1l
MT151088,1,1l
MT151089,1,1o
MT151090,1,1c
MT151091,4,4r
MT151092,1,1b
MT151093,1,1o
MT151094,1,1a
MT151095,1,1o
MT151096,1,1c
MT151097,1,1l
MT151098,1,1o
MT151099,1,1b
MT151100,1,1o
MT151101,4,4t
MT151102,1,1b
MT151103,5,5a
MT151104,1,1a
MT151105,1,1a
MT151106,1,1a
MT151107,1,1a
MT151108,4,4r
MT151109,3,3h
MT151110,4,4r
MT151111,4,4r
MT151112,4,4v
MT151113,4,4r
MT151114,4,4v
MT151115,4,4v
MT151116,1,1b
MT151117,3,3h
MT151118,4,4r
MT151119,4,4r
MT151120,1,1b
MT151121,1,1a
MT151122,4,4v
MT151123,1,1b
MT151124,1,1b
MT151125,4,4r
MT151126,4,4m
MT151127,4,4r
MT151128,4,4r
MT151129,4,4r
MT151130,3,3h
MT151131,4,4r
MT151132,3,3h
MT151133,4,4r
MT151134,1,1a
MT151135,4,4r
MT151136,3,3h
MT151137,3,3a
MT151138,1,1a
MT151139,4,4d
MT151140,2,2a
MT151141,4,4v
MT151142,4,
MT151143,1,1a
MT151144,1,1a
MT151145,1,1b
MT151146,1,1b
MT151147,3,3h
MT151148,1,1b
MT151149,1,1g
MT151150,5,5a
MT151151,3,3h
MT151152,4,4c
MT151153,1,1b
MT151154,3,3h
MT151155,1,1b
MT428260,3,3b
MT428261,1,1a
MT428262,6,6f
MT428263,1,1a
MT428264,1,1a
MT428265,3,3a
MT428266,3,3b
MT428267,3,3b
MT428268,3,3b
MT428269,1,1b
MT428270,6,6n
MT428271,6,6n
MT428272,6,6n
MT428273,6,6f
MT428274,6,6f
MT428275,6,6f
MT428276,1,1b
MT428277,3,3a
MT428278,1,1a
MT428279,1,1b
MT428280,3,3a
MT428281,2,2b
MT428282,1,1a
MT428283,1,1b
MT428284,3,3a
MT428285,1,1b
MT428286,1,1a
MT428287,3,3a
MT428288,3,3a
MT428289,3,3a
MT428290,3,3a
MT428291,1,1a
MT428292,1,1b
MT428293,3,3a
MT428294,1,1a
MT428295,1,1b
MT428296,6,6f
MT428297,1,1b
MT428298,1,1b
MT428299,6,6n
MT428300,3,3a
MT428301,1,1a
MT428302,3,3b
MT428303,1,1b
MT428304,1,1a
MT428305,1,1a
MT428306,3,3a
MT428307,3,3b
MT428308,1,1b
MT428309,3,3a
MT428310,1,1b
MT428311,1,1b
MT428312,3,3a
MT428313,1,1a
MT428314,1,1b
MT428315,1,1a
MT428316,3,3a
MT428317,3,3a
MT428318,6,6f
MT428319,6,6f
MT428320,6,6n
MT428321,1,1a
MT428322,6,6f
MT502204,3,3a
MT502205,3,3a
MT502206,3,3a
MT502207,3,3a
MT502208,3,3a
MT502209,3,3a
MT502210,3,3a
MT502211,3,3a
MT502212,3,3a
MT502213,3,3a
MT502214,3,3a
MT502215,3,3a
MT502216,3,3a
MT502217,3,3a
MT502218,3,3a
MT502219,3,3a
MT502220,3,3a
MT502221,3,3a
MT502222,3,3a
MT502223,3,3a
MT502224,3,3a
MT502225,3,3a
MT502226,3,3a
MT502227,3,3a
MT502228,3,3a
MT502229,3,3a
MT502230,3,3a
MT502231,3,3a
MT502232,3,3a
MT502233,3,3a
MT502234,3,3a
MT502235,3,3a
MT502236,3,3a
MT502237,3,3a
MT502238,3,3a
MT502239,3,3a
MT502240,3,3a
MT502241,3,3a
MT502242,3,3a
MT502243,3,3a
MT502244,3,3a
MT603233,1,1a
MT603234,1,1a
MT603235,1,1a
MT603236,1,1a
MT603237,1,1a
MT603238,1,1a
MT603239,1,1a
MT603240,1,1a
MT603241,1,1a
MT603242,1,1a
MT603243,1,1a
MT603244,1,1a
MT603245,1,1a
MT603246,1,1a
MT603247,1,1a
MT603248,1,1a
MT603249,1,1a
MT603250,1,1a
MT603251,1,1a
MT603252,1,1a
MT603253,1,1a
MT603254,1,1a
MT603255,1,1a
MT603256,1,1a
MT603257,1,1a
MT603258,1,1a
MT603259,1,1a
MT603260,1,1a
MT603261,1,1a
MT603262,1,1a
MT603263,1,1a
MT603264,1,1b
MT603265,1,1b
MT603266,1,1b
MT603267,1,1b
MT603268,3,3a
MT603269,3,3a
MT603270,3,3a
MT603271,3,3a
MT603272,3,3a
MT603273,3,3a
MT603274,3,3a
MT603275,3,3a
MT603276,3,3a
MT603277,3,3a
MT603278,3,3a
MT603279,3,3a
MT603280,3,3a
MT603281,3,3a
MT603282,3,3a
MT632105,1,1b
MT632106,1,1b
MT632107,1,1b
MT632108,1,1b
MT632109,1,1b
MT632110,1,1a
MT632111,1,1b
MT632112,1,1b
MT632113,1,1b
MT632114,1,1b
MT632115,1,1a
MT632116,1,1a
MT632117,1,1b
MT632118,1,1a
MT632119,1,1b
MT632120,1,1b
MT632121,1,1a
MT632122,1,1b
MT632123,1,1b
MT632124,1,1b-basal
MT632125,1,1a
MT632126,1,1b
MT632127,1,1a
MT632128,1,1b
MT632129,1,1b
MT632130,1,1a
MT632131,1,1b
MT632132,1,1b
MT632133,1,1b
MT632134,1,1b
MT632135,1,1b
MT632136,1,1b
MT632137,1,1b
MT632138,1,1b
MT632139,1,1b
MT632140,1,1b
MT632141,1,1b
MT632142,1,1b
MT632143,1,1b
MT632144,1,1b
MT632145,1,1b
MT632146,2,2c
MT632147,1,1b
MT632148,1,1b
MT632149,1,1b
MT632150,1,1b
MT632151,1,1b
MT632152,1,1b
MT632153,1,1b
MT632154,1,1b
MT632155,1,1a
MT632156,1,1a
MT632157,1,1a
MT632158,3,3a
MT632159,1,1a
MT632160,1,1a
MT632161,1,1b
MT632162,3,3a
MT632163,1,1b
MT632164,1,1b
MT632165,1,1b
MT632166,1,1b
MT632167,1,1b
MT632168,1,1b
MT632169,1,1a
MT632170,3,3a
MT632171,1,1b
MT632172,3,3a
MT632173,1,1b
MT632174,1,1b
MT632175,1,1a
MT632176,1,1b
MT632177,1,1b
MT632178,1,1b
MT632179,3,3a
MT632180,3,3a
MT632181,1,1b
MT632182,1,1b
MT632183,1,1b
MT632184,1,1b
MT632185,1,1b
MT632186,3,3a
MT632187,1,1a
MT632188,1,1b
MT632190,1,1b
MT632191,1,1a
MT632192,1,1a
MT632193,1,1b
MT632194,3,3a
PQ660823,1,1a
PQ660824,1,1a
PQ660825,1,1a
PQ660826,1,1a
PQ660827,1,1a
PQ660828,1,1a
PQ660829,1,1a
PQ660830,4,4a
PQ660831,1,1a
PQ660832,1,1a
PQ660833,1,1a
PQ660834,1,1a
PQ660835,1,1a
PQ660836,1,1a
PQ660837,4,4a
PQ660838,1,1a
PQ660839,4,4a
PQ660840,4,4a
PQ660841,1,1a
PQ660842,1,1a
PQ660843,1,1a
PQ660844,1,1a
PQ660845,1,1a
PQ660846,1,1a
PQ660847,4,4a
PQ660848,4,4a
PQ660849,1,1a
PQ660850,1,1a
PQ660851,1,1a
PQ660852,4,4a
PQ660853,1,1a
PQ660854,1,1a
PQ660855,1,1a
PQ660856,4,4a
PQ660857,4,4a
PQ660858,1,1a
PQ660859,4,4a
ON228294,5,5a
ON228295,5,5a
ON228296,5,5a
ON228297,5,5a
ON228298,5,5a
ON228299,5,5a
ON228300,5,5a
ON256660,2,
ON256661,2,
ON256662,2,
ON256663,2,
ON256664,2,
ON256665,2,
ON256666,2,
ON256667,2,
PQ666864,5,5b
PQ666867,5,5b
PQ758688,1,1a
PQ758689,3,3a
PQ758690,1,1a
PQ758691,3,3a
PQ758692,1,1a
PQ758693,1,1a
PQ758694,1,1b
PQ758695,3,3a
MK252825,,
MK252826,,
MK252827,,
MK252828,,
MK252829,,
MK252830,,
MK252831,,
MK252832,,
MK252833,,
MK252834,,
MK252835,,
MK252836,,
MK252837,,
MK252838,,
MK252839,,
MK252840,,
MK252841,,
MK252842,,
MK252843,,
MK252844,,
MK252845,,
MK252846,,
MK252847,,
MK252848,,
MK252849,,
MK252850,,
MK252851,,
MK252852,,
MK252853,,
MK252854,,
MK252855,,
MK252856,,
MK252857,,
MK252858,,
MK252859,,
MK252860,,
MK252861,,
MK252862,,
MK252863,,
MK252864,,
MK252865,,
MK252866,,
MK252867,,
MK252868,,
MK252869,,
MK252870,,
MK252871,,
MK252872,,
MK252873,,
MK252874,,
MK252875,,
MK252876,,
MK252877,,
MK252878,,
MK252879,,
MK252880,,
MK252881,,
MK252882,,
MK252883,,
MK252884,,
MK252885,,
MK252886,,
MK252887,,
MK252888,,
MK252889,,
MK252890,,
MK252891,,
MK252892,,
MK252893,,
MK252894,,
MK252895,,
MK252896,,
MK252897,,
MK327981,6,
MK327982,6,
MK327983,6,
MK327984,6,
MK327985,6,
MK327986,6,
MK327987,6,
MK327988,6,
MK327989,6,
MK327990,6,
MK327991,6,
MK327992,6,
MK327993,6,
MK327994,6,
MK327995,6,
MK327996,6,
MK327997,6,
MK327998,6,
MK327999,6,
MK328000,6,
MK328001,6,
MK328002,6,
MK328003,6,
MK328004,6,
MK328005,6,
MK328006,6,
MK328007,6,
MK328008,6,
MK328009,6,
MK328010,6,
MK328011,6,
MK328012,6,
MK328013,6,
MK328014,6,
MK328015,6,
MK328016,6,
MK328017,6,
MK328018,6,
MK328019,6,
MK328020,6,
MK328021,6,
MK328022,6,
MK328023,6,
MK328024,6,
MK328025,6,
MK328026,6,
MK436248,,
MK436249,,
MK436250,,
MK436251,,
MK436252,,
MK436253,,
MK436254,,
MK436255,,
MK436256,,
MK436257,,
MK436258,,
MK436259,,
MK436260,,
MK436261,,
MK436262,,
MK436263,,
MK436264,,
MK436265,,
MK436266,,
MK436267,,
MK436268,,
MK436269,,
MK436270,,
MK436271,,
MK436272,,
MK436273,,
MK436274,,
MK436275,,
MK436276,,
MK436277,,
MK436278,,
MK436279,,
MK436280,,
MK436281,,
MK436282,,
MK436283,,
MK436284,,
MK436285,,
MK436286,,
MK436287,,
MK436288,,
MK436289,,
MK436290,,
MK436291,,
MK436292,,
MK436293,,
MK436294,,
MK436295,,
MK436296,,
MK436297,,
MK436298,,
MK436299,,
MK436300,,
MK436301,,
MK436302,,
MK436303,,
MK436304,,
MK436305,,
MK436306,,
MK436307,,
MK436308,,
MK436309,,
MK436310,,
MK436311,,
MK436312,,
MK436313,,
MK436314,,
MK436315,,
MK436316,,
MK436317,,
MK436318,,
MK436319,,
MK436320,,
MK436321,,
MK436322,,
MK436323,,
MK436324,,
MK436325,,
MK436326,,
MK436327,,
MK436328,,
MK436329,,
MK436330,,
MK436331,,
MK436332,,
MK436333,,
MK436334,,
MK436335,,
MK436336,,
MK436337,,
MK436338,,
MK436339,,
MK436340,,
MK436341,,
MK436342,,
MK436343,,
MK436344,,
MK436345,,
MK436346,,
MK436347,,
MK436348,,
MK436349,,
MK436350,,
MK436351,,
MK436352,,
MK436353,,
MK436354,,
MK436355,,
MK436356,,
MK436357,,
MK436358,,
MK436359,,
MK436360,,
MK436361,1,1b
MK436362,1,1b
MK436363,1,1b
MK436364,1,1b
MK436365,1,1b
MK436366,1,1b
MK436367,1,1b
MK436368,1,1b
MK436369,1,1b
MK436370,1,1b
MK436371,1,1b
MK436372,1,1b
MK436373,1,1b
MK436374,1,1b
MK436375,1,1b
MK436376,1,1b
MK436377,1,1b
MK436378,1,1b
MK436379,1,1b
MK436380,1,1b
MK436381,1,1b
MK436382,1,1b
MK436383,2,2a
MK436384,1,1b
MK436385,1,1b
MK436386,1,1b
MK436387,1,1a
MK436388,1,1b
MK436389,1,1b
MK436390,1,1b
MK436391,1,1b
MK436392,1,1a
MK436393,1,1b
MK436394,1,1b
MK436395,1,1b
MK436396,1,1b
MK436397,2,2a
MK436398,1,1b
MK436399,1,1b
MK436400,1,1b
MK436401,1,1b
MK436402,1,1b
MK436403,1,1a
MK436404,1,1b
MK436405,1,1b
MK436406,1,1b
MK436407,1,1b
MK436408,1,1b
MK436409,1,1b
MK436410,1,1b
MK436411,1,1b
MK436412,1,1b
MK436413,1,1b
MK436414,1,1b
MK436415,1,1b
MK436416,1,1a
MK436417,1,1b
MK436418,1,1b
MK436419,1,1b
MK436420,1,1b
MK436421,1,1b
MK436422,1,1b
MK436423,1,1b
MK436424,1,1b
MK436425,1,1b
MK436426,1,1b
MK436427,1,1b
MK436428,2,2a
MK436429,1,1b
MK436430,1,1b
MK436431,1,1b
MK436432,1,1b
MK436433,1,1b
MK436434,1,1b
MK436435,1,1b
MK436436,1,1b
MK436437,1,1b
MK436438,1,1b
MK436439,1,1b
MK436440,1,1b
MK436441,1,1b
MK436442,1,1b
MK436443,1,1b
MK436444,2,2a
MK436445,1,1b
MK436446,1,1b
MK436447,1,1b
MK436448,1,1b
MK436449,1,1b
MK436450,1,1b
MK436451,1,1b
MK436452,1,1b
MK436453,1,1a
MK436454,1,1b
MK436455,1,1b
MK436456,1,1b
MK436457,1,1b
MK436458,1,1b
MK436459,1,1b
MK436460,1,1b
MK436461,1,1b
MK436462,1,1b
MK436463,2,2a
MK436464,1,1b
MK436465,1,1b
MK436466,1,1b
MK436467,1,1b
MK436468,1,1b
MK436469,1,1b
MK436470,1,1b
MK436471,1,1b
MK436472,1,1b
MK436473,1,1b
MK436474,1,1b
MK436475,1,1b
MK436476,1,1b
MK436477,1,1b
MK436478,1,1b
MK436479,1,1b
MK436480,1,1b
MK436481,1,1b
MK436482,2,2a
MK436483,1,1b
MK436484,1,1b
MK436485,1,1b
MK436486,1,1b
MK436487,1,1b
MK436488,1,1b
MK436489,1,1b
MK436490,1,1b
MK436491,1,1b
MK436492,1,1a
MK436493,1,1b
MK436494,1,1b
MK436495,1,1b
MK436496,1,1b
MK436497,1,1b
MK436498,1,1b
MK436499,1,1b
MK436500,1,1b
MK436501,1,1b
MK436502,1,1b
MK436503,1,1b
MK436504,1,1b
MK436505,1,1b
MK436506,1,1b
MK436507,1,1b
MK436508,2,2b
MK436509,1,1b
MK436510,1,1b
MK436511,1,1b
MK436512,1,1b
MK436513,1,1b
MK436514,1,1b
MK436515,1,1b
MK436516,2,2a
MK436517,2,2a
MK436518,1,1b
MK436519,1,1b
MK436520,1,1b
MK436521,1,1b
MK436522,1,1b
MK436523,1,1b
MK436524,1,1b
MK436525,1,1b
MK436526,1,1b
MK436527,1,1a
MK436528,1,1b
MK436529,1,1b
MK436530,1,1b
MK436531,1,1b
MK436532,1,1b
MK436533,1,1b
MK436534,1,1b
MK436535,1,1b
MK436536,1,1b
MK436537,1,1b
MK436538,1,1b
MK436539,1,1b
MK436540,1,1b
MK436541,2,2a
MK436542,1,1b
MK436543,1,1b
MK436544,1,1b
MK436545,1,1b
MK436546,1,1b
MK436547,1,1b
MK436548,1,1b
MK436549,1,1b
MK436550,1,1b
MK436551,1,1b
MK436552,1,1b
MK436553,1,1b
MK436554,1,1b
MK436555,1,1b
MK436556,1,1b
MK436557,1,1b
MK436558,1,1b
MK436559,1,1b
MK436560,1,1b
MK436561,1,1b
MK436562,1,1b
MK436563,1,1b
MK436564,1,1b
MK436565,1,1b
MK436566,1,1b
MK436567,1,1b
MK436568,1,1b
MK436569,1,1b
MK436570,1,1b
MK436571,1,1b
MK436572,1,1b
MK436573,1,1b
MK436574,1,1b
MK436575,1,1b
MK436576,1,1b
MK436577,1,1b
MK436578,1,1b
MK436579,1,1b
MK436580,1,1b
MK436581,1,1b
MK436582,1,1b
MK436583,1,1b
MK436584,2,2a
MK436585,1,1b
MK436586,1,1b
MK436587,1,1b
MK436588,1,1b
MK436589,2,2a
MK436590,1,1b
MK436591,1,1b
MK436592,1,1a
MK436593,1,1b
MK436594,1,1b
MK436595,1,1a
MK436596,1,1a
MK436597,1,1b
MK436598,1,1b
MK436599,2,2a
MK436600,1,1b
MK436601,1,1b
MK436602,1,1b
MK436603,1,1b
MK436604,1,1b
MK436605,1,1a
MK436606,1,1b
MK436607,1,1b
MK436608,1,1b
MK436609,1,1b
MK436610,1,1b
MK436611,1,1b
MK436612,1,1b
MK436613,1,1b
MK436614,1,1b
MK436615,1,1b
MK436616,1,1b
MK436617,1,1b
MK436618,1,1b
MK436619,1,1b
MK436620,1,1b
MK436621,1,1b
MK436622,1,1b
MK436623,1,1b
MK436624,1,1b
MK436625,1,1b
MK436626,1,1b
MK436627,2,2a
MK436628,1,1b
MK436629,1,1b
MK436630,1,1b
MK436631,1,1b
MK436632,1,1b
MK436633,1,1b
MK436634,1,1b
MK436635,1,1b
MK436636,1,1b
MK436637,1,1b
MK436638,1,1b
MK436639,1,1b
MK436640,1,1b
MK436641,1,1b
MK436642,1,1b
MK436643,1,1b
MK436644,1,1b
MK436645,1,1b
MK436646,1,1b
MK436647,1,1b
MK436648,1,1b
MK436649,2,2a
MK436650,1,1b
MK436651,1,1b
MK436652,1,1b
MK436653,1,1b
MK436654,1,1b
MK436655,2,2a
MK436656,1,1b
MK436657,1,1b
MK436658,1,1b
MK436659,1,1b
MK436660,1,1b
MK436661,1,1b
MK436662,2,2a
MK436663,1,1b
MK436664,1,1b
MK436665,1,1b
MK436666,1,1b
MK436667,1,1b
MK436668,1,1b
MK436669,1,1b
MK436670,2,2a
MK436671,1,1b
MK436672,1,1b
MK436673,1,1b
MK436674,1,1a
MK436675,1,1b
MK436676,1,1b
MK436677,1,1b
MK436678,1,1b
MK436679,1,1b
MK436680,1,1b
MK436681,1,1b
MK436682,1,1b
MK436683,1,1b
MK436684,2,2a
MK436685,1,1b
MK436686,1,1b
MK436687,1,1b
MK436688,1,1b
MK436689,1,1b
MK436690,1,1b
MK436691,1,1b
MK436692,1,1b
MK436693,1,1b
MK436694,1,1b
MK436695,1,1b
MK436696,1,1b
MK436697,1,1b
MK436698,1,1b
MK436699,1,1b
MK436700,1,1b
MK436701,1,1b
MK436702,1,1b
MK436703,1,1b
MK436704,1,1b
MK436705,1,1b
MK436706,1,1b
MK436707,1,1b
MK436708,1,1b
MK436709,1,1b
MK436710,1,1b
MK436711,1,1b
MK436712,1,1b
MK436713,1,1b
MK436714,1,1b
MK436715,1,1b
MK436716,1,1b
MK436717,1,1b
MK436718,1,1b
MK436719,1,1b
MK436720,1,1b
MK436721,1,1b
MK436722,1,1a
MK436723,2,2a
