Accession,CometFullSeqSubtype,CometPerGeneSubtype,FullSeqSubtype,PerGeneSubtype,GenBankSubtype,PresentMethodCount,BlankMethods,DistinctSubtypeCount,SubtypesObserved,AgreementStatus
MN895118,2J,2J,2U,2U,2NC,5,,3,2J;2NC;2U,AllFiveDisagree
MN895119,2J,2J,2M,2M,2NC,5,,3,2J;2M;2NC,AllFiveDisagree
MN895120,2A,2A,2U,2U,2NC,5,,3,2A;2NC;2U,AllFiveDisagree
MN895121,1E,1E,1E,1E,1NC,5,,2,1E;1NC,AllFiveDisagree
MN895123,2M,2M,2U,2U,2NC,5,,3,2M;2NC;2U,AllFiveDisagree
MN895124,1E,1E,1E,1E,1NC,5,,2,1E;1NC,AllFiveDisagree
MN895125,1E,1E,1E,1E,1NC,5,,2,1E;1NC,AllFiveDisagree
MN895126,2J,2J,2U,2U,2NC,5,,3,2J;2NC;2U,AllFiveDisagree
MN895127,2M,2M,2U,2U,2NC,5,,3,2M;2NC;2U,AllFiveDisagree
MN895129,1E,1E,1E,1E,1NC,5,,2,1E;1NC,AllFiveDisagree
MN895130,2M,2M,2U,2U,2NC,5,,3,2M;2NC;2U,AllFiveDisagree
MN895131,2J,2J,2U,2U,2NC,5,,3,2J;2NC;2U,AllFiveDisagree
MN895132,2B,2B,2A,2A,2NC,5,,3,2A;2B;2NC,AllFiveDisagree
MN895133,2M,2M,2U,2U,2NC,5,,3,2M;2NC;2U,AllFiveDisagree
MN895134,2J,2J,2U,2U,2NC,5,,3,2J;2NC;2U,AllFiveDisagree
MN895135,1E,1E,1E,1E,1NC,5,,2,1E;1NC,AllFiveDisagree
MN895136,2B,2B,2A,2A,2NC,5,,3,2A;2B;2NC,AllFiveDisagree
MN895137,1E,1E,1E,1E,1NC,5,,2,1E;1NC,AllFiveDisagree
MN895138,2M,2M,2U,2U,2NC,5,,3,2M;2NC;2U,AllFiveDisagree
MN895139,1E,1E,1E,1E,1NC,5,,2,1E;1NC,AllFiveDisagree
MT032266,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MT032267,6N,6N,1G,1G,,4,GenBank,2,1G;6N,AvailableCallsDisagree
MT032269,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MT032270,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MT032272,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MT032273,6N,6N,1A,1A,,4,GenBank,2,1A;6N,AvailableCallsDisagree
MT032275,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MT032276,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MT032278,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MT032279,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MT032280,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MT151024,2J,2J,2R,2R,,4,GenBank,2,2J;2R,AvailableCallsDisagree
MT151026,1B,1B,1O,1O,1O,5,,2,1B;1O,AllFiveDisagree
MT151032,4K,4K,4K,4K,4G,5,,2,4G;4K,AllFiveDisagree
MT151061,1B,1B,1D,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
MT151062,2A,2A,2V,2V,2A,5,,2,2A;2V,AllFiveDisagree
MT151063,1C,1C,1O,1O,1O,5,,2,1C;1O,AllFiveDisagree
MT151067,2J,2J,2J,2J,2A,5,,2,2A;2J,AllFiveDisagree
MT151068,2J,2J,2U,2U,2J,5,,2,2J;2U,AllFiveDisagree
MT151076,1C,1C,1O,1O,1K,5,,3,1C;1K;1O,AllFiveDisagree
MT151077,1B,1B,1I,1I,1D,5,,3,1B;1D;1I,AllFiveDisagree
MT151084,1C,1C,1D,1D,1D,5,,2,1C;1D,AllFiveDisagree
MT151085,1H,1H,1D,1D,1D,5,,2,1D;1H,AllFiveDisagree
MT151089,1A,1L,1O,1O,1O,5,,3,1A;1L;1O,AllFiveDisagree
MT151093,1L,1L,1O,1O,1O,5,,2,1L;1O,AllFiveDisagree
MT151095,1B,1B,1O,1O,1O,5,,2,1B;1O,AllFiveDisagree
MT151096,1C,1C,1I,1I,1C,5,,2,1C;1I,AllFiveDisagree
MT151098,1A,1C,1D,1D,1O,5,,4,1A;1C;1D;1O,AllFiveDisagree
MT151100,1C,1C,1O,1O,1O,5,,2,1C;1O,AllFiveDisagree
MT632124,1B,1B,1B,1B,1B-BASAL,5,,2,1B;1B-BASAL,AllFiveDisagree
MT632127,"UNASSIGNED_1, 1A-1B",1A,1A,1A,1A,5,,2,"1A;UNASSIGNED_1, 1A-1B",AllFiveDisagree
PQ660835,"UNASSIGNED_1, 1A-4A-4V","UNASSIGNED_1, 1A-4A-4V",1A,1A,1A,5,,2,"1A;UNASSIGNED_1, 1A-4A-4V",AllFiveDisagree
PQ660852,"UNASSIGNED_1, 4A-1A",4A,4A,4A,4A,5,,2,"4A;UNASSIGNED_1, 4A-1A",AllFiveDisagree
PQ660853,"UNASSIGNED_1, 1A-4A","UNASSIGNED_1, 1A-4A",1A,1A,1A,5,,2,"1A;UNASSIGNED_1, 1A-4A",AllFiveDisagree
PQ660855,"UNASSIGNED_1, 1A-4A-4V","UNASSIGNED_1, 1A-4A-4V",1A,1A,1A,5,,2,"1A;UNASSIGNED_1, 1A-4A-4V",AllFiveDisagree
PQ660857,"UNASSIGNED_1, 4A-1A",4A,4A,4A,4A,5,,2,"4A;UNASSIGNED_1, 4A-1A",AllFiveDisagree
ON256660,2J,2J,2K,2K,,4,GenBank,2,2J;2K,AvailableCallsDisagree
ON256661,2Q,2Q,2K,2K,,4,GenBank,2,2K;2Q,AvailableCallsDisagree
ON256663,2C,2C,2L,2L,,4,GenBank,2,2C;2L,AvailableCallsDisagree
ON256664,2J,2J,2V,2V,,4,GenBank,2,2J;2V,AvailableCallsDisagree
ON256666,2J,2J,2Q,2Q,,4,GenBank,2,2J;2Q,AvailableCallsDisagree
PQ666864,1H,1H,5B,5B,5B,5,,2,1H;5B,AllFiveDisagree
PQ666867,1H,1H,5B,5B,5B,5,,2,1H;5B,AllFiveDisagree
MK252834,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MK252839,6N,6N,1G,1G,,4,GenBank,2,1G;6N,AvailableCallsDisagree
MK252847,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MK252854,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MK252858,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MK252866,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MK252867,6N,6N,1A,1A,,4,GenBank,2,1A;6N,AvailableCallsDisagree
MK252869,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MK252870,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MK252872,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MK252881,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MK252888,6N,6N,8A,8A,,4,GenBank,2,6N;8A,AvailableCallsDisagree
MK327981,6W,6G,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MK327985,6W,6G,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MK327987,6W,6G,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MK327989,6W,6W,6XH,6XH,,4,GenBank,2,6W;6XH,AvailableCallsDisagree
MK327990,6W,6W,6N,6R,,4,GenBank,3,6N;6R;6W,AvailableCallsDisagree
MK327991,6W,6W,6XA,6XG,,4,GenBank,3,6W;6XA;6XG,AvailableCallsDisagree
MK327993,1B,4K,6XD,6R,,4,GenBank,4,1B;4K;6R;6XD,AvailableCallsDisagree
MK327994,6W,6W,8A,6XH,,4,GenBank,3,6W;6XH;8A,AvailableCallsDisagree
MK327995,6W,6G,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MK327996,6W,6W,6XH,6XH,,4,GenBank,2,6W;6XH,AvailableCallsDisagree
MK327998,6W,6G,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MK327999,6W,6W,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MK328001,6W,6A,6XA,6R,,4,GenBank,4,6A;6R;6W;6XA,AvailableCallsDisagree
MK328002,6W,6W,6XH,6XH,,4,GenBank,2,6W;6XH,AvailableCallsDisagree
MK328003,6W,6W,6XH,6XH,,4,GenBank,2,6W;6XH,AvailableCallsDisagree
MK328004,6A,6E,6B,6P,,4,GenBank,4,6A;6B;6E;6P,AvailableCallsDisagree
MK328006,6W,6W,6XH,6XH,,4,GenBank,2,6W;6XH,AvailableCallsDisagree
MK328007,6W,6G,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MK328008,6W,6G,8A,6G,,4,GenBank,3,6G;6W;8A,AvailableCallsDisagree
MK328009,6W,6G,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MK328010,6W,6E,6XH,6XH,,4,GenBank,3,6E;6W;6XH,AvailableCallsDisagree
MK328011,6A,6A,6J,6N,,4,GenBank,3,6A;6J;6N,AvailableCallsDisagree
MK328012,1B,6G,6D,6G,,4,GenBank,3,1B;6D;6G,AvailableCallsDisagree
MK328014,6W,6G,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MK328016,"UNASSIGNED_1, 6G-3B",6G,6G,6G,,4,GenBank,2,"6G;UNASSIGNED_1, 6G-3B",AvailableCallsDisagree
MK328018,6W,6G,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MK328020,6W,6W,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MK328021,6W,6W,6XA,6R,,4,GenBank,3,6R;6W;6XA,AvailableCallsDisagree
MK328023,6W,6W,6L,6N,,4,GenBank,3,6L;6N;6W,AvailableCallsDisagree
MK328025,6W,6G,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MK328026,6W,6G,6G,6G,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MK436251,2J,2J,2Q,2Q,,4,GenBank,2,2J;2Q,AvailableCallsDisagree
MK436266,2J,2J,2Q,2Q,,4,GenBank,2,2J;2Q,AvailableCallsDisagree
MK436278,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MK436286,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
MK436291,2J,2J,2K,2K,,4,GenBank,2,2J;2K,AvailableCallsDisagree
MK436295,2J,2J,2T,2T,,4,GenBank,2,2J;2T,AvailableCallsDisagree
MK436298,6S,6S,1A,1A,,4,GenBank,2,1A;6S,AvailableCallsDisagree
MK436356,6S,6S,1A,1A,,4,GenBank,2,1A;6S,AvailableCallsDisagree
MK436555,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
MK437951,6R,6R,8A,8A,6R,5,,2,6R;8A,AllFiveDisagree
MK437954,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MK437955,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK437957,6R,6R,1E,1E,6R,5,,2,1E;6R,AllFiveDisagree
MK437962,6S,6S,1A,1A,6S,5,,2,1A;6S,AllFiveDisagree
MK437967,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MK437970,6E,6E,6XF,6XF,6XF,5,,2,6E;6XF,AllFiveDisagree
MK437971,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MK437975,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MK437977,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MK437978,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MK437979,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK437984,6R,6R,1M,1M,6R,5,,2,1M;6R,AllFiveDisagree
MK437985,6R,6R,1E,1E,6R,5,,2,1E;6R,AllFiveDisagree
MK437986,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK437988,6E,6E,8A,8A,6E,5,,2,6E;8A,AllFiveDisagree
MK437994,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK437995,6S,6S,1A,1A,6S,5,,2,1A;6S,AllFiveDisagree
MK437997,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438002,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438008,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MK438012,6E,6E,6XF,6XF,6XF,5,,2,6E;6XF,AllFiveDisagree
MK438013,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438020,6G,6G,6XF,6XF,6XF,5,,2,6G;6XF,AllFiveDisagree
MK438021,6E,6E,6P,6P,,4,GenBank,2,6E;6P,AvailableCallsDisagree
MK438024,6E,6E,8A,8A,6XF,5,,3,6E;6XF;8A,AllFiveDisagree
MK438036,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MK438037,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438047,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MK438048,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MK438049,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438052,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438056,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MK438058,6E,6E,6XF,6XF,6XF,5,,2,6E;6XF,AllFiveDisagree
MK438061,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MK438069,6E,6E,6XF,6XF,6XF,5,,2,6E;6XF,AllFiveDisagree
MK438070,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MK438073,6E,6E,8A,8A,6E,5,,2,6E;8A,AllFiveDisagree
MK438074,6S,6S,1A,1A,6S,5,,2,1A;6S,AllFiveDisagree
MK438076,6E,6E,7A,7A,6E,5,,2,6E;7A,AllFiveDisagree
MK438084,6E,6E,6XF,6XF,6XF,5,,2,6E;6XF,AllFiveDisagree
MK438086,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MK438088,6E,6E,6XF,6XF,6XF,5,,2,6E;6XF,AllFiveDisagree
MK438090,6E,6E,6XF,6XF,6XF,5,,2,6E;6XF,AllFiveDisagree
MK438093,6W,6W,6XF,6XF,6XF,5,,2,6W;6XF,AllFiveDisagree
MK438097,6O,6O,6P,6P,,4,GenBank,2,6O;6P,AvailableCallsDisagree
MK438106,6S,6S,1A,1A,6S,5,,2,1A;6S,AllFiveDisagree
MK438108,6E,6E,8A,8A,,4,GenBank,2,6E;8A,AvailableCallsDisagree
MK438115,6R,6R,1E,1E,6R,5,,2,1E;6R,AllFiveDisagree
MK438118,6S,6S,1A,1A,6S,5,,2,1A;6S,AllFiveDisagree
MK438129,6E,6E,6XF,6XF,6XF,5,,2,6E;6XF,AllFiveDisagree
MK438135,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438144,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MK438145,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438151,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MK438152,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438157,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MK438159,6T,6T,6P,6P,,4,GenBank,2,6P;6T,AvailableCallsDisagree
MK438160,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438161,6E,6E,6XF,6XF,6XF,5,,2,6E;6XF,AllFiveDisagree
MK438163,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438165,6E,6E,6XF,6XF,6XF,5,,2,6E;6XF,AllFiveDisagree
MK438176,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438177,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MK438178,6E,6E,6XF,6XF,6XF,5,,2,6E;6XF,AllFiveDisagree
MK438179,6F,6F,6XF,6XF,6XF,5,,2,6F;6XF,AllFiveDisagree
MK438189,6E,6W,6XF,6XF,6XF,5,,3,6E;6W;6XF,AllFiveDisagree
MK438192,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438194,6I,6I,6P,6P,,4,GenBank,2,6I;6P,AvailableCallsDisagree
MK438204,6P,6P,8A,8A,6P,5,,2,6P;8A,AllFiveDisagree
MK438207,6E,6E,6P,6P,,4,GenBank,2,6E;6P,AvailableCallsDisagree
MK438211,6E,6E,6XF,6XF,6XF,5,,2,6E;6XF,AllFiveDisagree
MK438220,6E,6E,6XF,6XF,6XF,5,,2,6E;6XF,AllFiveDisagree
MK438222,6E,6E,6P,6P,,4,GenBank,2,6E;6P,AvailableCallsDisagree
MK438223,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438225,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438228,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438240,6E,6E,7A,7A,6E,5,,2,6E;7A,AllFiveDisagree
MK438247,6R,6R,1E,1E,6R,5,,2,1E;6R,AllFiveDisagree
MK438253,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438255,6S,6S,1A,1A,6S,5,,2,1A;6S,AllFiveDisagree
MK438265,6R,6R,1E,1E,6R,5,,2,1E;6R,AllFiveDisagree
MK438267,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MK438273,6E,6E,6U,6U,,4,GenBank,2,6E;6U,AvailableCallsDisagree
MK438288,6S,6S,1A,1A,6S,5,,2,1A;6S,AllFiveDisagree
MK438298,6E,6E,6XF,6XF,6XF,5,,2,6E;6XF,AllFiveDisagree
MK438305,6E,6E,3D,3D,6Q,5,,3,3D;6E;6Q,AllFiveDisagree
MK438307,6E,6E,8A,8A,6XF,5,,3,6E;6XF;8A,AllFiveDisagree
MK438309,6E,6E,6XF,6XF,6XF,5,,2,6E;6XF,AllFiveDisagree
MK438310,6H,6H,8A,8A,6H,5,,2,6H;8A,AllFiveDisagree
MK438316,6S,6S,1J,1J,6S,5,,2,1J;6S,AllFiveDisagree
MK438317,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MK438323,6R,6R,1E,1E,6R,5,,2,1E;6R,AllFiveDisagree
MK438324,6T,4V,8A,8A,6Q,5,,4,4V;6Q;6T;8A,AllFiveDisagree
MK438347,6E,6E,6XF,6XF,6XF,5,,2,6E;6XF,AllFiveDisagree
MK438348,6Q,6Q,3D,3D,6Q,5,,2,3D;6Q,AllFiveDisagree
MK438349,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438351,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MK438363,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438364,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438366,6S,6S,1A,1A,6S,5,,2,1A;6S,AllFiveDisagree
MK438369,6E,6E,8A,8A,6E,5,,2,6E;8A,AllFiveDisagree
MK438372,6W,6W,6P,6P,,4,GenBank,2,6P;6W,AvailableCallsDisagree
MK438373,6R,6R,1E,1E,6R,5,,2,1E;6R,AllFiveDisagree
MK438377,6E,6E,6XF,6XF,6XF,5,,2,6E;6XF,AllFiveDisagree
MK438379,6S,6S,1A,1A,6S,5,,2,1A;6S,AllFiveDisagree
MK438388,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MK438389,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438396,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438400,6E,6E,7A,7A,6E,5,,2,6E;7A,AllFiveDisagree
MK438407,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438412,6E,6E,6XF,6XF,6XF,5,,2,6E;6XF,AllFiveDisagree
MK438419,3G,3G,6XF,6XF,6XF,5,,2,3G;6XF,AllFiveDisagree
MK438423,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438424,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438427,6R,6R,8A,8A,6R,5,,2,6R;8A,AllFiveDisagree
MK438432,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MK438433,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MK438446,6E,6E,6XF,6XF,6XF,5,,2,6E;6XF,AllFiveDisagree
MK438448,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438449,6E,6E,6XF,6XF,6XF,5,,2,6E;6XF,AllFiveDisagree
MK438452,6E,6E,6XF,6XF,6XF,5,,2,6E;6XF,AllFiveDisagree
MK438462,6E,6E,6XF,6XF,6XF,5,,2,6E;6XF,AllFiveDisagree
MK438468,6R,6R,1E,1E,6R,5,,2,1E;6R,AllFiveDisagree
MK438490,6S,6S,1A,1A,6S,5,,2,1A;6S,AllFiveDisagree
MK438492,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MK438499,6H,6H,8A,8A,6H,5,,2,6H;8A,AllFiveDisagree
MK438505,6E,6E,8A,8A,6E,5,,2,6E;8A,AllFiveDisagree
MK438509,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438515,6F,6F,6XF,6XF,6XF,5,,2,6F;6XF,AllFiveDisagree
MK438519,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438522,6Q,6Q,3D,3D,6Q,5,,2,3D;6Q,AllFiveDisagree
MK438524,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MK438530,6S,6S,1A,1A,6S,5,,2,1A;6S,AllFiveDisagree
MK438541,6S,6S,1A,1A,6S,5,,2,1A;6S,AllFiveDisagree
MK438544,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438547,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438549,6E,6E,8A,8A,6E,5,,2,6E;8A,AllFiveDisagree
MK438552,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438557,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MK438559,6Q,6Q,3D,3D,6Q,5,,2,3D;6Q,AllFiveDisagree
MK438562,6E,6E,6XF,6XF,6XF,5,,2,6E;6XF,AllFiveDisagree
MK438573,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438584,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438585,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438586,6S,6S,1A,1A,6S,5,,2,1A;6S,AllFiveDisagree
MK438595,6S,6S,1A,1A,6S,5,,2,1A;6S,AllFiveDisagree
MK438599,6E,6E,6XF,6XF,6XF,5,,2,6E;6XF,AllFiveDisagree
MK438620,6E,6E,8A,8A,6E,5,,2,6E;8A,AllFiveDisagree
MK438626,6E,6E,7A,7A,6E,5,,2,6E;7A,AllFiveDisagree
MK438628,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438630,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MK438631,6R,6R,8A,8A,6R,5,,2,6R;8A,AllFiveDisagree
MK438636,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438645,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MK438649,6W,6E,6P,6P,,4,GenBank,3,6E;6P;6W,AvailableCallsDisagree
MK438653,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438657,6E,6E,8A,8A,6E,5,,2,6E;8A,AllFiveDisagree
MK438673,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MK438697,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MK438700,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438703,6E,6E,6XF,6XF,6XF,5,,2,6E;6XF,AllFiveDisagree
MK438706,6Q,6Q,3E,3E,6Q,5,,2,3E;6Q,AllFiveDisagree
MK438707,6E,6E,6P,6P,,4,GenBank,2,6E;6P,AvailableCallsDisagree
MK438713,6Q,6Q,3D,3D,6Q,5,,2,3D;6Q,AllFiveDisagree
MK438722,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MK438723,6R,6R,8A,8A,6R,5,,2,6R;8A,AllFiveDisagree
MK438724,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438726,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MK438727,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MK438731,6S,6S,1A,1A,6S,5,,2,1A;6S,AllFiveDisagree
MK438736,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MK438740,6E,6E,8A,8A,6E,5,,2,6E;8A,AllFiveDisagree
MK438746,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
MK438750,6L,6L,1N,1N,6XB,5,,3,1N;6L;6XB,AllFiveDisagree
MK438751,6S,6S,1A,1A,6S,5,,2,1A;6S,AllFiveDisagree
MK438758,6E,6E,6XF,6XF,6XF,5,,2,6E;6XF,AllFiveDisagree
MK438760,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438770,6P,6P,8A,8A,6P,5,,2,6P;8A,AllFiveDisagree
MK438772,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438773,6S,6S,1E,1E,6S,5,,2,1E;6S,AllFiveDisagree
MK438784,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438787,6R,6R,1E,1E,6R,5,,2,1E;6R,AllFiveDisagree
MK438790,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438791,6S,6S,1A,1A,6S,5,,2,1A;6S,AllFiveDisagree
MK438803,6E,6E,8A,8A,6E,5,,2,6E;8A,AllFiveDisagree
MK438804,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
MK438810,6R,6R,1E,1E,6R,5,,2,1E;6R,AllFiveDisagree
