Accession,ClosestSubtypeAlignedNT,AssignedGenotype,Subtype4aDistance,Subtype4bDistance,Subtype4cDistance,Subtype4dDistance,Subtype4dDistance,Subtype4fDistance,Subtype4fDistance,Subtype4gDistance,Subtype4kDistance,Subtype4kDistance,Subtype4lDistance,Subtype4mDistance,Subtype4nDistance,Subtype4oDistance,Subtype4pDistance,Subtype4qDistance,Subtype4rDistance,Subtype4sDistance,Subtype4tDistance,Subtype4vDistance,Subtype4vDistance,Subtype4wDistance,Subtype4wDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
MN641961,309,4,20.579,19.732,17.172,5.178,5.178,17.042,17.042,21.070,17.974,17.974,17.264,18.770,16.828,16.667,17.799,14.563,20.388,19.732,19.094,16.561,16.561,18.954,18.954,4d,5.178,4q,14.563
MN641962,289,4,22.508,20.761,17.301,5.536,5.536,17.526,17.526,21.453,17.647,17.647,16.438,19.377,17.301,16.609,17.993,14.879,20.069,19.723,19.723,16.609,16.609,19.377,19.377,4d,5.536,4q,14.879
MN641963,309,4,21.222,19.281,18.123,4.531,4.531,18.123,18.123,20.968,17.057,17.057,17.915,20.065,16.828,16.993,17.476,14.563,19.064,20.388,17.476,15.287,15.287,18.729,18.729,4d,4.531,4q,14.563
MN641964,309,4,19.293,17.647,17.152,4.531,4.531,17.799,17.799,21.935,16.388,16.388,16.287,19.741,15.858,15.686,16.181,12.945,19.398,18.770,16.828,14.650,14.650,18.060,18.060,4d,4.531,4q,12.945
MN641965,309,4,19.293,18.395,16.162,4.207,4.207,18.447,18.447,20.333,16.993,16.993,16.287,18.770,16.505,15.359,16.505,12.945,19.417,18.729,16.181,14.650,14.650,19.281,19.281,4d,4.207,4q,12.945
MN641966,309,4,21.222,18.060,18.182,5.178,5.178,16.828,16.828,19.667,17.320,17.320,16.938,18.770,16.828,16.667,16.828,13.592,19.417,19.064,16.181,15.287,15.287,18.954,18.954,4d,5.178,4q,13.592
MN641967,309,4,21.290,17.726,18.182,4.531,4.531,17.799,17.799,21.333,16.993,16.993,16.938,17.476,16.828,17.320,16.828,15.210,20.065,17.391,16.828,15.605,15.605,17.974,17.974,4d,4.531,4v,15.605
MN641968,309,4,20.645,17.726,17.845,4.854,4.854,16.505,16.505,21.000,17.647,17.647,16.938,19.094,16.181,16.667,17.152,14.239,19.741,19.398,16.181,15.705,15.705,19.281,19.281,4d,4.854,4q,14.239
MN641969,309,4,21.935,18.060,19.192,5.502,5.502,16.828,16.828,20.667,18.301,18.301,16.013,20.712,17.476,17.320,16.828,14.887,20.065,18.729,17.476,16.667,16.667,18.627,18.627,4d,5.502,4q,14.887
MN641970,309,4,20.968,19.608,18.123,4.207,4.207,17.799,17.799,20.968,16.388,16.388,15.961,19.094,17.476,15.359,17.799,12.621,20.401,19.094,18.447,15.705,15.705,18.729,18.729,4d,4.207,4q,12.621
MN641971,309,4,20.000,17.726,16.498,4.854,4.854,17.476,17.476,21.000,16.667,16.667,17.590,17.476,16.828,16.667,17.476,14.239,20.065,18.729,17.152,15.064,15.064,18.954,18.954,4d,4.854,4q,14.239
MN782309,631,4,10.301,21.452,13.514,18.283,18.283,20.000,20.000,21.044,20.192,20.192,16.234,19.873,18.124,18.371,17.329,17.302,23.968,20.509,19.237,17.795,17.795,22.524,22.524,4a,10.301,4c,13.514
MN782310,636,4,11.478,20.806,13.355,17.647,17.647,19.237,19.237,21.677,21.635,21.635,16.883,19.078,17.965,16.933,16.852,16.984,24.286,18.760,18.919,16.508,16.508,21.406,21.406,4a,11.478,4c,13.355
MN977326,635,4,9.134,21.338,12.381,18.730,18.730,20.317,20.317,20.127,20.032,20.032,15.935,20.317,18.254,18.660,17.460,17.806,22.313,21.270,18.889,16.165,16.165,22.134,22.134,4a,9.134,4c,12.381
MN977328,636,4,9.277,21.002,12.092,17.302,17.302,18.730,18.730,20.290,20.673,20.673,16.883,19.841,16.984,17.225,16.667,15.739,21.661,19.677,18.730,16.349,16.349,21.885,21.885,4a,9.277,4c,12.092
MN977329,631,4,10.301,21.452,13.514,18.283,18.283,20.000,20.000,21.044,20.192,20.192,16.234,19.873,18.124,18.371,17.329,17.302,23.968,20.509,19.237,17.795,17.795,22.524,22.524,4a,10.301,4c,13.514
MN977330,633,4,12.164,21.129,13.725,17.460,17.460,20.476,20.476,21.452,21.635,21.635,16.234,19.683,18.571,17.384,17.460,16.216,24.006,21.452,19.841,16.667,16.667,22.524,22.524,4a,12.164,4c,13.725
MT113073,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT113074,461,4,18.640,18.872,13.158,14.655,14.655,17.787,17.787,20.174,20.174,20.174,7.158,16.122,17.457,16.304,14.903,14.009,20.824,17.063,17.711,13.147,13.147,20.088,20.088,4l,7.158,4v,13.147
MT113078,637,4,11.931,22.611,12.275,19.237,19.237,19.873,19.873,20.773,20.833,20.833,17.886,20.509,20.032,18.658,18.124,17.619,22.698,20.355,20.191,17.965,17.965,22.684,22.684,4a,11.931,4c,12.275
MT151159,348,4,22.063,19.942,19.104,16.138,16.138,7.184,7.184,21.552,19.020,19.020,18.314,18.156,16.914,18.023,18.391,17.507,20.461,18.444,19.597,14.943,14.943,16.232,16.232,4f,7.184,4v,14.943
MT151162,347,4,22.923,21.221,19.828,18.103,18.103,18.156,18.156,17.867,19.253,19.253,20.290,20.115,20.115,19.130,19.149,19.828,19.828,19.828,19.253,18.338,18.338,20.640,20.640,4g,17.867,4d,18.103
MT151163,348,4,20.344,20.475,20.536,18.047,18.047,20.173,20.173,19.308,15.652,15.652,20.000,19.253,20.710,19.822,20.749,20.115,7.471,20.977,20.402,18.966,18.966,20.058,20.058,4r,7.471,4k,15.652
MT151164,349,4,18.571,18.841,13.793,16.667,16.667,17.003,17.003,17.867,19.710,19.710,12.754,18.103,13.218,15.942,14.409,12.931,19.253,15.230,16.667,3.438,3.438,18.023,18.023,4v,3.438,4q,12.931
MT151166,340,4,20.414,20.649,18.845,17.160,17.160,20.760,20.760,17.009,17.647,17.647,19.118,20.294,18.991,18.694,17.699,17.994,7.941,21.408,19.881,18.235,18.235,20.528,20.528,4r,7.941,4g,17.009
MT151168,348,4,22.857,21.302,19.091,17.699,17.699,20.977,20.977,19.020,16.812,16.812,20.580,20.977,20.710,19.822,19.828,17.765,8.046,22.350,21.839,18.625,18.625,21.802,21.802,4r,8.046,4k,16.812
MT151172,348,4,20.649,20.058,20.115,18.678,18.678,20.749,20.749,18.156,17.241,17.241,18.841,20.690,20.690,19.130,18.398,19.828,7.759,21.839,20.414,18.103,18.103,20.930,20.930,4r,7.759,4k,17.241
MT151174,348,4,22.350,20.536,20.909,19.484,19.484,21.552,21.552,19.020,17.101,17.101,20.536,20.977,20.977,18.976,22.126,21.203,9.770,21.958,22.989,19.345,19.345,20.349,20.349,4r,9.770,4k,17.101
MT151175,352,4,17.143,17.804,15.517,15.517,15.517,16.715,16.715,19.885,18.841,18.841,10.116,17.529,14.368,14.203,14.697,12.931,19.253,16.954,14.943,7.102,7.102,18.605,18.605,4v,7.102,4l,10.116
MT151177,348,4,21.239,22.093,21.552,18.103,18.103,20.173,20.173,19.885,16.232,16.232,19.710,20.115,20.115,20.580,19.881,19.828,8.333,23.563,20.710,18.391,18.391,21.221,21.221,4r,8.333,4k,16.232
MT151178,348,4,22.350,21.662,18.452,18.343,18.343,22.190,22.190,21.037,17.971,17.971,21.739,21.839,20.710,19.469,22.190,19.540,8.046,23.851,19.540,19.828,19.828,22.674,22.674,4r,8.046,4k,17.971
MT151179,349,4,20.000,18.895,15.517,16.379,16.379,19.020,19.020,19.308,20.290,20.290,14.162,18.678,16.667,17.101,16.138,12.356,20.115,16.092,18.391,5.444,5.444,19.881,19.881,4v,5.444,4q,12.356
MT151181,347,4,18.991,8.069,17.341,16.763,16.763,15.821,15.821,22.899,22.059,22.059,18.103,20.238,19.364,16.522,19.186,17.341,23.214,20.580,20.580,16.763,16.763,17.579,17.579,4b,8.069,4o,16.522
MT151183,348,4,20.630,17.751,19.403,16.138,16.138,8.046,8.046,22.485,19.477,19.477,18.551,18.156,16.715,18.314,19.828,18.156,22.767,18.694,19.308,16.379,16.379,18.841,18.841,4f,8.046,4d,16.138
MT151184,349,4,17.714,19.477,15.230,15.805,15.805,17.003,17.003,16.667,17.391,17.391,13.006,16.954,16.379,15.652,14.986,13.218,19.253,15.230,19.253,6.877,6.877,18.398,18.398,4v,6.877,4l,13.006
MT151185,345,4,20.809,21.493,18.182,17.391,17.391,19.186,19.186,19.942,10.145,10.145,18.155,22.029,17.101,20.000,18.605,16.812,18.551,19.020,19.308,17.211,17.211,19.477,19.477,4k,10.145,4q,16.812
MT151190,345,4,20.809,19.149,17.523,16.812,16.812,17.325,17.325,18.786,6.957,6.957,18.261,20.536,15.942,19.710,17.015,17.101,19.420,17.579,18.156,17.630,17.630,19.149,19.149,4k,6.957,4n,15.942
MT151192,345,4,20.809,19.881,20.238,17.160,17.160,19.767,19.767,19.710,16.232,16.232,20.000,20.290,20.414,19.527,20.058,19.130,7.246,22.254,19.075,19.420,19.420,20.349,20.349,4r,7.246,4k,16.232
MT151193,348,4,21.203,21.493,18.750,18.452,18.452,19.885,19.885,19.308,18.261,18.261,20.290,21.552,19.345,18.750,19.885,18.966,7.759,22.989,20.977,18.678,18.678,19.767,19.767,4r,7.759,4k,18.261
MT151194,348,4,16.332,20.930,8.908,15.230,15.230,19.020,19.020,23.055,18.551,18.551,16.185,19.253,14.943,17.751,18.444,15.230,20.690,18.966,18.966,15.517,15.517,20.930,20.930,4c,8.908,4n,14.943
MT151196,348,4,21.714,20.710,20.238,19.469,19.469,20.690,20.690,19.308,17.816,17.816,20.580,22.701,21.302,20.414,19.253,19.484,8.046,23.209,21.839,18.911,18.911,21.221,21.221,4r,8.046,4k,17.816
MT151198,349,4,18.571,19.186,12.644,16.379,16.379,17.579,17.579,18.156,20.290,20.290,13.006,17.529,12.356,15.362,15.562,12.644,20.115,15.517,16.954,4.011,4.011,19.186,19.186,4v,4.011,4n,12.356
MT151202,347,4,21.387,21.581,17.879,15.455,15.455,19.767,19.767,18.786,9.222,9.222,18.261,21.159,16.232,18.750,18.314,16.061,18.551,17.003,18.156,17.391,17.391,19.186,19.186,4k,9.222,4n,16.232
MT151203,348,4,20.344,17.733,16.954,6.609,6.609,17.867,17.867,19.253,16.272,16.272,15.896,19.253,15.517,15.072,17.579,12.069,19.822,18.103,16.667,14.080,14.080,18.991,18.991,4d,6.609,4q,12.069
MT151207,338,4,22.000,17.442,18.911,14.497,14.497,15.850,15.850,17.579,18.551,18.551,17.391,18.966,17.816,15.652,17.211,16.954,18.966,18.391,18.103,15.473,15.473,17.804,17.804,4d,14.497,4v,15.473
MT151208,349,4,18.857,19.477,14.368,16.092,16.092,16.715,16.715,18.156,18.551,18.551,13.006,16.954,13.218,16.522,14.697,12.356,20.115,14.943,16.379,4.871,4.871,18.398,18.398,4v,4.871,4q,12.356
MT151209,348,4,22.286,19.637,18.788,17.273,17.273,17.867,17.867,17.003,6.034,6.034,19.420,20.402,18.155,19.940,18.156,18.678,18.103,18.678,18.391,19.143,19.143,19.767,19.767,4k,6.034,4g,17.003
MT151214,349,4,19.143,19.186,15.230,16.379,16.379,19.308,19.308,20.173,19.710,19.710,15.896,18.966,14.080,17.391,16.138,13.793,20.977,16.954,16.379,5.731,5.731,19.477,19.477,4v,5.731,4q,13.793
MT151215,347,4,18.625,18.895,15.274,15.274,15.274,17.919,17.919,18.895,20.290,20.290,12.717,17.291,14.409,15.362,15.407,12.104,20.290,16.232,17.971,4.035,4.035,19.585,19.585,4v,4.035,4q,12.104
MT151219,348,4,22.059,20.000,21.264,18.338,18.338,19.828,19.828,19.597,19.420,19.420,18.841,19.828,21.203,19.420,19.881,19.828,10.057,21.490,20.710,18.391,18.391,20.772,20.772,4r,10.057,4v,18.391
MT151227,348,4,20.649,21.958,17.879,18.047,18.047,19.885,19.885,19.597,15.362,15.362,19.420,21.552,19.527,19.822,18.398,18.966,4.885,22.414,19.527,18.678,18.678,20.930,20.930,4r,4.885,4k,15.362
MT151230,348,4,22.063,22.384,21.552,19.828,19.828,20.173,20.173,19.597,17.681,17.681,21.449,20.977,22.701,21.302,20.461,19.527,8.333,22.126,21.839,18.103,18.103,21.802,21.802,4r,8.333,4k,17.681
MT151231,348,4,22.714,20.870,19.540,17.479,17.479,19.771,19.771,20.173,18.391,18.391,18.841,19.540,21.552,20.870,18.047,18.911,8.333,20.344,19.822,18.103,18.103,20.349,20.349,4r,8.333,4d,17.479
MT151232,348,4,21.490,19.585,21.429,18.047,18.047,21.037,21.037,19.308,17.101,17.101,20.580,19.540,20.414,19.231,19.597,19.540,10.632,21.839,21.552,20.115,20.115,21.512,21.512,4r,10.632,4k,17.101
MT151233,348,4,20.798,21.958,19.828,18.103,18.103,17.867,17.867,24.207,21.159,21.159,17.919,7.471,14.368,18.261,17.003,16.667,20.690,19.540,20.115,16.332,16.332,20.930,20.930,4m,7.471,4n,14.368
MT151237,348,4,21.714,21.302,20.833,19.771,19.771,19.540,19.540,20.173,16.905,16.905,20.580,20.977,20.944,21.006,19.540,19.484,8.621,21.203,20.344,19.484,19.484,20.870,20.870,4r,8.621,4k,16.905
MT151239,347,4,23.410,22.849,21.726,18.047,18.047,20.058,20.058,20.930,17.971,17.971,21.739,20.580,20.414,21.302,20.058,20.000,8.934,23.478,19.710,20.290,20.290,20.640,20.640,4r,8.934,4k,17.971
MT151240,348,4,22.923,21.302,20.909,17.994,17.994,20.402,20.402,19.597,18.261,18.261,19.710,20.977,21.302,20.414,19.828,19.771,7.471,22.636,21.552,19.253,19.253,21.802,21.802,4r,7.471,4k,18.261
MT151245,348,4,22.063,21.365,21.515,20.118,20.118,20.749,20.749,19.885,17.529,17.529,21.449,19.540,21.006,20.118,19.597,21.552,7.759,23.563,22.989,19.540,19.540,20.640,20.640,4r,7.759,4k,17.529
MT151248,348,4,22.647,21.159,22.414,19.484,19.484,20.977,20.977,20.461,19.075,19.075,21.159,20.402,21.203,20.580,19.822,18.911,9.195,22.636,19.764,20.344,20.344,21.159,21.159,4r,9.195,4q,18.911
MT151250,348,4,17.765,18.605,15.230,5.747,5.747,16.427,16.427,18.678,16.522,16.522,12.717,16.954,15.517,14.203,15.562,12.356,17.529,16.092,15.517,13.793,13.793,17.151,17.151,4d,5.747,4q,12.356
MT151252,336,4,14.857,18.841,8.333,17.529,17.529,18.156,18.156,24.069,19.828,19.828,14.203,18.103,16.864,16.232,17.003,14.201,20.115,20.690,18.103,14.655,14.655,19.710,19.710,4c,8.333,4l,14.203
MT151253,348,4,20.882,20.710,20.606,17.699,17.699,20.402,20.402,19.597,16.474,16.474,20.290,19.828,20.059,21.006,19.527,19.484,7.184,22.923,20.344,19.198,19.198,20.710,20.710,4r,7.184,4k,16.474
MT151257,348,4,21.714,22.781,20.303,19.764,19.764,21.264,21.264,21.326,17.681,17.681,20.870,19.540,22.189,21.598,20.690,19.484,9.195,22.350,22.126,20.057,20.057,20.058,20.058,4r,9.195,4k,17.681
MT151258,345,4,18.497,18.497,15.362,18.551,18.551,17.733,17.733,19.710,20.000,20.000,15.362,17.101,16.812,17.101,16.812,16.232,19.420,17.681,18.551,10.725,10.725,19.075,19.075,4v,10.725,4l,15.362
MT151259,348,4,22.063,21.365,19.288,17.751,17.751,19.020,19.020,18.732,15.362,15.362,20.290,20.977,19.822,20.710,19.597,19.540,8.333,22.126,20.690,19.253,19.253,18.895,18.895,4r,8.333,4k,15.362
MT151261,346,4,21.387,10.983,18.841,17.101,17.101,18.023,18.023,23.188,21.449,21.449,19.420,19.420,19.710,16.568,18.182,17.751,20.870,20.000,20.580,17.391,17.391,17.919,17.919,4b,10.983,4o,16.568
MT151266,348,4,19.484,18.694,15.476,6.034,6.034,17.003,17.003,20.414,18.841,18.841,15.607,17.816,14.655,15.652,17.003,12.931,18.391,17.751,15.805,14.368,14.368,19.477,19.477,4d,6.034,4q,12.931
MT151268,348,4,21.829,23.837,21.839,18.966,18.966,23.055,23.055,20.173,18.261,18.261,21.739,22.126,22.126,21.739,20.178,20.977,8.908,24.138,20.414,21.264,21.264,21.802,21.802,4r,8.908,4k,18.261
MT151270,348,4,16.332,20.000,9.483,19.253,19.253,19.597,19.597,21.264,19.130,19.130,17.101,20.402,17.241,17.391,17.579,16.092,20.402,19.828,18.391,14.943,14.943,21.739,21.739,4c,9.483,4v,14.943
MT151274,348,4,21.714,20.944,17.470,17.241,17.241,18.732,18.732,20.749,8.333,8.333,16.812,18.966,16.272,18.639,17.291,16.667,17.529,16.667,17.529,17.765,17.765,18.605,18.605,4k,8.333,4q,16.667
MT151275,348,4,20.402,18.991,16.964,6.897,6.897,16.715,16.715,20.710,18.841,18.841,16.185,16.954,17.241,16.232,16.715,13.793,20.115,18.935,16.954,16.092,16.092,19.767,19.767,4d,6.897,4q,13.793
MT151279,348,4,21.534,20.640,22.126,19.540,19.540,20.173,20.173,19.885,18.841,18.841,21.449,20.690,20.690,20.290,20.475,20.115,8.908,22.126,21.598,19.540,19.540,21.068,21.068,4r,8.908,4k,18.841
MT151283,348,4,16.272,20.580,10.345,19.540,19.540,20.461,20.461,22.126,17.971,17.971,16.812,20.402,20.977,20.000,19.020,17.529,20.690,20.115,21.302,17.094,17.094,21.739,21.739,4c,10.345,4v,17.094
MT151284,345,4,22.636,22.029,18.485,15.976,15.976,17.579,17.579,17.579,11.014,11.014,17.391,20.115,16.272,20.414,18.444,16.379,16.379,19.253,18.391,17.192,17.192,18.605,18.605,4k,11.014,4r,16.379
MT554099,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
PQ660830,635,4,9.606,23.349,11.564,20.000,20.000,21.746,21.746,21.095,21.920,21.920,16.370,20.317,18.095,18.341,17.778,17.460,22.439,21.290,19.683,17.460,17.460,23.445,23.445,4a,9.606,4c,11.564
PQ660837,635,4,8.976,21.739,11.382,18.384,18.384,19.810,19.810,19.807,21.120,21.120,16.694,19.968,18.067,17.834,17.274,16.508,22.927,20.934,19.017,17.433,17.433,22.488,22.488,4a,8.976,4c,11.382
PQ660839,635,4,8.976,21.739,11.564,18.571,18.571,20.000,20.000,19.163,21.280,21.280,17.342,20.000,18.730,18.022,17.778,17.143,22.764,21.613,19.206,18.095,18.095,22.648,22.648,4a,8.976,4c,11.564
PQ660840,635,4,9.134,22.061,11.545,18.542,18.542,19.651,19.651,20.290,21.600,21.600,16.856,20.127,17.908,17.994,17.433,16.349,23.415,20.773,19.176,17.591,17.591,22.648,22.648,4a,9.134,4c,11.545
PQ660847,635,4,9.134,22.061,11.707,18.384,18.384,19.810,19.810,20.129,21.440,21.440,16.694,20.127,17.908,17.675,17.433,16.508,23.252,20.934,19.334,17.433,17.433,22.488,22.488,4a,9.134,4c,11.707
PQ660848,635,4,8.661,21.739,11.707,18.542,18.542,19.810,19.810,20.290,21.280,21.280,16.694,20.127,18.067,17.675,17.591,16.667,23.252,21.095,19.334,17.274,17.274,22.010,22.010,4a,8.661,4c,11.707
PQ660852,635,4,10.551,23.510,12.520,19.334,19.334,20.919,20.919,20.451,21.760,21.760,18.152,20.919,19.493,18.790,18.067,16.984,23.577,21.578,20.602,18.067,18.067,23.923,23.923,4a,10.551,4c,12.520
PQ660856,635,4,9.291,21.900,12.195,18.859,18.859,19.651,19.651,19.485,21.280,21.280,17.342,20.285,18.859,17.994,17.116,17.143,22.764,21.739,19.968,17.433,17.433,22.169,22.169,4a,9.291,4c,12.195
PQ660857,635,4,8.819,21.900,11.870,18.384,18.384,19.968,19.968,20.290,21.280,21.280,16.694,19.968,17.908,17.834,17.591,16.508,23.252,20.934,19.334,17.433,17.433,22.169,22.169,4a,8.819,4c,11.870
PQ660859,635,4,10.709,22.544,12.683,19.017,19.017,20.602,20.602,21.578,22.240,22.240,17.180,19.810,18.542,18.312,18.384,17.302,23.740,21.417,19.810,18.384,18.384,22.967,22.967,4a,10.709,4c,12.683
MK252789,612,4,29.043,32.113,28.425,28.311,28.311,29.103,29.103,30.680,,,29.801,31.959,30.399,30.375,30.795,30.137,32.423,30.731,30.609,28.431,28.431,31.675,31.675,4v,28.431,4d,28.311
MK252797,604,4,30.083,31.561,29.452,28.808,28.808,29.442,29.442,29.851,30.308,30.308,30.348,31.787,31.063,31.111,30.236,31.240,32.594,31.395,31.826,29.624,29.624,31.063,31.063,4d,28.808,4v,29.624
MK252810,602,4,28.713,31.343,28.767,27.076,27.076,28.426,28.426,28.192,29.110,29.110,29.636,31.842,30.399,31.271,29.642,29.452,31.453,29.900,30.261,27.959,27.959,30.897,30.897,4d,27.076,4v,27.959
MK612039,636,4,11.321,19.871,12.540,17.778,17.778,19.683,19.683,21.622,19.904,19.904,15.584,18.413,17.302,16.587,17.937,16.852,23.290,19.524,18.730,15.723,15.723,21.086,21.086,4a,11.321,4c,12.540
MK799639,629,4,20.095,20.574,17.329,16.693,16.693,20.355,20.355,19.968,18.994,18.994,16.748,20.032,8.426,17.891,17.124,15.556,21.935,18.791,17.124,15.079,15.079,21.246,21.246,4n,8.426,4v,15.079
MK814770,428,4,18.415,17.464,16.587,7.009,7.009,16.355,16.355,20.048,16.000,16.000,16.901,19.626,17.290,17.176,16.121,14.252,17.523,17.703,17.757,15.187,15.187,19.529,19.529,4d,7.009,4q,14.252
MK814771,407,4,11.111,17.590,8.600,15.728,15.728,18.824,18.824,19.231,18.720,18.720,14.184,17.882,15.059,16.114,16.706,14.118,19.765,18.795,18.824,13.457,13.457,18.913,18.913,4c,8.600,4a,11.111
MK816411,559,4,20.357,18.705,17.352,3.220,3.220,18.133,18.133,21.607,18.761,18.761,16.697,16.876,17.174,16.547,17.174,12.522,20.583,18.851,16.995,14.490,14.490,20.036,20.036,4d,3.220,4q,12.522
LC773637,630,4,20.794,21.372,19.094,17.778,17.778,8.730,8.730,21.935,21.256,21.256,19.350,18.571,20.000,19.617,20.317,17.329,22.764,20.484,21.429,18.095,18.095,19.649,19.649,4f,8.730,4q,17.329
LC773638,621,4,22.381,20.559,19.344,18.312,18.312,21.338,21.338,17.357,7.246,7.246,18.699,19.968,16.450,19.870,17.994,18.153,18.567,20.786,19.010,18.442,18.442,20.385,20.385,4k,7.246,4n,16.450
LC773639,630,4,19.225,19.139,15.883,16.694,16.694,18.136,18.136,20.752,21.369,21.369,16.092,18.391,16.852,16.478,16.750,14.725,22.857,18.760,19.212,13.016,13.016,19.808,19.808,4v,13.016,4q,14.725
LC773640,630,4,16.801,19.839,13.776,17.180,17.180,17.686,17.686,21.429,21.369,21.369,16.450,17.512,16.000,16.203,17.442,14.239,21.746,17.496,17.162,12.540,12.540,20.325,20.325,4v,12.540,4c,13.776
MG000205,330,4,22.961,24.375,19.497,18.788,18.788,22.121,22.121,21.212,20.183,20.183,20.183,23.100,20.625,19.688,20.909,18.485,9.091,23.636,20.303,18.485,18.485,22.699,22.699,4r,9.091,4v,18.485
MG000206,330,4,21.752,21.562,19.811,16.875,16.875,19.697,19.697,20.909,15.902,15.902,20.795,20.669,19.062,18.750,20.000,19.880,10.000,23.333,20.909,19.091,19.091,21.472,21.472,4r,10.000,4k,15.902
MG000207,329,4,23.030,21.630,21.136,19.122,19.122,20.365,20.365,19.572,17.901,17.901,19.939,20.606,21.317,19.436,19.757,19.149,8.511,21.884,21.581,20.061,20.061,22.018,22.018,4r,8.511,4k,17.901
MG000208,329,4,26.364,25.153,24.316,20.365,20.365,24.316,24.316,24.159,20.489,20.489,24.540,22.796,23.708,23.313,23.824,21.884,9.726,25.532,22.571,21.884,21.884,24.540,24.540,4r,9.726,4d,20.365
MG000209,329,4,20.909,23.620,17.685,18.237,18.237,18.845,18.845,18.654,16.358,16.358,18.712,20.303,18.237,18.098,19.436,16.109,8.511,21.581,18.809,17.629,17.629,21.101,21.101,4r,8.511,4q,16.109
MG000210,329,4,25.758,24.233,22.508,21.884,21.884,23.100,23.100,23.242,20.679,20.679,22.086,23.333,23.708,23.926,20.669,21.581,11.246,25.836,21.884,20.973,20.973,24.159,24.159,4r,11.246,4p,20.669
MG000211,330,4,23.565,23.853,21.515,19.394,19.394,21.212,21.212,21.212,18.654,18.654,21.101,21.884,22.121,20.183,19.091,19.091,7.576,23.333,20.909,18.182,18.182,23.620,23.620,4r,7.576,4v,18.182
MG000212,330,4,22.961,22.812,20.513,17.812,17.812,22.121,22.121,20.000,17.125,17.125,20.795,22.188,20.312,21.250,19.394,19.697,6.667,23.333,18.788,19.091,19.091,22.393,22.393,4r,6.667,4k,17.125
MG000213,330,4,25.076,24.375,23.899,18.438,18.438,23.030,23.030,21.212,19.878,19.878,22.936,24.620,23.125,22.812,22.727,22.121,9.697,25.758,20.303,21.212,21.212,24.540,24.540,4r,9.697,4d,18.438
MG000214,330,4,22.054,22.188,19.497,18.125,18.125,19.697,19.697,21.515,17.737,17.737,18.654,20.973,19.375,19.062,17.576,18.485,7.879,22.727,20.000,18.182,18.182,20.245,20.245,4r,7.879,4p,17.576
MG000215,330,4,23.197,23.242,21.515,18.485,18.485,21.818,21.818,20.303,18.349,18.349,21.407,22.188,20.000,20.795,19.108,19.697,8.788,21.818,19.811,18.788,18.788,21.451,21.451,4r,8.788,4d,18.485
MG000216,330,4,25.378,24.375,24.214,18.750,18.750,23.333,23.333,21.818,20.183,20.183,22.936,25.228,23.750,22.812,23.030,22.121,10.303,25.758,20.909,21.212,21.212,24.847,24.847,4r,10.303,4d,18.750
MG000221,329,4,21.875,22.393,21.581,20.061,20.061,22.492,22.492,18.960,18.210,18.210,21.472,21.581,22.188,21.166,20.690,20.365,9.119,24.924,21.630,20.973,20.973,21.472,21.472,4r,9.119,4k,18.210
MG000222,330,4,22.659,20.795,22.013,19.394,19.394,19.394,19.394,20.303,18.349,18.349,20.938,23.100,20.625,20.625,19.091,18.788,16.061,20.625,18.788,17.812,17.812,20.552,20.552,4r,16.061,4v,17.812
MG000224,305,4,25.000,25.424,22.034,18.983,18.983,21.967,21.967,21.824,19.870,19.870,22.185,24.590,21.886,21.212,23.127,21.498,9.836,24.262,22.476,21.639,21.639,23.510,23.510,4r,9.836,4k,19.870
MG000228,330,4,23.053,23.242,19.697,18.182,18.182,20.606,20.606,19.394,16.208,16.208,20.795,20.669,20.303,19.572,19.062,17.879,9.697,21.818,19.062,17.576,17.576,21.779,21.779,4r,9.697,4k,16.208
MG000230,330,4,22.659,22.324,21.212,19.394,19.394,21.212,21.212,21.515,17.431,17.431,18.960,21.884,20.909,19.572,19.062,17.273,7.576,22.424,20.312,18.788,18.788,22.699,22.699,4r,7.576,4q,17.273
