Accession,ClosestSubtypeAlignedNT,AssignedGenotype,Subtype6aDistance,Subtype6aDistance,Subtype6bDistance,Subtype6cDistance,Subtype6dDistance,Subtype6eDistance,Subtype6fDistance,Subtype6gDistance,Subtype6hDistance,Subtype6iDistance,Subtype6jDistance,Subtype6kDistance,Subtype6lDistance,Subtype6mDistance,Subtype6nDistance,Subtype6nDistance,Subtype6oDistance,Subtype6pDistance,Subtype6qDistance,Subtype6rDistance,Subtype6sDistance,Subtype6tDistance,Subtype6tDistance,Subtype6uDistance,Subtype6vDistance,Subtype6vDistance,Subtype6wDistance,Subtype6wDistance,Subtype6xaDistance,Subtype6xaDistance,Subtype6xbDistance,Subtype6xbDistance,Subtype6xcDistance,Subtype6xdDistance,Subtype6xdDistance,Subtype6xeDistance,Subtype6xeDistance,Subtype6xfDistance,Subtype6xfDistance,Subtype6xgDistance,Subtype6xgDistance,Subtype6xhDistance,Subtype6xiDistance,Subtype6xiDistance,Subtype6xjDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
MK255994,330,6,8.485,8.485,25.231,25.965,,30.769,29.392,,30.796,26.316,31.119,,32.099,,32.292,32.292,27.778,,,,32.268,27.458,27.458,29.710,31.142,31.142,,,34.722,34.722,30.556,30.556,,25.000,25.000,29.846,29.846,27.972,27.972,33.025,33.025,29.617,31.944,31.944,32.404,6a,8.485,6b,25.231
MK255995,330,6,9.394,9.394,22.462,27.331,,30.189,27.511,,31.949,27.653,32.103,30.556,32.099,30.864,31.190,31.190,28.435,27.946,29.022,30.094,29.582,28.094,28.094,,30.796,30.796,29.268,29.268,31.731,31.731,30.247,30.247,27.931,22.500,22.500,29.321,29.321,29.368,29.368,31.790,31.790,27.178,30.545,30.545,33.025,6a,9.394,6b,22.462
MK255996,329,6,4.559,4.559,23.692,22.807,,29.467,29.375,32.154,30.796,25.080,30.420,28.704,30.556,29.538,30.903,30.903,26.198,26.667,27.879,31.034,30.868,26.102,26.102,27.536,28.621,28.621,28.981,28.981,32.198,32.198,29.630,29.630,29.167,22.500,22.500,28.615,28.615,26.573,26.573,31.385,31.385,27.526,29.412,29.412,30.662,6a,4.559,6xd,22.500
MK255997,330,6,7.576,7.576,24.615,23.509,,,28.041,31.511,30.796,27.010,30.070,29.630,30.556,31.173,29.861,29.861,26.518,28.070,28.571,32.288,30.208,27.891,27.891,27.899,28.966,28.966,28.223,28.223,31.731,31.731,28.197,28.197,28.526,23.438,23.438,27.692,27.692,26.224,26.224,30.154,30.154,27.526,31.269,31.269,30.662,6a,7.576,6xd,23.438
MK255998,329,6,7.295,7.295,25.538,25.723,,30.000,29.153,32.476,31.142,26.389,30.314,30.247,33.333,30.796,31.944,31.944,27.778,28.155,28.475,32.313,31.250,,,28.986,29.496,29.496,28.374,28.374,33.437,33.437,30.864,30.864,29.487,24.375,24.375,28.720,28.720,28.671,28.671,33.538,33.538,29.617,31.488,31.488,31.707,6a,7.295,6xd,24.375
MK255999,329,6,7.295,7.295,25.231,23.860,31.210,28.840,27.703,31.317,30.000,26.042,31.889,29.938,31.173,30.061,32.797,32.797,25.694,26.667,28.136,30.952,30.370,26.780,26.780,28.261,30.072,30.072,28.571,28.571,32.198,32.198,29.938,29.938,27.972,25.231,25.231,30.104,30.104,26.408,26.408,,,27.881,32.198,32.198,32.056,6a,7.295,6b,25.231
MK327981,633,6,28.457,28.457,30.189,27.186,28.728,26.984,27.804,23.065,27.553,28.082,28.317,29.060,27.892,29.794,28.595,28.595,24.837,25.896,23.028,28.257,29.245,26.730,26.730,29.048,29.114,29.114,26.341,26.341,29.094,29.094,28.293,28.293,27.778,29.194,29.194,27.732,27.732,27.258,27.258,28.730,28.730,26.540,28.767,28.767,29.272,6g,23.065,6q,23.028
MK327982,575,6,27.730,27.730,28.870,27.797,31.239,25.699,27.875,19.304,28.746,29.931,28.901,26.817,27.178,29.196,28.597,28.597,26.049,27.797,26.817,27.352,29.268,26.224,26.224,26.178,29.196,29.196,24.508,24.508,25.261,25.261,25.303,25.303,28.671,28.076,28.076,28.920,28.920,29.021,29.021,27.083,27.083,26.829,27.936,27.936,29.239,6g,19.304,6w,24.508
MK327983,633,6,34.146,34.146,32.547,34.609,33.096,32.470,27.247,25.592,32.795,32.931,31.723,32.550,32.063,32.348,31.562,31.562,26.124,32.855,32.803,36.450,26.452,32.695,32.695,32.330,33.917,33.917,27.866,27.866,32.643,32.643,32.488,32.488,22.124,31.959,31.959,31.716,31.716,32.381,32.381,32.962,32.962,31.716,31.323,31.323,33.227,6g,25.592,6w,27.866
MK327984,630,6,29.477,29.477,28.227,30.632,26.868,28.331,25.680,19.524,28.271,28.227,27.464,27.953,27.575,29.841,29.027,29.027,27.083,26.783,28.571,26.850,30.277,25.606,25.606,25.862,28.571,28.571,25.316,25.316,26.587,26.587,28.504,28.504,27.491,27.993,27.993,25.862,25.862,28.423,28.423,28.188,28.188,28.103,28.952,28.952,29.635,6g,19.524,6w,25.316
MK327985,634,6,32.070,32.070,30.538,28.110,29.756,28.594,30.469,22.871,29.402,29.048,29.716,28.969,27.778,30.293,26.966,26.966,26.709,27.822,24.214,29.467,30.745,27.786,27.786,30.016,30.016,30.016,25.397,25.397,27.822,27.822,29.524,29.524,29.103,30.111,30.111,28.073,28.073,28.413,28.413,27.892,27.892,29.542,26.792,26.792,30.298,6g,22.871,6q,24.214
MK327986,639,6,6.260,6.260,22.713,27.509,30.599,27.690,29.595,30.000,28.956,28.006,30.167,28.019,29.430,29.952,31.962,31.962,24.801,27.504,28.013,29.577,29.042,27.145,27.145,28.296,29.288,29.288,28.413,28.413,29.365,29.365,29.606,29.606,29.068,21.304,21.304,28.481,28.481,27.663,27.663,31.379,31.379,30.016,29.002,29.002,28.864,6a,6.260,6xd,21.304
MK327987,618,6,30.794,30.794,31.388,28.758,30.903,29.011,27.543,24.961,28.341,29.773,28.912,29.223,29.241,31.052,27.778,27.778,27.027,28.822,24.272,28.616,29.725,27.673,27.673,30.269,30.115,30.115,26.266,26.266,27.715,27.715,27.760,27.760,28.183,30.097,30.097,27.670,27.670,28.095,28.095,28.479,28.479,27.488,29.032,29.032,29.048,6q,24.272,6g,24.961
MK327989,632,6,28.031,28.031,28.728,28.730,27.532,28.140,27.044,28.756,29.245,24.839,28.226,29.153,28.526,28.710,28.333,28.333,26.806,28.571,27.244,27.586,28.383,29.022,29.022,28.617,28.209,28.209,25.873,25.873,28.918,28.918,29.839,29.839,28.254,27.717,27.717,26.797,26.797,28.051,28.051,27.987,27.987,16.772,26.761,26.761,27.974,6xh,16.772,6i,24.839
MK327990,629,6,29.329,29.329,28.120,30.599,31.329,28.861,29.017,31.100,31.912,29.747,31.759,30.128,29.114,28.756,29.589,29.589,29.827,30.284,29.108,29.844,31.912,30.926,30.926,28.843,30.551,30.551,27.822,27.822,30.000,30.000,28.391,28.391,30.820,28.843,28.843,28.526,28.526,30.141,30.141,28.571,28.571,29.226,29.685,29.685,30.599,6w,27.822,6b,28.120
MK327991,629,6,28.861,28.861,27.402,29.635,29.153,28.526,30.889,29.264,,28.056,28.549,28.816,27.804,30.964,29.542,29.542,29.430,29.535,27.656,,31.711,30.975,30.975,28.685,28.964,28.964,26.073,26.073,28.730,28.730,27.962,27.962,29.747,27.848,27.848,28.481,28.481,28.889,28.889,27.172,27.172,31.496,29.106,29.106,28.481,6w,26.073,6xg,27.172
MK327992,608,6,27.642,27.642,27.377,28.458,27.903,26.442,29.495,19.737,29.180,27.036,25.000,26.813,28.734,27.476,30.137,30.137,25.829,26.829,27.840,30.000,30.892,26.261,26.261,27.634,29.116,29.116,26.316,26.316,27.332,27.332,27.946,27.946,28.436,27.214,27.214,27.213,27.213,25.868,25.868,26.955,26.955,27.383,26.379,26.379,27.598,6g,19.737,6j,25.000
MK327993,629,6,29.403,29.403,26.645,30.952,30.380,28.504,29.937,31.505,29.430,29.042,30.366,28.320,30.476,31.122,29.365,29.365,29.272,29.338,27.900,29.984,31.401,32.070,32.070,27.874,28.594,28.594,28.571,28.571,26.709,26.709,28.250,28.250,29.291,26.984,26.984,29.571,29.571,30.428,30.428,30.259,30.259,28.549,28.526,28.526,29.535,6xa,26.709,6xd,26.984
MK327994,251,6,24.000,24.000,29.435,26.693,28.000,22.984,22.709,23.016,26.190,26.587,24.506,27.888,26.693,27.165,27.888,27.888,24.701,24.603,22.619,22.099,25.397,25.498,25.498,24.800,25.794,25.794,22.619,22.619,25.397,25.397,25.911,25.911,22.581,28.112,28.112,27.381,27.381,27.778,27.778,25.100,25.100,15.139,24.603,24.603,21.469,6xh,15.139,6w,22.619
MK327996,633,6,29.356,29.356,30.346,26.868,27.169,24.921,25.472,27.027,27.937,25.158,26.129,28.239,28.140,27.575,27.625,27.625,26.508,26.466,24.961,25.746,26.066,25.949,25.949,26.667,27.143,27.143,25.938,25.938,28.209,28.209,27.287,27.287,26.508,28.413,28.413,25.873,25.873,25.633,25.633,27.027,27.027,16.430,28.293,28.293,25.791,6xh,16.430,6q,24.961
MK327997,630,6,30.032,30.032,29.094,27.663,28.293,27.110,27.804,21.905,27.934,25.882,27.939,29.568,28.595,28.140,27.903,27.903,26.592,26.349,27.619,29.952,28.323,27.707,27.707,29.206,27.474,27.474,25.318,25.318,28.275,28.275,28.481,28.481,28.293,29.403,29.403,26.892,26.892,25.130,25.130,27.548,27.548,26.582,26.976,26.976,28.006,6g,21.905,6w,25.318
MK327999,634,6,29.449,29.449,29.002,28.571,27.143,28.435,27.613,24.842,29.630,28.233,29.592,27.529,27.646,29.951,28.155,28.155,25.932,27.564,24.606,28.638,29.889,27.230,27.230,29.048,28.640,28.640,25.556,25.556,26.709,26.709,28.500,28.500,27.760,26.699,26.699,28.363,28.363,27.345,27.345,27.532,27.532,27.488,26.621,26.621,28.730,6q,24.606,6g,24.842
MK328000,635,6,30.274,30.274,30.317,29.889,29.571,28.889,30.000,19.528,29.889,28.892,28.502,27.319,27.858,29.133,28.458,28.458,28.458,30.317,27.143,29.319,30.317,27.113,27.113,28.571,30.144,30.144,24.841,24.841,28.275,28.275,28.436,28.436,28.413,27.429,27.429,27.304,27.304,29.589,29.589,27.707,27.707,28.254,26.007,26.007,28.176,6g,19.528,6w,24.841
MK328001,632,6,28.237,28.237,28.571,29.459,29.296,29.356,29.302,30.843,28.707,30.159,30.843,29.288,28.797,29.384,28.165,28.165,30.308,31.703,28.527,29.844,31.981,30.829,30.829,30.889,28.346,28.346,27.532,27.532,28.387,28.387,29.747,29.747,30.599,30.096,30.096,29.477,29.477,28.197,28.197,28.639,28.639,29.670,29.383,29.383,29.430,6w,27.532,6a,28.237
MK328002,631,6,28.391,28.391,29.700,28.125,27.734,27.476,24.567,25.397,26.774,25.122,26.391,28.155,29.841,28.120,28.065,28.065,27.027,28.025,26.880,27.603,27.663,27.445,27.445,27.070,25.198,25.198,25.079,25.079,28.254,28.254,29.272,29.272,28.025,29.459,29.459,27.419,27.419,27.548,27.548,26.974,26.974,16.640,25.473,25.473,27.258,6xh,16.640,6f,24.567
MK328003,632,6,28.661,28.661,29.764,28.454,28.710,27.345,24.371,28.458,28.524,23.920,25.963,27.670,29.194,28.209,27.053,27.053,27.619,27.460,26.772,26.400,27.516,28.160,28.160,27.391,29.126,29.126,26.527,26.527,28.710,28.710,28.922,28.922,27.303,28.180,28.180,25.755,25.755,26.794,26.794,27.097,27.097,16.614,27.022,27.022,27.014,6xh,16.614,6f,24.371
MK328004,583,6,26.994,26.994,28.179,30.088,30.919,28.152,30.153,31.100,31.670,30.494,30.397,28.522,29.897,29.503,31.046,31.046,30.277,30.465,30.390,30.612,30.397,29.272,29.272,28.448,28.547,28.547,30.389,30.389,28.816,28.816,29.846,29.846,31.271,30.052,30.052,28.109,28.109,30.329,30.329,28.694,28.694,28.744,29.331,29.331,27.787,6xj,27.787,6b,28.179
MK328005,623,6,28.409,28.409,28.480,28.571,27.465,27.014,27.383,19.262,28.571,26.621,27.013,28.669,28.125,29.798,28.067,28.067,28.526,27.448,26.066,27.660,31.470,28.571,28.571,25.452,29.110,29.110,24.559,24.559,26.138,26.138,29.647,29.647,28.090,27.532,27.532,26.451,26.451,28.571,28.571,25.882,25.882,27.141,28.014,28.014,30.016,6g,19.262,6w,24.559
MK328006,632,6,28.504,28.504,29.688,28.571,26.424,27.663,26.572,28.299,28.824,24.842,28.079,29.138,28.299,27.419,28.209,28.209,26.825,27.302,24.882,27.559,26.266,27.804,27.804,27.027,27.375,27.375,26.550,26.550,28.051,28.051,30.442,30.442,26.544,27.619,27.619,26.868,26.868,25.475,25.475,26.868,26.868,15.032,26.379,26.379,29.068,6xh,15.032,6i,24.842
MK328007,632,6,29.498,29.498,30.372,29.739,29.048,27.157,28.013,24.922,30.161,29.561,30.386,29.492,27.073,29.683,27.994,27.994,26.550,27.832,24.525,28.145,30.428,27.488,27.488,29.048,29.495,29.495,26.667,26.667,28.548,28.548,29.542,29.542,28.455,30.274,30.274,27.915,27.915,29.477,29.477,29.811,29.811,29.226,28.523,28.523,29.288,6q,24.525,6g,24.922
MK328008,633,6,29.308,29.308,31.571,29.291,27.690,28.458,28.189,24.487,27.911,27.685,31.331,30.051,29.967,31.126,28.525,28.525,25.755,27.391,25.158,28.481,32.437,27.543,27.543,29.319,30.717,30.717,26.190,26.190,27.937,27.937,30.222,30.222,29.542,30.225,30.225,28.293,28.293,28.730,28.730,29.524,29.524,26.741,28.401,28.401,30.632,6g,24.487,6q,25.158
MK328009,635,6,28.135,28.135,29.160,26.786,27.488,27.508,27.044,24.051,28.381,28.305,29.549,28.595,26.537,29.773,27.619,27.619,25.714,25.997,23.150,29.147,28.254,26.688,26.688,29.048,28.431,28.431,26.214,26.214,27.027,27.027,28.155,28.155,29.079,28.964,28.964,27.345,27.345,27.866,27.866,26.699,26.699,28.752,27.334,27.334,29.984,6q,23.150,6g,24.051
MK328010,632,6,28.661,28.661,30.079,28.125,28.710,27.345,24.528,28.140,28.358,24.252,25.628,27.508,29.194,27.892,26.892,26.892,27.302,27.302,26.457,26.080,27.516,27.840,27.840,27.066,28.964,28.964,26.367,26.367,28.710,28.710,28.758,28.758,26.974,28.502,28.502,25.596,25.596,26.475,26.475,26.935,26.935,16.930,26.850,26.850,26.856,6xh,16.930,6f,24.528
MK328012,634,6,27.994,27.994,25.710,30.706,31.912,30.265,29.012,31.629,31.935,30.579,32.206,30.807,31.797,30.806,28.843,28.843,30.915,30.380,29.688,30.421,32.598,31.289,31.289,29.858,28.526,28.526,28.254,28.254,30.269,30.269,29.858,29.858,31.062,27.918,27.918,30.794,30.794,30.111,30.111,29.841,29.841,30.346,29.593,29.593,30.189,6b,25.710,6a,27.994
MK328013,611,6,29.700,29.700,28.033,28.458,27.128,25.962,25.198,18.985,29.120,28.226,25.835,26.700,28.664,27.911,28.885,28.885,27.352,28.140,27.100,28.639,29.233,25.913,25.913,25.862,27.210,27.210,23.232,23.232,26.187,26.187,27.899,27.899,27.273,28.278,28.278,27.508,27.508,26.389,26.389,26.377,26.377,26.690,27.350,27.350,29.215,6g,18.985,6w,23.232
MK328014,633,6,28.663,28.663,28.997,26.710,27.373,25.121,26.887,21.959,30.169,29.308,27.974,28.856,27.858,29.322,30.048,30.048,26.073,26.677,24.645,29.421,30.031,26.266,26.266,29.048,28.833,28.833,25.081,25.081,27.027,27.027,27.742,27.742,27.877,29.147,29.147,28.458,28.458,27.592,27.592,29.612,29.612,28.120,28.862,28.862,28.956,6g,21.959,6q,24.645
MK328015,625,6,28.059,28.059,27.603,29.053,28.850,26.941,28.230,19.360,29.167,27.027,27.915,26.884,28.065,28.114,28.836,28.836,27.345,26.923,26.624,29.506,30.000,27.163,27.163,26.752,30.144,30.144,25.879,25.879,28.025,28.025,28.243,28.243,28.389,26.187,26.187,26.538,26.538,28.685,28.685,24.958,24.958,25.477,27.768,27.768,27.316,6g,19.360,6w,25.879
MK328016,540,6,27.706,27.706,27.757,28.832,28.487,26.978,28.257,20.370,29.520,26.952,25.617,28.491,29.128,28.125,29.730,29.730,25.610,28.648,27.941,28.169,29.963,27.071,27.071,30.000,30.040,30.040,26.515,26.515,28.008,28.008,28.200,28.200,29.167,27.505,27.505,27.757,27.757,27.748,27.748,27.553,27.553,27.181,27.701,27.701,29.128,6g,20.370,6j,25.617
MK328017,543,6,27.677,27.677,27.789,28.343,26.978,26.892,25.963,21.363,27.505,30.223,27.154,29.697,27.432,27.976,27.921,27.921,28.676,27.495,28.991,27.656,30.112,28.195,28.195,29.121,28.512,28.512,25.139,25.139,28.866,28.866,29.368,29.368,28.070,28.281,28.281,28.376,28.376,29.250,29.250,27.734,27.734,26.749,28.543,28.543,,6g,21.363,6w,25.139
MK328018,632,6,29.421,29.421,28.527,29.700,27.559,26.349,29.356,23.892,28.827,28.084,28.155,29.362,29.365,29.624,28.339,28.339,27.406,28.734,25.629,29.984,29.560,27.473,27.473,29.002,29.642,29.642,24.444,24.444,28.299,28.299,28.481,28.481,28.167,27.287,27.287,28.409,28.409,28.368,28.368,28.095,28.095,28.120,27.521,27.521,29.589,6g,23.892,6w,24.444
MK328019,627,6,28.686,28.686,27.822,28.776,29.730,27.417,29.809,20.893,31.922,28.780,28.571,28.893,30.806,30.378,31.699,31.699,26.744,27.154,30.794,30.745,31.013,29.565,29.565,26.667,29.936,29.936,25.890,25.890,27.822,27.822,30.159,30.159,27.778,27.053,27.053,29.225,29.225,30.382,30.382,28.822,28.822,28.730,28.693,28.693,29.253,6g,20.893,6w,25.890
MK328020,632,6,30.975,30.975,29.844,28.302,29.260,28.730,28.482,24.367,28.910,30.063,29.904,28.500,28.254,30.000,27.448,27.448,26.391,28.811,25.196,29.874,32.070,27.316,27.316,29.048,28.661,28.661,25.079,25.079,26.391,26.391,26.741,26.741,30.189,28.502,28.502,27.302,27.302,28.233,28.233,27.962,27.962,28.910,26.873,26.873,28.481,6g,24.367,6w,25.079
MK328021,629,6,28.081,28.081,26.814,29.858,29.905,27.769,28.750,30.781,31.429,29.905,31.270,29.968,28.639,28.271,29.272,29.272,28.257,30.174,27.543,29.577,31.438,29.717,29.717,27.778,30.174,30.174,26.391,26.391,28.548,28.548,28.076,28.076,29.477,28.661,28.661,27.778,27.778,30.141,30.141,28.413,28.413,29.856,28.943,28.943,29.811,6w,26.391,6b,26.814
MK328022,630,6,27.967,27.967,30.757,29.431,28.594,26.580,28.889,19.683,28.479,27.903,28.226,28.856,27.832,29.952,28.503,28.503,25.955,27.389,24.089,27.653,27.646,26.316,26.316,27.981,28.571,28.571,25.678,25.678,28.185,28.185,29.730,29.730,27.877,29.011,29.011,26.699,26.699,25.786,25.786,27.184,27.184,28.481,28.401,28.401,29.430,6g,19.683,6q,24.089
MK328023,634,6,30.721,30.721,28.571,30.428,30.806,29.683,29.860,30.645,,28.660,29.984,28.358,29.589,31.220,28.931,28.931,29.365,29.226,26.604,28.281,29.700,30.612,30.612,28.639,29.134,29.134,28.006,28.006,27.663,27.663,28.391,28.391,29.134,29.412,29.412,25.552,25.552,26.825,26.825,28.341,28.341,28.411,29.813,29.813,28.502,6xe,25.552,6q,26.604
MK328024,633,6,28.571,28.571,30.808,28.299,29.286,27.609,27.304,22.433,29.066,29.701,30.547,29.252,29.665,27.619,28.180,28.180,27.116,28.797,26.094,26.724,30.952,25.952,25.952,28.209,27.116,27.116,23.604,23.604,27.304,27.304,26.899,26.899,28.120,28.885,28.885,26.957,26.957,27.130,27.130,27.993,27.993,26.261,29.744,29.744,29.730,6g,22.433,6w,23.604
MK328025,341,6,31.953,31.953,30.000,29.326,29.619,27.729,28.152,27.729,28.824,30.294,31.287,29.290,26.254,28.698,26.923,26.923,25.588,28.909,25.959,30.882,31.046,26.331,26.331,28.070,32.840,32.840,25.148,25.148,30.473,30.473,25.740,25.740,25.369,30.088,30.088,27.434,27.434,27.515,27.515,25.220,25.220,25.444,28.235,28.235,30.178,6xg,25.220,6xc,25.369
MK328026,632,6,28.076,28.076,27.900,26.547,28.711,27.302,28.370,23.259,27.214,28.453,28.881,26.955,26.984,30.278,29.048,29.048,26.232,28.070,25.237,29.403,28.458,25.903,25.903,27.014,28.805,28.805,25.515,25.515,27.822,27.822,28.100,28.100,28.302,28.549,28.549,28.776,28.776,28.025,28.025,28.843,28.843,26.183,27.973,27.973,28.910,6g,23.259,6q,25.237
MK468926,628,6,29.506,29.506,30.854,29.612,29.966,28.426,29.606,20.701,30.498,30.428,28.571,29.752,28.070,30.619,28.736,28.736,25.464,30.819,27.157,29.904,33.056,29.760,29.760,30.159,31.290,31.290,24.919,24.919,27.197,27.197,29.511,29.511,29.058,30.063,30.063,29.508,29.508,27.855,27.855,27.258,27.258,29.617,29.244,29.244,28.752,6g,20.701,6w,24.919
MK468927,629,6,27.848,27.848,29.589,30.407,30.523,28.502,29.253,21.463,30.192,28.843,28.407,29.568,27.389,29.173,28.783,28.783,26.129,29.808,27.373,30.484,31.487,27.730,27.730,28.956,31.179,31.179,24.233,24.233,27.036,27.036,29.667,29.667,28.339,28.707,28.707,28.033,28.033,27.911,27.911,26.645,26.645,27.383,28.715,28.715,28.481,6g,21.463,6w,24.233
MK468928,632,6,27.129,27.129,29.717,28.271,29.286,28.571,28.472,22.152,26.298,28.055,28.174,29.316,26.466,29.519,27.652,27.652,23.909,28.028,27.603,26.502,30.660,27.730,27.730,28.473,31.034,31.034,24.155,24.155,25.303,25.303,27.288,27.288,28.120,28.797,28.797,26.734,26.734,26.990,26.990,25.297,25.297,28.769,25.726,25.726,27.874,6g,22.152,6w,24.155
MN240359,629,6,29.439,29.439,28.661,34.236,29.841,29.589,30.374,31.562,28.323,28.843,29.777,28.617,26.783,31.696,27.287,27.287,31.379,30.144,28.861,29.421,30.645,28.906,28.906,29.968,25.674,25.674,28.368,28.368,25.437,25.437,28.752,28.752,30.745,28.616,28.616,29.206,29.206,27.673,27.673,26.307,26.307,29.006,28.910,28.910,29.717,6xa,25.437,6v,25.674
MF683840,638,6,8.464,8.464,22.677,28.051,30.645,26.224,28.750,30.159,28.956,27.244,30.903,29.213,29.858,29.319,30.159,30.159,26.232,27.302,26.875,28.951,28.976,27.031,27.031,27.258,28.819,28.819,28.526,28.526,28.413,28.413,28.481,28.481,28.209,21.270,21.270,28.051,28.051,28.906,28.906,29.319,29.319,28.976,29.226,29.226,29.226,6a,8.464,6xd,21.270
MG437050,630,6,31.746,31.746,29.827,30.016,31.013,29.346,27.330,28.088,24.603,26.032,25.837,23.917,20.472,22.381,4.762,4.762,29.495,29.382,26.508,30.063,31.703,28.433,28.433,27.375,29.160,29.160,26.307,26.307,29.571,29.571,22.540,22.540,29.919,29.477,29.477,15.262,15.262,27.955,27.955,14.757,14.757,29.112,22.056,22.056,24.762,6n,4.762,6xg,14.757
MG454775,635,6,29.560,29.560,26.698,29.571,30.081,27.504,30.551,30.000,23.651,24.487,23.116,20.032,7.559,24.252,20.476,20.476,29.839,27.546,25.276,30.709,29.839,28.871,28.871,28.226,29.160,29.160,25.407,25.407,27.937,27.937,18.167,18.167,28.617,26.825,26.825,20.630,20.630,27.848,27.848,18.583,18.583,30.806,18.730,18.730,20.728,6l,7.559,6xb,18.167
MG454776,639,6,31.397,31.397,32.325,26.358,26.837,26.349,27.636,30.144,29.344,27.796,28.947,29.565,28.754,29.180,29.233,29.233,23.052,24.760,9.859,28.414,28.730,23.622,23.622,25.080,30.757,30.757,29.712,29.712,28.389,28.389,29.571,29.571,26.358,31.320,31.320,27.592,27.592,24.006,24.006,29.553,29.553,28.756,29.329,29.329,31.150,6q,9.859,6t,23.622
MG454805,638,6,7.994,7.994,22.992,29.905,31.935,29.495,31.250,30.635,28.943,28.323,31.696,30.533,30.174,30.442,33.016,33.016,27.504,28.526,28.125,31.505,30.236,27.882,27.882,29.469,29.747,29.747,29.952,29.952,30.317,30.317,30.174,30.174,28.797,20.635,20.635,30.063,30.063,30.394,30.394,31.754,31.754,29.858,29.858,29.858,30.332,6a,7.994,6xd,20.635
MG454874,635,6,28.662,28.662,28.070,28.070,27.911,11.496,28.189,29.825,28.776,28.783,28.914,29.064,27.316,29.605,28.201,28.201,24.760,24.603,25.080,29.889,30.032,26.142,26.142,19.555,29.299,29.299,28.708,28.708,29.079,29.079,28.230,28.230,23.492,29.094,29.094,28.914,28.914,27.796,27.796,28.230,28.230,31.086,29.268,29.268,27.941,6e,11.496,6u,19.555
MG454903,639,6,30.635,30.635,29.272,29.253,26.349,10.798,28.951,31.150,27.751,29.005,28.176,28.710,28.115,29.712,27.981,27.981,25.997,25.000,24.286,31.379,28.780,25.354,25.354,20.063,28.756,28.756,28.981,28.981,27.435,27.435,28.176,28.176,24.487,29.308,29.308,27.273,27.273,27.687,27.687,26.635,26.635,28.730,29.133,29.133,29.889,6e,10.798,6u,20.063
MG454917,639,6,7.668,7.668,20.189,28.413,31.240,27.918,29.953,29.002,29.747,27.330,29.858,30.274,31.111,29.952,31.905,31.905,28.140,27.186,29.017,31.201,30.612,29.154,29.154,28.502,29.226,29.226,28.233,28.233,30.159,30.159,31.181,31.181,28.639,20.668,20.668,28.095,28.095,27.634,27.634,30.745,30.745,30.503,30.476,30.476,30.915,6a,7.668,6b,20.189
MG454918,633,6,31.013,31.013,29.700,27.941,30.645,27.732,29.365,30.111,10.269,24.127,23.126,26.603,23.138,22.857,23.968,23.968,28.368,28.619,26.550,29.430,31.063,29.206,29.206,30.229,28.756,28.756,26.452,26.452,29.430,29.430,24.921,24.921,27.825,29.253,29.253,25.556,25.556,26.498,26.498,25.873,25.873,28.710,24.444,24.444,24.603,6h,10.269,6m,22.857
MG454920,639,6,29.874,29.874,30.476,28.140,25.990,7.981,28.368,29.665,29.094,30.207,29.048,29.441,27.636,30.351,29.984,29.984,24.204,23.576,24.089,31.171,31.696,26.954,26.954,20.695,30.622,30.622,29.506,29.506,27.113,27.113,29.316,29.316,23.937,30.696,30.696,28.070,28.070,27.892,27.892,27.778,27.778,29.841,29.787,29.787,30.207,6e,7.981,6u,20.695
MG454924,638,6,11.755,11.755,23.622,30.854,33.386,30.284,31.562,31.905,,28.931,32.013,31.063,31.395,31.220,32.805,32.805,30.635,29.365,29.531,31.776,33.228,30.781,30.781,30.757,33.228,33.228,29.542,29.542,32.063,32.063,31.804,31.804,30.903,22.698,22.698,30.111,30.111,29.984,29.984,32.177,32.177,31.761,31.746,31.746,32.019,6a,11.755,6xd,22.698
MG454969,639,6,9.546,9.546,21.767,28.935,31.228,27.937,28.505,28.254,28.824,27.850,31.161,29.568,28.730,29.002,30.000,30.000,26.550,26.868,28.774,29.421,29.905,26.406,26.406,27.929,28.302,28.302,29.365,29.365,28.254,28.254,29.114,29.114,28.594,22.417,22.417,28.571,28.571,29.635,29.635,30.016,30.016,28.931,28.833,28.833,29.114,6a,9.546,6b,21.767
MG454997,639,6,27.724,27.724,26.349,26.550,24.921,10.329,26.917,28.868,26.752,28.387,27.419,25.859,26.156,27.273,25.728,25.728,24.281,22.152,21.587,30.317,26.825,24.686,24.686,16.272,27.707,27.707,28.503,28.503,25.879,25.879,26.073,26.073,21.959,27.143,27.143,25.205,25.205,24.801,24.801,25.000,25.000,27.778,27.317,27.317,27.981,6e,10.329,6u,16.272
