Accession,AssignedGenotype,Subtype6aDistance,Subtype6aDistance,Subtype6bDistance,Subtype6cDistance,Subtype6dDistance,Subtype6eDistance,Subtype6fDistance,Subtype6gDistance,Subtype6hDistance,Subtype6iDistance,Subtype6jDistance,Subtype6kDistance,Subtype6lDistance,Subtype6mDistance,Subtype6nDistance,Subtype6nDistance,Subtype6oDistance,Subtype6pDistance,Subtype6qDistance,Subtype6rDistance,Subtype6sDistance,Subtype6tDistance,Subtype6tDistance,Subtype6uDistance,Subtype6vDistance,Subtype6vDistance,Subtype6wDistance,Subtype6wDistance,Subtype6xaDistance,Subtype6xaDistance,Subtype6xbDistance,Subtype6xbDistance,Subtype6xcDistance,Subtype6xdDistance,Subtype6xdDistance,Subtype6xeDistance,Subtype6xeDistance,Subtype6xfDistance,Subtype6xfDistance,Subtype6xgDistance,Subtype6xgDistance,Subtype6xhDistance,Subtype6xiDistance,Subtype6xiDistance,Subtype6xjDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
PQ533736,6,3.236,3.236,20.070,25.243,25.566,27.564,27.476,26.531,27.273,25.321,28.205,27.922,27.869,26.861,30.097,30.097,27.184,23.948,29.032,25.974,26.861,27.476,27.476,27.036,24.756,24.756,25.733,25.733,23.301,23.301,27.203,27.203,29.316,20.065,20.065,29.450,29.450,26.887,26.887,29.126,29.126,24.116,28.526,28.526,25.969,6a,3.236,6xd,20.065
PQ533737,6,5.484,5.484,17.606,26.129,27.097,28.115,27.389,26.441,26.174,25.879,28.754,29.126,26.214,27.097,30.000,30.000,26.452,25.161,28.896,26.537,27.742,25.483,25.483,25.325,26.144,26.144,25.649,25.649,23.871,23.871,25.954,25.954,28.571,19.677,19.677,30.000,30.000,30.547,30.547,30.000,30.000,24.359,27.796,27.796,26.255,6a,5.484,6b,17.606
PQ533738,6,4.194,4.194,20.775,26.774,27.419,28.754,28.344,27.036,27.517,26.518,28.435,28.990,27.517,27.419,30.000,30.000,26.774,24.437,29.260,26.537,26.774,26.641,26.641,27.597,25.163,25.163,23.986,23.986,20.077,20.077,27.481,27.481,29.870,20.645,20.645,30.323,30.323,28.794,28.794,29.355,29.355,25.000,28.571,28.571,25.869,6a,4.194,6xd,20.645
PQ533739,6,5.484,5.484,17.958,26.129,25.806,27.157,26.752,25.085,26.174,25.879,28.754,27.508,26.214,27.097,29.355,29.355,24.839,23.871,28.896,26.214,27.419,27.070,27.070,26.623,24.837,24.837,24.675,24.675,22.581,22.581,27.099,27.099,28.571,19.355,19.355,29.032,29.032,27.626,27.626,29.677,29.677,24.038,28.754,28.754,27.027,6a,5.484,6xd,19.355
PQ533740,6,2.913,2.913,21.127,25.890,25.566,28.205,28.435,27.551,27.946,25.962,29.167,27.922,28.525,27.508,30.097,30.097,27.508,24.595,29.355,26.299,27.184,28.435,28.435,27.362,26.471,26.471,26.059,26.059,23.625,23.625,27.203,27.203,29.316,20.388,20.388,30.421,30.421,26.887,26.887,29.773,29.773,24.116,29.487,29.487,26.357,6a,2.913,6xd,20.388
PQ533741,6,4.854,4.854,19.366,25.566,25.566,27.885,26.198,27.551,27.946,27.184,29.808,26.948,27.213,26.452,29.773,29.773,25.890,24.194,28.664,26.299,26.537,28.115,28.115,25.271,25.163,25.163,24.430,24.430,22.654,22.654,28.846,28.846,29.316,19.417,19.417,29.126,29.126,29.368,29.368,28.803,28.803,24.116,28.205,28.205,26.885,6a,4.854,6xd,19.417
PQ533742,6,7.097,7.097,17.606,25.806,26.774,27.157,27.389,26.102,26.174,26.198,29.393,28.479,27.451,26.452,31.290,31.290,25.484,25.484,29.221,27.508,28.387,28.115,28.115,26.299,25.490,25.490,24.675,24.675,22.581,22.581,27.099,27.099,29.545,20.323,20.323,30.323,30.323,31.190,31.190,31.290,31.290,24.359,29.073,29.073,27.799,6a,7.097,6b,17.606
PQ533743,6,4.902,4.902,18.310,25.817,25.490,26.861,26.774,25.926,27.211,25.490,29.126,26.885,26.821,26.797,29.221,29.221,26.797,24.183,28.618,26.885,25.817,27.419,27.419,25.987,23.607,23.607,24.013,24.013,22.549,22.549,27.519,27.519,28.618,18.954,18.954,27.922,27.922,29.323,29.323,29.412,29.412,23.377,27.832,27.832,26.275,6a,4.902,6xd,18.954
PQ533744,6,7.097,7.097,20.070,26.129,27.097,26.518,26.752,26.710,25.763,26.518,29.073,27.891,25.085,26.452,29.355,29.355,24.516,24.516,28.296,27.184,27.742,27.707,27.707,27.273,25.163,25.163,24.351,24.351,22.258,22.258,27.481,27.481,28.571,20.000,20.000,28.710,28.710,28.662,28.662,28.710,28.710,24.038,28.435,28.435,27.027,6a,7.097,6xd,20.000
PQ533745,6,5.806,5.806,19.014,26.452,27.419,28.115,27.707,26.102,26.174,25.559,29.393,28.803,26.144,27.419,29.677,29.677,25.806,24.516,28.939,26.214,28.065,25.483,25.483,26.948,25.163,25.163,24.026,24.026,24.516,24.516,26.336,26.336,28.896,19.677,19.677,29.032,29.032,29.299,29.299,29.677,29.677,23.718,28.115,28.115,26.641,6a,5.806,6xd,19.677
PQ533746,6,7.419,7.419,17.958,25.484,26.129,27.476,26.592,26.780,25.839,26.282,28.254,27.508,24.710,27.097,28.526,28.526,26.129,23.548,29.545,26.214,27.097,27.707,27.707,26.948,25.163,25.163,24.351,24.351,23.226,23.226,26.718,26.718,28.571,19.032,19.032,27.885,27.885,29.582,29.582,29.677,29.677,23.718,28.435,28.435,26.255,6a,7.419,6xd,19.032
PQ533747,6,4.194,4.194,19.718,25.806,25.484,27.157,26.246,26.623,26.510,25.240,28.115,26.518,26.774,27.742,28.205,28.205,26.774,23.871,27.742,25.974,25.806,27.517,27.517,25.974,23.529,23.529,23.625,23.625,22.034,22.034,26.336,26.336,28.013,19.355,19.355,28.205,28.205,28.405,28.405,28.387,28.387,23.473,27.508,27.508,27.419,6a,4.194,6xd,19.355
PQ533748,6,6.452,6.452,18.662,28.065,27.097,28.435,27.389,26.441,26.174,26.837,29.073,28.155,24.510,27.742,29.032,29.032,26.129,24.839,27.413,27.184,28.065,28.344,28.344,23.664,25.081,25.081,25.325,25.325,23.226,23.226,26.718,26.718,28.571,19.355,19.355,29.677,29.677,29.699,29.699,29.677,29.677,25.321,27.796,27.796,26.641,6a,6.452,6xd,19.355
PQ533749,6,3.226,3.226,21.429,25.806,25.806,28.115,27.653,26.441,28.188,25.879,29.073,27.184,27.778,27.742,29.032,29.032,26.129,24.194,29.260,25.243,25.806,28.296,28.296,25.974,24.510,24.510,25.000,25.000,23.226,23.226,26.641,26.641,28.571,19.677,19.677,29.032,29.032,28.405,28.405,28.387,28.387,24.595,28.387,28.387,25.097,6a,3.226,6xd,19.677
PQ533750,6,6.774,6.774,18.310,27.742,26.774,28.115,27.070,26.710,26.452,27.157,29.393,27.891,24.183,27.419,28.710,28.710,25.806,24.516,27.413,26.861,27.742,28.754,28.754,25.974,24.756,24.756,25.000,25.000,22.903,22.903,26.718,26.718,28.247,19.032,19.032,29.355,29.355,29.323,29.323,29.355,29.355,25.641,27.476,27.476,26.641,6a,6.774,6xd,19.032
PQ533751,6,6.774,6.774,20.900,26.774,25.484,27.796,26.688,28.014,28.475,27.157,30.032,27.508,27.148,26.774,30.323,30.323,26.774,25.484,29.260,26.537,27.097,27.707,27.707,26.948,26.471,26.471,25.000,25.000,24.516,24.516,27.099,27.099,28.247,18.387,18.387,29.677,29.677,29.808,29.808,29.032,29.032,24.038,26.644,26.644,25.097,6a,6.774,6xd,18.387
PQ533752,6,2.903,2.903,19.014,25.806,25.161,27.157,26.752,27.458,27.181,25.879,28.754,27.832,27.778,27.097,29.355,29.355,26.452,24.839,29.260,26.537,27.419,26.752,26.752,25.649,26.144,26.144,25.974,25.974,23.226,23.226,26.336,26.336,28.247,19.677,19.677,30.000,30.000,29.323,29.323,29.355,29.355,24.359,28.435,28.435,25.483,6a,2.903,6xd,19.677
PQ533753,6,6.796,6.796,19.014,26.214,27.184,28.205,27.476,26.471,26.190,26.282,29.487,26.621,25.510,27.508,28.479,28.479,25.890,24.595,29.642,25.325,27.508,27.796,27.796,26.384,25.163,25.163,24.430,24.430,22.977,22.977,27.203,27.203,28.664,19.094,19.094,28.155,28.155,30.097,30.097,28.155,28.155,23.473,27.885,27.885,26.357,6a,6.796,6xd,19.094
PQ533754,6,5.161,5.161,21.127,26.129,25.484,27.796,27.575,26.623,27.517,25.240,29.712,27.157,26.774,28.387,30.000,30.000,27.742,23.871,28.387,26.299,26.774,26.641,26.641,25.974,23.856,23.856,24.272,24.272,20.077,20.077,25.954,25.954,28.339,20.000,20.000,30.645,30.645,28.405,28.405,30.000,30.000,24.437,28.155,28.155,26.641,6a,5.161,6xd,20.000
PQ533755,6,5.161,5.161,21.127,26.129,25.484,27.796,27.575,26.623,27.517,25.240,29.712,27.157,26.774,28.387,30.000,30.000,27.742,23.871,28.387,26.299,26.774,26.641,26.641,25.974,23.856,23.856,24.272,24.272,20.077,20.077,25.954,25.954,28.339,20.000,20.000,30.645,30.645,28.405,28.405,30.000,30.000,24.437,28.155,28.155,26.641,6a,5.161,6xd,20.000
PQ533756,6,6.452,6.452,20.423,25.484,26.774,27.476,26.217,25.763,26.510,26.198,30.032,28.479,26.861,28.065,30.000,30.000,26.129,24.194,29.545,27.184,28.065,27.796,27.796,24.820,25.817,25.817,25.325,25.325,20.849,20.849,27.099,27.099,28.571,21.935,21.935,30.000,30.000,27.626,27.626,30.000,30.000,24.359,28.115,28.115,28.431,6a,6.452,6xd,21.935
PQ533757,6,3.548,3.548,19.014,26.452,26.129,27.796,26.752,26.441,27.852,25.879,29.393,27.832,27.451,27.097,29.487,29.487,26.774,25.806,30.195,27.184,26.774,28.025,28.025,26.948,26.144,26.144,25.000,25.000,22.258,22.258,27.099,27.099,29.221,19.032,19.032,29.487,29.487,30.225,30.225,29.677,29.677,24.038,28.754,28.754,27.027,6a,3.548,6xd,19.032
PQ533758,6,5.161,5.161,18.310,26.129,26.452,27.476,27.389,26.102,25.503,25.879,28.435,28.479,25.890,26.774,29.677,29.677,26.129,24.194,28.571,26.861,27.419,27.707,27.707,25.974,25.490,25.490,25.325,25.325,23.226,23.226,26.718,26.718,28.571,19.677,19.677,29.677,29.677,28.405,28.405,29.677,29.677,24.359,28.115,28.115,26.641,6a,5.161,6xd,19.677
PQ533759,6,6.796,6.796,20.775,27.184,26.861,29.487,27.305,26.690,26.641,26.603,29.487,27.597,25.581,27.508,29.260,29.260,29.450,24.595,27.519,26.948,25.670,25.969,25.969,24.904,25.407,25.407,22.605,22.605,20.930,20.930,27.586,27.586,29.642,19.417,19.417,28.617,28.617,27.830,27.830,30.421,30.421,26.045,26.054,26.054,25.969,6a,6.796,6xd,19.417
PQ533760,6,5.178,5.178,21.127,26.214,25.566,27.885,27.667,26.710,27.609,25.321,29.808,27.244,26.861,28.479,30.097,30.097,27.832,23.948,28.479,26.384,26.861,26.744,26.744,26.059,23.856,23.856,24.351,24.351,20.155,20.155,26.054,26.054,28.431,20.065,20.065,30.744,30.744,26.887,26.887,30.097,30.097,24.516,28.247,28.247,26.744,6a,5.178,6xd,20.065
PQ533761,6,7.120,7.120,21.429,26.129,26.774,27.742,26.846,25.974,26.599,26.923,29.487,28.387,27.184,27.508,31.068,31.068,25.566,25.890,29.085,27.036,27.184,26.102,26.102,26.797,23.948,23.948,24.351,24.351,23.129,23.129,27.413,27.413,28.339,21.683,21.683,30.421,30.421,27.830,27.830,30.421,30.421,24.026,27.451,27.451,29.032,6a,7.120,6b,21.429
PQ533762,6,5.178,5.178,21.831,27.184,27.508,28.846,27.000,28.013,27.273,26.774,29.677,28.526,28.479,27.832,29.904,29.904,27.832,25.890,30.065,27.687,27.508,27.519,27.519,26.354,24.918,24.918,25.649,25.649,19.767,19.767,27.203,27.203,30.065,21.036,21.036,29.904,29.904,26.415,26.415,30.097,30.097,24.516,29.221,29.221,28.479,6a,5.178,6xd,21.036
PQ533763,6,3.236,3.236,21.753,25.890,24.919,27.564,27.419,27.211,28.283,25.641,28.846,27.922,28.197,27.832,29.773,29.773,26.861,23.948,29.355,25.649,26.537,28.065,28.065,26.384,25.490,25.490,25.733,25.733,22.330,22.330,27.132,27.132,28.990,19.417,19.417,29.450,29.450,29.904,29.904,28.803,28.803,24.675,28.479,28.479,26.357,6a,3.236,6xd,19.417
PQ533764,6,5.806,5.806,17.254,26.129,27.097,28.115,27.389,26.441,26.174,25.879,28.754,29.126,26.214,27.097,29.167,29.167,26.452,25.161,28.896,26.537,27.742,25.483,25.483,25.325,26.144,26.144,25.649,25.649,23.548,23.548,25.954,25.954,28.247,19.355,19.355,29.167,29.167,30.547,30.547,30.000,30.000,24.038,27.796,27.796,26.255,6a,5.806,6b,17.254
PQ533765,6,3.871,3.871,19.014,25.484,25.806,27.157,27.707,26.102,26.846,24.920,28.435,27.508,26.797,27.097,28.846,28.846,26.774,23.548,27.974,26.537,26.774,27.796,27.796,26.299,23.779,23.779,24.351,24.351,21.613,21.613,27.481,27.481,27.597,18.065,18.065,28.205,28.205,30.449,30.449,29.032,29.032,24.038,28.115,28.115,26.255,6a,3.871,6xd,18.065
PQ533766,6,4.194,4.194,19.366,25.806,26.452,27.476,27.389,26.102,26.846,25.240,28.754,28.479,26.797,27.419,30.645,30.645,26.774,25.161,28.939,26.214,27.097,25.483,25.483,24.427,25.163,25.163,24.026,24.026,22.903,22.903,25.573,25.573,29.870,20.645,20.645,30.000,30.000,27.237,27.237,29.677,29.677,24.038,28.435,28.435,25.869,6a,4.194,6xd,20.645
PQ533767,6,7.097,7.097,17.606,25.806,26.774,27.157,27.389,26.102,26.174,26.198,29.393,28.479,27.451,26.452,31.290,31.290,25.484,25.484,29.221,27.508,28.387,28.115,28.115,26.299,25.490,25.490,24.675,24.675,22.581,22.581,27.099,27.099,29.545,20.323,20.323,30.323,30.323,31.190,31.190,31.290,31.290,24.359,29.073,29.073,27.799,6a,7.097,6b,17.606
PQ533768,6,6.452,6.452,18.310,27.419,27.010,29.073,27.707,25.874,26.510,25.879,28.115,26.861,26.804,27.097,30.323,30.323,26.774,25.806,28.571,25.890,28.065,26.255,26.255,27.597,24.430,24.430,24.026,24.026,21.622,21.622,26.718,26.718,29.221,18.387,18.387,28.296,28.296,30.573,30.573,29.032,29.032,24.038,28.115,28.115,25.869,6a,6.452,6xd,18.387
PQ533769,6,4.516,4.516,19.366,26.129,,28.435,28.344,27.458,28.859,26.518,29.393,,26.797,28.065,29.677,29.677,27.097,26.129,30.225,26.861,27.742,28.981,28.981,25.974,25.407,25.407,25.325,25.325,22.258,22.258,26.718,26.718,27.922,20.000,20.000,29.032,29.032,29.936,29.936,28.387,28.387,25.641,28.435,28.435,25.869,6a,4.516,6xd,20.000
PQ533770,6,7.097,7.097,20.900,26.129,24.839,27.476,26.688,28.369,28.136,27.796,30.351,27.832,27.491,27.097,30.323,30.323,27.097,24.516,29.260,25.890,27.742,28.025,28.025,26.623,26.797,26.797,25.000,25.000,24.194,24.194,27.481,27.481,28.571,19.032,19.032,29.677,29.677,30.449,30.449,29.032,29.032,24.038,26.990,26.990,24.809,6a,7.097,6xd,19.032
PQ533771,6,7.097,7.097,17.606,25.806,26.774,27.157,27.389,26.102,26.174,26.198,29.393,28.479,27.451,26.452,31.290,31.290,25.484,25.484,29.221,27.508,28.387,28.115,28.115,26.299,25.490,25.490,24.675,24.675,22.581,22.581,27.099,27.099,29.545,20.323,20.323,30.323,30.323,31.190,31.190,31.290,31.290,24.359,29.073,29.073,27.799,6a,7.097,6b,17.606
PQ533772,6,5.519,5.519,21.290,26.299,25.974,27.974,26.861,25.352,28.041,25.484,28.296,27.036,25.606,27.922,29.221,29.221,25.974,25.000,30.392,25.733,27.273,28.155,28.155,26.087,23.625,23.625,25.490,25.490,21.753,21.753,28.016,28.016,29.739,18.182,18.182,29.545,29.545,30.097,30.097,28.571,28.571,25.163,27.273,27.273,24.903,6a,5.519,6xd,18.182
PQ533773,6,6.472,6.472,22.078,26.214,25.243,28.155,27.157,26.316,27.273,25.402,27.244,28.852,25.517,26.537,29.450,29.450,26.214,25.243,30.619,26.452,27.508,27.157,27.157,26.812,25.163,25.163,25.817,25.817,22.654,22.654,27.132,27.132,29.967,18.770,18.770,30.421,30.421,26.953,26.953,29.450,29.450,25.407,27.832,27.832,25.194,6a,6.472,6xd,18.770
PQ533774,6,5.806,5.806,22.078,25.484,25.161,27.742,26.433,26.573,27.181,25.321,27.476,28.105,26.117,27.097,29.032,29.032,25.806,24.516,29.870,26.367,27.097,27.070,27.070,27.076,25.490,25.490,26.384,26.384,21.935,21.935,27.027,27.027,29.870,18.710,18.710,30.000,30.000,29.260,29.260,29.032,29.032,25.649,27.419,27.419,24.710,6a,5.806,6xd,18.710
PQ533775,6,7.097,7.097,16.901,25.484,26.129,27.796,26.752,26.710,26.441,26.837,29.393,29.126,26.460,25.806,29.355,29.355,25.806,24.516,28.896,25.243,28.065,27.070,27.070,25.649,26.144,26.144,24.675,24.675,23.871,23.871,26.336,26.336,27.922,19.032,19.032,30.000,30.000,30.225,30.225,29.355,29.355,23.077,28.028,28.028,26.641,6a,7.097,6b,16.901
MK252826,6,23.474,23.474,25.352,23.474,21.250,21.495,23.566,25.039,25.196,25.039,26.406,23.750,21.909,23.474,22.222,22.222,22.848,23.125,24.451,25.621,25.312,24.068,24.068,23.721,24.883,24.883,24.883,24.883,2.171,2.171,22.692,22.692,24.455,23.256,23.256,24.413,24.413,24.805,24.805,22.692,22.692,24.651,22.969,22.969,24.649,6xa,2.171,6e,21.495
MK252827,6,25.822,25.822,27.230,28.414,27.061,29.082,26.168,25.000,27.344,28.750,30.047,25.781,25.625,26.875,28.594,28.594,28.237,28.594,27.399,26.947,28.795,30.171,30.171,29.705,2.636,2.636,27.994,27.994,25.352,25.352,26.562,26.562,28.149,27.457,27.457,29.062,29.062,25.000,25.000,27.969,27.969,27.700,26.094,26.094,29.375,6v,2.636,6g,25.000
MK252828,6,27.387,27.387,27.812,22.360,23.713,25.625,24.181,26.480,22.862,21.651,21.596,21.395,20.620,18.974,4.031,4.031,23.906,24.805,23.245,25.429,25.697,26.209,26.209,24.805,28.438,28.438,23.906,23.906,23.557,23.557,20.995,20.995,25.897,27.230,27.230,13.488,13.488,24.726,24.726,13.333,13.333,24.493,21.340,21.340,22.481,6n,4.031,6xg,13.333
MK252833,6,23.944,23.944,25.509,24.100,22.812,22.535,24.143,25.978,25.312,25.156,26.562,24.062,22.222,24.570,22.535,22.535,22.848,23.125,25.078,26.053,25.312,24.649,24.649,23.988,25.039,25.039,25.509,25.509,3.411,3.411,23.318,23.318,24.766,24.266,24.266,24.181,24.181,25.156,25.156,23.944,23.944,25.234,23.125,23.125,24.805,6xa,3.411,6l,22.222
MK252835,6,22.621,22.621,25.039,23.318,21.875,21.127,23.053,24.726,25.312,24.688,26.406,24.219,21.440,23.631,22.848,22.848,22.379,23.125,23.944,25.781,25.312,23.557,23.557,22.274,24.688,24.688,24.883,24.883,1.860,1.860,22.535,22.535,23.713,23.256,23.256,24.025,24.025,24.181,24.181,23.005,23.005,23.988,22.812,22.812,24.961,6xa,1.860,6e,21.127
MK252837,6,22.535,22.535,24.726,23.318,21.406,21.283,23.053,24.726,25.000,25.625,26.406,23.438,22.222,23.631,22.848,22.848,22.066,22.812,24.922,25.273,24.688,23.713,23.713,23.053,24.883,24.883,25.978,25.978,2.016,2.016,22.692,22.692,23.832,22.481,22.481,24.493,24.493,24.181,24.181,22.848,22.848,23.520,22.969,22.969,24.961,6xa,2.016,6e,21.283
MK252838,6,23.944,23.944,24.726,23.161,21.562,21.440,23.676,24.883,25.429,25.312,26.406,23.750,22.848,23.474,23.005,23.005,21.909,23.281,24.608,25.429,25.156,24.025,24.025,23.053,25.352,25.352,26.448,26.448,2.326,2.326,22.848,22.848,23.520,22.636,22.636,24.337,24.337,24.649,24.649,22.848,22.848,24.143,22.969,22.969,24.961,6xa,2.326,6e,21.440
MK252840,6,23.474,23.474,24.883,23.005,22.031,21.283,23.209,24.883,25.000,25.312,26.406,23.944,22.848,24.100,22.692,22.692,22.535,23.005,24.608,25.273,25.000,23.869,23.869,23.520,25.039,25.039,25.822,25.822,1.860,1.860,23.474,23.474,23.832,22.946,22.946,24.025,24.025,24.531,24.531,23.161,23.161,23.988,23.787,23.787,25.469,6xa,1.860,6e,21.283
MK252841,6,23.631,23.631,25.039,23.631,21.875,21.440,23.364,25.196,25.312,25.000,26.250,24.062,22.848,23.474,23.209,23.209,22.379,22.969,24.257,26.053,25.312,24.025,24.025,23.364,25.039,25.039,25.978,25.978,2.171,2.171,23.161,23.161,24.337,23.721,23.721,24.493,24.493,24.961,24.961,22.848,22.848,24.299,23.125,23.125,25.429,6xa,2.171,6e,21.440
MK252842,6,26.448,26.448,27.969,23.318,22.692,25.196,23.005,25.469,21.773,20.717,21.283,21.395,19.225,17.418,3.411,3.411,23.474,24.062,23.245,24.844,26.316,26.135,26.135,24.062,27.856,27.856,23.944,23.944,22.153,22.153,20.093,20.093,25.509,27.230,27.230,12.713,12.713,24.570,24.570,12.093,12.093,25.352,20.872,20.872,22.016,6n,3.411,6xg,12.093
MK252848,6,22.379,22.379,24.570,22.344,21.406,20.501,23.209,24.883,24.844,25.000,26.989,23.438,22.222,23.474,22.379,22.379,22.692,22.812,24.451,25.585,25.156,23.401,23.401,23.713,24.688,24.688,25.196,25.196,2.326,2.326,22.222,22.222,23.832,22.946,22.946,24.337,24.337,25.156,25.156,22.848,22.848,23.520,23.438,23.438,24.493,6xa,2.326,6e,20.501
MK252850,6,23.438,23.438,24.961,22.933,21.028,20.749,22.981,25.196,25.469,25.312,27.074,24.688,23.474,23.787,23.474,23.474,22.535,23.594,24.493,25.857,24.844,24.883,24.883,23.438,24.844,24.844,25.978,25.978,2.636,2.636,23.944,23.944,24.219,22.791,22.791,25.273,25.273,24.455,24.455,23.474,23.474,23.676,24.375,24.375,25.585,6xa,2.636,6e,20.749
MK252852,6,23.005,23.005,24.726,23.944,21.250,21.127,23.053,24.883,25.665,25.509,26.562,24.062,22.222,23.944,22.692,22.692,22.222,23.750,25.078,25.117,25.625,24.337,24.337,23.053,25.039,25.039,25.509,25.509,2.326,2.326,23.161,23.161,24.299,23.411,23.411,25.196,25.196,24.649,24.649,23.944,23.944,23.988,23.438,23.438,25.273,6xa,2.326,6e,21.127
MK252856,6,25.978,25.978,27.630,29.199,27.527,28.927,26.947,25.625,27.500,28.281,29.421,26.562,26.250,26.562,27.812,27.812,27.457,29.062,27.174,27.882,28.951,29.082,29.082,29.549,4.031,4.031,28.062,28.062,25.509,25.509,26.521,26.521,29.082,27.613,27.613,28.750,28.750,25.000,25.000,27.344,27.344,26.917,26.250,26.250,29.062,6v,4.031,6xa,25.509
MK252857,6,27.387,27.387,27.414,22.222,23.631,26.448,24.413,25.665,21.773,20.561,22.535,21.550,20.000,18.818,4.186,4.186,24.688,24.337,23.245,25.781,26.471,26.135,26.135,24.844,27.812,27.812,23.281,23.281,23.089,23.089,20.717,20.717,25.665,27.074,27.074,13.023,13.023,24.570,24.570,13.178,13.178,25.469,21.651,21.651,22.650,6n,4.186,6xe,13.023
MK252859,6,23.474,23.474,25.039,23.474,21.406,21.283,22.897,25.665,25.469,25.469,27.031,24.531,23.161,23.787,23.005,23.005,22.222,23.438,25.196,25.781,25.156,23.869,23.869,23.401,24.726,24.726,25.352,25.352,2.171,2.171,22.656,22.656,24.805,23.721,23.721,24.961,24.961,25.117,25.117,23.631,23.631,24.299,23.438,23.438,25.938,6xa,2.171,6e,21.283
MK252868,6,26.905,26.905,27.288,22.500,22.656,25.352,24.375,26.047,22.621,20.593,21.118,20.593,19.405,19.501,4.186,4.186,23.876,24.375,23.557,25.429,26.047,25.156,25.156,25.156,28.125,28.125,24.062,24.062,23.005,23.005,21.061,21.061,26.406,27.344,27.344,12.637,12.637,23.474,23.474,12.793,12.793,24.413,21.963,21.963,22.016,6n,4.186,6xe,12.637
MK252871,6,26.989,26.989,28.326,22.656,23.438,26.291,24.219,26.135,22.395,21.028,22.535,21.240,20.155,19.129,4.341,4.341,24.493,24.493,24.181,26.209,26.625,25.938,25.938,24.961,27.812,27.812,22.551,22.551,23.944,23.944,21.495,21.495,26.719,27.344,27.344,13.643,13.643,24.219,24.219,12.868,12.868,25.156,21.651,21.651,22.636,6n,4.341,6xg,12.868
MK252873,6,23.005,23.005,25.352,23.318,20.938,20.970,23.053,24.883,25.000,25.000,26.094,23.750,22.379,23.631,22.848,22.848,22.692,23.125,25.078,25.273,25.000,24.181,24.181,23.053,24.726,24.726,25.352,25.352,1.550,1.550,22.692,22.692,24.143,22.791,22.791,24.181,24.181,24.493,24.493,22.848,22.848,23.832,22.812,22.812,24.805,6xa,1.550,6e,20.970
MK252874,6,23.913,23.913,25.705,25.469,24.181,23.438,24.961,22.188,26.719,25.781,25.000,24.413,23.318,25.509,25.822,25.822,24.883,24.806,24.766,26.521,25.932,26.250,26.250,23.944,25.509,25.509,25.196,25.196,15.659,15.659,23.787,23.787,23.281,23.173,23.173,26.917,26.917,25.776,25.776,25.509,25.509,26.053,24.257,24.257,24.726,6xa,15.659,6g,22.188
MK252877,6,22.848,22.848,25.039,23.401,22.188,21.440,23.520,24.726,25.312,25.312,26.677,24.413,23.005,23.474,23.318,23.318,22.535,23.474,25.078,26.719,25.156,24.181,24.181,23.832,24.883,24.883,25.352,25.352,2.481,2.481,23.944,23.944,23.988,22.946,22.946,24.649,24.649,24.337,24.337,23.474,23.474,24.766,23.631,23.631,26.094,6xa,2.481,6e,21.440
MK252878,6,23.318,23.318,24.883,23.474,21.250,21.596,23.209,25.196,24.844,25.000,26.250,24.062,22.848,23.787,22.692,22.692,22.535,23.125,24.883,25.117,25.156,24.337,24.337,23.053,24.883,24.883,25.352,25.352,1.550,1.550,22.535,22.535,23.869,23.256,23.256,24.649,24.649,24.649,24.649,22.848,22.848,23.832,23.125,23.125,25.117,6xa,1.550,6d,21.250
MK252879,6,23.594,23.594,25.352,23.750,21.719,21.909,23.209,25.352,25.000,25.625,26.250,25.000,22.535,24.100,22.066,22.066,23.318,23.906,24.883,26.365,24.688,24.649,24.649,23.209,25.822,25.822,25.039,25.039,2.946,2.946,23.318,23.318,24.649,23.411,23.411,24.068,24.068,24.961,24.961,22.848,22.848,24.455,23.125,23.125,25.469,6xa,2.946,6e,21.909
MK252880,6,22.777,22.777,25.352,23.161,21.875,20.970,22.897,25.039,25.312,24.531,26.562,23.906,22.066,23.944,22.379,22.379,22.848,22.500,24.765,26.053,25.625,24.337,24.337,23.209,24.531,24.531,24.413,24.413,2.791,2.791,22.692,22.692,23.988,23.256,23.256,23.869,23.869,25.117,25.117,23.787,23.787,24.455,23.906,23.906,24.649,6xa,2.791,6e,20.970
MK252883,6,22.777,22.777,25.509,23.161,21.719,20.970,22.741,24.883,25.312,24.531,26.562,23.906,22.066,23.787,22.379,22.379,22.848,22.656,24.765,25.897,25.469,24.181,24.181,23.209,24.375,24.375,24.413,24.413,2.481,2.481,22.535,22.535,23.988,23.256,23.256,24.025,24.025,24.961,24.961,23.787,23.787,24.455,24.062,24.062,24.493,6xa,2.481,6e,20.970
