Accession,Genotype1Distance,Genotype2Distance,Genotype3Distance,Genotype4Distance,Genotype5Distance,Genotype6Distance,Genotype7Distance,Genotype8Distance,FirstChoiceGenotype,FirstChoiceDistance,SecondChoiceGenotype,SecondChoiceDistance
PQ442847,30.033,28.372,30.745,17.134,30.038,30.290,,,4,17.134,1,30.033
PQ442848,29.467,30.696,28.618,17.178,32.414,,,30.040,4,17.178,3,28.618
PQ442849,,31.741,27.700,15.667,28.934,,29.474,30.263,4,15.667,7,29.474
PQ442850,28.939,,25.701,16.099,31.227,,,,4,16.099,1,28.939
PQ442851,29.394,30.696,28.618,17.021,32.414,,,29.921,4,17.021,1,29.394
PQ442852,,31.511,30.592,15.723,28.934,,29.474,30.252,4,15.723,7,29.474
PQ442853,27.586,30.284,29.412,17.751,30.797,,29.664,29.537,4,17.751,1,27.586
PQ442854,27.160,27.636,29.538,18.266,31.104,33.956,31.104,26.809,4,18.266,1,27.160
PQ442855,28.125,30.267,29.373,18.935,29.365,,28.662,,4,18.935,1,28.125
PQ442856,30.909,,,17.560,,32.938,,,4,17.560,1,30.909
PQ442857,28.231,28.832,27.632,16.258,30.576,28.745,,,4,16.258,3,27.632
PQ442858,29.193,,30.189,17.560,,30.612,30.035,,4,17.560,1,29.193
PQ442859,29.794,31.677,26.606,16.617,30.196,30.204,33.121,26.891,4,16.617,1,29.794
PQ442860,29.688,,29.688,16.617,,,30.142,27.542,4,16.617,1,29.688
PQ442861,30.909,,,17.560,,32.938,,,4,17.560,1,30.909
PQ442862,28.231,28.832,27.632,16.258,30.576,28.745,,,4,16.258,3,27.632
PQ442863,29.193,,30.189,17.560,,30.612,30.035,,4,17.560,1,29.193
PQ442864,29.706,32.059,26.606,16.568,30.196,30.204,33.121,26.891,4,16.568,1,29.706
PQ442865,29.706,,29.688,16.568,,,30.142,27.542,4,16.568,1,29.706
PQ442866,30.448,,29.299,16.216,28.426,29.555,28.723,,4,16.216,3,29.299
PQ442867,30.357,,29.299,16.168,28.426,29.555,28.723,,4,16.168,3,29.299
PQ442868,29.706,32.059,26.606,16.568,30.196,30.204,33.121,26.891,4,16.568,1,29.706
PQ442869,30.982,,,17.470,,32.716,,,4,17.470,1,30.982
PQ442870,29.940,28.897,32.464,18.261,28.968,,,27.551,4,18.261,8,27.551
PQ442871,28.571,29.249,30.284,18.343,29.389,,,,4,18.343,1,28.571
PQ442872,28.214,31.349,27.700,18.266,30.556,,,27.863,4,18.266,1,28.214
PQ442873,29.940,28.897,32.464,18.261,28.968,,,27.551,4,18.261,8,27.551
PQ442874,28.671,27.982,27.928,17.470,28.125,32.692,,,4,17.470,1,28.671
PQ442875,28.671,27.982,27.928,17.470,28.125,32.692,,,4,17.470,1,28.671
PQ442876,29.940,28.897,32.464,18.261,28.968,,,27.551,4,18.261,8,27.551
PQ442877,27.586,28.151,26.000,18.657,31.349,,29.545,26.267,4,18.657,1,27.586
PQ442878,26.429,28.462,28.671,19.182,27.933,,30.303,25.957,4,19.182,1,26.429
PQ442879,28.352,28.151,25.500,18.631,31.746,31.527,29.804,26.267,4,18.631,3,25.500
PQ442880,27.469,28.462,29.141,18.712,27.933,,30.100,25.957,4,18.712,1,27.469
PQ442881,29.395,27.237,31.105,17.971,30.576,30.690,29.078,27.586,4,17.971,1,29.395
PQ442882,29.193,29.814,28.840,16.964,29.412,30.204,29.286,28.992,4,16.964,3,28.840
PQ442883,28.909,29.197,29.560,16.272,29.740,31.164,,,4,16.272,1,28.909
PQ442884,30.588,27.500,28.931,18.343,31.439,31.579,29.412,,4,18.343,3,28.931
PQ442885,29.193,29.814,28.840,16.964,29.412,30.204,29.286,28.992,4,16.964,3,28.840
PQ442886,28.000,28.077,29.971,16.092,28.750,,30.851,,4,16.092,1,28.000
PQ442887,28.909,29.197,29.560,16.272,29.740,31.164,,,4,16.272,1,28.909
PQ442888,29.310,29.885,30.435,16.185,29.766,,,,4,16.185,1,29.310
PQ442889,30.159,28.372,30.462,17.066,30.038,32.278,,,4,17.066,3,30.462
PQ442890,30.094,28.372,30.769,17.160,30.038,32.075,,,4,17.160,1,30.094
PQ442891,30.094,28.458,31.157,17.456,28.968,31.975,30.743,,4,17.456,1,30.094
PQ442892,28.904,,26.214,16.463,30.081,,29.817,31.513,4,16.463,1,28.904
PQ442893,28.840,30.968,23.944,16.564,30.855,,,30.252,4,16.564,1,28.840
PQ442894,28.659,32.298,26.222,16.918,30.798,,29.268,,4,16.918,1,28.659
PQ442895,27.356,32.278,26.160,15.710,30.612,,30.769,,4,15.710,1,27.356
PQ442896,28.916,31.633,30.864,15.805,29.924,,29.082,28.992,4,15.805,1,28.916
PQ442897,30.882,32.938,30.088,16.568,31.438,,,,4,16.568,3,30.088
PQ442898,28.939,,30.556,16.314,30.081,,29.817,31.513,4,16.314,1,28.939
PQ442899,28.916,31.633,30.864,15.805,29.924,,29.082,28.992,4,15.805,1,28.916
PQ442900,28.875,31.402,23.944,16.413,30.855,,,30.252,4,16.413,1,28.875
PQ442901,28.655,32.448,26.316,16.864,30.798,,29.200,,4,16.864,1,28.655
PQ442902,30.882,32.938,30.088,16.568,31.438,,,,4,16.568,3,30.088
PQ442903,28.824,32.344,26.316,16.864,30.483,,30.159,28.992,4,16.864,1,28.824
PQ442904,26.923,31.532,29.341,15.408,31.773,,29.487,29.237,4,15.408,1,26.923
PQ442905,27.434,32.635,26.160,15.569,30.612,,30.769,,4,15.569,1,27.434
PQ442906,30.081,29.756,28.324,18.699,25.824,,30.279,28.846,4,18.699,5,25.824
PQ442907,30.081,29.756,28.324,18.699,25.824,,30.279,28.846,4,18.699,5,25.824
PQ442908,31.293,29.752,25.490,17.538,30.216,31.174,30.496,27.966,4,17.538,3,25.490
PQ442909,29.874,28.112,31.210,18.318,29.572,31.429,30.605,27.966,4,18.318,1,29.874
PQ442910,30.032,28.099,31.392,17.476,29.572,31.429,30.605,27.966,4,17.476,1,30.032
PQ442911,31.293,29.752,25.490,17.485,30.216,31.174,30.496,27.966,4,17.485,3,25.490
PQ442912,31.014,31.884,25.688,17.493,30.794,31.174,30.496,27.799,4,17.493,3,25.688
PQ442913,30.952,27.273,29.618,16.766,29.183,31.429,29.078,,4,16.766,3,29.618
PQ442914,29.118,,28.750,16.568,,29.960,29.433,,4,16.568,3,28.750
PQ442915,29.874,28.000,31.210,18.263,29.572,31.429,30.605,27.966,4,18.263,1,29.874
PQ442916,29.394,30.696,28.618,17.021,32.414,,,29.921,4,17.021,1,29.394
PQ442917,29.213,29.600,26.582,15.730,27.083,,29.231,,4,15.730,1,29.213
PQ442918,30.072,31.769,26.027,17.029,26.590,,29.461,,4,17.029,1,30.072
PQ442919,29.538,31.562,28.797,16.314,31.818,,,31.621,4,16.314,1,29.538
PQ442920,29.252,31.068,26.222,16.614,20.000,,,,4,16.614,1,29.252
PQ442921,28.571,31.288,28.070,17.560,32.342,,31.132,,4,17.560,1,28.571
PQ442922,28.939,,25.701,16.258,31.227,,,,4,16.258,1,28.939
PQ442923,29.483,31.579,28.840,16.369,31.818,,,31.496,4,16.369,1,29.483
PQ442924,27.917,27.670,26.009,14.885,27.473,,28.505,,4,14.885,3,26.009
PQ442925,30.072,31.769,26.027,17.029,26.590,,29.461,,4,17.029,1,30.072
PQ442926,28.367,30.372,29.885,16.092,31.410,,,,4,16.092,1,28.367
PQ442927,28.571,31.288,28.070,17.560,32.342,,31.132,,4,17.560,1,28.571
PQ442928,29.231,,25.778,16.918,31.227,,29.893,30.962,4,16.918,1,29.231
PQ442929,30.030,31.737,27.230,16.918,30.112,34.708,30.242,,4,16.918,1,30.030
PQ442930,28.875,30.000,27.632,17.262,31.852,,30.284,,4,17.262,1,28.875
PQ442931,29.252,31.068,26.222,16.562,20.000,,,,4,16.562,1,29.252
PQ442932,26.727,28.622,28.696,18.314,30.321,,29.487,,4,18.314,1,26.727
PQ442933,31.379,,31.677,19.394,29.644,,31.724,,4,19.394,3,31.677
MT893915,29.305,32.899,30.514,17.273,30.112,34.169,31.228,26.891,4,17.273,1,29.305
MT893916,30.584,,30.330,11.212,30.864,32.189,,,4,11.212,3,30.330
MT893917,30.241,,30.030,11.212,30.556,31.760,,,4,11.212,3,30.030
MT893918,30.530,28.906,28.707,17.284,29.572,31.861,30.496,,4,17.284,3,28.707
MT893919,30.183,31.077,26.667,16.364,31.227,,31.447,,4,16.364,1,30.183
MT893920,27.439,31.889,29.874,14.286,28.996,34.069,31.013,28.992,4,14.286,1,27.439
MT893921,31.915,,28.750,18.237,,,30.357,30.962,4,18.237,3,28.750
MT893922,28.618,28.571,28.399,10.909,27.915,31.301,,28.814,4,10.909,3,28.399
MT893923,31.003,30.795,26.316,17.576,31.061,,29.880,,4,17.576,3,26.316
MT893924,28.354,,28.070,16.667,30.418,,31.692,27.731,4,16.667,1,28.354
MT897546,27.957,,29.965,8.251,28.740,30.172,29.433,,4,8.251,1,27.957
MT897547,29.795,,,16.287,31.169,32.990,29.278,,4,16.287,1,29.795
MT897548,28.470,28.755,32.753,13.201,28.750,32.189,,,4,13.201,1,28.470
MT897549,28.328,30.472,32.203,15.635,29.825,32.917,28.571,,4,15.635,1,28.328
MT897550,31.295,,31.290,14.658,29.921,30.769,31.399,32.075,4,14.658,1,31.295
MT897551,29.643,29.310,30.263,10.891,30.040,27.660,,,4,10.891,3,30.263
MT897552,31.900,,30.903,11.551,31.349,33.476,31.544,30.085,4,11.551,3,30.903
MT897553,28.425,,,17.590,30.736,32.500,29.278,,4,17.590,1,28.425
MT897554,27.961,29.845,31.081,16.287,30.000,,30.634,,4,16.287,1,27.961
MT897555,29.795,,,16.287,31.169,32.990,29.278,,4,16.287,1,29.795
MT897556,28.947,29.046,29.703,9.901,28.626,31.760,30.851,30.901,4,9.901,1,28.947
MT897557,28.767,,29.831,15.309,,32.646,28.897,27.660,4,15.309,1,28.767
MW531222,25.141,29.557,25.618,2.198,27.996,27.897,31.317,27.988,4,2.198,1,25.141
PQ110145,28.772,29.268,29.808,19.614,30.032,,32.872,30.645,4,19.614,3,29.808
PQ110181,29.845,29.870,33.088,19.540,,,,31.250,4,19.540,1,29.845
PQ110182,29.839,31.565,30.645,18.329,29.098,,31.288,34.400,4,18.329,1,29.839
PQ110184,27.329,31.707,26.667,18.103,30.606,31.683,30.473,,4,18.103,1,27.329
PQ110188,27.202,31.552,28.385,17.188,32.817,,32.383,30.159,4,17.188,1,27.202
PQ110194,27.879,28.814,29.577,20.669,30.916,,34.524,28.936,4,20.669,1,27.879
PQ110196,29.570,31.649,30.108,19.137,32.036,,35.027,29.832,4,19.137,1,29.570
PQ110197,,,,33.486,32.174,,,,4,33.486,5,32.174
PQ110202,29.496,,32.075,27.358,21.311,31.224,33.333,,4,27.358,3,32.075
PQ110204,29.286,32.093,30.808,26.733,25.410,31.373,34.902,,4,26.733,6,31.373
PQ110205,26.329,29.777,27.551,16.962,32.071,,32.487,30.479,4,16.962,1,26.329
PQ110206,30.070,26.446,30.472,18.650,29.651,,,,4,18.650,1,30.070
PQ110208,,,33.484,31.325,23.529,35.843,35.776,,4,31.325,5,23.529
PQ110210,30.303,32.107,24.096,16.107,26.104,31.128,28.452,,4,16.107,3,24.096
PQ110213,27.445,30.818,26.190,14.688,30.159,32.377,30.721,,4,14.688,1,27.445
PQ110214,25.857,29.452,27.439,18.043,28.313,31.642,,25.806,4,18.043,1,25.857
PQ110216,27.990,30.867,28.389,18.159,30.612,31.325,31.361,29.856,4,18.159,1,27.990
PQ110217,28.610,28.873,27.350,17.127,28.295,,,27.778,4,17.127,3,27.350
PQ110219,28.571,29.371,29.966,19.408,32.168,,32.035,30.672,4,19.408,1,28.571
PQ110220,,,33.712,30.556,28.689,,,,4,30.556,3,33.712
PQ110226,27.688,30.133,29.810,19.022,31.343,,33.784,29.617,4,19.022,1,27.688
PQ110231,25.823,29.620,26.854,14.653,29.231,34.439,31.472,31.899,4,14.653,1,25.823
ON630870,24.955,29.345,27.539,16.557,29.678,27.857,30.368,27.340,4,16.557,1,24.955
ON630871,24.791,29.667,27.675,16.378,29.321,27.857,30.178,27.233,4,16.378,1,24.791
ON630872,25.491,29.982,27.735,16.557,29.321,28.036,30.546,27.419,4,16.557,1,25.491
ON630873,25.179,29.209,27.419,16.378,28.963,28.291,30.290,27.030,4,16.378,1,25.179
ON630874,24.777,29.471,27.240,16.258,29.142,28.410,30.273,26.766,4,16.258,1,24.777
ON630875,24.970,29.132,27.436,16.299,29.177,28.133,30.071,27.104,4,16.299,1,24.970
ON630876,24.955,29.184,27.300,16.617,28.911,27.814,30.427,27.030,4,16.617,1,24.955
ON630877,25.283,29.541,27.180,16.537,29.005,28.265,30.701,27.340,4,16.537,1,25.283
ON630878,25.164,29.482,27.180,16.478,29.055,28.086,30.582,27.278,4,16.478,1,25.164
ON630879,24.985,29.667,27.045,16.358,29.117,28.248,29.976,27.543,4,16.358,1,24.985
ON630880,24.747,29.727,27.197,16.299,29.296,27.948,29.614,27.245,4,16.299,1,24.747
ON630881,24.390,29.482,27.316,16.299,28.819,27.423,30.101,27.121,4,16.299,1,24.390
ON630882,24.985,29.506,27.436,15.990,28.998,27.771,30.148,27.121,4,15.990,1,24.985
ON630883,24.821,29.982,27.539,16.478,29.236,27.808,30.012,27.678,4,16.478,1,24.821
ON630884,24.866,29.583,27.327,16.239,29.356,28.205,30.154,26.906,4,16.239,1,24.866
ON630885,25.000,29.482,27.132,16.299,29.177,28.162,30.463,27.723,4,16.299,1,25.000
ON630886,25.164,29.566,27.256,16.189,29.654,27.791,30.089,27.357,4,16.189,1,25.164
ON630887,25.298,29.821,27.300,16.229,29.236,27.907,30.208,27.233,4,16.229,1,25.298
ON630888,24.896,29.661,27.658,16.557,28.946,28.291,30.368,27.154,4,16.557,1,24.896
ON630889,24.851,29.541,27.284,16.378,29.023,28.052,30.491,27.290,4,16.378,1,24.851
ON630890,25.283,29.685,27.479,16.169,29.296,28.205,30.148,27.340,4,16.169,1,25.283
ON630891,24.970,29.209,27.343,16.597,29.117,28.384,30.166,27.030,4,16.597,1,24.970
ON630892,24.688,29.839,27.479,16.657,29.594,28.188,30.244,27.402,4,16.657,1,24.688
ON630893,24.926,29.804,27.479,16.239,29.535,27.874,30.030,27.537,4,16.239,1,24.926
ON630894,25.089,29.702,27.240,16.408,29.057,28.086,29.970,27.233,4,16.408,1,25.089
ON630895,25.341,29.816,26.914,15.632,29.643,28.282,30.719,27.516,4,15.632,1,25.341
ON630896,25.714,30.119,27.794,16.179,29.714,28.353,30.213,27.792,4,16.179,1,25.714
ON630897,24.807,29.762,27.496,16.706,28.998,27.870,30.184,27.216,4,16.706,1,24.807
ON630898,25.357,29.541,27.327,16.885,29.356,28.399,30.806,27.667,4,16.885,1,25.357
ON630899,25.223,29.209,27.599,16.537,29.177,28.503,30.344,27.109,4,16.537,1,25.223
ON630900,24.747,29.387,27.599,16.537,29.236,27.907,30.166,26.720,4,16.537,1,24.747
MW629118,25.420,29.063,26.875,8.383,28.520,27.915,32.024,28.139,4,8.383,1,25.420
MW675797,25.212,29.326,27.437,15.914,28.169,27.865,29.748,27.543,4,15.914,1,25.212
MW675798,25.141,29.382,27.437,16.027,28.225,27.809,29.652,27.543,4,16.027,1,25.141
MW675799,25.268,29.326,27.437,15.914,28.169,27.937,29.692,27.605,4,15.914,1,25.268
MW675800,25.324,29.157,27.211,15.745,28.410,27.640,29.540,27.792,4,15.745,1,25.324
MN596306,30.312,30.812,29.462,9.117,31.161,34.259,,,4,9.117,3,29.462
MN596307,27.887,32.584,28.531,7.123,28.571,33.841,28.333,,4,7.123,1,27.887
MN596308,28.693,28.622,27.557,8.262,29.097,31.154,30.581,30.916,4,8.262,3,27.557
MN596309,29.545,29.845,28.045,7.407,27.027,32.819,30.000,29.231,4,7.407,3,28.045
MN596310,30.423,29.231,28.490,9.117,28.667,,28.267,29.057,4,9.117,3,28.490
MN596311,30.056,30.769,30.199,9.117,31.161,32.308,,,4,9.117,3,30.199
MN596312,27.684,31.742,29.462,8.547,28.920,33.639,30.333,,4,8.547,1,27.684
MN596313,28.531,30.899,28.814,10.826,27.178,33.746,28.333,,4,10.826,1,28.531
MN596314,30.114,29.435,26.989,9.972,31.534,28.846,30.033,29.771,4,9.972,3,26.989
MN596315,27.841,30.153,28.693,6.553,29.431,33.190,30.031,29.389,4,6.553,1,27.841
MN596316,29.859,29.615,30.484,8.547,31.250,31.538,,,4,8.547,3,30.484
MN596317,29.745,30.769,30.682,9.687,31.438,31.330,,,4,9.687,1,29.745
MN596318,30.141,32.584,28.612,8.547,30.619,33.224,29.260,,4,8.547,3,28.612
MN596319,27.887,29.615,29.661,7.692,31.728,31.897,,,4,7.692,1,27.887
MN596320,29.577,30.385,28.409,10.256,29.236,32.308,30.124,,4,10.256,3,28.409
MN596321,27.684,28.571,28.490,10.256,31.728,34.139,,,4,10.256,3,28.490
MN596322,29.577,29.615,28.693,8.832,30.595,31.034,,30.385,4,8.832,3,28.693
MN782309,24.774,28.772,25.618,7.389,27.962,26.940,31.141,27.138,4,7.389,1,24.774
MN782310,25.610,29.574,26.447,8.639,27.825,27.750,31.552,27.918,4,8.639,1,25.610
MN794404,29.942,32.659,29.942,9.971,29.560,32.945,27.019,33.043,4,9.971,7,27.019
MN794405,27.114,30.925,29.240,8.187,29.538,34.503,26.979,32.565,4,8.187,1,27.114
MN794406,28.070,32.565,28.280,7.918,29.508,,27.476,32.370,4,7.918,1,28.070
MN794407,27.879,29.310,29.573,8.589,29.412,32.618,,,4,8.589,1,27.879
MN794408,29.532,30.747,29.532,9.064,28.221,,28.909,33.430,4,9.064,1,29.532
MN794409,28.655,29.565,29.825,11.144,30.395,32.070,27.729,32.464,4,11.144,7,27.729
MN794410,27.246,31.503,28.198,8.504,28.704,34.402,28.824,32.184,4,8.504,1,27.246
MN794411,26.957,30.925,28.070,8.504,29.012,,27.647,31.609,4,8.504,1,26.957
MN794413,28.070,30.548,27.778,8.187,30.556,,27.729,,4,8.187,1,28.070
MN794414,28.655,31.792,27.988,9.091,29.846,32.749,29.204,31.884,4,9.091,3,27.988
MN794415,29.326,31.818,28.198,7.625,28.963,34.111,28.324,31.594,4,7.625,3,28.198
MN794417,26.163,31.395,30.702,9.677,28.221,31.487,28.698,31.487,4,9.677,1,26.163
MN894516,28.610,31.481,28.226,9.434,29.708,31.618,29.443,28.881,4,9.434,3,28.226
MN894517,26.440,30.990,27.034,15.526,28.571,,30.570,28.198,4,15.526,1,26.440
MN895084,27.832,,29.193,15.625,30.153,,,30.479,4,15.625,1,27.832
MN895085,30.547,,,17.500,30.204,27.815,,31.849,4,17.500,1,30.547
MN895086,27.508,29.502,30.844,18.125,27.374,,,28.788,4,18.125,1,27.508
MN895087,27.832,29.502,30.844,18.438,26.816,,,28.788,4,18.438,1,27.832
MN895088,28.296,,31.153,16.875,29.771,,,30.822,4,16.875,1,28.296
MN895089,27.832,,29.193,15.625,30.153,,,30.479,4,15.625,1,27.832
MN895090,30.547,,,17.500,30.204,27.815,,31.849,4,17.500,1,30.547
MN895091,27.832,29.502,30.844,18.438,26.816,,,28.788,4,18.438,1,27.832
MN895092,27.832,29.502,30.844,18.438,26.816,,,28.788,4,18.438,1,27.832
MN895093,28.296,,31.153,16.875,29.771,,,30.822,4,16.875,1,28.296
MN895094,28.296,,31.153,16.875,29.771,,,30.822,4,16.875,1,28.296
MN895095,28.261,29.771,30.000,14.688,29.126,,,,4,14.688,1,28.261
MN895104,27.273,30.389,30.744,13.548,26.578,32.114,29.282,,4,13.548,1,27.273
MN895108,27.597,30.035,30.421,13.226,26.910,32.520,29.282,,4,13.226,1,27.597
MN895109,27.597,30.035,30.421,13.226,26.910,32.520,29.282,,4,13.226,1,27.597
MN895110,27.597,30.035,30.421,13.226,26.910,32.520,29.282,,4,13.226,1,27.597
MN895113,27.974,29.730,30.844,19.062,26.816,,,29.167,4,19.062,1,27.974
MN895114,27.597,30.035,30.421,13.226,26.910,32.520,29.282,,4,13.226,1,27.597
MN895115,27.974,29.730,30.844,19.062,26.816,,,29.167,4,19.062,1,27.974
MN895116,27.974,29.730,30.844,19.062,26.816,,,29.167,4,19.062,1,27.974
MN895128,28.664,,,16.613,30.833,30.000,,31.507,4,16.613,1,28.664
MN977326,24.521,29.347,26.555,7.064,27.781,27.520,31.546,28.139,4,7.064,1,24.521
MN977328,24.845,29.530,26.109,6.873,27.364,27.778,30.998,27.537,4,6.873,1,24.845
MN977329,24.636,29.075,25.909,7.412,28.300,27.157,31.679,27.138,4,7.412,1,24.636
MN977332,25.185,28.524,25.973,7.879,27.796,27.658,30.557,27.286,4,7.879,1,25.185
MT113073,25.507,29.157,26.761,15.680,27.747,27.831,30.761,27.171,4,15.680,1,25.507
MT113080,25.680,28.035,24.937,8.260,26.831,27.475,29.848,27.306,4,8.260,3,24.937
MT113083,24.044,30.914,25.938,9.137,,26.796,,28.213,4,9.137,1,24.044
MT151022,27.044,29.893,30.159,14.241,29.642,,30.175,28.958,4,14.241,1,27.044
MT151023,26.866,28.627,30.573,20.952,29.630,,30.916,,4,20.952,3,30.573
MT151028,28.889,,29.500,16.772,29.487,,30.175,30.888,4,16.772,1,28.889
MT151031,28.383,,,14.873,28.854,32.083,32.155,29.167,4,14.873,1,28.383
MT151032,30.159,,,17.405,31.225,31.579,30.996,31.154,4,17.405,1,30.159
MT151033,29.560,29.643,30.476,15.823,31.373,,29.682,31.274,4,15.823,1,29.560
MT151034,29.968,27.843,30.573,21.270,24.545,,27.692,,4,21.270,3,30.573
MT151035,29.605,30.859,30.063,17.722,26.667,,,31.834,4,17.722,3,30.063
MT151036,29.206,29.496,32.063,16.404,30.034,29.796,28.622,,4,16.404,1,29.206
MT151037,27.848,,,15.823,,29.555,,,4,15.823,1,27.848
MT151038,29.338,27.734,29.968,12.975,28.041,33.047,30.796,31.799,4,12.975,5,28.041
MT151039,29.841,,,18.354,28.272,33.460,29.740,,4,18.354,1,29.841
MT151040,28.889,29.496,31.847,16.772,30.769,,30.496,,4,16.772,1,28.889
MT151041,29.245,31.071,32.698,16.139,29.924,,28.636,,4,16.139,1,29.245
MT151042,27.358,30.714,32.698,14.873,29.412,,30.282,27.413,4,14.873,1,27.358
MT151043,27.673,30.357,29.747,16.139,29.085,,30.449,26.923,4,16.139,1,27.673
MT151044,28.165,30.357,31.013,15.823,30.719,,29.487,,4,15.823,1,28.165
MT151045,27.619,30.000,31.111,14.873,30.392,,29.123,28.958,4,14.873,1,27.619
MT151046,28.750,29.688,30.063,11.709,29.054,30.822,29.502,31.298,4,11.709,1,28.750
MT151047,28.076,,,16.139,,29.555,29.078,27.519,4,16.139,1,28.076
MT151048,29.653,,30.915,11.709,29.054,32.114,,,4,11.709,1,29.653
MT151049,29.206,,,17.350,,32.192,28.014,,4,17.350,1,29.206
MT151050,29.560,30.859,31.429,15.823,29.487,,30.175,,4,15.823,1,29.560
MT151051,29.206,31.429,32.381,15.823,28.571,32.653,30.526,,4,15.823,1,29.206
MT151052,28.302,30.935,27.363,16.456,31.699,,28.899,,4,16.456,1,28.302
MT151053,27.532,31.295,27.129,16.456,30.769,32.414,29.078,,4,16.456,3,27.129
MT151054,29.073,,27.363,15.924,30.855,,30.389,,4,15.924,1,29.073
MT151055,28.302,30.000,31.111,14.873,31.186,33.448,28.421,,4,14.873,1,28.302
MT151058,30.159,29.297,30.696,15.506,29.915,,,,4,15.506,1,30.159
MT151059,26.899,29.286,31.090,12.862,28.448,30.165,,,4,12.862,1,26.899
MT151070,30.000,28.638,30.915,18.987,27.273,,31.892,28.085,4,18.987,8,28.085
MT151078,27.303,29.391,31.329,17.460,29.085,,31.560,28.085,4,17.460,1,27.303
MT151082,25.658,28.315,29.450,15.873,30.592,,30.662,,4,15.873,1,25.658
MT151083,29.430,29.921,27.225,17.722,28.632,,31.715,28.682,4,17.722,1,29.430
MT151086,25.329,29.391,30.744,16.825,29.412,,32.056,26.471,4,16.825,1,25.329
MT151091,29.874,29.643,31.746,16.139,31.046,,28.772,,4,16.139,1,29.874
MT151101,30.000,28.638,30.915,18.987,27.273,,31.892,28.085,4,18.987,8,28.085
MT151108,28.302,30.216,27.000,16.139,30.392,,30.961,,4,16.139,1,28.302
MT151110,27.044,30.935,30.476,18.354,30.619,,,,4,18.354,1,27.044
MT151111,28.481,31.295,28.000,15.823,29.967,,30.389,,4,15.823,1,28.481
MT151112,27.961,28.674,28.981,18.447,30.164,,30.556,27.692,4,18.447,1,27.961
MT151113,28.571,28.929,30.794,15.506,30.483,,27.817,29.730,4,15.506,1,28.571
MT151114,27.393,,29.450,16.190,31.250,,32.056,26.923,4,16.190,1,27.393
MT151115,29.043,,,19.048,,,,,4,19.048,1,29.043
MT151118,29.206,,31.847,15.506,29.060,,29.825,,4,15.506,1,29.206
MT151119,28.254,29.643,30.380,14.557,30.719,,29.577,,4,14.557,1,28.254
MT151122,26.974,29.391,30.000,15.873,31.250,,32.404,27.798,4,15.873,1,26.974
MT151125,27.937,30.357,,16.456,29.739,,28.505,,4,16.456,1,27.937
MT151126,29.114,,28.391,13.924,30.921,31.959,,,4,13.924,3,28.391
MT151127,28.481,31.183,30.159,16.561,28.996,,28.866,,4,16.561,1,28.481
MT151128,28.931,32.975,26.368,15.506,30.112,,29.907,,4,15.506,1,28.931
MT151129,28.254,30.000,26.866,17.405,28.980,,31.169,,4,17.405,1,28.254
MT151131,28.302,30.000,30.380,15.823,31.373,,,,4,15.823,1,28.302
MT151133,29.206,29.749,25.871,16.772,29.450,,29.670,31.128,4,16.772,1,29.206
MT151135,29.206,29.297,26.500,16.772,31.046,,29.808,,4,16.772,1,29.206
MT151139,29.524,,29.653,17.405,,33.195,30.385,,4,17.405,1,29.524
MT151141,26.316,29.391,30.323,16.883,29.605,,31.293,28.028,4,16.883,1,26.316
MT151142,29.749,29.391,30.063,14.603,30.272,,30.450,29.167,4,14.603,8,29.167
MT151152,29.747,,,12.698,29.054,30.894,,,4,12.698,1,29.747
MT482277,26.703,30.978,26.703,15.027,31.967,33.151,,,4,15.027,3,26.703
MT497541,27.596,31.250,27.793,13.115,32.425,,28.852,,4,13.115,1,27.596
MT503189,28.455,28.649,27.596,8.743,28.962,32.603,30.352,32.345,4,8.743,3,27.596
MT503196,27.322,31.793,27.248,13.934,32.240,33.973,,,4,13.934,1,27.322
MT503197,26.431,31.250,26.975,14.754,31.608,32.877,,,4,14.754,1,26.431
MT503198,28.962,27.985,27.322,6.557,31.335,29.588,,,4,6.557,3,27.322
MT506503,28.338,32.880,26.975,13.661,31.608,32.877,,27.106,4,13.661,3,26.975
PQ660830,24.506,29.132,26.768,8.065,27.257,27.687,30.963,27.812,4,8.065,1,24.506
PQ660837,24.986,28.627,27.038,7.901,27.850,28.322,30.545,27.284,4,7.901,1,24.986
PQ660839,24.563,28.721,27.199,7.314,27.865,28.372,30.887,27.245,4,7.314,1,24.563
PQ660840,24.929,28.915,27.063,7.901,27.737,27.728,30.735,27.571,4,7.901,1,24.929
PQ660847,24.811,29.085,27.257,7.364,27.923,28.105,31.452,27.526,4,7.364,1,24.811
PQ660848,25.000,28.819,26.925,7.506,27.497,27.840,30.886,27.464,4,7.506,1,25.000
PQ660852,25.226,29.030,26.908,7.479,27.617,28.175,31.268,27.661,4,7.479,1,25.226
