Accession,PerGeneGenotype,PerGeneSubtype,FullGenomeGenotype,FullGenomeSubtype,CometPerGeneGenotype,CometPerGeneSubtype,CometFullGenomeGenotype,CometFullGenomeSubtype,GenBankGenotype,GenBankSubtype
PP484765,4,4f,4,4f,4,4f,4,4f,4,4f
PP484766,1,1e,1,1e,1,1e,1,1e,1,1e
PP484767,1,1l,1,1l,1,1l,1,1l,1,1l
PP484768,4,4t,4,4t,4,4t,4,4t,4,4t
PP484769,2,2u,2,2u,2,2q,2,2q,2,
PP484770,1,1e,1,1e,1,1e,1,1e,1,1e
PP484771,2,2r,2,2r,2,2q,2,2a,2,
PP484772,4,4f,4,4f,4,4f,4,4f,4,4f
PP484773,1,1l,1,1l,1,1l,1,1l,1,1l
PP484774,1,1l,1,1l,1,1l,1,1l,1,1l
PP484775,4,4l,4,4l,4,4f,4,4f,4,
PP484776,1,1c,1,1c,1,1b,1,1b,1,
PP484777,2,2u,2,2u,2,2j,2,2j,2,
PP484778,1,1e,1,1e,1,1e,1,1e,1,1e
PP484779,2,2u,2,2u,2,2j,2,2j,2,2r
PP484780,1,1l,1,1l,1,1l,1,1l,1,1l
PP484781,1,1l,1,1l,1,1l,1,1l,1,1l
PP484782,4,4p,4,4p,4,4p,4,4p,4,4p
PP484783,1,1e,1,1e,1,1e,1,1e,1,1e
PP484784,1,1l,1,1l,1,1l,1,1l,1,1l
PP484785,2,2u,2,2u,2,2j,2,2j,2,
PP484786,2,2u,2,2u,2,2q,2,2q,2,
PP484787,1,1l,1,1l,1,1l,1,1l,1,1l
PP484788,4,4f,4,4f,4,4f,4,4f,4,4f
PP484789,1,1e,1,1e,1,1e,1,1e,1,1e
PP484790,2,2u,2,2u,2,2q,2,2q,2,
PP484791,4,4f,4,4f,4,4f,4,4f,4,4f
PP484792,1,1l,1,1l,1,1l,1,1l,1,1l
PP484793,1,1e,1,1e,1,1e,1,1e,1,1e
PP484794,2,2u,2,2u,2,2j,2,2j,2,
PP484795,2,2u,2,2u,2,2j,2,2j,2,
PP484796,4,4t,4,4t,4,4t,4,4t,4,4t
PP484797,1,1e,1,1e,1,1e,1,1e,1,1e
PP484798,4,4t,4,4t,4,4v,4,4v,4,4t
PP484799,4,4p,4,4p,4,4v,4,4v,4,
PP484800,1,1h,1,1h,1,1h,1,1h,1,1h
PP484801,4,4f,4,4f,4,4f,4,4f,4,4f
PP484802,4,4c,4,4c,4,4v,4,4v,4,
PP484803,2,2u,2,2u,2,2j,2,2j,7,7a
PP484804,4,4f,4,4f,4,4f,4,4f,4,4f
PP484805,1,1o,1,1o,1,1b,1,1b,1,
PP484806,4,4t,4,4t,4,4t,4,4t,4,4t
PP484807,2,2u,2,2u,2,2q,2,2q,2,
PP484808,4,4f,4,4f,4,4f,4,4f,4,4f
PP484809,1,1l,1,1l,1,1l,1,1l,1,1l
PP484810,4,4l,4,4l,4,4v,4,4v,4,
PP484811,4,4f,4,4f,4,4f,4,4f,4,4f
PP484812,4,4f,4,4f,4,4f,4,4f,4,4f
PP484813,2,2u,2,2u,2,2k,2,2m,2,
PP484814,4,4f,4,4f,4,4f,4,4f,4,4f
PP484815,1,1e,1,1e,1,1e,1,1e,1,1e
PP484816,1,1l,1,1l,1,1l,1,1l,1,1l
PP484817,1,1l,1,1l,1,1l,1,1l,1,1l
PP484818,4,4t,4,4t,4,4t,4,4t,4,4t
PP484819,1,1l,1,1l,1,1l,1,1l,1,1l
PP484820,1,1e,1,1e,1,1e,1,1e,1,1e
PP484821,4,4p,4,4p,4,4p,4,4p,4,4p
PP484822,2,2u,2,2u,2,2a,2,2a,2,
PP484823,4,4f,4,4f,4,4f,4,4f,4,4f
PP484824,1,1o,1,1o,1,1b,1,1b,1,
PP484825,2,2u,2,2u,2,2j,2,2j,2,
PP484826,4,4p,4,4p,4,4v,4,4v,4,4t
PP484827,4,4v,4,4v,4,4a,4,4a,4,
PP484828,2,2u,2,2u,2,2m,2,2m,2,
PP484829,1,1l,1,1l,1,1l,1,1l,1,1l
PP484830,1,1l,1,1l,1,1l,1,1l,1,1l
PP484831,2,2u,2,2u,2,2m,2,2m,2,
PP484832,4,4f,4,4f,4,4f,4,4f,4,4f
PP484833,1,1e,1,1e,1,1e,1,1e,1,1e
PP484834,4,4f,4,4f,4,4f,4,4f,4,4f
PP484835,1,1e,1,1e,1,1e,1,1e,1,1e
PP484836,2,2u,2,2u,2,2j,2,2j,2,
PP484837,1,1e,1,1e,1,1e,1,1e,1,1e
PP484838,1,1e,1,1e,1,1e,1,1e,1,1e
PP484839,4,4f,4,4f,4,4f,4,4f,4,4f
PP484840,1,1e,1,1e,1,1e,1,1e,1,1e
PP484841,4,4t,4,4t,4,4t,4,4t,4,4t
PP484842,2,2u,2,2u,2,2j,2,2m,2,
PP484843,2,2u,2,2u,2,2j,2,2m,2,
PP484844,2,2u,2,2u,2,2j,2,2j,2,
PP484845,2,2u,2,2u,2,2j,2,2j,2,
PP484846,1,1e,1,1e,1,1e,1,1e,1,1e
PP484847,2,2u,2,2u,2,2j,2,2j,2,
PP484848,2,2u,2,2u,2,2q,2,2q,2,
PP484849,1,1l,1,1l,1,1l,1,1l,1,1l
PP484850,1,1l,1,1l,1,1l,1,1l,1,1l
PP484851,2,2u,2,2u,2,2q,2,2m,2,
PP484852,1,1e,1,1e,1,1e,1,1e,1,1e
PP484853,2,2m,2,2m,2,2m,2,2m,2,
PP484854,4,4f,4,4f,4,4f,4,4f,4,4f
PP484855,4,4l,4,4l,4,4l,4,4l,4,
PP484856,4,4f,4,4f,4,4f,4,4f,4,4f
PP484857,4,4f,4,4f,4,4f,4,4f,4,4f
PP484858,4,4f,4,4f,4,4f,4,4f,4,4f
PP484859,1,1e,1,1e,1,1e,1,1e,1,1e
PP484860,4,4f,4,4f,4,4f,4,4f,4,4f
PP484861,1,1h,1,1h,1,1h,1,1h,1,1h
PP484862,1,1e,1,1e,1,1e,1,1e,1,1e
PP484863,4,4f,4,4f,4,4f,4,4f,4,4f
PP484864,2,2u,2,2u,2,2j,2,2j,2,
PP484865,1,1h,1,1h,1,1h,1,1h,1,1h
PP484866,4,4f,4,4f,4,4f,4,4f,4,4f
PP484867,1,1l,1,1l,1,1l,1,1l,1,1l
PP484868,1,1e,1,1e,1,1e,1,1e,1,1e
PP484869,2,2t,2,2t,2,2q,2,2q,2,
PP484870,4,4f,4,4f,4,4f,4,4f,4,4f
PP484871,2,2u,2,2u,2,2j,2,2j,2,
PP484872,2,2u,2,2u,2,2a,2,2a,2,2q
PP484873,1,1l,1,1l,1,1l,1,1l,1,1l
PP484874,1,1e,1,1e,1,1e,1,1e,1,1e
PP484875,4,4f,4,4f,4,4f,4,4f,4,4f
PP484876,1,1e,1,1e,1,1e,1,1e,1,1e
PP484877,1,1e,1,1e,1,1e,1,1e,1,1e
PP583866,2,2u,2,2u,2,2j,2,2j,2,
PP583867,1,1e,1,1e,1,1e,1,1e,1,1e
PP583868,4,4t,4,4t,4,4t,4,4t,4,4t
PP583869,1,1e,1,1e,1,1e,1,1e,1,1e
PP583870,1,1l,1,1l,1,1l,1,1l,1,1l
PP583871,4,4l,4,4l,4,4d,4,4d,4,
PP583872,4,4f,4,4f,4,4f,4,4f,4,4f
PP583873,1,1e,1,1e,1,1e,1,1e,1,1e
PP583874,2,2u,2,2u,2,2j,2,2j,2,
PP583875,4,4t,4,4t,4,4l,4,4l,4,4t
PP583876,2,2u,2,2u,2,2q,2,2q,2,
PP583877,2,2u,2,2u,2,2j,2,2j,2,
PP583878,1,1h,1,1h,1,1h,1,1h,1,1h
PP583879,4,4p,4,4p,4,4k,4,4k,4,
PP583880,2,2u,2,2u,2,2a,2,2a,2,
PP583881,1,1e,1,1e,1,1e,1,1e,1,1e
PP583882,2,2u,2,2u,2,2j,2,2j,2,
PP583883,1,1e,1,1e,1,1e,1,1e,1,1e
PP583884,2,2u,2,2u,2,2j,2,2j,2,
PP583885,4,4c,4,4c,4,4v,4,4v,4,
PP583886,4,4f,4,4f,4,4f,4,4f,4,4f
PP583887,1,1o,1,1o,1,1b,1,1b,1,
PP583888,4,4f,4,4f,4,4f,4,4f,4,4f
PP583889,1,1e,1,1e,1,1e,1,1e,1,1e
PP583890,4,4p,4,4p,4,4m,4,4m,4,
PP583891,2,2u,2,2u,2,2j,2,2j,2,
PP583892,2,2u,2,2u,2,2j,2,2j,2,
PP583893,4,4l,4,4l,4,4v,4,4v,4,
PP583894,4,4f,4,4f,4,4f,4,4f,4,4f
PP583895,4,4f,4,4f,4,4f,4,4f,4,4f
PP583896,1,1e,1,1e,1,1e,1,1e,1,1e
PP583897,4,4l,4,4l,4,4r,4,4r,4,
PP583898,1,1h,1,1h,1,1h,1,1h,1,1h
PP583899,1,1h,1,1h,1,1h,1,1h,1,1h
PP583900,1,1e,1,1e,1,1e,1,1e,1,1e
PP583901,1,1l,1,1l,1,1l,1,1l,1,1l
PP583902,1,1l,1,1l,1,1l,1,1l,1,1l
PP583903,4,4f,4,4f,4,4f,4,4f,4,4f
PP583904,2,2u,2,2u,2,2j,2,2j,2,
PP583905,2,2u,2,2u,2,2j,2,2j,2,
PP583906,4,4f,4,4f,4,4f,4,4f,4,4f
PP583907,1,1h,1,1h,1,1h,1,1h,1,1h
PP583908,4,4f,4,4f,4,4f,4,4f,4,4f
PP583909,4,4f,4,4f,4,4f,4,4f,4,4f
PP583910,4,4f,4,4f,4,4f,4,4f,4,4f
PP583911,4,4f,4,4f,4,4f,4,4f,4,4f
PP583912,1,1l,1,1l,1,1l,1,1l,1,1l
PP583913,4,4f,4,4f,4,4f,4,4f,4,4f
PP583914,1,1l,1,1l,1,1l,1,1l,1,1l
PP583915,1,1l,1,1l,1,1l,1,1l,1,1l
PP583916,4,4p,4,4p,4,4v,4,4v,4,
PP583917,4,4c,4,4c,4,4a,4,4a,4,
PP583918,2,2u,2,2u,2,2j,2,2j,2,
PP583919,4,4f,4,4f,4,4f,4,4f,4,4f
PP583920,4,4l,4,4l,4,4v,4,4v,4,
PP583921,4,4p,4,4p,4,4v,4,4v,4,
PP583922,1,1e,1,1e,1,1e,1,1e,1,1e
PP583923,1,1e,1,1e,1,1e,1,1e,1,1e
PP583924,4,4f,4,4f,4,4f,4,4f,4,4f
PP583925,4,4f,4,4f,4,4f,4,4f,4,4f
PP583926,1,1e,1,1e,1,1e,1,1e,1,1e
PP583927,4,4p,4,4p,4,4p,4,4p,4,
PP583928,2,2u,2,2u,2,2q,2,2q,2,
PP583929,1,1e,1,1e,1,1e,1,1e,1,1e
PP583930,4,4f,4,4f,4,4f,4,4f,4,4f
PP583931,2,2u,2,2u,2,2j,2,2j,2,
PP583932,4,4p,4,4p,4,4v,4,4v,4,4p
PP583933,1,1l,1,1l,1,1l,1,1l,1,1l
PP583934,4,4f,4,4f,4,4f,4,4f,4,4f
PP583935,1,1l,1,1l,1,1l,1,1l,1,1l
PP583936,1,1h,1,1h,1,1h,1,1h,1,1h
PP583937,2,2u,2,2u,2,2q,2,2q,2,
PP583938,1,1e,1,1e,1,1e,1,1e,1,1e
PP583939,4,4f,4,4f,4,4f,4,4f,4,4f
PP583940,4,4f,4,4f,4,4f,4,4f,4,4f
PP583941,4,4f,4,4f,4,4f,4,4f,4,4f
PP583942,2,2a,2,2a,2,2a,2,2a,2,
PP583943,4,4f,4,4f,4,4f,4,4f,4,4f
PP583944,4,4f,4,4f,4,4f,4,4f,4,4f
PP583945,1,1e,1,1e,1,1e,1,1e,1,1e
PP583946,4,4m,4,4m,4,4m,4,4m,4,
PP583947,1,1l,1,1l,1,1l,1,1l,1,
PP583948,2,2q,2,2q,2,2j,2,2j,2,
PP583949,2,2u,2,2u,2,2j,2,2j,2,
PP583950,1,1l,1,1l,1,1l,1,1l,1,1l
PP583951,4,4f,4,4f,4,4f,4,4f,4,4f
PP583952,1,1e,1,1e,1,1e,1,1e,1,1e
PP583953,2,2u,2,2u,2,2a,2,2a,2,
PP583954,4,4f,4,4f,4,4f,4,4f,4,4f
PP583955,4,4f,4,4f,4,4f,4,4f,4,4f
PP583956,1,1e,1,1e,1,1e,1,1e,1,1e
PP583957,2,2u,2,2u,2,2q,2,2a,2,
PP583958,4,4t,4,4t,4,4v,4,4v,4,4t
PP583959,2,2u,2,2u,2,2a,2,2a,2,2r
PP583960,1,1e,1,1e,1,1e,1,1e,1,1e
PP583961,4,4f,4,4f,4,4f,4,4f,4,4f
PP583962,1,1g,1,1g,1,1a,1,1a,1,
PP583963,1,1h,1,1h,1,1h,1,1h,1,1h
PP583964,4,4t,4,4t,4,4t,4,4t,4,4t
PP583965,2,2u,2,2u,2,2j,2,2j,2,
PP583966,1,1e,1,1e,1,1e,1,1e,1,1e
PP583967,4,4f,4,4f,4,4f,4,4f,4,4f
PP583968,4,4p,4,4p,4,4p,4,4p,4,4p
PP583969,2,2j,2,2j,2,2j,2,2j,2,
PP583970,1,1e,1,1e,1,1e,1,1e,1,1e
PP583971,4,4f,4,4f,4,4f,4,4f,4,4f
PP583972,1,1l,1,1l,1,1l,1,1l,1,1l
PP583973,1,1o,1,1o,1,1l,1,1l,1,
PP583974,4,4c,4,4c,4,4l,4,4l,4,
PP583975,1,1h,1,1h,1,1h,1,1h,1,1h
PP583976,2,2u,2,2u,2,2j,2,2j,2,
PP583977,1,1e,1,1e,1,1e,1,1e,1,1e
PP583978,4,4f,4,4f,4,4f,4,4f,4,4f
PP583979,2,2u,2,2u,2,2j,2,2j,2,2r
PP583980,1,1l,1,1l,1,1l,1,1l,1,1l
PP583981,2,2r,2,2r,2,2r,2,2r,2,
PP583982,4,4f,4,4f,4,4f,4,4f,4,4f
PP583983,1,1l,1,1l,1,1l,1,1l,1,1l
PP583984,1,1e,1,1e,1,1e,1,1e,1,1e
PP583985,1,1l,1,1l,1,1l,1,1l,1,1l
PP583986,1,1l,1,1l,1,1l,1,1l,1,1l
PP583987,1,1l,1,1l,1,1l,1,1l,1,1l
PP583988,4,4f,4,4f,4,4f,4,4f,4,4f
PP583989,1,1e,1,1e,1,1e,1,1e,1,1e
PP583990,4,4f,4,4f,4,4f,4,4f,4,4f
PP583991,2,2u,2,2u,2,2j,2,2j,2,2r
PP583992,1,1e,1,1e,1,1e,1,1e,1,1e
PP583993,1,1l,1,1l,1,1l,1,1l,1,1l
PP583994,4,4t,4,4t,4,4t,4,4t,4,4t
PP583995,4,4c,4,4c,4,4l,4,4l,4,
PP583996,1,1l,1,1l,1,1l,1,1l,1,1l
PP583997,2,2u,2,2u,2,2j,2,2j,2,
PP583998,1,1l,1,1l,1,1l,1,1l,1,1l
PP583999,2,2u,2,2u,2,2j,2,2j,2,
PP584000,1,1l,1,1l,1,1l,1,1l,1,1l
PP584001,4,4f,4,4f,4,4f,4,4f,4,4f
PP584002,4,4f,4,4f,4,4f,4,4f,4,4f
PP584003,4,4t,4,4t,4,4t,4,4t,4,4t
PP584004,1,1l,1,1l,1,1l,1,1l,1,1l
PP584005,1,1e,1,1e,1,1e,1,1e,1,1e
PP584006,4,4f,4,4f,4,4f,4,4f,4,4f
PP584007,1,1l,1,1l,1,1l,1,1l,1,1l
PP584008,4,4t,4,4t,4,4t,4,4t,4,4t
PP584009,2,2u,2,2u,2,2j,2,2j,2,
PP584010,1,1l,1,1l,1,1l,1,1l,1,1l
PP584011,4,4f,4,4f,4,4f,4,4f,4,4f
PP584012,4,4t,4,4t,4,4l,4,4l,4,4t
PP584013,4,4f,4,4f,4,4f,4,4f,4,4f
PP584014,1,1e,1,1e,1,1e,1,1e,1,1e
PQ335035,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335036,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335037,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335038,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335039,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335040,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335041,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335042,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335045,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335046,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335047,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335048,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335049,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335050,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335051,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335052,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335053,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335054,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335055,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335056,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335057,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335058,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335059,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335060,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335061,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335062,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335063,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335064,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335065,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335066,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335067,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335068,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335070,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335071,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335072,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335073,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335074,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335075,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335076,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335077,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335078,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335079,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335080,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335081,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335082,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335084,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335085,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335086,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335087,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335088,1,1a,1,1a,1,1a,1,1a,1,1a
PQ335089,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335090,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335091,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335092,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335093,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335094,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335097,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335098,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335099,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335100,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335101,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335102,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335104,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335106,4,4c,4,4c,4,4a,4,4a,4,4a
PQ335107,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335108,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335111,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335112,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335113,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335114,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335115,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335117,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335118,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335119,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335120,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335121,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335126,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335127,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335128,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335129,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335130,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335131,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335132,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335133,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335134,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335136,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335138,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335140,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335141,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335142,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335144,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335145,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335146,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335147,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335149,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335151,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335152,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335153,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335154,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335156,4,4a,4,4a,4,4a,4,4a,4,4a
PQ335157,4,4a,4,4a,4,4a,4,4a,4,4a
ON314812,2,2k,2,2q,2,2q,2,2k,2,
ON314813,2,2q,2,2k,2,2b,2,2k,2,
ON314814,2,2q,2,2q,2,2q,2,2q,2,
ON314815,2,2q,2,2q,2,2q,2,2j,2,
ON314816,2,2v,2,2d,2,2a,2,2j,2,
ON314817,2,2k,2,2q,2,2a,2,2k,2,
ON314818,2,2k,2,2k,2,2k,2,2k,2,
ON314819,2,2q,2,2q,2,2q,2,2q,2,
ON314820,2,2q,2,2q,2,2a,2,2j,2,
ON314821,2,2d,2,2d,2,2j,2,2j,2,
ON314822,2,2k,2,2q,2,2k,2,2k,2,
ON314823,2,2k,2,2q,2,2a,2,2j,2,
ON314824,2,2q,2,2q,2,2q,2,2q,2,
ON314825,2,2q,2,2q,2,2j,2,2j,2,
ON314826,2,2r,2,2c,2,2a,2,2j,2,
ON314827,2,2q,2,2q,2,2q,2,2q,2,
ON314828,2,2q,2,2q,2,2q,2,2q,2,
ON123710,1,1b,1,1b,1,1b,1,1b,1,
ON123711,1,1b,1,1b,1,1b,1,1b,1,
ON123712,1,1b,1,1b,1,1b,1,1b,1,
ON123713,4,4d,4,4d,4,4d,4,4d,4,
ON123714,1,1b,1,1b,1,1b,1,1b,1,
ON123716,1,1a,1,1a,1,1a,1,1a,1,
ON123717,1,1b,1,1b,1,1b,1,1b,1,
ON123718,1,1a,1,1a,1,1a,1,1a,1,
ON123719,2,2a,2,2a,2,2a,2,2a,2,
ON123720,4,4a,4,4a,4,4a,4,4a,4,
ON123721,1,1b,1,1b,1,1b,1,1b,1,
ON123722,1,1b,1,1b,1,1b,1,1b,1,
ON123723,1,1b,1,1b,1,1b,1,1b,1,
ON123724,1,1b,1,1b,1,1b,1,1b,1,
ON123725,1,1b,1,1b,1,1b,1,1b,1,
ON123726,1,1b,1,1b,1,1b,1,1b,1,
ON123727,1,1a,1,1a,1,1a,1,1a,1,
ON123728,1,1b,1,1b,1,1b,1,1b,1,
ON123729,1,1a,1,1a,1,1a,1,1a,1,
PQ365497,1,1a,1,1a,1,1a,1,1a,1,1a
PQ365498,3,3a,3,3a,3,3a,3,3a,3,3a
PQ365499,1,1a,1,1a,1,1a,1,1a,1,1a
PQ365500,1,1a,1,1a,1,1a,1,1a,1,1a
PQ365501,3,3a,3,3a,3,3a,3,3a,3,3a
PQ365502,3,3a,3,3a,3,3a,3,3a,3,3a
PQ365503,1,1a,1,1a,1,1a,1,1a,1,1a
PQ365504,3,3i,3,3i,3,3i,3,3i,3,3i
PQ365505,3,3b,3,3b,3,3b,3,3b,3,3b
PQ365506,3,3a,3,3a,3,3a,3,3a,3,3a
PQ365507,1,1a,1,1a,1,1a,1,1a,1,1a
PQ365508,3,3a,3,3a,3,3a,3,3a,3,3a
PQ365509,3,3a,3,3a,3,3a,3,3a,3,3a
PQ365510,1,1b,1,1b,1,1b,1,1b,1,1b
PQ365511,3,3a,3,3a,3,3a,3,3a,3,3a
PQ365512,3,3a,3,3a,3,3a,3,3a,3,3a
PQ365513,3,3d,3,3d,3,3a,3,3a,3,3d
PQ365514,3,3a,3,3a,3,3a,3,3a,3,3a
PQ365515,3,3a,3,3a,3,3a,3,3a,3,3a
PQ365516,1,1a,1,1a,1,1a,1,1a,1,1a
PQ365517,3,3a,3,3a,3,3a,3,3a,3,3a
PQ365518,3,3a,3,3a,3,3a,3,3a,3,3a
PQ365519,3,3a,3,3a,3,3a,3,3a,3,3a
PQ365520,3,3a,3,3a,3,3a,3,3a,3,3a
PQ365521,3,3a,3,3a,3,3a,3,3a,3,3a
PQ365522,3,3a,3,3a,3,3a,3,3a,3,3a
PQ365523,3,3a,3,3a,3,3a,3,3a,3,3a
PQ365524,3,3e,3,3e,3,3a,3,3a,3,3e
PQ365525,3,3a,3,3a,3,3a,3,3a,3,3a
PQ365526,3,3a,3,3a,3,3a,3,3a,3,3a
PQ365527,1,1a,1,1a,1,1a,1,1a,1,1a
PQ365528,3,3a,3,3a,3,3a,3,3a,3,3a
PQ365529,3,3a,3,3a,3,3a,3,3a,3,3a
PQ365530,3,3a,3,3a,3,3a,3,3a,3,3a
PQ365531,3,3a,3,3a,3,3a,3,3a,3,3a
PQ365532,3,3a,3,3a,3,3a,3,3a,3,3a
PQ365533,1,1a,1,1a,1,1a,1,1a,1,1a
PQ365534,3,3a,3,3a,3,3a,3,3a,3,3a
PQ365535,3,3a,3,3a,3,3a,3,3a,3,3a
PQ365536,3,3a,3,3a,3,3a,3,3a,3,3a
PQ365537,3,3a,3,3a,3,3a,3,3a,3,3a
PQ365538,3,3a,3,3a,3,3a,3,3a,3,3a
PQ365539,3,3g,3,3g,3,3g,3,3g,3,3g
PQ365540,3,3a,3,3a,3,3a,3,3a,3,3a
PQ442791,4,4b,4,4b,4,4b,4,4b,,
PQ442792,4,4b,4,4b,4,4b,4,4b,,
PQ442793,4,4k,4,4k,4,4k,4,4k,,
PQ442794,4,4k,4,4k,4,4k,4,4k,,
PQ442795,4,4k,4,4k,4,4k,4,4k,,
PQ442796,4,4k,4,4k,4,4k,4,4k,,
PQ442797,4,4k,4,4k,4,4k,4,4k,,
PQ442798,4,4k,4,4k,4,4k,4,4k,,
PQ442799,4,4k,4,4k,4,4k,4,4k,,
PQ442800,4,4k,4,4k,4,4k,4,4k,,
PQ442801,4,4k,4,4k,4,4k,4,4k,,
PQ442802,4,4s,4,4s,4,4v,4,4v,,
PQ442803,4,4q,4,4q,4,4q,4,4q,,
PQ442804,4,4r,4,4r,4,4r,4,4r,,
PQ442805,4,4r,4,4r,4,4r,4,4r,,
PQ442806,4,4r,4,4r,4,4r,4,4r,,
PQ442807,4,4r,4,4r,4,4r,4,4r,,
PQ442808,4,4v,4,4v,4,4v,4,4v,,
PQ442809,4,4v,4,4v,4,4v,4,4v,,
PQ442810,4,4v,4,4v,4,4v,4,4v,,
PQ442811,4,4v,4,4v,4,4v,4,4v,,
PQ442812,4,4k,4,4k,4,4k,4,4k,,
PQ442813,4,4k,4,4k,4,4k,4,4k,,
PQ442814,4,4b,4,4b,4,4f,4,4f,,
