Accession,PerGeneGenotype,PerGeneSubtype,FullGenomeGenotype,FullGenomeSubtype,CometPerGeneGenotype,CometPerGeneSubtype,CometFullGenomeGenotype,CometFullGenomeSubtype,GenBankGenotype,GenBankSubtype
PQ660842,1,1a,1,1a,1,1a,1,1a,1,1a
PQ660843,1,1a,1,1a,1,1a,1,1a,1,1a
PQ660844,1,1a,1,1a,1,1a,1,1a,1,1a
PQ660845,1,1a,1,1a,1,1a,1,1a,1,1a
PQ660846,1,1a,1,1a,1,1a,1,1a,1,1a
PQ660847,4,4a,4,4a,4,4a,4,4a,4,4a
PQ660848,4,4a,4,4a,4,4a,4,4a,4,4a
PQ660849,1,1a,1,1a,1,1a,1,1a,1,1a
PQ660850,1,1a,1,1a,1,1a,1,1a,1,1a
PQ660851,1,1a,1,1a,1,1a,1,1a,1,1a
PQ660852,4,4a,4,4a,4,4a,,"unassigned_1, 4a-1a",4,4a
PQ660853,1,1a,1,1a,1,1a,,"unassigned_1, 1a-4a",1,1a
PQ660854,1,1a,1,1a,1,1a,1,1a,1,1a
PQ660855,1,1a,1,1a,1,1a,,"unassigned_1, 1a-4a-4v",1,1a
PQ660856,4,4a,4,4a,4,4a,4,4a,4,4a
PQ660857,4,4a,4,4a,,"unassigned_1, 4a-1a",,"unassigned_1, 4a-1a",4,4a
PQ660858,1,1a,1,1a,1,1a,1,1a,1,1a
PQ660859,4,4a,4,4a,4,4a,4,4a,4,4a
ON228285,5,5a,5,5a,5,5a,5,5a,5,5a
ON228286,5,5a,5,5a,5,5a,5,5a,5,5a
ON228287,5,5a,5,5a,5,5a,5,5a,5,5a
ON228288,5,5a,5,5a,5,5a,5,5a,5,5a
MK327981,6,6g,6,6g,6,6w,6,6w,6,
MK327982,6,6g,6,6g,6,6g,6,6g,6,
MK327983,6,6g,6,6g,6,6w,6,6g,6,
MK327984,6,6g,6,6g,6,6a,6,6g,6,
MK327985,6,6g,6,6g,1,1b,6,6w,6,
MK327986,6,6a,6,6a,6,6a,6,6a,6,
MK327987,6,6g,6,6g,1,1b,6,6w,6,
MK327988,6,6g,6,6g,6,6g,6,6g,6,
MK327989,6,6xh,6,6xh,2,2b,6,6w,6,
MK327990,6,6s,6,6n,1,1b,6,6w,6,
MK327991,6,6xd,6,6xa,1,1b,6,6w,6,
MK327992,6,6g,6,6g,6,6g,6,6g,6,
MK327993,6,6xd,6,6xd,1,1b,1,1b,6,
MK327995,6,6g,6,6g,6,6w,6,6w,6,
MK327996,6,6xh,6,6xh,6,6w,6,6w,6,
MK327997,6,6g,6,6g,6,6g,6,6g,6,
MK327998,6,6g,6,6g,1,1b,6,6w,6,
MK327999,6,6g,6,6g,6,6w,6,6w,6,
MK328000,6,6g,6,6g,6,6g,6,6g,6,
MK328001,6,6d,6,6xa,1,1b,6,6w,6,
MK328002,6,6xh,6,6xh,1,1b,6,6w,6,
MK328003,6,6xh,6,6xh,1,1b,6,6w,6,
MK328004,6,6xd,6,6b,6,6a,6,6a,6,
MK328005,6,6g,6,6g,1,1b,6,6g,6,
MK328006,6,6xh,6,6xh,1,1b,6,6w,6,
MK328007,6,6g,6,6g,1,1b,6,6w,6,
MK328009,6,6g,6,6g,1,1b,6,6w,6,
MK328010,6,6xh,6,6xh,6,6w,6,6w,6,
MK328012,6,6d,6,6d,1,1b,1,1b,6,
MK328013,6,6g,6,6g,6,6g,6,6g,6,
MK328014,6,6g,6,6g,6,6w,6,6w,6,
MK328015,6,6g,6,6g,1,1b,6,6g,6,
MK328016,6,6g,6,6g,1,1b,,"unassigned_1, 6g-3b",6,
MK328018,6,6g,6,6g,2,2b,6,6w,6,
MK328019,6,6g,6,6g,1,1b,6,6g,6,
MK328020,6,6g,6,6g,1,1b,6,6w,6,
MK328021,6,6s,6,6xa,6,6w,6,6w,6,
MK328022,6,6g,6,6g,2,2b,6,6g,6,
MK328023,6,6xd,6,6l,4,4f,6,6w,6,
MK328024,6,6g,6,6g,6,6w,6,6g,6,
MK328025,6,6g,6,6g,6,6w,6,6w,6,
MK328026,6,6g,6,6g,1,1b,6,6w,6,
MK548362,1,1a,1,1a,1,1a,,"unassigned_1, 1a-2b",2,2b
MK548363,1,1a,1,1a,1,1a,,"unassigned_1, 1a-2b",2,2b
MK548364,1,1a,1,1a,1,1a,,"unassigned_1, 1a-2b",2,2b
MK548365,1,1a,1,1a,1,1a,,"unassigned_1, 1a-2b",2,2b
MK548366,1,1a,1,1a,1,1a,,"unassigned_1, 1a-2b",2,2b
MK548367,1,1a,1,1a,1,1a,,"unassigned_1, 1a-2b",2,2b
MK548368,1,1a,1,1a,1,1a,,"unassigned_1, 1a-2b",2,2b
MK548369,1,1a,1,1a,1,1a,,"unassigned_1, 1a-2b",2,2b
MK609550,1,1a,1,1a,1,1a,1,1a,,
MK609551,1,1a,1,1a,1,1a,1,1a,,
MK609552,1,1b,1,1b,1,1b,1,1b,,
MK609553,1,1b,1,1b,1,1b,1,1b,,
MK609554,1,1b,1,1b,1,1b,1,1b,,
MK609555,3,3a,3,3a,3,3a,3,3a,,
MK609556,3,3a,3,3a,3,3a,3,3a,,
MK609557,3,3a,3,3a,3,3a,3,3a,,
MK609558,3,3a,3,3a,3,3a,3,3a,,
MK609559,3,3a,3,3a,3,3a,3,3a,,
MK609560,3,3a,3,3a,3,3a,3,3a,,
MK609561,3,3a,3,3a,3,3a,3,3a,,
MK609562,3,3a,3,3a,3,3a,3,3a,,
MK609563,3,3a,3,3a,3,3a,3,3a,,
MK611999,1,1a,1,1a,1,1a,1,1a,1,1a
MK612002,1,1a,1,1a,1,1a,1,1a,1,1a
MK612005,3,3a,3,3a,3,3a,3,3a,3,3a
MK612008,1,1a,1,1a,1,1a,1,1a,1,1a
MK612011,3,3a,3,3a,3,3a,3,3a,3,3a
MK612014,1,1a,1,1a,1,1a,1,1a,1,1a
MK612017,3,3a,3,3a,3,3a,3,3a,3,3a
MK612020,2,2a,2,2a,2,2a,2,2a,2,2a
MK612023,3,3a,3,3a,3,3a,3,3a,3,3a
MK612026,3,3a,3,3a,3,3a,3,3a,3,3a
MK612029,1,1a,1,1a,1,1a,1,1a,1,1a
MK612032,3,3a,3,3a,3,3a,3,3a,3,3a
MK612035,3,3a,3,3a,3,3a,3,3a,3,3a
MK612038,4,4a,4,4a,4,4a,4,4a,4,4a
MK799639,4,4n,4,4n,4,4n,4,4n,4,4n
MK801194,1,1b,1,1b,1,1b,1,1b,,
MK801195,1,1b,1,1b,1,1b,1,1b,,
MK801196,1,1b,1,1b,1,1b,1,1b,,
MK801197,1,1b,1,1b,1,1b,1,1b,,
MK801198,1,1b,1,1b,1,1b,1,1b,,
MK801199,1,1b,1,1b,1,1b,1,1b,,
MK801200,1,1a,1,1a,1,1a,1,1a,,
MK801201,1,1a,1,1a,1,1a,1,1a,,
MK801202,1,1b,1,1b,1,1b,1,1b,,
MK801203,1,1b,1,1b,1,1b,1,1b,,
MK801204,1,1a,1,1a,1,1a,1,1a,,
MK801205,1,1a,1,1a,1,1a,1,1a,,
MK801206,1,1b,1,1b,1,1b,1,1b,,
MK801207,1,1b,1,1b,1,1b,1,1b,,
MK801209,1,1a,1,1a,1,1a,1,1a,,
MK801210,1,1a,1,1a,1,1a,1,1a,,
MK801211,1,1b,1,1b,1,1b,1,1b,,
MK801212,1,1b,1,1b,1,1b,1,1b,,
MK801213,3,3a,3,3a,3,3a,3,3a,,
MK801214,3,3a,3,3a,3,3a,3,3a,,
MK801215,1,1a,1,1a,1,1a,1,1a,,
MK801216,1,1a,1,1a,1,1a,1,1a,,
MK801217,1,1a,1,1a,1,1a,1,1a,,
MK801218,1,1a,1,1a,1,1a,1,1a,,
MK801219,3,3a,3,3a,3,3a,3,3a,,
MK801220,3,3a,3,3a,3,3a,3,3a,,
MK801221,1,1a,1,1a,1,1a,1,1a,,
MK801222,1,1a,1,1a,1,1a,1,1a,,
MK801223,1,1b,1,1b,1,1b,1,1b,,
MK801224,1,1b,1,1b,1,1b,1,1b,,
MK962402,1,1h,1,1h,1,1b,1,1b,1,
MK962403,1,1b,1,1b,1,1b,1,1b,1,
MK962404,1,1m,1,1m,1,1b,1,1b,1,
MK962405,4,4k,4,4k,4,4k,4,4k,4,4k
MK962406,4,4c,4,4c,4,4c,4,4c,4,4c
MK962407,4,4c,4,4c,4,4c,4,4c,4,4c
MK962408,4,4r,4,4r,4,4r,4,4r,4,4r
MK962409,4,4k,4,4k,4,4k,4,4k,4,4k
MK962410,4,4r,4,4r,4,4r,4,4r,4,4r
MK962411,4,4k,4,4g,4,4k,4,4k,4,4h
MK962412,4,4k,4,4k,4,4k,4,4k,4,4k
MK962413,4,4k,4,4k,4,4k,4,4k,4,4k
MK962414,2,2l,2,2l,2,2c,1,1b,2,2l
MK962415,4,4k,4,4k,4,4k,4,4k,4,4k
MK962416,1,1b,1,1b,1,1b,1,1b,1,
MK962417,4,4c,4,4c,4,4c,4,4c,4,4c
MK962418,4,4k,4,4k,4,4k,4,4k,4,4h
MK962419,4,4b,4,4b,4,4v,4,4v,4,4b
MK962420,2,2q,2,2q,2,2j,2,2j,2,2i
MK990302,2,2d,2,2m,2,2j,2,2j,2,
MK990303,2,2u,2,2u,2,2a,2,2a,2,
MK990304,2,2f,2,2f,2,2c,2,2c,2,
MK990305,2,2q,2,2q,2,2q,2,2q,2,
MK990306,2,2q,2,2q,2,2j,2,2j,2,
MK990307,2,2j,2,2d,2,2k,2,2k,2,
MK990308,2,2q,2,2q,2,2c,2,2c,2,
MN146680,1,1b,1,1b,1,1b,1,1b,1,1b
MN146681,1,1b,1,1b,1,1b,1,1b,1,1b
MN146682,1,1b,1,1b,1,1b,1,1b,1,1b
MN146683,1,1b,1,1b,1,1b,1,1b,1,1b
MN146684,1,1b,1,1b,1,1b,1,1b,1,1b
MN146685,1,1a,1,1a,1,1a,1,1a,1,1a
MN146686,1,1a,1,1a,1,1a,1,1a,1,1a
MN146687,1,1a,1,1a,1,1a,1,1a,1,1a
MN146688,1,1a,1,1a,1,1a,1,1a,1,1a
MN146689,1,1a,1,1a,1,1a,1,1a,1,1a
MN146690,1,1a,1,1a,1,1a,1,1a,1,1a
MN146691,1,1a,1,1a,1,1a,1,1a,1,1a
MN146692,1,1a,1,1a,1,1a,1,1a,1,1a
MN146693,1,1a,1,1a,1,1a,1,1a,1,1a
MN146694,1,1a,1,1a,1,1a,1,1a,1,1a
MN146695,1,1a,1,1a,1,1a,1,1a,1,1a
MN146696,1,1a,1,1a,1,1a,1,1a,1,1a
MN146697,1,1a,1,1a,1,1a,1,1a,1,1a
MN146698,1,1a,1,1a,1,1a,1,1a,1,1a
MN146699,1,1a,1,1a,1,1a,1,1a,1,1a
MN146700,1,1a,1,1a,1,1a,1,1a,1,1a
MN146701,1,1a,1,1a,1,1a,1,1a,1,1a
MN146702,1,1a,1,1a,1,1a,1,1a,1,1a
MN146703,1,1a,1,1a,1,1a,1,1a,1,1a
MN146704,1,1a,1,1a,1,1a,1,1a,1,1a
MN146705,1,1a,1,1a,1,1a,1,1a,1,1a
MN146706,1,1a,1,1a,1,1a,1,1a,1,1a
MN146707,1,1a,1,1a,1,1a,1,1a,1,1a
MN146708,1,1a,1,1a,1,1a,1,1a,1,1a
MN146709,1,1a,1,1a,1,1a,1,1a,1,1a
MN146710,1,1a,1,1a,1,1a,1,1a,1,1a
MN146711,1,1a,1,1a,1,1a,1,1a,1,1a
MN146712,1,1a,1,1a,1,1a,1,1a,1,1a
MN146713,1,1a,1,1a,1,1a,1,1a,1,1a
MN146714,1,1a,1,1a,1,1a,1,1a,1,1a
MN146715,1,1a,1,1a,1,1a,1,1a,1,1a
MN146716,1,1a,1,1a,1,1a,1,1a,1,1a
MN146717,1,1a,1,1a,1,1a,1,1a,1,1a
MN146718,1,1a,1,1a,1,1a,1,1a,1,1a
MN146719,1,1a,1,1a,1,1a,1,1a,1,1a
MN146720,1,1a,1,1a,1,1a,1,1a,1,1a
MN146721,1,1a,1,1a,1,1a,1,1a,1,1a
MN146722,1,1a,1,1a,1,1a,1,1a,1,1a
MN146723,1,1a,1,1a,1,1a,1,1a,1,1a
MN146724,1,1a,1,1a,1,1a,1,1a,1,1a
MN146725,1,1a,1,1a,1,1a,1,1a,1,1a
MN146726,1,1a,1,1a,1,1a,1,1a,1,1a
MN146727,1,1a,1,1a,1,1a,1,1a,1,1a
MN146728,1,1a,1,1a,1,1a,1,1a,1,1a
MN146729,1,1a,1,1a,1,1a,1,1a,1,1a
MN146730,1,1a,1,1a,1,1a,1,1a,1,1a
MN146731,1,1a,1,1a,1,1a,1,1a,1,1a
MN146732,1,1a,1,1a,1,1a,1,1a,1,1a
MN146733,1,1a,1,1a,1,1a,1,1a,1,1a
MN146734,1,1a,1,1a,1,1a,1,1a,1,1a
MN146735,1,1a,1,1a,1,1a,1,1a,1,1a
MN146736,1,1a,1,1a,1,1a,1,1a,1,1a
MN146737,1,1a,1,1a,1,1a,1,1a,1,1a
MN146738,1,1a,1,1a,1,1a,1,1a,1,1a
MN146739,1,1a,1,1a,1,1a,1,1a,1,1a
MN146740,1,1a,1,1a,1,1a,1,1a,1,1a
MN146741,1,1a,1,1a,1,1a,1,1a,1,1a
MN146742,1,1a,1,1a,1,1a,1,1a,1,1a
MN146743,1,1a,1,1a,1,1a,1,1a,1,1a
MN146744,1,1a,1,1a,1,1a,1,1a,1,1a
MN146745,1,1a,1,1a,1,1a,1,1a,1,1a
MN146746,1,1a,1,1a,1,1a,1,1a,1,1a
MN146747,1,1a,1,1a,1,1a,1,1a,1,1a
MN146748,1,1a,1,1a,1,1a,1,1a,1,1a
MN146749,1,1a,1,1a,1,1a,1,1a,1,1a
MN146750,1,1a,1,1a,1,1a,1,1a,1,1a
MN146751,1,1a,1,1a,1,1a,1,1a,1,1a
MN146752,1,1a,1,1a,1,1a,1,1a,1,1a
MN146753,1,1a,1,1a,1,1a,1,1a,1,1a
MN146754,1,1a,1,1a,1,1a,1,1a,1,1a
MN146755,1,1a,1,1a,1,1a,1,1a,1,1a
MN146757,1,1a,1,1a,1,1a,1,1a,1,1a
MN146758,1,1a,1,1a,1,1a,1,1a,1,1a
MN146759,1,1a,1,1a,1,1a,1,1a,1,1a
MN146760,1,1a,1,1a,1,1a,1,1a,1,1a
MN146761,1,1a,1,1a,1,1a,1,1a,1,1a
MN146762,1,1a,1,1a,1,1a,1,1a,1,1a
MN146763,1,1a,1,1a,1,1a,1,1a,1,1a
MN146764,1,1a,1,1a,1,1a,1,1a,1,1a
MN146765,1,1a,1,1a,1,1a,1,1a,1,1a
MN146766,1,1a,1,1a,1,1a,1,1a,1,1a
MN146767,1,1a,1,1a,1,1a,1,1a,1,1a
MN146768,1,1a,1,1a,1,1a,1,1a,1,1a
MN146769,1,1a,1,1a,1,1a,1,1a,1,1a
MN146770,1,1a,1,1a,1,1a,1,1a,1,1a
MN146771,1,1a,1,1a,1,1a,1,1a,1,1a
MN146772,1,1a,1,1a,1,1a,1,1a,1,1a
MN146773,1,1a,1,1a,1,1a,1,1a,1,1a
MN146774,1,1a,1,1a,1,1a,1,1a,1,1a
MN146775,1,1a,1,1a,1,1a,1,1a,1,1a
MN146776,1,1a,1,1a,1,1a,1,1a,1,1a
MN146777,1,1a,1,1a,1,1a,1,1a,1,1a
MN146778,1,1a,1,1a,1,1a,1,1a,1,1a
MN146779,1,1a,1,1a,1,1a,1,1a,1,1a
MN146780,1,1a,1,1a,1,1a,1,1a,1,1a
MN146781,1,1a,1,1a,1,1a,1,1a,1,1a
MN146782,1,1a,1,1a,1,1a,1,1a,1,1a
MN146783,1,1a,1,1a,1,1a,1,1a,1,1a
MN146784,1,1a,1,1a,1,1a,1,1a,1,1a
MN146785,1,1a,1,1a,1,1a,1,1a,1,1a
MN146786,1,1a,1,1a,1,1a,1,1a,1,1a
MN146787,1,1a,1,1a,1,1a,1,1a,1,1a
MN146788,1,1a,1,1a,1,1a,1,1a,1,1a
MN146789,1,1b,1,1b,1,1b,1,1b,1,1b
MN146790,1,1b,1,1b,1,1b,1,1b,1,1b
MN146791,1,1b,1,1b,1,1b,1,1b,1,1b
MN146792,1,1b,1,1b,1,1b,1,1b,1,1b
MN146793,1,1b,1,1b,1,1b,1,1b,1,1b
MN146794,1,1b,1,1b,1,1b,1,1b,1,1b
MN146795,1,1a,1,1a,1,1a,1,1a,1,1a
MN146796,1,1a,1,1a,1,1a,1,1a,1,1a
MN146797,1,1a,1,1a,1,1a,1,1a,1,1a
MN146798,1,1a,1,1a,1,1a,1,1a,1,1a
MN146799,1,1a,1,1a,1,1a,1,1a,1,1a
MN146800,1,1a,1,1a,1,1a,1,1a,1,1a
MN146801,1,1a,1,1a,1,1a,1,1a,1,1a
MN146802,1,1a,1,1a,1,1a,1,1a,1,1a
MN146803,1,1a,1,1a,1,1a,1,1a,1,1a
MN146804,1,1a,1,1a,1,1a,1,1a,1,1a
MN146805,1,1a,1,1a,1,1a,1,1a,1,1a
MN146806,1,1b,1,1b,1,1b,1,1b,1,1b
MN146807,1,1b,1,1b,1,1b,1,1b,1,1b
MN146808,1,1b,1,1b,1,1b,1,1b,1,1b
MN146809,1,1b,1,1b,1,1b,1,1b,1,1b
MN146810,1,1b,1,1b,1,1b,1,1b,1,1b
MN146811,1,1a,1,1a,1,1a,1,1a,1,1a
MN146812,1,1a,1,1a,1,1a,1,1a,1,1a
MN146813,1,1a,1,1a,1,1a,1,1a,1,1a
MN146814,1,1a,1,1a,1,1a,1,1a,1,1a
MN146815,1,1a,1,1a,1,1a,1,1a,1,1a
MN146816,1,1a,1,1a,1,1a,1,1a,1,1a
MN146817,1,1a,1,1a,1,1a,1,1a,1,1a
MN146818,1,1a,1,1a,1,1a,1,1a,1,1a
MN146819,1,1a,1,1a,1,1a,1,1a,1,1a
MN146820,1,1a,1,1a,1,1a,1,1a,1,1a
MN146821,1,1a,1,1a,1,1a,1,1a,1,1a
MN146822,1,1a,1,1a,1,1a,1,1a,1,1a
MN146823,1,1a,1,1a,1,1a,1,1a,1,1a
MN146824,1,1a,1,1a,1,1a,1,1a,1,1a
MN146825,1,1a,1,1a,1,1a,1,1a,1,1a
MN146826,1,1a,1,1a,1,1a,1,1a,1,1a
MN146827,1,1a,1,1a,1,1a,1,1a,1,1a
MN146828,1,1a,1,1a,1,1a,1,1a,1,1a
MN146829,1,1a,1,1a,1,1a,1,1a,1,1a
MN146830,1,1a,1,1a,1,1a,1,1a,1,1a
MN146831,1,1a,1,1a,1,1a,1,1a,1,1a
MN146832,1,1a,1,1a,1,1a,1,1a,1,1a
MN146833,1,1a,1,1a,1,1a,1,1a,1,1a
MN146834,1,1a,1,1a,1,1a,1,1a,1,1a
MN146835,1,1a,1,1a,1,1a,1,1a,1,1a
MN146836,1,1a,1,1a,1,1a,1,1a,1,1a
MN146837,1,1a,1,1a,1,1a,1,1a,1,1a
MN146838,1,1a,1,1a,1,1a,1,1a,1,1a
MN146839,1,1a,1,1a,1,1a,1,1a,1,1a
MN146840,1,1a,1,1a,1,1a,1,1a,1,1a
MN146841,1,1a,1,1a,1,1a,1,1a,1,1a
MN146842,1,1a,1,1a,1,1a,1,1a,1,1a
MN146843,1,1b,1,1b,1,1b,1,1b,1,1b
MN146844,1,1b,1,1b,1,1b,1,1b,1,1b
MN146845,1,1b,1,1b,1,1b,1,1b,1,1b
MN146846,1,1b,1,1b,1,1b,1,1b,1,1b
MN146847,1,1b,1,1b,1,1b,1,1b,1,1b
MN146848,1,1a,1,1a,1,1a,1,1a,1,1a
MN146849,1,1a,1,1a,1,1a,1,1a,1,1a
MN146850,1,1a,1,1a,1,1a,1,1a,1,1a
MN146851,1,1a,1,1a,1,1a,1,1a,1,1a
MN146852,1,1a,1,1a,1,1a,1,1a,1,1a
MN146853,1,1a,1,1a,1,1a,1,1a,1,1a
MN146854,1,1a,1,1a,1,1a,1,1a,1,1a
MN146855,1,1a,1,1a,1,1a,1,1a,1,1a
MN146856,1,1a,1,1a,1,1a,1,1a,1,1a
MN146857,1,1a,1,1a,1,1a,1,1a,1,1a
MN146858,1,1a,1,1a,1,1a,1,1a,1,1a
MN146859,1,1a,1,1a,1,1a,1,1a,1,1a
MN146860,1,1a,1,1a,1,1a,1,1a,1,1a
MN146861,1,1a,1,1a,1,1a,1,1a,1,1a
MN146862,1,1a,1,1a,1,1a,1,1a,1,1a
MN146863,1,1a,1,1a,1,1a,1,1a,1,1a
MN146864,1,1a,1,1a,1,1a,1,1a,1,1a
MN146865,1,1a,1,1a,1,1a,1,1a,1,1a
MN146866,1,1a,1,1a,1,1a,1,1a,1,1a
MN146867,1,1a,1,1a,1,1a,1,1a,1,1a
MN146868,1,1a,1,1a,1,1a,1,1a,1,1a
MN146869,1,1a,1,1a,1,1a,1,1a,1,1a
MN146870,1,1a,1,1a,1,1a,1,1a,1,1a
MN146871,1,1a,1,1a,1,1a,1,1a,1,1a
MN146872,1,1a,1,1a,1,1a,1,1a,1,1a
MN146873,1,1a,1,1a,1,1a,1,1a,1,1a
MN146874,1,1a,1,1a,1,1a,1,1a,1,1a
MN146875,1,1a,1,1a,1,1a,1,1a,1,1a
MN146876,1,1a,1,1a,1,1a,1,1a,1,1a
MN146877,1,1a,1,1a,1,1a,1,1a,1,1a
MN146878,1,1a,1,1a,1,1a,1,1a,1,1a
MN146879,1,1a,1,1a,1,1a,1,1a,1,1a
MN146880,1,1a,1,1a,1,1a,1,1a,1,1a
MN146881,1,1a,1,1a,1,1a,1,1a,1,1a
MN146882,1,1a,1,1a,1,1a,1,1a,1,1a
MN146883,1,1a,1,1a,1,1a,1,1a,1,1a
MN146884,1,1a,1,1a,1,1a,1,1a,1,1a
MN146885,1,1a,1,1a,1,1a,1,1a,1,1a
MN146886,1,1a,1,1a,1,1a,1,1a,1,1a
MN146887,1,1a,1,1a,1,1a,1,1a,1,1a
MN146888,1,1a,1,1a,1,1a,1,1a,1,1a
MN146889,1,1a,1,1a,1,1a,1,1a,1,1a
MN146890,1,1a,1,1a,1,1a,1,1a,1,1a
MN146891,1,1a,1,1a,1,1a,1,1a,1,1a
MN146892,1,1a,1,1a,1,1a,1,1a,1,1a
MN146893,1,1b,1,1b,1,1b,1,1b,1,1b
MN146894,1,1b,1,1b,1,1b,1,1b,1,1b
MN146895,1,1b,1,1b,1,1b,1,1b,1,1b
MN146896,1,1b,1,1b,1,1b,1,1b,1,1b
MN146897,1,1b,1,1b,1,1b,1,1b,1,1b
MN146898,1,1b,1,1b,1,1b,1,1b,1,1b
MN146899,1,1b,1,1b,1,1b,1,1b,1,1b
MN146900,1,1b,1,1b,1,1b,1,1b,1,1b
MN146901,1,1b,1,1b,1,1b,1,1b,1,1b
MN146902,1,1b,1,1b,1,1b,1,1b,1,1b
MN146903,1,1b,1,1b,1,1b,1,1b,1,1b
MN146904,1,1b,1,1b,1,1b,1,1b,1,1b
MN146905,1,1a,1,1a,1,1a,1,1a,1,1a
MN146906,1,1a,1,1a,1,1a,1,1a,1,1a
MN146907,1,1b,1,1b,1,1b,1,1b,1,1b
MN146908,1,1b,1,1b,1,1b,1,1b,1,1b
MN146909,1,1b,1,1b,1,1b,1,1b,1,1b
MN146910,1,1b,1,1b,1,1b,1,1b,1,1b
MN146911,1,1b,1,1b,1,1b,1,1b,1,1b
MN146912,1,1a,1,1a,1,1a,1,1a,1,1a
MN146913,1,1a,1,1a,1,1a,1,1a,1,1a
MN146914,1,1a,1,1a,1,1a,1,1a,1,1a
MN146915,1,1a,1,1a,1,1a,1,1a,1,1a
MN146916,1,1a,1,1a,1,1a,1,1a,1,1a
MN146917,1,1a,1,1a,1,1a,1,1a,1,1a
MN146918,1,1a,1,1a,1,1a,1,1a,1,1a
MN146919,1,1a,1,1a,1,1a,1,1a,1,1a
MN146920,1,1a,1,1a,1,1a,1,1a,1,1a
MN146921,1,1a,1,1a,1,1a,1,1a,1,1a
MN146922,1,1a,1,1a,1,1a,1,1a,1,1a
MN146923,1,1a,1,1a,1,1a,1,1a,1,1a
MN146924,1,1a,1,1a,1,1a,1,1a,1,1a
MN146925,1,1a,1,1a,1,1a,1,1a,1,1a
MN146926,1,1a,1,1a,1,1a,1,1a,1,1a
MN146927,1,1a,1,1a,1,1a,1,1a,1,1a
MN146928,1,1a,1,1a,1,1a,1,1a,1,1a
MN146929,1,1a,1,1a,1,1a,1,1a,1,1a
MN146930,1,1a,1,1a,1,1a,1,1a,1,1a
MN146931,1,1a,1,1a,1,1a,1,1a,1,1a
MN146932,1,1a,1,1a,1,1a,1,1a,1,1a
MN146933,1,1a,1,1a,1,1a,1,1a,1,1a
MN146934,1,1a,1,1a,1,1a,1,1a,1,1a
MN146935,1,1a,1,1a,1,1a,1,1a,1,1a
MN146936,1,1a,1,1a,1,1a,1,1a,1,1a
MN146937,1,1a,1,1a,1,1a,1,1a,1,1a
MN146938,1,1a,1,1a,1,1a,1,1a,1,1a
MN146939,1,1a,1,1a,1,1a,1,1a,1,1a
MN146940,1,1a,1,1a,1,1a,1,1a,1,1a
MN146941,1,1a,1,1a,1,1a,1,1a,1,1a
MN146942,1,1a,1,1a,1,1a,1,1a,1,1a
MN146943,1,1a,1,1a,1,1a,1,1a,1,1a
MN146944,1,1a,1,1a,1,1a,1,1a,1,1a
MN146945,1,1a,1,1a,1,1a,1,1a,1,1a
MN146946,1,1a,1,1a,1,1a,1,1a,1,1a
MN146947,1,1a,1,1a,1,1a,1,1a,1,1a
MN146948,1,1a,1,1a,1,1a,1,1a,1,1a
MN146949,1,1a,1,1a,1,1a,1,1a,1,1a
MN146950,1,1a,1,1a,1,1a,1,1a,1,1a
MN146951,1,1a,1,1a,1,1a,1,1a,1,1a
MN146952,1,1a,1,1a,1,1a,1,1a,1,1a
MN146953,1,1a,1,1a,1,1a,1,1a,1,1a
MN146954,1,1a,1,1a,1,1a,1,1a,1,1a
MN146955,1,1a,1,1a,1,1a,1,1a,1,1a
MN146956,1,1a,1,1a,1,1a,1,1a,1,1a
MN146957,1,1a,1,1a,1,1a,1,1a,1,1a
MN146958,1,1a,1,1a,1,1a,1,1a,1,1a
MN146959,1,1a,1,1a,1,1a,1,1a,1,1a
MN146960,1,1a,1,1a,1,1a,1,1a,1,1a
MN146961,1,1a,1,1a,1,1a,1,1a,1,1a
MN146962,1,1a,1,1a,1,1a,1,1a,1,1a
MN146963,1,1a,1,1a,1,1a,1,1a,1,1a
MN146964,1,1a,1,1a,1,1a,1,1a,1,1a
MN146965,1,1a,1,1a,1,1a,1,1a,1,1a
MN146966,1,1a,1,1a,1,1a,1,1a,1,1a
MN146967,1,1a,1,1a,1,1a,1,1a,1,1a
MN146968,1,1a,1,1a,1,1a,1,1a,1,1a
MN146969,1,1a,1,1a,1,1a,1,1a,1,1a
MN146970,1,1a,1,1a,1,1a,1,1a,1,1a
MN146971,1,1a,1,1a,1,1a,1,1a,1,1a
MN146972,1,1a,1,1a,1,1a,1,1a,1,1a
MN146973,1,1a,1,1a,1,1a,1,1a,1,1a
MN146974,1,1a,1,1a,1,1a,1,1a,1,1a
MN146975,1,1a,1,1a,1,1a,1,1a,1,1a
MN146976,1,1a,1,1a,1,1a,1,1a,1,1a
MN146977,1,1a,1,1a,1,1a,1,1a,1,1a
MN146978,1,1a,1,1a,1,1a,1,1a,1,1a
MN146979,1,1a,1,1a,1,1a,1,1a,1,1a
MN146980,1,1a,1,1a,1,1a,1,1a,1,1a
MN146981,1,1a,1,1a,1,1a,1,1a,1,1a
MN146982,1,1a,1,1a,1,1a,1,1a,1,1a
MN146983,1,1a,1,1a,1,1a,1,1a,1,1a
MN146984,1,1a,1,1a,1,1a,1,1a,1,1a
MN146985,1,1a,1,1a,1,1a,1,1a,1,1a
MN146986,1,1a,1,1a,1,1a,1,1a,1,1a
MN146987,1,1a,1,1a,1,1a,1,1a,1,1a
