accession,genotype,subtype
MT893907,4,4r
MT893908,4,4c
MT893909,4,4c
MT893910,4,4k
MT893911,4,4r
MT893912,4,4c
MT893913,4,4r
MT893914,4,4r
MT893915,4,4r
MT893916,4,4c
MT893917,4,4c
MT893918,4,4k
MT893919,4,4r
MT893920,4,4r
MT893921,4,4k
MT893922,4,4c
MT893923,4,4r
MT893924,4,4r
MT897489,2,
MT897490,2,
MT897491,2,
MT897492,2,
MT897493,2,2c
MT897494,2,2c
MT897495,2,2c
MT897496,2,2c
MT897497,2,2c
MT897498,2,2c
MT897499,2,2c
MT897500,2,2c
MT897501,2,2c
MT897502,2,2c
MT897503,2,2c
MT897504,2,
MT897505,2,2c
MT897506,2,2c
MT897507,2,2c
MT897508,2,2c
MT897509,2,2c
MT897510,2,2c
MT897511,2,2c
MT897512,2,2c
MT897513,2,2c
MT897514,2,2c
MT897515,2,2c
MT897516,2,2c
MT897517,2,2c
MT897518,2,
MT897519,2,2c
MT897520,2,2c
MT897521,2,2c
MT897522,3,3a
MT897523,3,3a
MT897524,3,3a
MT897525,3,3a
MT897526,3,3a
MT897527,3,3a
MT897528,3,3a
MT897529,3,3a
MT897530,3,3a
MT897531,3,3a
MT897532,3,3a
MT897533,3,3a
MT897534,3,3a
MT897535,3,3a
MT897536,3,3a
MT897537,3,3a
MT897538,3,3a
MT897539,3,3a
MT897540,3,3a
MT897541,3,3a
MT897542,3,3a
MT897543,3,3a
MT897544,3,3a
MT897545,3,3a
MT897546,4,4a
MT897547,4,4d
MT897548,4,4a
MT897549,4,4d
MT897550,4,4m
MT897551,4,4a
MT897552,4,4a
MT897553,4,4d
MT897554,4,4r
MT897555,4,4d
MT897556,4,4a
MT897557,4,4d
MT897558,1,1b
MT897559,1,1b
MT897560,1,1b
MT897561,1,1b
MT897562,1,1b
MT897563,1,1b
MT897564,1,1b
MT897565,1,1b
MT897566,1,1b
MT897567,1,1b
MT897568,1,1b
MT897569,1,1b
MT897570,1,1b
MT897571,1,1b
MT897572,1,1b
MT897573,1,1b
MT897574,1,1b
MT897575,1,1b
MT897576,1,1b
MT897577,1,1b
MT897578,1,1b
MT897579,1,1b
MT897580,1,1b
MT897581,1,1b
MT897582,1,1b
MT897583,1,1b
MT897584,1,1b
MT897585,1,1b
MT897586,1,1b
MT897587,1,1b
MT897588,1,1b
MT897589,1,1b
MT897590,1,1b
MT897591,1,1b
MT897592,1,1a
MT897593,1,1d
MT897594,1,1b
MT897595,1,1b
MT897596,1,1b
MT897597,1,1b
MT897598,1,1b
MT897599,1,1b
MT897600,1,1b
MT897601,1,1b
MT897602,1,1b
MT897603,1,1b
MT897604,1,1b
MT897605,1,1b
MT897606,1,1b
MT897607,1,1b
MT897608,1,1b
MT897609,1,1d
MT897610,1,1b
MT897611,1,1b
MT897612,1,1b
MT897613,1,1b
MT897614,1,1b
MT897615,1,1b
MT897616,1,1a
MT897617,1,1b
MT897618,1,1b
MT897619,1,1b
MT897620,1,1d
MT897621,1,1d
MT897622,1,1b
MT897623,1,1b
MT897624,1,1b
MT897625,1,1b
MT897626,1,1b
MT897627,1,1b
MT897628,1,1a
MT897629,1,1b
MT897630,1,1b
MT897631,1,1b
MT897632,1,1b
MT897633,1,1b
MT897634,1,1b
MT897635,1,1b
MT897636,1,1b
MT897637,1,1b
MT897638,1,1b
MT897639,1,1b
MT897640,1,1b
MT897641,1,1b
MT897642,1,1b
MT897643,1,1b
MT897644,1,1b
MT897645,1,1b
MT897646,1,1b
MT897647,1,1b
MT897648,1,1b
MT897649,1,1b
MT897650,1,1b
MT897651,1,1b
MT897652,1,1d
MT897653,1,1b
MT897654,1,1b
MT897655,1,1d
MT897656,1,1b
MT897657,1,1a
MT897658,1,1b
MT897659,1,1b
MT897660,1,1b
MT897661,1,1b
MT897662,1,1b
MT897663,1,1b
MT897664,1,1b
MT897665,1,1b
MT897666,1,1b
MT897667,1,1d
MT897668,1,1b
MT897669,1,1d
MT897670,1,1b
MT897671,1,1b
MT897672,1,1b
MT897673,1,1a
MT897674,1,1b
MT897675,1,1b
MT897676,1,1b
MT897677,1,1b
MT897678,1,1b
MT897679,1,1d
MT897680,1,1b
MT897681,1,1b
MT897682,1,1b
MT897683,1,1b
MT897684,1,1b
MT897685,1,1b
MT897686,1,1b
MT897687,1,1b
MT897688,1,1a
MT897689,1,1a
MT897690,1,1b
MT897691,1,1b
MT897692,1,1b
MT897693,1,1b
MT897694,1,1b
MT897695,1,1b
MT897696,1,1b
MT897697,1,1b
MT897698,1,1b
MT897699,1,1b
MT897700,1,1b
MT897701,1,1b
MT897702,1,1b
MT897703,1,1b
MT897704,1,1b
MT897705,1,1d
MT897706,1,1b
MT897707,1,1b
MT897708,1,1b
MT897709,1,1b
MT897710,1,1b
MT897711,1,1b
MT897712,1,1b
MT897713,1,1b
MT897714,1,1b
MT897715,1,1b
MT897716,1,1b
MT897717,1,1b
MT897718,1,1b
MT897719,1,1b
MT897720,1,1b
MT897721,1,1d
MT897722,1,1b
MT897723,1,1b
MT897724,1,1b
MT897725,1,1a
MT897726,1,1b
MT897727,1,1b
MT897728,1,1b
MT897729,1,1b
MT897730,1,1b
MT897731,1,1b
MT897732,1,1b
MT897733,1,1b
MT897734,1,1b
MT897735,1,1a
MT897736,1,1b
MT897737,1,1b
MT897738,1,1b
MT897739,1,1b
MT897740,1,1b
MT897741,1,1b
MT897742,1,1b
MT897743,1,1b
MT897744,1,1a
MT897745,1,1b
MT897746,1,1b
MT897747,1,1b
MT897748,1,1b
MT897749,1,1b
MT897750,1,1b
MT897751,1,1b
MT897752,1,1b
MT897753,1,1b
MT897754,1,1a
MT897755,1,1b
MT897756,1,1b
MT897757,1,1b
MT897758,1,1a
MT897759,1,1a
MT897760,1,1b
MT897761,1,1b
MT897762,1,1b
MT897763,1,1b
MT897764,1,1b
MT897765,1,1b
MT897766,1,1a
MT897767,1,1b
MT897768,1,1b
MT897769,1,1b
MT897770,1,1b
MT897771,1,1b
MT897772,1,1b
MT897773,1,1b
MT897774,1,1b
MT897775,1,1b
MT897776,1,1a
MT897777,1,1b
MT897778,1,1a
MT897779,1,1d
MT897780,1,1a
MT897781,1,1b
MT897782,1,1b
MT897783,1,1b
MT897784,1,1b
MT897785,1,1b
MT897786,1,1b
MT897787,1,1b
MT897788,1,1b
MT897789,1,1b
MT897790,1,1b
MT897791,1,1b
MT897792,1,1b
MT897793,1,1d
MT897794,1,1b
MT897795,1,1b
MT897796,1,1b
MT897797,1,1b
MT897798,1,1b
MT897799,1,1d
MT897800,1,1b
MT897801,1,1b
MT897802,1,1b
MT897803,1,1b
MT897804,1,1b
MT897805,1,1b
MT897806,1,1b
MT897807,1,1b
MT897808,1,1b
MT897809,1,1b
MT897810,1,1b
MT897811,1,1b
MT897812,1,1b
MT897813,1,1b
MT897814,1,1b
MT897815,1,1b
MT897816,1,1b
MT897817,1,1b
MT897818,1,1b
MT897819,1,1b
MT897820,1,1b
MT897821,1,1b
MT897822,1,1b
MT897823,1,1b
MT897824,1,1b
MT897825,1,1b
MT897826,1,1d
MT897827,1,1d
MT897828,1,1d
MT897829,1,1b
MT897830,1,1b
MT897831,1,1b
MT897832,1,1b
MT897833,1,1b
MT897834,1,1b
MT897835,1,1b
MT897836,1,1b
MT897837,1,1b
MT897838,1,1b
MT897839,1,1b
MT897840,1,1b
MT897841,1,1b
MT916285,2,2b
MT995311,2,2b
MT995312,2,2b
MT995313,2,2b
MT995314,2,2b
MT995315,2,2b
MT995316,3,3a
MT995317,3,3a
MT995318,3,3a
MT995319,3,3a
MT995320,3,3a
MT995321,3,3a
MT995322,3,3a
MT995323,3,3a
MT995324,3,3a
MT995325,3,3a
MT995326,3,3a
MT995327,3,3a
MT995328,3,3a
MT995329,3,3a
MT995330,3,3a
MT995331,3,3a
MT995332,3,3a
MT995333,3,3a
MT995334,3,3a
MT995335,3,3a
MT995336,2,2b
MT995337,2,2b
MT995338,2,2b
MT995339,2,2b
MT995340,2,2b
MT995341,1,1b
MT995342,1,1b
MT995343,1,1b
MT995344,1,1b
MT995345,1,1b
MT995346,3,3a
MT995347,3,3a
MT995348,3,3a
MT995349,3,3a
MT995350,3,3a
MT995351,1,1a
MT995352,1,1a
MT995353,1,1a
MT995354,1,1a
MT995355,1,1a
MW016378,3,
MW016379,3,
MW041294,2,
MW041295,2,
MW041296,2,
MW041297,2,
MW041298,2,
MW041299,2,
MW531222,4,
PQ110140,,
PQ110141,,
PQ110142,,
PQ110143,,
PQ110144,,
PQ110145,,
PQ110146,,
PQ110147,,
PQ110148,,
PQ110149,,
PQ110150,,
PQ110151,,
PQ110152,,
PQ110154,,
PQ110156,,
PQ110158,,
PQ110159,,
PQ110160,,
PQ110161,,
PQ110162,,
PQ110164,,
PQ110165,,
PQ110166,,
PQ110168,,
PQ110169,,
PQ110172,,
PQ110173,,
PQ110176,,
PQ110177,,
PQ110178,,
PQ110179,,
PQ110180,,
PQ110181,,
PQ110182,,
PQ110184,,
PQ110185,,
PQ110186,,
PQ110187,,
PQ110188,,
PQ110189,,
PQ110190,,
PQ110191,,
PQ110192,,
PQ110193,,
PQ110194,,
PQ110195,,
PQ110196,,
PQ110197,,
PQ110198,,
PQ110199,,
PQ110200,,
PQ110201,,
PQ110202,,
PQ110203,,
PQ110204,,
PQ110205,,
PQ110206,,
PQ110207,,
PQ110208,,
PQ110209,,
PQ110210,,
PQ110211,,
PQ110212,,
PQ110213,,
PQ110214,,
PQ110215,,
PQ110216,,
PQ110217,,
PQ110219,,
PQ110220,,
PQ110221,,
PQ110222,,
PQ110223,,
PQ110224,,
PQ110225,,
PQ110226,,
PQ110227,,
PQ110228,,
PQ110229,,
PQ110230,,
PQ110231,,
PQ144092,3,3a
PQ144093,3,3a
PP319949,1,1b
PP319950,1,1b
PP319951,1,1b
PP319952,1,1b
PP319953,1,1b
PP319954,1,1b
PP319955,1,1b
PP319956,1,1b
PP319957,1,1a
PP319958,1,1a
PP319959,1,1a
PP319960,1,1a
PP319961,1,1a
PP319962,3,3a
PP319963,3,3a
PP319964,3,3a
PP319965,3,3a
PP319966,3,3a
PP319967,3,3a
PP319968,3,3a
PP319969,3,3a
PP319970,3,3a
PP319971,3,3a
PP319972,3,3a
PP319973,2,2a
PP319974,2,2a
PP319975,2,2k
PP372686,2,2a
ON630763,1,
ON630764,1,
ON630765,1,
ON630766,1,
ON630767,1,
ON630768,1,
ON630769,1,
ON630770,1,
ON630771,1,
ON630772,1,
ON630773,1,
ON630774,1,
ON630775,1,
ON630776,1,
ON630777,1,
ON630778,1,
ON630779,1,
ON630780,1,
ON630781,1,
ON630782,1,
ON630783,1,
ON630784,1,
ON630785,1,
ON630786,1,
ON630787,1,
ON630788,1,
ON630789,1,
ON630790,1,
ON630791,1,
ON630792,1,
ON630793,1,
ON630794,1,
ON630795,1,
ON630796,1,
ON630797,1,
ON630798,1,
ON630799,1,
ON630800,1,
ON630801,1,
ON630802,1,
ON630803,1,
ON630804,1,
ON630805,1,
ON630806,1,
ON630807,1,
ON630808,1,
ON630809,1,
ON630810,1,
ON630811,1,
ON630812,1,
ON630813,1,
ON630814,1,
ON630815,1,
ON630816,1,
ON630817,1,
ON630818,1,
ON630819,1,
ON630820,1,
ON630821,1,
ON630822,1,
ON630823,1,
ON630824,1,
ON630825,1,
ON630826,1,
ON630827,1,
ON630828,1,
ON630829,1,
ON630830,1,
ON630831,1,
ON630832,1,
ON630833,1,
ON630834,1,
ON630835,1,
ON630836,1,
ON630837,1,
ON630838,1,
ON630839,1,
ON630840,1,
ON630841,1,
ON630842,1,
ON630843,1,
ON630844,1,
ON630845,1,
ON630846,1,
ON630847,1,
ON630848,1,
ON630849,1,
ON630850,1,
ON630851,1,
ON630852,1,
ON630853,1,
ON630854,1,
ON630855,1,
ON630856,1,
ON630857,1,
ON630858,1,
ON630859,1,
ON630860,1,
ON630861,1,
ON630862,1,
ON630863,1,
ON630864,1,
ON630865,1,
ON630866,1,
ON630867,1,
ON630868,1,
ON630869,1,
ON630870,4,
ON630871,4,
ON630872,4,
ON630873,4,
ON630874,4,
ON630875,4,
ON630876,4,
ON630877,4,
ON630878,4,
ON630879,4,
ON630880,4,
ON630881,4,
ON630882,4,
ON630883,4,
ON630884,4,
ON630885,4,
ON630886,4,
ON630887,4,
ON630888,4,
ON630889,4,
ON630890,4,
ON630891,4,
ON630892,4,
ON630893,4,
ON630894,4,
ON630895,4,
ON630896,4,
ON630897,4,
ON630898,4,
ON630899,4,
ON630900,4,
ON351045,3,3a
ON351046,3,3a
ON351047,2,2b
ON351048,3,3b
ON351049,2,2b
ON351050,2,2b
ON351051,3,3a
ON351052,3,3b
ON351053,3,3a
ON351054,3,3a
ON376995,3,3a
ON595719,3,3a
ON595721,3,3a
ON595722,3,
ON595723,3,
ON603922,3,3a
ON603923,3,3a
ON603924,3,3a
ON603925,3,3a
ON603926,3,3a
ON603927,3,3a
ON603928,3,3a
ON603929,3,3a
ON603930,3,3a
ON603931,3,3a
ON603932,3,3a
ON603933,3,3a
ON603934,3,3a
ON603935,3,3a
ON603936,3,3a
ON603937,3,3a
ON603938,3,3a
ON603939,3,3a
ON603940,3,3a
PP239648,1,1a
PP239649,1,1a
PP239650,1,1a
PP239651,3,3a
PP239652,1,1a
PP239653,3,3a
PP239654,1,1a
PP239655,1,1a
PP239656,3,3a
PP239657,3,3a
PP239658,1,1a
PP239659,1,1a
PP239660,1,1a
PP239661,1,1a
PP239662,1,1b
PP239663,1,1a
PP239664,1,1a
PP239665,1,1b
PP239666,3,3a
PP239667,1,1a
PP239668,1,1a
PP239669,1,1a
PP239670,1,1b
PP239671,1,1a
PP239672,1,1b
PP239673,1,1b
PP239674,1,1b
PP239675,1,1b
PP239676,1,1a
PP239677,1,1a
PP239678,1,1a
PP239679,1,1a
PP239680,1,1b
PP239681,1,1a
PP239682,1,1b
PP239683,1,1a
PP239684,1,1a
PP239685,1,1a
PP239686,1,1a
PP239687,1,1a
PP239688,1,1b
PP239689,1,1b
PP239690,1,1b
MW629116,6,6l
MW629117,1,1a
MW629118,4,4a
MW629119,2,2a
MW629120,1,1b
MW675788,1,1a
MW675789,1,1a
MW675790,1,1a
MW675791,1,1a
MW675792,1,1a
MW675793,1,1a
MW675794,1,1a
MW675795,1,1a
MW675796,1,1a
MW675797,4,4d
MW675798,4,4d
MW675799,4,4d
MW675800,4,4d
MW675899,,
MW675900,,
MW675901,,
MW675902,,
MW675903,,
MW675904,,
MW675905,,
MW675906,,
MW675907,,
MW675908,,
MW675909,,
MW675910,,
MW675911,,
MW675912,,
MW675913,,
MW675914,,
MW675915,,
MW675916,,
MW675917,,
MW675918,,
MW675919,,
MW675920,,
MW675921,,
MW675922,,
MW675923,,
MW675924,,
MW675925,,
MW675926,,
MW675927,,
MW675928,,
MW675929,,
MW675930,,
MW675931,,
MW675932,,
MW675933,,
MW675934,,
MW675935,,
MW675936,,
MW675937,,
MW675938,,
MW675939,,
MW675940,,
MW675941,,
MW675942,,
MW675943,,
MW675944,,
MW675945,,
MW675946,,
MW675947,,
MW675948,,
MW675949,,
MW675950,,
MW675951,,
MW675952,,
MW675953,,
MW675954,,
MW675955,,
MW675956,,
MW675957,,
MW675958,,
MW675959,,
MW675960,,
MW675961,,
MW675962,,
MW675963,,
MW675964,,
MW675965,,
MW678731,1,1a
MW678732,1,1a
MW678733,1,1a
MW678734,1,1a
MW678735,1,1a
MW678736,1,1a
MW678737,1,1a
MW678738,1,1a
MW678739,1,1a
MW678740,1,1a
MW678741,1,1a
MW678742,1,1a
MW678743,1,1a
MW678744,1,1a
MW678745,1,1a
MW678746,1,1a
MW678747,1,1a
MW678748,1,1a
MW678749,1,1a
MW678750,1,1a
MW678751,3,3a
MW678752,3,3a
MW678753,3,3a
MW678754,3,3a
MW678755,3,3a
MW678756,3,3a
MW689944,1,1a
MW689945,1,1a
MW689946,1,1a
MW689947,1,1a
MW689948,1,1a
MW689949,1,1a
MW689950,1,1a
MW689951,1,1a
MW689952,1,1l
MW689953,1,1a
MW689954,1,1a
MW689955,1,1a
MW689956,1,1a
MW689957,1,1a
MW689958,1,1a
MW689959,1,1a
MW689960,1,1a
MW689961,1,1a
MW689962,1,1a
MW689963,1,1a
MW689964,1,1l
MW689965,1,1b
MW689966,1,1b
MW689967,1,1b
MW689968,1,1b
MW689969,1,1a
MW689970,1,1a
MW689971,1,1b
MW689972,1,1a
MW689973,1,1b
MW689974,1,1a
MW689975,1,1b
MW689976,1,1b
MW689977,1,1a
MW689978,1,1g
MW689979,1,1a
MW689980,1,1a
MW689981,1,1a
MW689982,1,1a
MW689983,1,1l
MW689984,1,1g
MW689985,1,1a
MW689986,1,1a
MW689987,1,1a
MW689988,1,1a
MW689989,1,1a
MW689990,1,1a
MW689991,1,1b
MW689992,1,1b
MW689993,1,1a
MW689994,1,1a
MW689995,1,1a
MW689996,1,1a
MW689997,1,1b
MW689998,1,1a
MW689999,1,1b
MW690000,1,1a
MW690001,1,1a
MW690002,1,1a
MW690003,1,1a
MW690004,1,1a
MW690005,1,1a
MW690006,1,1a
MW690007,1,1g
MW690008,1,1g
MW690009,1,1b
MW690010,1,1e
MW690011,1,1a
MW690012,1,1g
MW690013,1,1c
MW690014,1,1b
MW690015,1,1a
MW690016,1,1b
MW690017,1,1a
MW690018,1,1a
MW690019,1,1a
MW690020,1,1a
MN596306,4,4a
MN596307,4,4a
MN596308,4,4a
MN596309,4,4a
MN596310,4,4a
MN596311,4,4a
MN596312,4,4a
MN596313,4,4a
MN596314,4,4a
MN596315,4,4a
MN596316,4,4a
MN596317,4,4a
MN596318,4,4a
MN596319,4,4a
MN596320,4,4a
MN596321,4,4a
MN596322,4,4a
MN628574,3,3a
MN628575,3,3a
MN628576,3,3a
MN628577,3,3a
MN628578,3,3a
MN628579,3,3a
MN628580,3,3a
MN628581,1,1a
MN628582,3,3a
MN628583,3,3a
MN628584,3,3a
MN628585,3,3a
MN628586,3,3a
MN628587,3,3a
MN628588,3,3a
MN628589,3,3a
MN628590,3,3a
MN628591,3,3a
MN628592,1,1a
MN628593,3,3a
MN628594,3,3a
MN628595,3,3a
MN628596,3,3a
MN628597,3,3a
MN641918,,
MN641919,,
MN641920,,
MN641921,,
MN641922,,
MN641923,,
MN641924,,
MN641925,,
MN641926,,
MN641927,,
MN641928,,
MN641929,,
MN641930,,
MN641931,,
MN641932,,
MN641933,,
MN641934,,
MN641935,,
MN641936,,
MN641937,,
MN641938,,
MN641939,,
MN641940,,
MN641941,,
MN641942,,
MN641943,,
MN641944,,
MN641945,,
MN641946,,
MN641947,,
MN641948,,
MN641949,,
MN641950,,
MN641951,,
MN641952,,
MN641953,,
MN641954,,
MN641955,,
MN641956,,
MN641957,,
MN641958,,
MN641959,,
MN641960,,
MN641961,,
MN641962,,
MN641963,,
MN641964,,
MN641965,,
MN641966,,
MN641967,,
MN641968,,
MN641969,,
MN641970,,
MN641971,,
MN641972,,
MN641973,,
MN641974,,
MN641975,,
MN641976,,
MN641977,,
MN641978,,
MN641979,,
MN650758,,
MN650759,,
MN650760,,
MN650761,,
MN650762,,
MN650763,,
MN650764,,
MN650765,,
MN650766,,
MN650767,,
MN650768,,
MN650769,,
MN650770,,
MN650771,,
MN650772,,
MN650773,,
MN650774,,
MN650775,,
MN650776,,
MN650777,,
MN650778,,
MN650779,,
MN650780,,
MN650781,,
MN650782,,
MN650783,,
MN650784,,
MN650785,,
MN650786,,
MN650787,,
MN650788,,
MN650789,,
MN650790,,
MN650791,,
MN650792,,
MN650793,,
MN650794,,
MN650795,,
MN650796,,
MN650797,,
MN650798,,
MN650799,,
MN650800,,
MN650801,,
MN650802,,
MN650803,,
MN650804,,
MN650805,,
MN650806,,
MN650807,,
MN650808,,
MN650809,,
MN650810,,
MN650811,,
MN650812,,
MN650813,,
MN650814,,
MN650815,,
MN650816,,
MN650817,,
MN650818,,
MN650819,,
MN729336,1,1b
MN729337,3,3a
MN729338,3,3a
MN729339,1,1a
MN729340,3,3a
MN729341,1,1a
MN729342,1,1a
MN729343,3,3a
MN729344,3,3a
MN729345,3,3a
MN729346,1,1a
MN729347,3,3a
MN729348,1,1a
MN729349,3,3a
MN782309,4,4a
MN782310,4,4a
MN782311,1,
MN794403,,
MN794404,,
MN794405,,
MN794406,,
MN794407,,
MN794408,,
MN794409,,
MN794410,,
MN794411,,
MN794412,,
MN794413,,
MN794414,,
MN794415,,
MN794416,,
MN794417,,
MN807639,3,3a
MN807640,3,3a
MN807641,3,3b
MN807642,3,3a
MN807643,1,1a
MN807644,1,1a
MN807645,1,1a
MN807646,1,1a
MN807647,1,1a
MN807648,1,1a
MN807649,1,1a
MN807650,1,1a
MN807651,1,1a
MN807652,1,1a
MN807653,1,1a
MN807654,1,1a
MN807655,1,1a
MN807656,1,1a
MN807657,1,1a
MN807658,1,1a
MN807659,3,3a
MN807660,1,1a
MN807661,1,1a
MN807662,1,1a
MN807663,1,1a
MN807664,1,1a
MN807665,1,1a
MN807666,1,1a
MN807667,1,1a
MN807668,1,1a
MN807669,1,1a
MN807670,1,1a
MN807671,1,1a
MN807672,1,1a
MN807673,1,1a
MN807674,1,1a
MN807675,1,1a
MN807676,3,3a
MN807677,1,1a
MN807678,1,1a
MN807679,1,1a
MN807680,1,1a
MN807681,1,1a
MN807682,1,1a
MN807683,6,6n
MN807684,1,1a
MN807685,1,1a
MN807686,1,1a
MN894516,,
MN894517,,
MN895084,4,4f
MN895085,4,4f
MN895086,4,4f
MN895087,4,4f
MN895088,4,4f
MN895089,4,4f
MN895090,4,4f
MN895091,4,4f
MN895092,4,4f
MN895093,4,4f
MN895094,4,4f
MN895095,4,4p
MN895096,1,1l
MN895097,1,1l
MN895098,1,1l
MN895099,2,2nc
MN895100,1,1h
MN895101,1,1h
MN895102,1,1h
MN895103,2,2nc
MN895104,4,4nc
MN895105,1,1e
MN895106,1,1nc
MN895107,2,2nc
MN895108,4,4nc
MN895109,4,4nc
MN895110,4,4nc
MN895111,4,4f
MN895112,2,2nc
MN895113,4,4f
MN895114,4,4nc
MN895115,4,4f
MN895116,4,4f
MN895117,2,2nc
MN895118,2,2nc
MN895119,2,2nc
MN895120,2,2nc
MN895121,1,1nc
MN895122,1,1h
MN895123,2,2nc
MN895124,1,1nc
MN895125,1,1nc
MN895126,2,2nc
MN895127,2,2nc
MN895128,4,4f
MN895129,1,1nc
MN895130,2,2nc
MN895131,2,2nc
MN895132,2,2nc
MN895133,2,2nc
MN895134,2,2nc
MN895135,1,1nc
MN895136,2,2nc
MN895137,1,1nc
MN895138,2,2nc
MN895139,1,1nc
MN970192,1,1a
MN970193,3,3a
MN970194,3,3b
MN977326,4,4a
MN977327,1,
MN977328,4,4a
MN977329,4,4a
MN977330,4,
MN977332,4,
MN982201,1,1a
MN982202,1,1b
MN982203,1,1a
MN982204,1,1a
MN982205,1,1a
MN982206,1,1a
MN982207,1,1b
MN982208,1,1a
MN982209,1,1a
MN982210,1,1a
MN982211,1,1b
MN982212,1,1b
MN982213,1,1b
MN982214,1,1b
MN982215,1,1a
MN982216,1,1a
MN982217,1,1a
MN982218,1,1a
MN982219,1,1a
MN982220,2,2c
MN982221,1,1a
MN982222,1,1a
MN982223,1,1a
MN982224,1,1a
MN982225,1,1a
MN982226,1,1b
MN982227,1,1b
MN982228,1,1a
MN982229,3,3a
MN982230,1,1a
MN982231,1,1a
MN998617,3,
MN998618,3,
MN998619,3,
MN998620,3,
MN998621,3,
MN998622,3,
MN998623,3,
MN998624,3,
MN998625,3,
MN998626,3,
MN998627,3,
MT032265,6,
MT032266,6,
MT032267,6,
MT032268,6,
MT032269,6,
MT032270,6,
MT032271,6,
MT032272,6,
MT032273,6,
MT032274,6,
MT032275,6,
MT032276,6,
MT032277,6,
MT032278,6,
MT032279,6,
MT032280,6,
MT032281,6,
MT032282,6,
MT032283,6,
MT032284,6,
MT032285,6,
MT032286,6,
MT032287,6,
MT032288,6,
MT032289,6,
MT032290,6,
MT032291,6,
MT032292,6,
MT032293,6,
MT032294,6,
MT032295,6,
MT032296,6,
MT032297,6,
MT032298,6,
MT032299,6,
MT032300,6,
MT032301,6,
MT032302,6,
MT032303,6,
MT032304,6,
MT032305,6,
MT062953,3,
MT062954,3,
MT062955,3,
MT062956,3,
MT062957,3,
MT062958,3,
MT062959,3,
MT062960,3,
MT062961,3,
MT062962,3,
MT062963,3,
MT062964,3,
MT062965,1,
MT062966,1,
MT062967,1,
MT062968,1,
MT062969,1,
MT062970,1,
MT062971,1,
MT062972,1,
MT062973,1,
MT062974,1,
MT108306,1,1a
MT108307,1,1a
MT108308,1,1a
MT108309,1,1a
MT108310,1,1a
MT108311,1,1a
MT108312,1,1a
MT108313,1,1a
MT108314,1,1a
MT108315,1,1a
MT108316,1,1a
MT108317,1,1a
MT108318,1,1a
MT108319,1,1a
MT108320,1,1a
MT108321,1,1a
MT108322,1,1a
MT108323,1,1a
MT108324,1,1a
MT108325,1,1a
MT108326,1,1a
MT108327,1,1a
MT108328,1,1a
MT108329,1,1a
MT108330,1,1a
MT108331,1,1a
MT108332,1,1a
MT108333,1,1a
MT108334,1,1a
MT108335,1,1a
MT108336,1,1a
MT108337,1,1a
MT108338,1,1a
MT108339,1,1a
MT108340,1,1a
MT108341,1,1a
MT108342,1,1a
MT108343,1,1a
MT108344,1,1a
MT108345,1,1a
MT108346,1,1a
MT108347,1,1a
MT108348,1,1a
MT108349,1,1a
MT108350,1,1a
MT108351,1,1a
MT108352,1,1a
MT108353,1,1a
MT108354,1,1a
MT108355,1,1a
MT108356,1,1a
MT108357,1,1a
MT108358,1,1a
MT108359,1,1a
MT108360,1,1a
MT108361,1,1a
MT108362,1,1a
MT108363,1,1a
MT108364,1,1a
MT108365,1,1a
MT108366,1,1a
MT108367,1,1a
MT108368,1,1a
MT113067,3,
MT113068,3,
MT113070,3,
MT113071,3,
MT113073,4,
MT113074,4,
MT113075,4,
MT113078,4,
MT113079,4,
MT113080,4,
MT113083,4,
MT145546,1,1b
MT145547,1,1b
MT145548,1,1b
MT145549,1,1b
MT145550,1,1a
MT145551,1,1b
MT145552,1,1b
MT145553,1,1b
MT145554,1,1b
MT145555,1,1b
MT145556,1,1b
MT145557,1,1b
MT145558,1,1a
MT145559,1,1b
MT145560,1,1b
MT145561,1,1b
MT145562,1,1b
MT145563,1,1b
MT145564,1,1b
MT145565,1,1b
MT145566,1,1b
MT145567,1,1b
MT145568,2,2c
MT145569,,
MT145570,2,2c
MT145571,2,2a
MT145572,,
MT145573,2,2a
MT145574,2,2a
MT145575,2,2a
MT145576,2,2a
MT145577,,
MT145578,3,3a
MT145579,3,3a
MT145580,3,3a
MT145581,3,3a
MT145582,3,3a
MT145583,3,3a
MT145584,3,3a
MT145585,3,3a
MT145586,3,3a
MT145587,3,3a
MT145588,3,3a
MT145589,3,3a
MT145590,3,3a
MT145591,3,3a
MT145592,3,3a
MT145593,3,3a
MT145594,3,3a
MT145595,3,3a
MT145596,3,3a
MT145597,3,3a
MT145598,3,3a
MT145599,3,3a
MT145600,3,3a
MT145601,3,3a
MT145602,1,1b
MT145603,2,2a
MT145604,3,3a
MT145605,2,2a
MT145606,2,2c
MT145607,2,2a
MT145608,2,2a
MT145609,2,2a
MT145610,2,2a
MT145611,2,2a
MT151021,1,1a
MT151022,4,4r
MT151023,4,4b
MT151024,2,
MT151025,1,1l
MT151026,1,1o
MT151027,1,1e
MT151028,4,4r
MT151029,1,1b
MT151030,3,3a
MT151031,4,4f
MT151032,4,4g
MT151033,4,4r
MT151034,4,4b
MT151035,4,4f
MT151036,4,4k
MT151037,4,4k
MT151038,4,4c
MT151039,4,4k
MT151040,4,4k
MT151041,4,4r
MT151042,4,4r
MT151043,4,4r
MT151044,4,4r
MT151045,4,4r
MT151046,4,4c
MT151047,4,4k
