Accession,AssignedGenotype,Subtype6aDistance,Subtype6aDistance,Subtype6bDistance,Subtype6cDistance,Subtype6dDistance,Subtype6eDistance,Subtype6fDistance,Subtype6gDistance,Subtype6hDistance,Subtype6iDistance,Subtype6jDistance,Subtype6kDistance,Subtype6lDistance,Subtype6mDistance,Subtype6nDistance,Subtype6nDistance,Subtype6oDistance,Subtype6pDistance,Subtype6qDistance,Subtype6rDistance,Subtype6sDistance,Subtype6tDistance,Subtype6tDistance,Subtype6uDistance,Subtype6vDistance,Subtype6vDistance,Subtype6wDistance,Subtype6wDistance,Subtype6xaDistance,Subtype6xaDistance,Subtype6xbDistance,Subtype6xbDistance,Subtype6xcDistance,Subtype6xdDistance,Subtype6xdDistance,Subtype6xeDistance,Subtype6xeDistance,Subtype6xfDistance,Subtype6xfDistance,Subtype6xgDistance,Subtype6xgDistance,Subtype6xhDistance,Subtype6xiDistance,Subtype6xiDistance,Subtype6xjDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
MT428299,6,26.744,26.744,27.378,23.837,24.058,25.507,24.638,27.035,23.478,22.899,23.547,21.739,20.299,20.290,2.319,2.319,22.899,21.159,24.419,24.566,25.797,25.797,25.797,26.032,28.406,28.406,24.709,24.709,22.965,22.965,21.676,21.676,26.744,24.324,24.324,12.209,12.209,25.000,25.000,11.047,11.047,25.507,24.638,24.638,22.384,6n,2.319,6xg,11.047
MT428318,6,27.381,27.381,25.915,18.605,18.841,20.000,4.348,25.291,30.145,29.480,29.855,29.254,26.380,28.902,24.058,24.058,20.580,20.349,21.098,17.681,28.779,20.580,20.580,20.000,26.377,26.377,22.965,22.965,23.030,23.030,26.590,26.590,22.254,27.439,27.439,28.198,28.198,22.324,22.324,27.035,27.035,24.348,29.275,29.275,30.233,6f,4.348,6r,17.681
MT428319,6,25.444,25.444,24.332,20.058,18.841,20.749,4.348,25.291,29.799,29.429,28.889,28.116,26.567,28.736,24.355,24.355,20.870,21.512,21.676,16.232,28.242,20.977,20.977,22.126,25.000,25.000,22.393,22.393,23.988,23.988,25.298,25.298,22.561,24.699,24.699,26.163,26.163,22.701,22.701,27.011,27.011,23.851,28.060,28.060,29.552,6f,4.348,6r,16.232
MT428320,6,28.358,28.358,27.666,22.609,25.217,24.762,24.348,26.380,23.188,23.768,24.128,22.609,20.000,19.420,3.768,3.768,23.188,20.290,23.547,23.121,26.377,25.217,25.217,26.349,27.826,27.826,25.291,25.291,20.930,20.930,22.029,22.029,24.771,27.327,27.327,13.081,13.081,25.076,25.076,10.756,10.756,26.377,22.609,22.609,23.837,6n,3.768,6xg,10.756
MT428322,6,27.811,27.811,26.113,19.767,20.000,21.449,5.507,26.163,28.367,28.571,27.044,28.986,26.844,27.299,24.348,24.348,22.029,21.802,22.543,16.522,29.395,20.977,20.977,22.029,27.439,27.439,24.848,24.848,24.855,24.855,26.765,26.765,21.951,26.506,26.506,26.744,26.744,23.563,23.563,27.035,27.035,25.862,29.254,29.254,25.893,6f,5.507,6r,16.522
PQ533731,6,7.097,7.097,20.130,24.194,25.161,26.837,26.367,26.780,25.385,26.115,29.299,28.803,27.124,27.564,28.526,28.526,27.419,22.903,27.974,26.214,27.419,27.331,27.331,23.701,25.163,25.163,25.974,25.974,22.258,22.258,25.869,25.869,25.974,19.032,19.032,29.167,29.167,29.487,29.487,29.355,29.355,24.919,28.065,28.065,25.483,6a,7.097,6xd,19.032
PQ533732,6,4.839,4.839,17.254,26.129,25.484,27.476,26.837,26.441,28.188,26.198,29.393,,28.105,26.774,29.355,29.355,25.806,24.516,28.896,26.214,26.129,28.435,28.435,24.818,24.430,24.430,24.351,24.351,21.613,21.613,28.244,28.244,28.571,18.710,18.710,29.355,29.355,29.572,29.572,28.065,28.065,23.718,28.754,28.754,28.105,6a,4.839,6xd,18.710
PQ533733,6,7.097,7.097,20.070,27.419,27.419,28.754,28.344,26.102,26.174,24.759,27.331,26.861,26.471,27.419,30.645,30.645,26.774,26.129,29.221,27.508,26.774,27.707,27.707,27.273,23.856,23.856,23.701,23.701,23.548,23.548,25.475,25.475,29.870,20.323,20.323,29.032,29.032,30.128,30.128,28.710,28.710,24.038,26.518,26.518,26.255,6a,7.097,6xd,20.323
PQ533734,6,4.575,4.575,20.714,26.471,26.144,27.832,26.578,26.441,27.181,25.733,28.477,28.115,26.452,27.778,30.392,30.392,26.144,24.837,28.664,26.059,27.632,25.097,25.097,26.885,24.092,24.092,25.081,25.081,20.077,20.077,27.099,27.099,29.412,19.935,19.935,29.739,29.739,27.626,27.626,30.405,30.405,24.194,28.435,28.435,29.032,6a,4.575,6xd,19.935
PQ533735,6,3.871,3.871,20.070,26.452,26.129,26.837,27.070,28.136,27.308,26.518,29.712,28.803,27.362,28.065,29.487,29.487,26.774,25.161,29.870,27.508,27.742,27.070,27.070,27.273,26.471,26.471,24.595,24.595,23.226,23.226,27.099,27.099,29.221,19.677,19.677,29.808,29.808,29.808,29.808,30.000,30.000,24.290,27.863,27.863,26.641,6a,3.871,6xd,19.677
PQ533736,6,3.236,3.236,20.070,25.243,25.566,27.564,27.476,26.531,27.273,25.321,28.205,27.922,27.869,26.861,30.097,30.097,27.184,23.948,29.032,25.974,26.861,27.476,27.476,27.036,24.756,24.756,25.733,25.733,23.301,23.301,27.203,27.203,29.316,20.065,20.065,29.450,29.450,26.887,26.887,29.126,29.126,24.116,28.526,28.526,25.969,6a,3.236,6xd,20.065
PQ533737,6,5.484,5.484,17.606,26.129,27.097,28.115,27.389,26.441,26.174,25.879,28.754,29.126,26.214,27.097,30.000,30.000,26.452,25.161,28.896,26.537,27.742,25.483,25.483,25.325,26.144,26.144,25.649,25.649,23.871,23.871,25.954,25.954,28.571,19.677,19.677,30.000,30.000,30.547,30.547,30.000,30.000,24.359,27.796,27.796,26.255,6a,5.484,6b,17.606
PQ533738,6,4.194,4.194,20.775,26.774,27.419,28.754,28.344,27.036,27.517,26.518,28.435,28.990,27.517,27.419,30.000,30.000,26.774,24.437,29.260,26.537,26.774,26.641,26.641,27.597,25.163,25.163,23.986,23.986,20.077,20.077,27.481,27.481,29.870,20.645,20.645,30.323,30.323,28.794,28.794,29.355,29.355,25.000,28.571,28.571,25.869,6a,4.194,6xd,20.645
PQ533739,6,5.484,5.484,17.958,26.129,25.806,27.157,26.752,25.085,26.174,25.879,28.754,27.508,26.214,27.097,29.355,29.355,24.839,23.871,28.896,26.214,27.419,27.070,27.070,26.623,24.837,24.837,24.675,24.675,22.581,22.581,27.099,27.099,28.571,19.355,19.355,29.032,29.032,27.626,27.626,29.677,29.677,24.038,28.754,28.754,27.027,6a,5.484,6xd,19.355
PQ533740,6,2.913,2.913,21.127,25.890,25.566,28.205,28.435,27.551,27.946,25.962,29.167,27.922,28.525,27.508,30.097,30.097,27.508,24.595,29.355,26.299,27.184,28.435,28.435,27.362,26.471,26.471,26.059,26.059,23.625,23.625,27.203,27.203,29.316,20.388,20.388,30.421,30.421,26.887,26.887,29.773,29.773,24.116,29.487,29.487,26.357,6a,2.913,6xd,20.388
PQ533741,6,4.854,4.854,19.366,25.566,25.566,27.885,26.198,27.551,27.946,27.184,29.808,26.948,27.213,26.452,29.773,29.773,25.890,24.194,28.664,26.299,26.537,28.115,28.115,25.271,25.163,25.163,24.430,24.430,22.654,22.654,28.846,28.846,29.316,19.417,19.417,29.126,29.126,29.368,29.368,28.803,28.803,24.116,28.205,28.205,26.885,6a,4.854,6xd,19.417
PQ533742,6,7.097,7.097,17.606,25.806,26.774,27.157,27.389,26.102,26.174,26.198,29.393,28.479,27.451,26.452,31.290,31.290,25.484,25.484,29.221,27.508,28.387,28.115,28.115,26.299,25.490,25.490,24.675,24.675,22.581,22.581,27.099,27.099,29.545,20.323,20.323,30.323,30.323,31.190,31.190,31.290,31.290,24.359,29.073,29.073,27.799,6a,7.097,6b,17.606
PQ533743,6,4.902,4.902,18.310,25.817,25.490,26.861,26.774,25.926,27.211,25.490,29.126,26.885,26.821,26.797,29.221,29.221,26.797,24.183,28.618,26.885,25.817,27.419,27.419,25.987,23.607,23.607,24.013,24.013,22.549,22.549,27.519,27.519,28.618,18.954,18.954,27.922,27.922,29.323,29.323,29.412,29.412,23.377,27.832,27.832,26.275,6a,4.902,6xd,18.954
PQ533744,6,7.097,7.097,20.070,26.129,27.097,26.518,26.752,26.710,25.763,26.518,29.073,27.891,25.085,26.452,29.355,29.355,24.516,24.516,28.296,27.184,27.742,27.707,27.707,27.273,25.163,25.163,24.351,24.351,22.258,22.258,27.481,27.481,28.571,20.000,20.000,28.710,28.710,28.662,28.662,28.710,28.710,24.038,28.435,28.435,27.027,6a,7.097,6xd,20.000
PQ533745,6,5.806,5.806,19.014,26.452,27.419,28.115,27.707,26.102,26.174,25.559,29.393,28.803,26.144,27.419,29.677,29.677,25.806,24.516,28.939,26.214,28.065,25.483,25.483,26.948,25.163,25.163,24.026,24.026,24.516,24.516,26.336,26.336,28.896,19.677,19.677,29.032,29.032,29.299,29.299,29.677,29.677,23.718,28.115,28.115,26.641,6a,5.806,6xd,19.677
PQ533746,6,7.419,7.419,17.958,25.484,26.129,27.476,26.592,26.780,25.839,26.282,28.254,27.508,24.710,27.097,28.526,28.526,26.129,23.548,29.545,26.214,27.097,27.707,27.707,26.948,25.163,25.163,24.351,24.351,23.226,23.226,26.718,26.718,28.571,19.032,19.032,27.885,27.885,29.582,29.582,29.677,29.677,23.718,28.435,28.435,26.255,6a,7.419,6xd,19.032
PQ533747,6,4.194,4.194,19.718,25.806,25.484,27.157,26.246,26.623,26.510,25.240,28.115,26.518,26.774,27.742,28.205,28.205,26.774,23.871,27.742,25.974,25.806,27.517,27.517,25.974,23.529,23.529,23.625,23.625,22.034,22.034,26.336,26.336,28.013,19.355,19.355,28.205,28.205,28.405,28.405,28.387,28.387,23.473,27.508,27.508,27.419,6a,4.194,6xd,19.355
PQ533748,6,6.452,6.452,18.662,28.065,27.097,28.435,27.389,26.441,26.174,26.837,29.073,28.155,24.510,27.742,29.032,29.032,26.129,24.839,27.413,27.184,28.065,28.344,28.344,23.664,25.081,25.081,25.325,25.325,23.226,23.226,26.718,26.718,28.571,19.355,19.355,29.677,29.677,29.699,29.699,29.677,29.677,25.321,27.796,27.796,26.641,6a,6.452,6xd,19.355
PQ533749,6,3.226,3.226,21.429,25.806,25.806,28.115,27.653,26.441,28.188,25.879,29.073,27.184,27.778,27.742,29.032,29.032,26.129,24.194,29.260,25.243,25.806,28.296,28.296,25.974,24.510,24.510,25.000,25.000,23.226,23.226,26.641,26.641,28.571,19.677,19.677,29.032,29.032,28.405,28.405,28.387,28.387,24.595,28.387,28.387,25.097,6a,3.226,6xd,19.677
PQ533750,6,6.774,6.774,18.310,27.742,26.774,28.115,27.070,26.710,26.452,27.157,29.393,27.891,24.183,27.419,28.710,28.710,25.806,24.516,27.413,26.861,27.742,28.754,28.754,25.974,24.756,24.756,25.000,25.000,22.903,22.903,26.718,26.718,28.247,19.032,19.032,29.355,29.355,29.323,29.323,29.355,29.355,25.641,27.476,27.476,26.641,6a,6.774,6xd,19.032
PQ533751,6,6.774,6.774,20.900,26.774,25.484,27.796,26.688,28.014,28.475,27.157,30.032,27.508,27.148,26.774,30.323,30.323,26.774,25.484,29.260,26.537,27.097,27.707,27.707,26.948,26.471,26.471,25.000,25.000,24.516,24.516,27.099,27.099,28.247,18.387,18.387,29.677,29.677,29.808,29.808,29.032,29.032,24.038,26.644,26.644,25.097,6a,6.774,6xd,18.387
PQ533752,6,2.903,2.903,19.014,25.806,25.161,27.157,26.752,27.458,27.181,25.879,28.754,27.832,27.778,27.097,29.355,29.355,26.452,24.839,29.260,26.537,27.419,26.752,26.752,25.649,26.144,26.144,25.974,25.974,23.226,23.226,26.336,26.336,28.247,19.677,19.677,30.000,30.000,29.323,29.323,29.355,29.355,24.359,28.435,28.435,25.483,6a,2.903,6xd,19.677
PQ533753,6,6.796,6.796,19.014,26.214,27.184,28.205,27.476,26.471,26.190,26.282,29.487,26.621,25.510,27.508,28.479,28.479,25.890,24.595,29.642,25.325,27.508,27.796,27.796,26.384,25.163,25.163,24.430,24.430,22.977,22.977,27.203,27.203,28.664,19.094,19.094,28.155,28.155,30.097,30.097,28.155,28.155,23.473,27.885,27.885,26.357,6a,6.796,6xd,19.094
PQ533754,6,5.161,5.161,21.127,26.129,25.484,27.796,27.575,26.623,27.517,25.240,29.712,27.157,26.774,28.387,30.000,30.000,27.742,23.871,28.387,26.299,26.774,26.641,26.641,25.974,23.856,23.856,24.272,24.272,20.077,20.077,25.954,25.954,28.339,20.000,20.000,30.645,30.645,28.405,28.405,30.000,30.000,24.437,28.155,28.155,26.641,6a,5.161,6xd,20.000
PQ533755,6,5.161,5.161,21.127,26.129,25.484,27.796,27.575,26.623,27.517,25.240,29.712,27.157,26.774,28.387,30.000,30.000,27.742,23.871,28.387,26.299,26.774,26.641,26.641,25.974,23.856,23.856,24.272,24.272,20.077,20.077,25.954,25.954,28.339,20.000,20.000,30.645,30.645,28.405,28.405,30.000,30.000,24.437,28.155,28.155,26.641,6a,5.161,6xd,20.000
PQ533756,6,6.452,6.452,20.423,25.484,26.774,27.476,26.217,25.763,26.510,26.198,30.032,28.479,26.861,28.065,30.000,30.000,26.129,24.194,29.545,27.184,28.065,27.796,27.796,24.820,25.817,25.817,25.325,25.325,20.849,20.849,27.099,27.099,28.571,21.935,21.935,30.000,30.000,27.626,27.626,30.000,30.000,24.359,28.115,28.115,28.431,6a,6.452,6xd,21.935
PQ533757,6,3.548,3.548,19.014,26.452,26.129,27.796,26.752,26.441,27.852,25.879,29.393,27.832,27.451,27.097,29.487,29.487,26.774,25.806,30.195,27.184,26.774,28.025,28.025,26.948,26.144,26.144,25.000,25.000,22.258,22.258,27.099,27.099,29.221,19.032,19.032,29.487,29.487,30.225,30.225,29.677,29.677,24.038,28.754,28.754,27.027,6a,3.548,6xd,19.032
PQ533758,6,5.161,5.161,18.310,26.129,26.452,27.476,27.389,26.102,25.503,25.879,28.435,28.479,25.890,26.774,29.677,29.677,26.129,24.194,28.571,26.861,27.419,27.707,27.707,25.974,25.490,25.490,25.325,25.325,23.226,23.226,26.718,26.718,28.571,19.677,19.677,29.677,29.677,28.405,28.405,29.677,29.677,24.359,28.115,28.115,26.641,6a,5.161,6xd,19.677
PQ533759,6,6.796,6.796,20.775,27.184,26.861,29.487,27.305,26.690,26.641,26.603,29.487,27.597,25.581,27.508,29.260,29.260,29.450,24.595,27.519,26.948,25.670,25.969,25.969,24.904,25.407,25.407,22.605,22.605,20.930,20.930,27.586,27.586,29.642,19.417,19.417,28.617,28.617,27.830,27.830,30.421,30.421,26.045,26.054,26.054,25.969,6a,6.796,6xd,19.417
PQ533760,6,5.178,5.178,21.127,26.214,25.566,27.885,27.667,26.710,27.609,25.321,29.808,27.244,26.861,28.479,30.097,30.097,27.832,23.948,28.479,26.384,26.861,26.744,26.744,26.059,23.856,23.856,24.351,24.351,20.155,20.155,26.054,26.054,28.431,20.065,20.065,30.744,30.744,26.887,26.887,30.097,30.097,24.516,28.247,28.247,26.744,6a,5.178,6xd,20.065
PQ533761,6,7.120,7.120,21.429,26.129,26.774,27.742,26.846,25.974,26.599,26.923,29.487,28.387,27.184,27.508,31.068,31.068,25.566,25.890,29.085,27.036,27.184,26.102,26.102,26.797,23.948,23.948,24.351,24.351,23.129,23.129,27.413,27.413,28.339,21.683,21.683,30.421,30.421,27.830,27.830,30.421,30.421,24.026,27.451,27.451,29.032,6a,7.120,6b,21.429
PQ533762,6,5.178,5.178,21.831,27.184,27.508,28.846,27.000,28.013,27.273,26.774,29.677,28.526,28.479,27.832,29.904,29.904,27.832,25.890,30.065,27.687,27.508,27.519,27.519,26.354,24.918,24.918,25.649,25.649,19.767,19.767,27.203,27.203,30.065,21.036,21.036,29.904,29.904,26.415,26.415,30.097,30.097,24.516,29.221,29.221,28.479,6a,5.178,6xd,21.036
PQ533763,6,3.236,3.236,21.753,25.890,24.919,27.564,27.419,27.211,28.283,25.641,28.846,27.922,28.197,27.832,29.773,29.773,26.861,23.948,29.355,25.649,26.537,28.065,28.065,26.384,25.490,25.490,25.733,25.733,22.330,22.330,27.132,27.132,28.990,19.417,19.417,29.450,29.450,29.904,29.904,28.803,28.803,24.675,28.479,28.479,26.357,6a,3.236,6xd,19.417
PQ533764,6,5.806,5.806,17.254,26.129,27.097,28.115,27.389,26.441,26.174,25.879,28.754,29.126,26.214,27.097,29.167,29.167,26.452,25.161,28.896,26.537,27.742,25.483,25.483,25.325,26.144,26.144,25.649,25.649,23.548,23.548,25.954,25.954,28.247,19.355,19.355,29.167,29.167,30.547,30.547,30.000,30.000,24.038,27.796,27.796,26.255,6a,5.806,6b,17.254
PQ533765,6,3.871,3.871,19.014,25.484,25.806,27.157,27.707,26.102,26.846,24.920,28.435,27.508,26.797,27.097,28.846,28.846,26.774,23.548,27.974,26.537,26.774,27.796,27.796,26.299,23.779,23.779,24.351,24.351,21.613,21.613,27.481,27.481,27.597,18.065,18.065,28.205,28.205,30.449,30.449,29.032,29.032,24.038,28.115,28.115,26.255,6a,3.871,6xd,18.065
PQ533766,6,4.194,4.194,19.366,25.806,26.452,27.476,27.389,26.102,26.846,25.240,28.754,28.479,26.797,27.419,30.645,30.645,26.774,25.161,28.939,26.214,27.097,25.483,25.483,24.427,25.163,25.163,24.026,24.026,22.903,22.903,25.573,25.573,29.870,20.645,20.645,30.000,30.000,27.237,27.237,29.677,29.677,24.038,28.435,28.435,25.869,6a,4.194,6xd,20.645
PQ533767,6,7.097,7.097,17.606,25.806,26.774,27.157,27.389,26.102,26.174,26.198,29.393,28.479,27.451,26.452,31.290,31.290,25.484,25.484,29.221,27.508,28.387,28.115,28.115,26.299,25.490,25.490,24.675,24.675,22.581,22.581,27.099,27.099,29.545,20.323,20.323,30.323,30.323,31.190,31.190,31.290,31.290,24.359,29.073,29.073,27.799,6a,7.097,6b,17.606
PQ533768,6,6.452,6.452,18.310,27.419,27.010,29.073,27.707,25.874,26.510,25.879,28.115,26.861,26.804,27.097,30.323,30.323,26.774,25.806,28.571,25.890,28.065,26.255,26.255,27.597,24.430,24.430,24.026,24.026,21.622,21.622,26.718,26.718,29.221,18.387,18.387,28.296,28.296,30.573,30.573,29.032,29.032,24.038,28.115,28.115,25.869,6a,6.452,6xd,18.387
PQ533769,6,4.516,4.516,19.366,26.129,,28.435,28.344,27.458,28.859,26.518,29.393,,26.797,28.065,29.677,29.677,27.097,26.129,30.225,26.861,27.742,28.981,28.981,25.974,25.407,25.407,25.325,25.325,22.258,22.258,26.718,26.718,27.922,20.000,20.000,29.032,29.032,29.936,29.936,28.387,28.387,25.641,28.435,28.435,25.869,6a,4.516,6xd,20.000
PQ533770,6,7.097,7.097,20.900,26.129,24.839,27.476,26.688,28.369,28.136,27.796,30.351,27.832,27.491,27.097,30.323,30.323,27.097,24.516,29.260,25.890,27.742,28.025,28.025,26.623,26.797,26.797,25.000,25.000,24.194,24.194,27.481,27.481,28.571,19.032,19.032,29.677,29.677,30.449,30.449,29.032,29.032,24.038,26.990,26.990,24.809,6a,7.097,6xd,19.032
PQ533771,6,7.097,7.097,17.606,25.806,26.774,27.157,27.389,26.102,26.174,26.198,29.393,28.479,27.451,26.452,31.290,31.290,25.484,25.484,29.221,27.508,28.387,28.115,28.115,26.299,25.490,25.490,24.675,24.675,22.581,22.581,27.099,27.099,29.545,20.323,20.323,30.323,30.323,31.190,31.190,31.290,31.290,24.359,29.073,29.073,27.799,6a,7.097,6b,17.606
PQ533772,6,5.519,5.519,21.290,26.299,25.974,27.974,26.861,25.352,28.041,25.484,28.296,27.036,25.606,27.922,29.221,29.221,25.974,25.000,30.392,25.733,27.273,28.155,28.155,26.087,23.625,23.625,25.490,25.490,21.753,21.753,28.016,28.016,29.739,18.182,18.182,29.545,29.545,30.097,30.097,28.571,28.571,25.163,27.273,27.273,24.903,6a,5.519,6xd,18.182
PQ533773,6,6.472,6.472,22.078,26.214,25.243,28.155,27.157,26.316,27.273,25.402,27.244,28.852,25.517,26.537,29.450,29.450,26.214,25.243,30.619,26.452,27.508,27.157,27.157,26.812,25.163,25.163,25.817,25.817,22.654,22.654,27.132,27.132,29.967,18.770,18.770,30.421,30.421,26.953,26.953,29.450,29.450,25.407,27.832,27.832,25.194,6a,6.472,6xd,18.770
PQ533774,6,5.806,5.806,22.078,25.484,25.161,27.742,26.433,26.573,27.181,25.321,27.476,28.105,26.117,27.097,29.032,29.032,25.806,24.516,29.870,26.367,27.097,27.070,27.070,27.076,25.490,25.490,26.384,26.384,21.935,21.935,27.027,27.027,29.870,18.710,18.710,30.000,30.000,29.260,29.260,29.032,29.032,25.649,27.419,27.419,24.710,6a,5.806,6xd,18.710
PQ533775,6,7.097,7.097,16.901,25.484,26.129,27.796,26.752,26.710,26.441,26.837,29.393,29.126,26.460,25.806,29.355,29.355,25.806,24.516,28.896,25.243,28.065,27.070,27.070,25.649,26.144,26.144,24.675,24.675,23.871,23.871,26.336,26.336,27.922,19.032,19.032,30.000,30.000,30.225,30.225,29.355,29.355,23.077,28.028,28.028,26.641,6a,7.097,6b,16.901
MK252770,6,30.299,30.299,30.623,28.690,30.582,29.229,28.356,29.388,24.082,25.664,26.913,22.404,19.945,21.721,5.874,5.874,29.905,28.825,27.929,30.320,29.874,29.032,29.032,28.112,27.831,27.831,28.962,28.962,29.098,29.098,21.585,21.585,29.885,29.308,29.308,16.393,16.393,27.755,27.755,14.578,14.578,31.429,23.497,23.497,23.224,6n,5.874,6xg,14.578
MK252771,6,31.172,31.172,29.006,27.310,27.260,27.898,28.571,27.109,28.360,30.082,28.769,26.934,28.255,30.194,28.116,28.116,29.050,28.205,26.721,29.396,28.710,26.991,26.991,28.492,26.344,26.344,25.762,25.762,4.453,4.453,27.473,27.473,27.763,28.492,28.492,28.393,28.393,28.116,28.116,27.839,27.839,28.591,25.967,25.967,29.046,6xa,4.453,6w,25.762
MK252773,6,30.295,30.295,29.799,28.246,26.380,26.829,27.554,27.197,28.648,29.396,29.847,27.778,27.374,29.893,29.071,29.071,29.435,27.688,25.538,27.979,28.687,25.806,25.806,28.671,25.837,25.837,25.806,25.806,3.091,3.091,28.514,28.514,28.417,28.725,28.725,28.264,28.264,28.859,28.859,26.783,26.783,27.919,26.902,26.902,29.054,6xa,3.091,6q,25.538
MK252774,6,31.317,31.317,29.813,29.630,29.879,28.591,28.867,29.610,23.752,26.316,25.911,22.672,20.378,21.997,4.993,4.993,29.799,28.140,27.860,30.316,30.652,29.363,29.363,27.839,28.297,28.297,28.610,28.610,28.475,28.475,21.862,21.862,30.360,29.679,29.679,15.520,15.520,27.801,27.801,14.305,14.305,30.242,22.132,22.132,23.212,6n,4.993,6xg,14.305
MK252779,6,31.787,31.787,30.853,29.332,30.501,29.508,29.469,29.564,24.180,26.503,26.913,23.770,20.355,21.311,3.825,3.825,30.163,28.962,27.793,30.278,30.518,28.050,28.050,27.994,27.694,27.694,29.372,29.372,28.892,28.892,21.858,21.858,30.340,30.041,30.041,16.393,16.393,28.151,28.151,14.344,14.344,30.612,22.268,22.268,24.044,6n,3.825,6xg,14.344
MK252780,6,29.775,29.775,29.395,27.949,28.028,27.004,28.270,27.465,28.511,29.487,29.817,28.411,28.129,30.942,28.592,28.592,28.129,27.465,26.442,30.252,28.652,27.183,27.183,28.411,26.966,26.966,26.723,26.723,3.797,3.797,27.374,27.374,28.129,28.873,28.873,28.451,28.451,28.692,28.692,27.426,27.426,28.652,28.011,28.011,29.552,6xa,3.797,6q,26.442
MK252786,6,30.565,30.565,29.325,28.326,29.412,28.145,27.460,28.136,23.137,25.038,25.806,22.427,18.740,20.737,4.608,4.608,29.008,28.879,26.074,29.560,29.653,28.754,28.754,27.244,27.663,27.663,27.496,27.496,29.567,29.567,20.584,20.584,28.302,28.702,28.702,14.747,14.747,26.941,26.941,13.467,13.467,29.257,21.505,21.505,23.209,6n,4.608,6xg,13.467
MK252788,6,28.478,28.478,29.474,29.156,29.304,27.836,29.868,29.715,27.763,27.009,28.496,25.479,30.040,27.632,28.854,28.854,27.500,26.087,27.573,29.342,29.574,26.267,26.267,27.297,6.588,6.588,28.421,28.421,24.836,24.836,27.260,27.260,29.654,27.831,27.831,28.458,28.458,28.684,28.684,27.931,27.931,29.211,27.298,27.298,25.342,6v,6.588,6xa,24.836
MK252789,6,31.572,31.572,30.946,29.322,30.323,30.204,28.552,29.851,23.946,25.986,25.578,22.177,20.000,21.361,3.673,3.673,30.135,30.068,27.408,30.374,30.362,29.050,29.050,28.691,28.947,28.947,29.252,29.252,29.796,29.796,21.633,21.633,29.781,30.458,30.458,15.510,15.510,27.755,27.755,14.111,14.111,30.748,22.177,22.177,23.946,6n,3.673,6xg,14.111
MK252797,6,32.692,32.692,31.787,29.972,30.286,30.685,28.896,30.369,24.656,25.811,27.548,23.278,20.386,22.039,4.959,4.959,29.918,30.303,28.022,31.180,31.161,29.986,29.986,28.873,29.849,29.849,28.902,28.902,29.420,29.420,22.314,22.314,30.216,29.741,29.741,15.427,15.427,27.549,27.549,14.560,14.560,30.864,23.416,23.416,23.416,6n,4.959,6xg,14.560
MK252800,6,28.493,28.493,30.879,28.029,29.216,28.333,28.029,29.858,24.762,27.381,25.238,21.667,19.048,22.381,3.810,3.810,27.791,26.905,27.251,32.311,27.857,28.810,28.810,25.708,26.905,26.905,28.095,28.095,26.905,26.905,22.381,22.381,29.078,28.302,28.302,17.143,17.143,27.962,27.962,14.048,14.048,29.384,21.190,21.190,23.389,6n,3.810,6xg,14.048
MK252801,6,30.626,30.626,29.973,28.181,29.492,30.080,28.229,29.200,22.892,25.703,25.733,22.088,19.385,22.356,4.685,4.685,28.198,29.050,27.397,29.741,29.822,28.434,28.434,28.181,27.984,27.984,28.342,28.342,28.246,28.246,21.151,21.151,29.521,29.178,29.178,15.663,15.663,27.123,27.123,14.592,14.592,30.790,21.419,21.419,23.663,6n,4.685,6xg,14.592
MK252802,6,31.843,31.843,30.997,28.492,29.865,29.770,29.109,29.444,23.946,26.016,26.122,23.129,20.136,21.224,3.946,3.946,28.841,28.980,27.273,30.609,29.371,28.073,28.073,28.095,28.255,28.255,28.435,28.435,28.027,28.027,21.361,21.361,30.072,29.301,29.301,15.782,15.782,28.134,28.134,14.383,14.383,29.810,21.905,21.905,23.401,6n,3.946,6xg,14.383
MK252804,6,30.181,30.181,29.167,29.640,26.878,26.389,29.068,29.346,26.565,28.947,27.778,25.730,25.869,26.565,26.944,26.944,29.167,28.512,27.147,28.907,30.854,26.287,26.287,27.716,26.558,26.558,26.694,26.694,19.324,19.324,27.260,27.260,28.234,27.046,27.046,26.351,26.351,29.986,29.986,24.896,24.896,30.919,26.105,26.105,28.216,6xa,19.324,6xg,24.896
MK252811,6,31.283,31.283,30.708,29.235,29.813,28.877,29.121,29.357,23.656,25.672,25.538,22.715,19.624,22.043,3.360,3.360,28.723,29.167,26.944,30.506,29.849,29.241,29.241,27.808,28.728,28.728,28.495,28.495,28.495,28.495,21.505,21.505,29.947,29.960,29.960,15.054,15.054,27.686,27.686,14.209,14.209,31.058,22.043,22.043,23.790,6n,3.360,6xg,14.209
