Accession,PerGeneSubtype,FullGenomeSubtype,CometPerGeneSubtype,CometFullGenomeSubtype,GenBankSubtype,PresentMethodCount,BlankMethods,DistinctSubtypeCount,SubtypesObserved,AgreementStatus
MN650802,4D,4D,4D,4D,,4,GenBank,1,4D,AvailableCallsAgree
MN650804,4D,4D,4D,4D,,4,GenBank,1,4D,AvailableCallsAgree
MN650805,4D,4D,4D,4D,,4,GenBank,1,4D,AvailableCallsAgree
MN650806,4D,4D,4D,4D,,4,GenBank,1,4D,AvailableCallsAgree
MN650808,1A,1A,1A,1A,,4,GenBank,1,1A,AvailableCallsAgree
MN650809,1A,1A,1A,1A,,4,GenBank,1,1A,AvailableCallsAgree
MN650810,1A,1A,1A,1A,,4,GenBank,1,1A,AvailableCallsAgree
MN650811,1A,1A,1A,1A,,4,GenBank,1,1A,AvailableCallsAgree
MN650812,1A,1A,1A,1A,,4,GenBank,1,1A,AvailableCallsAgree
MN650813,1A,1A,1A,1A,,4,GenBank,1,1A,AvailableCallsAgree
MN650814,3A,3A,3A,3A,,4,GenBank,1,3A,AvailableCallsAgree
MN650815,4D,4D,4D,4D,,4,GenBank,1,4D,AvailableCallsAgree
MN650816,4D,4D,4D,4D,,4,GenBank,1,4D,AvailableCallsAgree
MN650817,4D,4D,4D,4D,,4,GenBank,1,4D,AvailableCallsAgree
MN650818,4D,4D,4D,4D,,4,GenBank,1,4D,AvailableCallsAgree
MN650819,3A,3A,3A,3A,,4,GenBank,1,3A,AvailableCallsAgree
PQ660823,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
PQ660824,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
PQ660825,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
PQ660826,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
PQ660827,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
PQ660828,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
PQ660829,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
PQ660830,4A,4A,4A,4A,4A,5,,1,4A,AllFiveAgree
PQ660831,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
PQ660832,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
PQ660833,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
PQ660834,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
PQ660836,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
PQ660837,4A,4A,4A,4A,4A,5,,1,4A,AllFiveAgree
PQ660838,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
PQ660839,4A,4A,4A,4A,4A,5,,1,4A,AllFiveAgree
PQ660840,4A,4A,4A,4A,4A,5,,1,4A,AllFiveAgree
PQ660841,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
PQ660842,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
PQ660843,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
PQ660844,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
PQ660845,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
PQ660846,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
PQ660847,4A,4A,4A,4A,4A,5,,1,4A,AllFiveAgree
PQ660848,4A,4A,4A,4A,4A,5,,1,4A,AllFiveAgree
PQ660849,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
PQ660850,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
PQ660851,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
PQ660854,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
PQ660856,4A,4A,4A,4A,4A,5,,1,4A,AllFiveAgree
PQ660858,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
PQ660859,4A,4A,4A,4A,4A,5,,1,4A,AllFiveAgree
ON228285,5A,5A,5A,5A,5A,5,,1,5A,AllFiveAgree
ON228288,5A,5A,5A,5A,5A,5,,1,5A,AllFiveAgree
MK327981,6G,6G,6W,6W,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MK327982,6G,6G,6G,6G,,4,GenBank,1,6G,AvailableCallsAgree
MK327984,6G,6G,6A,6G,,4,GenBank,2,6A;6G,AvailableCallsDisagree
MK327985,6G,6G,1B,6W,,4,GenBank,3,1B;6G;6W,AvailableCallsDisagree
MK327986,6A,6A,6A,6A,,4,GenBank,1,6A,AvailableCallsAgree
MK327987,6G,6G,1B,6W,,4,GenBank,3,1B;6G;6W,AvailableCallsDisagree
MK327988,6G,6G,6G,6G,,4,GenBank,1,6G,AvailableCallsAgree
MK327989,6XH,6XH,2B,6W,,4,GenBank,3,2B;6W;6XH,AvailableCallsDisagree
MK327990,6S,6N,1B,6W,,4,GenBank,4,1B;6N;6S;6W,AvailableCallsDisagree
MK327991,6XD,6XA,1B,6W,,4,GenBank,4,1B;6W;6XA;6XD,AvailableCallsDisagree
MK327992,6G,6G,6G,6G,,4,GenBank,1,6G,AvailableCallsAgree
MK327993,6XD,6XD,1B,1B,,4,GenBank,2,1B;6XD,AvailableCallsDisagree
MK327996,6XH,6XH,6W,6W,,4,GenBank,2,6W;6XH,AvailableCallsDisagree
MK327997,6G,6G,6G,6G,,4,GenBank,1,6G,AvailableCallsAgree
MK327998,6G,6G,1B,6W,,4,GenBank,3,1B;6G;6W,AvailableCallsDisagree
MK327999,6G,6G,6W,6W,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MK328000,6G,6G,6G,6G,,4,GenBank,1,6G,AvailableCallsAgree
MK328001,6D,6XA,1B,6W,,4,GenBank,4,1B;6D;6W;6XA,AvailableCallsDisagree
MK328002,6XH,6XH,1B,6W,,4,GenBank,3,1B;6W;6XH,AvailableCallsDisagree
MK328003,6XH,6XH,1B,6W,,4,GenBank,3,1B;6W;6XH,AvailableCallsDisagree
MK328004,6XD,6B,6A,6A,,4,GenBank,3,6A;6B;6XD,AvailableCallsDisagree
MK328005,6G,6G,1B,6G,,4,GenBank,2,1B;6G,AvailableCallsDisagree
MK328006,6XH,6XH,1B,6W,,4,GenBank,3,1B;6W;6XH,AvailableCallsDisagree
MK328007,6G,6G,1B,6W,,4,GenBank,3,1B;6G;6W,AvailableCallsDisagree
MK328009,6G,6G,1B,6W,,4,GenBank,3,1B;6G;6W,AvailableCallsDisagree
MK328010,6XH,6XH,6W,6W,,4,GenBank,2,6W;6XH,AvailableCallsDisagree
MK328012,6D,6D,1B,1B,,4,GenBank,2,1B;6D,AvailableCallsDisagree
MK328013,6G,6G,6G,6G,,4,GenBank,1,6G,AvailableCallsAgree
MK328014,6G,6G,6W,6W,,4,GenBank,2,6G;6W,AvailableCallsDisagree
MK328015,6G,6G,1B,6G,,4,GenBank,2,1B;6G,AvailableCallsDisagree
MK328018,6G,6G,2B,6W,,4,GenBank,3,2B;6G;6W,AvailableCallsDisagree
MK328019,6G,6G,1B,6G,,4,GenBank,2,1B;6G,AvailableCallsDisagree
MK328020,6G,6G,1B,6W,,4,GenBank,3,1B;6G;6W,AvailableCallsDisagree
MK328021,6S,6XA,6W,6W,,4,GenBank,3,6S;6W;6XA,AvailableCallsDisagree
MK328022,6G,6G,2B,6G,,4,GenBank,2,2B;6G,AvailableCallsDisagree
MK328023,6XD,6L,4F,6W,,4,GenBank,4,4F;6L;6W;6XD,AvailableCallsDisagree
MK328026,6G,6G,1B,6W,,4,GenBank,3,1B;6G;6W,AvailableCallsDisagree
MK609550,1A,1A,1A,1A,,4,GenBank,1,1A,AvailableCallsAgree
MK609551,1A,1A,1A,1A,,4,GenBank,1,1A,AvailableCallsAgree
MK609552,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
MK609553,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
MK609554,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
MK609555,3A,3A,3A,3A,,4,GenBank,1,3A,AvailableCallsAgree
MK609556,3A,3A,3A,3A,,4,GenBank,1,3A,AvailableCallsAgree
MK609557,3A,3A,3A,3A,,4,GenBank,1,3A,AvailableCallsAgree
MK609558,3A,3A,3A,3A,,4,GenBank,1,3A,AvailableCallsAgree
MK609559,3A,3A,3A,3A,,4,GenBank,1,3A,AvailableCallsAgree
MK609560,3A,3A,3A,3A,,4,GenBank,1,3A,AvailableCallsAgree
MK609561,3A,3A,3A,3A,,4,GenBank,1,3A,AvailableCallsAgree
MK609562,3A,3A,3A,3A,,4,GenBank,1,3A,AvailableCallsAgree
MK609563,3A,3A,3A,3A,,4,GenBank,1,3A,AvailableCallsAgree
MK611999,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MK612002,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MK612005,3A,3A,3A,3A,3A,5,,1,3A,AllFiveAgree
MK612008,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MK612011,3A,3A,3A,3A,3A,5,,1,3A,AllFiveAgree
MK612014,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MK612017,3A,3A,3A,3A,3A,5,,1,3A,AllFiveAgree
MK612020,2A,2A,2A,2A,2A,5,,1,2A,AllFiveAgree
MK612023,3A,3A,3A,3A,3A,5,,1,3A,AllFiveAgree
MK612026,3A,3A,3A,3A,3A,5,,1,3A,AllFiveAgree
MK612029,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MK612032,3A,3A,3A,3A,3A,5,,1,3A,AllFiveAgree
MK612035,3A,3A,3A,3A,3A,5,,1,3A,AllFiveAgree
MK612038,4A,4A,4A,4A,4A,5,,1,4A,AllFiveAgree
MK799639,4N,4N,4N,4N,4N,5,,1,4N,AllFiveAgree
MK801198,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
MK801200,1A,1A,1A,1A,,4,GenBank,1,1A,AvailableCallsAgree
MK801202,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
MK801204,1A,1A,1A,1A,,4,GenBank,1,1A,AvailableCallsAgree
MK801206,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
MK801209,1A,1A,1A,1A,,4,GenBank,1,1A,AvailableCallsAgree
MK801211,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
MK801213,3A,3A,3A,3A,,4,GenBank,1,3A,AvailableCallsAgree
MK801215,1A,1A,1A,1A,,4,GenBank,1,1A,AvailableCallsAgree
MK801217,1A,1A,1A,1A,,4,GenBank,1,1A,AvailableCallsAgree
MK801219,3A,3A,3A,3A,,4,GenBank,1,3A,AvailableCallsAgree
MK801221,1A,1A,1A,1A,,4,GenBank,1,1A,AvailableCallsAgree
MK962402,1H,1H,1B,1B,,4,GenBank,2,1B;1H,AvailableCallsDisagree
MK962403,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
MK962405,4K,4K,4K,4K,4K,5,,1,4K,AllFiveAgree
MK962406,4C,4C,4C,4C,4C,5,,1,4C,AllFiveAgree
MK962407,4C,4C,4C,4C,4C,5,,1,4C,AllFiveAgree
MK962408,4R,4R,4R,4R,4R,5,,1,4R,AllFiveAgree
MK962409,4K,4K,4K,4K,4K,5,,1,4K,AllFiveAgree
MK962410,4R,4R,4R,4R,4R,5,,1,4R,AllFiveAgree
MK962411,4K,4G,4K,4K,4H,5,,3,4G;4H;4K,AllFiveDisagree
MK962412,4K,4K,4K,4K,4K,5,,1,4K,AllFiveAgree
MK962413,4K,4K,4K,4K,4K,5,,1,4K,AllFiveAgree
MK962414,2L,2L,2C,1B,2L,5,,3,1B;2C;2L,AllFiveDisagree
MK962415,4K,4K,4K,4K,4K,5,,1,4K,AllFiveAgree
MK962416,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
MK962417,4C,4C,4C,4C,4C,5,,1,4C,AllFiveAgree
MK962419,4B,4B,4V,4V,4B,5,,2,4B;4V,AllFiveDisagree
MK962420,2Q,2Q,2J,2J,2I,5,,3,2I;2J;2Q,AllFiveDisagree
MK990302,2D,2M,2J,2J,,4,GenBank,3,2D;2J;2M,AvailableCallsDisagree
MK990303,2U,2U,2A,2A,,4,GenBank,2,2A;2U,AvailableCallsDisagree
MK990304,2F,2F,2C,2C,,4,GenBank,2,2C;2F,AvailableCallsDisagree
MK990305,2Q,2Q,2Q,2Q,,4,GenBank,1,2Q,AvailableCallsAgree
MK990306,2Q,2Q,2J,2J,,4,GenBank,2,2J;2Q,AvailableCallsDisagree
MK990307,2J,2D,2K,2K,,4,GenBank,3,2D;2J;2K,AvailableCallsDisagree
MK990308,2Q,2Q,2C,2C,,4,GenBank,2,2C;2Q,AvailableCallsDisagree
MN146692,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN146697,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN146703,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN146705,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN146712,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN146717,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN146724,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN146730,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN146743,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN146752,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN146762,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN146772,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN146792,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
MN146797,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN146809,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
MN146818,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN146824,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN146827,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN146831,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN146850,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN146853,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN146860,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN146868,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN146874,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN146892,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN146901,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
MN146906,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN146909,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
MN146914,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN146926,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN146984,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN146985,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN146992,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN146998,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN147004,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN147011,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN147015,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN147019,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN147065,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN147071,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN147077,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN147085,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
MN147094,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN147106,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
MN147112,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
MN147117,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN147126,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN147135,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN147148,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN147159,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN147161,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN147168,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN147171,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN147173,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
MN147183,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN147186,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN147198,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN147209,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
MN147214,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN147228,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN147232,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
MN147237,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN147239,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN147242,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
MN147244,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN147253,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN164843,1L,1L,1L,1L,1L,5,,1,1L,AllFiveAgree
MN164845,1O,1A,1B,1A,,4,GenBank,3,1A;1B;1O,AvailableCallsDisagree
MN164849,1C,1A,1C,1A,,4,GenBank,2,1A;1C,AvailableCallsDisagree
MN164851,1I,1B,1B,"UNASSIGNED_1, 1B-1A",,4,GenBank,3,"1B;1I;UNASSIGNED_1, 1B-1A",AvailableCallsDisagree
MN164852,1M,1A,1C,1A,,4,GenBank,3,1A;1C;1M,AvailableCallsDisagree
MN164853,1B,1A,1B,"UNASSIGNED_1, 1A-1B",,4,GenBank,3,"1A;1B;UNASSIGNED_1, 1A-1B",AvailableCallsDisagree
MN164855,1I,1A,1B,"UNASSIGNED_1, 1B-1A",,4,GenBank,4,"1A;1B;1I;UNASSIGNED_1, 1B-1A",AvailableCallsDisagree
MN164856,1A,1A,1B,1A,1P,5,,3,1A;1B;1P,AllFiveDisagree
MN164858,1O,1A,1B,1A,,4,GenBank,3,1A;1B;1O,AvailableCallsDisagree
MN164860,1L,1L,1L,1L,1L,5,,1,1L,AllFiveAgree
MN164863,1A,1A,1B,1A,,4,GenBank,2,1A;1B,AvailableCallsDisagree
MN164864,1L,1L,1L,1L,,4,GenBank,1,1L,AvailableCallsAgree
MN164866,1E,1E,1E,1E,1E,5,,1,1E,AllFiveAgree
MN164867,1A,1A,1A,1A,,4,GenBank,1,1A,AvailableCallsAgree
MN164868,1B,1A,1B,"UNASSIGNED_1, 1A-1B",,4,GenBank,3,"1A;1B;UNASSIGNED_1, 1A-1B",AvailableCallsDisagree
MN164869,1G,1G,1G,1G,1G,5,,1,1G,AllFiveAgree
MN164871,1O,1O,1B,1A,,4,GenBank,3,1A;1B;1O,AvailableCallsDisagree
MN164872,1M,1A,1A,1A,,4,GenBank,2,1A;1M,AvailableCallsDisagree
MN164875,1E,1E,1E,1E,1E,5,,1,1E,AllFiveAgree
MN240359,6XA,6XA,2B,6W,,4,GenBank,3,2B;6W;6XA,AvailableCallsDisagree
MN385563,2B,2B,2B,2B,2B,5,,1,2B,AllFiveAgree
MN385564,2B,2B,2B,2B,2B,5,,1,2B,AllFiveAgree
MN528419,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN528420,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN528421,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN528422,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN528423,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN528424,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN528425,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN528426,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN528427,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN528428,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN528429,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MN528430,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
MN528431,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
MN528432,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
MN528433,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
MN528434,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
MN528435,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
MN528436,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
MN528437,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
MN528438,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
MN528439,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
MN528440,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
MN528441,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
MN528442,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
MN528443,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
MN528444,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
LC773637,4F,4F,4F,4F,4F,5,,1,4F,AllFiveAgree
LC773638,4K,4K,4K,4K,4K,5,,1,4K,AllFiveAgree
LC773639,4F,4C,4A,4F,4E,5,,4,4A;4C;4E;4F,AllFiveDisagree
LC773640,4C,4C,4A,4A,4E,5,,3,4A;4C;4E,AllFiveDisagree
LN808727,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
LN808730,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
LN808731,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
LN808732,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
LN808733,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
LN808734,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
LN808735,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
LN808736,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
LN808737,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
LN808739,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
LN808740,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
LN808742,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
LN808743,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
LN808744,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
M58335,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
M62321,1A,1A,1A,1A,,4,GenBank,1,1A,AvailableCallsAgree
M67463,1A,1A,1A,1A,,4,GenBank,1,1A,AvailableCallsAgree
MF136919,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136921,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136923,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136924,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136925,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136926,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136927,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136929,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136930,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136931,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136933,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136934,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136935,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136936,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136937,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136938,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136939,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136941,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136942,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136943,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136944,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136945,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136946,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136947,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136950,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136951,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136952,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136953,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136954,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136955,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136956,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136957,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136960,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136961,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136962,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136965,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136966,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136967,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136968,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136969,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136971,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136972,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136973,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136974,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136975,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136976,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136977,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136978,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136979,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136981,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136982,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136983,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136984,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136985,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136986,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136987,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136988,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136990,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136991,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
MF136992,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
