Accession,PerGeneGenotype,PerGeneSubtype,FullGenomeGenotype,FullGenomeSubtype,CometPerGeneGenotype,CometPerGeneSubtype,CometFullGenomeGenotype,CometFullGenomeSubtype,GenBankGenotype,GenBankSubtype
MT632161,1,1b,1,1b,1,1b,1,1b,1,1b
MT632162,3,3a,3,3a,3,3a,3,3a,3,3a
MT632163,1,1b,1,1b,1,1b,1,1b,1,1b
MT632164,1,1b,1,1b,1,1b,1,1b,1,1b
MT632165,1,1b,1,1b,1,1b,1,1b,1,1b
MT632166,1,1b,1,1b,1,1b,1,1b,1,1b
MT632167,1,1b,1,1b,1,1b,1,1b,1,1b
MT632168,1,1b,1,1b,1,1b,1,1b,1,1b
MT632169,1,1a,1,1a,1,1a,1,1a,1,1a
MT632170,3,3a,3,3a,3,3a,3,3a,3,3a
MT632171,1,1b,1,1b,1,1b,1,1b,1,1b
MT632172,3,3a,3,3a,3,3a,3,3a,3,3a
MT632173,1,1b,1,1b,1,1b,1,1b,1,1b
MT632174,1,1b,1,1b,1,1b,1,1b,1,1b
MT632175,1,1a,1,1a,1,1a,1,1a,1,1a
MT632176,1,1b,1,1b,1,1b,1,1b,1,1b
MT632177,1,1b,1,1b,1,1b,1,1b,1,1b
MT632178,1,1b,1,1b,1,1b,1,1b,1,1b
MT632179,3,3a,3,3a,3,3a,3,3a,3,3a
MT632180,3,3a,3,3a,3,3a,3,3a,3,3a
MT632181,1,1b,1,1b,1,1b,1,1b,1,1b
MT632182,1,1b,1,1b,1,1b,1,1b,1,1b
MT632183,1,1b,1,1b,1,1b,1,1b,1,1b
MT632184,1,1b,1,1b,1,1b,1,1b,1,1b
MT632185,1,1b,1,1b,1,1b,1,1b,1,1b
MT632186,3,3a,3,3a,3,3a,3,3a,3,3a
MT632187,1,1a,1,1a,1,1a,1,1a,1,1a
MT632188,1,1b,1,1b,1,1b,1,1b,1,1b
MT632190,1,1b,1,1b,1,1b,1,1b,1,1b
MT632191,1,1a,1,1a,1,1a,1,1a,1,1a
MT632192,1,1a,1,1a,1,1a,1,1a,1,1a
MT632193,1,1b,1,1b,1,1b,1,1b,1,1b
MT632194,3,3a,3,3a,3,3a,3,3a,3,3a
PQ660823,1,1a,1,1a,1,1a,1,1a,1,1a
PQ660824,1,1a,1,1a,1,1a,1,1a,1,1a
PQ660825,1,1a,1,1a,1,1a,1,1a,1,1a
PQ660826,1,1a,1,1a,1,1a,1,1a,1,1a
PQ660827,1,1a,1,1a,1,1a,1,1a,1,1a
PQ660828,1,1a,1,1a,1,1a,1,1a,1,1a
PQ660829,1,1a,1,1a,1,1a,1,1a,1,1a
PQ660830,4,4a,4,4a,4,4a,4,4a,4,4a
PQ660831,1,1a,1,1a,1,1a,1,1a,1,1a
PQ660832,1,1a,1,1a,1,1a,1,1a,1,1a
PQ660833,1,1a,1,1a,1,1a,1,1a,1,1a
PQ660834,1,1a,1,1a,1,1a,1,1a,1,1a
PQ660836,1,1a,1,1a,1,1a,1,1a,1,1a
PQ660837,4,4a,4,4a,4,4a,4,4a,4,4a
PQ660838,1,1a,1,1a,1,1a,1,1a,1,1a
PQ660839,4,4a,4,4a,4,4a,4,4a,4,4a
PQ660840,4,4a,4,4a,4,4a,4,4a,4,4a
PQ660841,1,1a,1,1a,1,1a,1,1a,1,1a
PQ660842,1,1a,1,1a,1,1a,1,1a,1,1a
PQ660843,1,1a,1,1a,1,1a,1,1a,1,1a
PQ660844,1,1a,1,1a,1,1a,1,1a,1,1a
PQ660845,1,1a,1,1a,1,1a,1,1a,1,1a
PQ660846,1,1a,1,1a,1,1a,1,1a,1,1a
PQ660848,4,4a,4,4a,4,4a,4,4a,4,4a
PQ660849,1,1a,1,1a,1,1a,1,1a,1,1a
PQ660850,1,1a,1,1a,1,1a,1,1a,1,1a
PQ660851,1,1a,1,1a,1,1a,1,1a,1,1a
PQ660854,1,1a,1,1a,1,1a,1,1a,1,1a
PQ660856,4,4a,4,4a,4,4a,4,4a,4,4a
PQ660858,1,1a,1,1a,1,1a,1,1a,1,1a
PQ660859,4,4a,4,4a,4,4a,4,4a,4,4a
MK252825,3,3b,3,3b,3,3b,3,3b,,
MK252826,6,6xa,6,6xa,6,6xa,6,6xa,,
MK252828,6,6n,6,6n,6,6n,6,6n,,
MK252829,3,3b,3,3b,3,3b,3,3b,,
MK252830,3,3b,3,3b,3,3b,3,3b,,
MK252831,3,3b,3,3b,3,3b,3,3b,,
MK252832,1,1a,1,1a,1,1a,1,1a,,
MK252833,6,6xa,6,6xa,6,6xa,6,6xa,,
MK252834,8,8a,8,8a,6,6n,6,6n,,
MK252835,6,6xa,6,6xa,6,6xa,6,6xa,,
MK252836,3,3b,3,3b,3,3b,3,3b,,
MK252837,6,6xa,6,6xa,6,6xa,6,6xa,,
MK252838,6,6xa,6,6xa,6,6xa,6,6xa,,
MK252839,1,1g,1,1g,6,6n,6,6n,,
MK252840,6,6xa,6,6xa,6,6xa,6,6xa,,
MK252841,6,6xa,6,6xa,6,6xa,6,6xa,,
MK252842,6,6n,6,6n,6,6n,6,6n,,
MK252843,3,3b,3,3b,3,3b,3,3b,,
MK252844,3,3b,3,3b,3,3b,3,3b,,
MK252845,3,3b,3,3b,3,3b,3,3b,,
MK252846,1,1b,1,1b,1,1b,1,1b,,
MK252847,8,8a,8,8a,6,6n,6,6n,,
MK252848,6,6xa,6,6xa,6,6xa,6,6xa,,
MK252849,3,3b,3,3b,3,3b,3,3b,,
MK252850,6,6xa,6,6xa,6,6xa,6,6xa,,
MK252851,3,3b,3,3b,3,3b,3,3b,,
MK252852,6,6xa,6,6xa,6,6xa,6,6xa,,
MK252853,3,3b,3,3b,3,3b,3,3b,,
MK252854,8,8a,8,8a,6,6n,6,6n,,
MK252855,3,3b,3,3b,3,3b,3,3b,,
MK252857,6,6n,6,6n,6,6n,6,6n,,
MK252858,8,8a,8,8a,6,6n,6,6n,,
MK252859,6,6xa,6,6xa,6,6xa,6,6xa,,
MK252860,1,1a,1,1a,1,1a,1,1a,,
MK252861,3,3b,3,3b,3,3b,3,3b,,
MK252862,3,3b,3,3b,3,3b,3,3b,,
MK252863,3,3b,3,3b,3,3b,3,3b,,
MK252864,1,1a,1,1a,1,1a,1,1a,,
MK252865,1,1a,1,1a,1,1a,1,1a,,
MK252866,8,8a,8,8a,6,6n,6,6n,,
MK252867,1,1a,1,1a,6,6n,6,6n,,
MK252868,6,6n,6,6n,6,6n,6,6n,,
MK252869,8,8a,8,8a,6,6n,6,6n,,
MK252870,8,8a,8,8a,6,6n,6,6n,,
MK252871,6,6n,6,6n,6,6n,6,6n,,
MK252872,8,8a,8,8a,6,6n,6,6n,,
MK252873,6,6xa,6,6xa,6,6xa,6,6xa,,
MK252874,6,6xa,6,6xa,6,6xa,6,6xa,,
MK252875,3,3b,3,3b,3,3b,3,3b,,
MK252876,3,3a,3,3a,3,3a,3,3a,,
MK252877,6,6xa,6,6xa,6,6xa,6,6xa,,
MK252878,6,6xa,6,6xa,6,6xa,6,6xa,,
MK252879,6,6xa,6,6xa,6,6xa,6,6xa,,
MK252880,6,6xa,6,6xa,6,6xa,6,6xa,,
MK252881,8,8a,8,8a,6,6n,6,6n,,
MK252882,3,3b,3,3b,3,3b,3,3b,,
MK252883,6,6xa,6,6xa,6,6xa,6,6xa,,
MK252884,3,3a,3,3a,3,3a,3,3a,,
MK252885,6,6xa,6,6xa,6,6xa,6,6xa,,
MK252886,6,6xa,6,6xa,6,6xa,6,6xa,,
MK252887,3,3a,3,3a,3,3a,3,3a,,
MK252888,8,8a,8,8a,6,6n,6,6n,,
MK252889,3,3b,3,3b,3,3b,3,3b,,
MK252890,3,3a,3,3a,3,3a,3,3a,,
MK252891,6,6xa,6,6xa,6,6xa,6,6xa,,
MK252893,6,6xa,6,6xa,6,6xa,6,6xa,,
MK252894,3,3a,3,3a,3,3a,3,3a,,
MK252895,6,6xa,6,6xa,6,6xa,6,6xa,,
MK252896,6,6xa,6,6xa,6,6xa,6,6xa,,
MK252897,3,3b,3,3b,3,3b,3,3b,,
MK327981,6,6g,6,6g,6,6g,6,6w,6,
MK327982,6,6g,6,6g,6,6g,6,6g,6,
MK327983,6,6g,6,6g,6,6g,6,6g,6,
MK327984,6,6g,6,6g,6,6g,6,6g,6,
MK327985,6,6g,6,6g,6,6g,6,6w,6,
MK327986,6,6a,6,6a,6,6a,6,6a,6,
MK327987,6,6g,6,6g,6,6g,6,6w,6,
MK327988,6,6g,6,6g,6,6g,6,6g,6,
MK327989,6,6xh,6,6xh,6,6w,6,6w,6,
MK327990,6,6r,6,6n,6,6w,6,6w,6,
MK327991,6,6xg,6,6xa,6,6w,6,6w,6,
MK327992,6,6g,6,6g,6,6g,6,6g,6,
MK327993,6,6r,6,6xd,4,4k,1,1b,6,
MK327994,6,6xh,8,8a,6,6w,6,6w,6,
MK327995,6,6g,6,6g,6,6g,6,6w,6,
MK327996,6,6xh,6,6xh,6,6w,6,6w,6,
MK327997,6,6g,6,6g,6,6g,6,6g,6,
MK327998,6,6g,6,6g,6,6g,6,6w,6,
MK327999,6,6g,6,6g,6,6w,6,6w,6,
MK328000,6,6g,6,6g,6,6g,6,6g,6,
MK328001,6,6r,6,6xa,6,6a,6,6w,6,
MK328002,6,6xh,6,6xh,6,6w,6,6w,6,
MK328003,6,6xh,6,6xh,6,6w,6,6w,6,
MK328004,6,6p,6,6b,6,6e,6,6a,6,
MK328005,6,6g,6,6g,6,6g,6,6g,6,
MK328006,6,6xh,6,6xh,6,6w,6,6w,6,
MK328007,6,6g,6,6g,6,6g,6,6w,6,
MK328008,6,6g,8,8a,6,6g,6,6w,6,
MK328009,6,6g,6,6g,6,6g,6,6w,6,
MK328010,6,6xh,6,6xh,6,6e,6,6w,6,
MK328012,6,6g,6,6d,6,6g,1,1b,6,
MK328013,6,6g,6,6g,6,6g,6,6g,6,
MK328014,6,6g,6,6g,6,6g,6,6w,6,
MK328015,6,6g,6,6g,6,6g,6,6g,6,
MK328017,6,6g,6,6g,6,6g,6,6g,6,
MK328018,6,6g,6,6g,6,6g,6,6w,6,
MK328019,6,6g,6,6g,6,6g,6,6g,6,
MK328020,6,6g,6,6g,6,6w,6,6w,6,
MK328021,6,6r,6,6xa,6,6w,6,6w,6,
MK328022,6,6g,6,6g,6,6g,6,6g,6,
MK328023,6,6n,6,6l,6,6w,6,6w,6,
MK328024,6,6g,6,6g,6,6g,6,6g,6,
MK328026,6,6g,6,6g,6,6g,6,6w,6,
MK527322,1,1b,1,1b,1,1b,1,1b,2,2k
MK527334,1,1b,1,1b,1,1b,1,1b,2,2k
MK527341,1,1b,1,1b,1,1b,1,1b,2,2k
MK527346,1,1b,1,1b,1,1b,1,1b,2,2k
MK527351,1,1b,1,1b,1,1b,1,1b,2,2k
MK527354,1,1b,1,1b,1,1b,1,1b,2,2k
MK527364,1,1b,1,1b,1,1b,1,1b,2,2k
MK527367,1,1b,1,1b,1,1b,1,1b,2,2k
MK527370,1,1b,1,1b,1,1b,1,1b,2,2k
MK527375,1,1b,1,1b,1,1b,1,1b,2,2k
MK527378,1,1b,1,1b,1,1b,1,1b,2,2k
MK527381,1,1b,1,1b,1,1b,1,1b,2,2k
MK527384,1,1b,1,1b,1,1b,1,1b,2,2k
MK527387,1,1b,1,1b,1,1b,1,1b,2,2k
MK527390,1,1b,1,1b,1,1b,1,1b,2,2k
MK527393,1,1b,1,1b,1,1b,1,1b,2,2k
MK527396,1,1b,1,1b,1,1b,1,1b,2,2k
MK527399,1,1b,1,1b,1,1b,1,1b,2,2k
MK527402,1,1b,1,1b,1,1b,1,1b,2,2k
MK527405,1,1b,1,1b,1,1b,1,1b,2,2k
MK527408,1,1b,1,1b,1,1b,1,1b,2,2k
MK527411,1,1b,1,1b,1,1b,1,1b,2,2k
MK527414,1,1b,1,1b,1,1b,1,1b,2,2k
MK527417,1,1b,1,1b,1,1b,1,1b,2,2k
MK527420,1,1b,1,1b,1,1b,1,1b,2,2k
MK527428,1,1b,1,1b,1,1b,1,1b,2,2k
MK527431,1,1b,1,1b,1,1b,1,1b,2,2k
MK527434,1,1b,1,1b,1,1b,1,1b,2,2k
MK527436,1,1b,1,1b,1,1b,1,1b,2,2k
MK527459,1,1b,1,1b,1,1b,1,1b,2,2k
MK799639,4,4n,4,4n,4,4n,4,4n,4,4n
MK903085,1,1a,1,1a,1,1a,1,1a,1,
MK903086,1,1a,1,1a,1,1a,1,1a,1,
MK903087,1,1a,1,1a,1,1a,1,1a,1,
MK903088,1,1a,1,1a,1,1a,1,1a,1,
MK903089,1,1a,1,1a,1,1a,1,1a,1,
MK903090,1,1a,1,1a,1,1a,1,1a,1,
MK903091,1,1a,1,1a,1,1a,1,1a,1,
MK903092,1,1a,1,1a,1,1a,1,1a,1,
MK903093,1,1a,1,1a,1,1a,1,1a,1,
MK903094,1,1a,1,1a,1,1a,1,1a,1,
MK903095,1,1a,1,1a,1,1a,1,1a,1,
MK903096,1,1a,1,1a,1,1a,1,1a,1,
MK903097,1,1a,1,1a,1,1a,1,1a,1,
MK903098,1,1a,1,1a,1,1a,1,1a,1,
MK903099,1,1a,1,1a,1,1a,1,1a,1,
MK903100,1,1a,1,1a,1,1a,1,1a,1,
MK903101,1,1a,1,1a,1,1a,1,1a,1,
MK903102,1,1a,1,1a,1,1a,1,1a,1,
MK903103,1,1a,1,1a,1,1a,1,1a,1,
MK903104,1,1a,1,1a,1,1a,1,1a,1,
MK903105,1,1a,1,1a,1,1a,1,1a,1,
MK903106,1,1a,1,1a,1,1a,1,1a,1,
MK903107,1,1a,1,1a,1,1a,1,1a,1,
MK903108,1,1a,1,1a,1,1a,1,1a,1,
MK903109,1,1a,1,1a,1,1a,1,1a,1,
MK903110,1,1a,1,1a,1,1a,1,1a,1,
MK903111,1,1a,1,1a,1,1a,1,1a,1,
MK903112,1,1a,1,1a,1,1a,1,1a,1,
MK903113,1,1a,1,1a,1,1a,1,1a,1,
MK903114,1,1a,1,1a,1,1a,1,1a,1,
MK903115,1,1a,1,1a,1,1a,1,1a,1,
MK903116,1,1a,1,1a,1,1a,1,1a,1,
MK903117,1,1a,1,1a,1,1a,1,1a,1,
MK903118,1,1a,1,1a,1,1a,1,1a,1,
MK903119,1,1a,1,1a,1,1a,1,1a,1,
MK903120,1,1a,1,1a,1,1a,1,1a,1,
MK903121,1,1a,1,1a,1,1a,1,1a,1,
MK903122,1,1a,1,1a,1,1a,1,1a,1,
MK903123,1,1a,1,1a,1,1a,1,1a,1,
MK903124,1,1a,1,1a,1,1a,1,1a,1,
MK903125,1,1a,1,1a,1,1a,1,1a,1,
MK903126,1,1a,1,1a,1,1a,1,1a,1,
MK903127,1,1a,1,1a,1,1a,1,1a,1,
MK903128,1,1a,1,1a,1,1a,1,1a,1,
MK903129,1,1a,1,1a,1,1a,1,1a,1,
MK903130,1,1a,1,1a,1,1a,1,1a,1,
MK903131,1,1a,1,1a,1,1a,1,1a,1,
MK903132,1,1a,1,1a,1,1a,1,1a,1,
MK903133,1,1a,1,1a,1,1a,1,1a,1,
MK903134,1,1a,1,1a,1,1a,1,1a,1,
MK903135,1,1a,1,1a,1,1a,1,1a,1,
MK903136,1,1a,1,1a,1,1a,1,1a,1,
MK903137,1,1a,1,1a,1,1a,1,1a,1,
MK903138,1,1a,1,1a,1,1a,1,1a,1,
MK903139,1,1a,1,1a,1,1a,1,1a,1,
MK903140,1,1a,1,1a,1,1a,1,1a,1,
MK903141,1,1a,1,1a,1,1a,1,1a,1,
MK903142,1,1a,1,1a,1,1a,1,1a,1,
MK903143,1,1a,1,1a,1,1a,1,1a,1,
MK903144,1,1a,1,1a,1,1a,1,1a,1,
MK903145,1,1a,1,1a,1,1a,1,1a,1,
MK903146,1,1a,1,1a,1,1a,1,1a,1,
MK903147,1,1a,1,1a,1,1a,1,1a,1,
MK903148,1,1a,1,1a,1,1a,1,1a,1,
MK903149,1,1a,1,1a,1,1a,1,1a,1,
MK903150,1,1a,1,1a,1,1a,1,1a,1,
MK903151,1,1a,1,1a,1,1a,1,1a,1,
MK903152,1,1a,1,1a,1,1a,1,1a,1,
MK903153,1,1a,1,1a,1,1a,1,1a,1,
MK903154,1,1a,1,1a,1,1a,1,1a,1,
MK903155,1,1a,1,1a,1,1a,1,1a,1,
MK903156,1,1a,1,1a,1,1a,1,1a,1,
MK903157,1,1a,1,1a,1,1a,1,1a,1,
MK903158,1,1a,1,1a,1,1a,1,1a,1,
MK903159,1,1a,1,1a,1,1a,1,1a,1,
MK903160,1,1a,1,1a,1,1a,1,1a,1,
MK903161,1,1a,1,1a,1,1a,1,1a,1,
MK903162,1,1a,1,1a,1,1a,1,1a,1,
MK903163,1,1a,1,1a,1,1a,1,1a,1,
MK903164,1,1a,1,1a,1,1a,1,1a,1,
MK903165,1,1a,1,1a,1,1a,1,1a,1,
MK903166,1,1a,1,1a,1,1a,1,1a,1,
MK903167,1,1a,1,1a,1,1a,1,1a,1,
MK903168,1,1a,1,1a,1,1a,1,1a,1,
MN147256,1,1a,1,1a,1,1a,1,1a,1,1a
MN147260,3,3a,3,3a,3,3a,3,3a,3,3a
MN147262,1,1a,1,1a,1,1a,1,1a,1,1a
MN147266,1,1a,1,1a,1,1a,1,1a,1,1a
MN147268,3,3a,3,3a,3,3a,3,3a,3,3a
MN147272,3,3a,3,3a,3,3a,3,3a,3,3a
MN147274,3,3a,3,3a,3,3a,3,3a,3,3a
MN147275,1,1b,1,1b,1,1b,1,1b,1,1b
MN147279,1,1a,1,1a,1,1a,1,1a,1,1a
MN147283,3,3a,3,3a,3,3a,3,3a,3,3a
MN147288,3,3a,3,3a,3,3a,3,3a,3,3a
MN147290,1,1a,1,1a,1,1a,1,1a,1,1a
MN147292,1,1a,1,1a,1,1a,1,1a,1,1a
MN147296,1,1a,1,1a,1,1a,1,1a,1,1a
MN147300,1,1a,1,1a,1,1a,1,1a,1,1a
MN147323,1,1a,1,1a,1,1a,1,1a,1,1a
MN147327,1,1a,1,1a,1,1a,1,1a,1,1a
MN147331,1,1a,1,1a,1,1a,1,1a,1,1a
MN147332,1,1a,1,1a,1,1a,1,1a,1,1a
MN147335,1,1a,1,1a,1,1a,1,1a,1,1a
MN147338,3,3a,3,3a,3,3a,3,3a,3,3a
MN147341,3,3a,3,3a,3,3a,3,3a,3,3a
MN147343,3,3a,3,3a,3,3a,3,3a,3,3a
MN147344,1,1a,1,1a,1,1a,1,1a,1,1a
MN147346,1,1b,1,1b,1,1b,1,1b,1,1b
MN147349,3,3a,3,3a,3,3a,3,3a,3,3a
MN147351,3,3a,3,3a,3,3a,3,3a,3,3a
MN147353,3,3a,3,3a,3,3a,3,3a,3,3a
MN147354,3,3a,3,3a,3,3a,3,3a,3,3a
MN147360,1,1a,1,1a,1,1a,1,1a,1,1a
MN147369,1,1a,1,1a,1,1a,1,1a,1,1a
MN147372,1,1a,1,1a,1,1a,1,1a,1,1a
MN147376,1,1a,1,1a,1,1a,1,1a,1,1a
MN147380,3,3a,3,3a,3,3a,3,3a,3,3a
MN147382,3,3a,3,3a,3,3a,3,3a,3,3a
MN147385,3,3a,3,3a,3,3a,3,3a,3,3a
MN147387,3,3a,3,3a,3,3a,3,3a,3,3a
MN147390,4,4a,4,4a,4,4a,4,4a,4,4a
MN147397,3,3a,3,3a,3,3a,3,3a,3,3a
MN147399,3,3a,3,3a,3,3a,3,3a,3,3a
MN147401,3,3a,3,3a,3,3a,3,3a,3,3a
MN147404,1,1b,1,1b,1,1b,1,1b,1,1b
MN147408,2,2a,2,2a,2,2a,2,2a,2,2a
MN147411,1,1b,1,1b,1,1b,1,1b,1,1b
MN147412,1,1a,1,1a,1,1a,1,1a,1,1a
MN147416,1,1a,1,1a,1,1a,1,1a,1,1a
MN147426,1,1a,1,1a,1,1a,1,1a,1,1a
MN147433,3,3a,3,3a,3,3a,3,3a,3,3a
MN147438,1,1a,1,1a,1,1a,1,1a,1,1a
MN147447,1,1a,1,1a,1,1a,1,1a,1,1a
MN147451,1,1a,1,1a,1,1a,1,1a,1,1a
MN147452,3,3a,3,3a,3,3a,3,3a,3,3a
MN147457,3,3a,3,3a,3,3a,3,3a,3,3a
MN147461,3,3a,3,3a,3,3a,3,3a,3,3a
MN147464,1,1a,1,1a,1,1a,1,1a,1,1a
MN147469,1,1b,1,1b,1,1b,1,1b,1,1b
MN147477,3,3a,3,3a,3,3a,3,3a,3,3a
MN147479,3,3a,3,3a,3,3a,3,3a,3,3a
MN147480,1,1a,1,1a,1,1a,1,1a,1,1a
MN147484,3,3a,3,3a,3,3a,3,3a,3,3a
MN147489,1,1a,1,1a,1,1a,1,1a,1,1a
MN147498,3,3a,3,3a,3,3a,3,3a,3,3a
MN147502,1,1a,1,1a,1,1a,1,1a,1,1a
MN147503,1,1a,1,1a,1,1a,1,1a,1,1a
MN147509,1,1a,1,1a,1,1a,1,1a,1,1a
MN147511,3,3a,3,3a,3,3a,3,3a,3,3a
MN147513,3,3a,3,3a,3,3a,3,3a,3,3a
MN147524,3,3a,3,3a,3,3a,3,3a,3,3a
MN147526,1,1b,1,1b,1,1b,1,1b,1,1b
MN147535,3,3a,3,3a,3,3a,3,3a,3,3a
MN147537,1,1a,1,1a,1,1a,1,1a,1,1a
MN147544,1,1a,1,1a,1,1a,1,1a,1,1a
MN147546,3,3a,3,3a,3,3a,3,3a,3,3a
MN147547,1,1a,1,1a,1,1a,1,1a,1,1a
MN147551,3,3a,3,3a,3,3a,3,3a,3,3a
MN147556,1,1a,1,1a,1,1a,1,1a,1,1a
MN147558,1,1a,1,1a,1,1a,1,1a,1,1a
MN147560,3,3a,3,3a,3,3a,3,3a,3,3a
MN147562,1,1a,1,1a,1,1a,1,1a,1,1a
MN147563,1,1b,1,1b,1,1b,1,1b,1,1b
MN147576,1,1a,1,1a,1,1a,1,1a,1,1a
MN147578,1,1a,1,1a,1,1a,1,1a,1,1a
MN147583,1,1a,1,1a,1,1a,1,1a,1,1a
MN147584,1,1a,1,1a,1,1a,1,1a,1,1a
MN147586,3,3a,3,3a,3,3a,3,3a,3,3a
MN147591,1,1a,1,1a,1,1a,1,1a,1,1a
MN147596,1,1b,1,1b,1,1b,1,1b,1,1b
MN147607,3,3a,3,3a,3,3a,3,3a,3,3a
MN147608,1,1a,1,1a,1,1a,1,1a,1,1a
MN147612,3,3a,3,3a,3,3a,3,3a,3,3a
MN147615,1,1b,1,1b,1,1b,1,1b,1,1b
MN147621,1,1a,1,1a,1,1a,1,1a,1,1a
MN147622,3,3a,3,3a,3,3a,3,3a,3,3a
MN147635,1,1b,1,1b,1,1b,1,1b,1,1b
MN147639,1,1a,1,1a,1,1a,1,1a,1,1a
MN147644,1,1a,1,1a,1,1a,1,1a,1,1a
MN147647,3,3a,3,3a,3,3a,3,3a,3,3a
MN147648,1,1a,1,1a,1,1a,1,1a,1,1a
MN147654,3,3a,3,3a,3,3a,3,3a,3,3a
MN147656,3,3a,3,3a,3,3a,3,3a,3,3a
MN147660,1,1a,1,1a,1,1a,1,1a,1,1a
MN147662,1,1a,1,1a,1,1a,1,1a,1,1a
MN147664,1,1b,1,1b,1,1b,1,1b,1,1b
MN147667,1,1a,1,1a,1,1a,1,1a,1,1a
MN147670,3,3a,3,3a,3,3a,3,3a,3,3a
MN147676,3,3a,3,3a,3,3a,3,3a,3,3a
MN147686,1,1a,1,1a,1,1a,1,1a,1,1a
MN147689,1,1a,1,1a,1,1a,1,1a,1,1a
MN147693,1,1b,1,1b,1,1b,1,1b,1,1b
MN147701,1,1a,1,1a,1,1a,1,1a,1,1a
MN147705,3,3a,3,3a,3,3a,3,3a,3,3a
MN147721,1,1a,1,1a,1,1a,1,1a,1,1a
MN147725,3,3a,3,3a,3,3a,3,3a,3,3a
MN147726,1,1a,1,1a,1,1a,1,1a,1,1a
MN147735,1,1b,1,1b,1,1b,1,1b,1,1b
MN147737,3,3a,3,3a,3,3a,3,3a,3,3a
MN147741,1,1a,1,1a,1,1a,1,1a,1,1a
MN147746,1,1a,1,1a,1,1a,1,1a,1,1a
MN147750,1,1a,1,1a,1,1a,1,1a,1,1a
MN147756,1,1a,1,1a,1,1a,1,1a,1,1a
MN147759,1,1a,1,1a,1,1a,1,1a,1,1a
MN147764,1,1a,1,1a,1,1a,1,1a,1,1a
MN147770,1,1a,1,1a,1,1a,1,1a,1,1a
MN164843,1,1l,1,1l,1,1l,1,1l,1,1l
MN164845,1,1o,1,1a,1,1c,1,1a,1,
MN164849,1,1c,1,1a,1,1c,1,1a,1,
MN164851,1,1d,1,1b,1,1b,,"unassigned_1, 1b-1a",1,
MN164852,1,1c,1,1a,1,1b,1,1a,1,
MN164853,1,1d,1,1a,1,1b,,"unassigned_1, 1a-1b",1,
MN164855,1,1d,1,1a,1,1b,,"unassigned_1, 1b-1a",1,
MN164856,1,1h,1,1a,1,1b,1,1a,1,1p
MN164858,1,1o,1,1a,1,1c,1,1a,1,
MN164860,1,1l,1,1l,1,1l,1,1l,1,1l
MN164863,1,1b,1,1a,1,1b,1,1a,1,
MN164864,1,1l,1,1l,1,1l,1,1l,1,
MN164866,1,1e,1,1e,1,1e,1,1e,1,1e
MN164867,1,1o,1,1a,1,1c,1,1a,1,
MN164868,1,1d,1,1a,1,1b,,"unassigned_1, 1a-1b",1,
MN164869,1,1g,1,1g,1,1g,1,1g,1,1g
MN164871,1,1o,1,1o,,"unassigned_1, 1c-1b",1,1a,1,
MN164872,1,1c,1,1a,,"unassigned_1, 1b-1a",1,1a,1,
MN164875,1,1e,1,1e,1,1e,1,1e,1,1e
MN240359,6,6xa,6,6xa,6,6a,6,6w,6,
MN385563,2,2b,2,2b,2,2b,2,2b,2,2b
MN385564,2,2b,2,2b,2,2b,2,2b,2,2b
LC773637,4,4f,4,4f,4,4f,4,4f,4,4f
LC773638,4,4k,4,4k,4,4k,4,4k,4,4k
LC773639,4,4f,4,4c,4,4f,4,4f,4,4e
LC773640,4,4c,4,4c,4,4v,4,4a,4,4e
M58335,1,1b,1,1b,1,1b,1,1b,,
M62321,1,1a,1,1a,1,1a,1,1a,,
M67463,1,1a,1,1a,1,1a,1,1a,,
MG602797,4,4a,4,4a,4,4a,4,4a,,
MG602798,4,4a,4,4a,4,4a,4,4a,,
MG602799,4,4a,4,4a,4,4a,4,4a,,
MG602800,4,4a,4,4a,4,4a,4,4a,,
MG602801,4,4a,4,4a,4,4a,4,4a,,
MG602802,4,4a,4,4a,4,4a,4,4a,,
MG602803,4,4a,4,4a,4,4a,4,4a,,
MG602804,4,4a,4,4a,4,4a,4,4a,,
MG602805,4,4a,4,4a,4,4a,4,4a,,
MG602806,4,4a,4,4a,4,4a,4,4a,,
MG602807,4,4a,4,4a,4,4a,4,4a,,
PQ899567,5,5a,5,5a,5,5a,5,5a,5,
PQ899568,5,5b,5,5b,5,5a,,"unassigned_1, 5a-1c",5,
PP092205,8,8a,8,8a,3,3a,6,6w,,
MG879000,6,6xh,6,6xh,6,6w,6,6w,,
MH070080,1,1b,1,1b,1,1b,1,1b,1,1b
MH070081,1,1b,1,1b,1,1b,1,1b,1,1b
MH070082,1,1b,1,1b,1,1b,1,1b,1,1b
MH070083,1,1b,1,1b,1,1b,1,1b,1,1b
MH070085,1,1b,1,1b,1,1b,1,1b,1,1b
MH070086,1,1b,1,1b,1,1b,1,1b,1,1b
MH070087,1,1b,1,1b,1,1b,1,1b,1,1b
MH070088,1,1b,1,1b,1,1b,1,1b,1,1b
MH070090,1,1b,1,1b,1,1b,1,1b,1,1b
MH477420,1,1e,1,1e,1,1e,1,1e,1,1e
MH477424,4,4f,4,4f,4,4f,4,4f,4,4f
MH477426,4,4f,4,4f,4,4f,4,4f,4,4f
MH492360,6,6xg,6,6xg,6,6n,6,6n,6,6xg
MH492361,6,6xg,6,6xg,6,6n,6,6n,6,6xg
