Accession,PerGeneGenotype,PerGeneSubtype,FullGenomeGenotype,FullGenomeSubtype,CometPerGeneGenotype,CometPerGeneSubtype,CometFullGenomeGenotype,CometFullGenomeSubtype,GenBankGenotype,GenBankSubtype
MN628594,3,3a,3,3a,3,3a,3,3a,3,3a
MN628595,3,3a,3,3a,3,3a,3,3a,3,3a
MN628596,3,3a,3,3a,3,3a,3,3a,3,3a
MN628597,3,3a,3,3a,3,3a,3,3a,3,3a
MN641918,1,1a,1,1a,1,1a,1,1a,,
MN641919,1,1a,1,1a,1,1a,1,1a,,
MN641920,1,1a,1,1a,1,1a,1,1a,,
MN641921,1,1a,1,1a,1,1a,1,1a,,
MN641922,1,1a,1,1a,1,1a,1,1a,,
MN641923,1,1a,1,1a,1,1a,1,1a,,
MN641924,1,1a,1,1a,1,1a,1,1a,,
MN641925,1,1a,1,1a,1,1a,1,1a,,
MN641926,1,1a,1,1a,1,1a,1,1a,,
MN641928,1,1a,1,1a,1,1a,1,1a,,
MN641929,1,1a,1,1a,1,1a,1,1a,,
MN641930,1,1a,1,1a,1,1a,1,1a,,
MN641931,1,1a,1,1a,1,1a,1,1a,,
MN641932,1,1d,1,1d,4,4d,4,4d,,
MN641933,1,1a,1,1a,1,1a,1,1a,,
MN641934,1,1a,1,1a,1,1a,1,1a,,
MN641935,3,3a,3,3a,3,3a,3,3a,,
MN641936,3,3a,3,3a,3,3a,3,3a,,
MN641937,3,3a,3,3a,3,3a,3,3a,,
MN641938,3,3a,3,3a,3,3a,3,3a,,
MN641939,3,3a,3,3a,3,3a,3,3a,,
MN641940,3,3a,3,3a,3,3a,3,3a,,
MN641941,3,3a,3,3a,3,3a,3,3a,,
MN641942,3,3a,3,3a,3,3a,3,3a,,
MN641943,3,3a,3,3a,3,3a,3,3a,,
MN641944,3,3a,3,3a,3,3a,3,3a,,
MN641945,3,3a,3,3a,3,3a,3,3a,,
MN641946,3,3a,3,3a,3,3a,3,3a,,
MN641947,3,3a,3,3a,3,3a,3,3a,,
MN641948,3,3a,3,3a,3,3a,3,3a,,
MN641949,3,3a,3,3a,3,3a,3,3a,,
MN641950,3,3a,3,3a,3,3a,3,3a,,
MN641951,3,3a,3,3a,3,3a,3,3a,,
MN641952,3,3a,3,3a,3,3a,3,3a,,
MN641953,3,3a,3,3a,3,3a,3,3a,,
MN641954,3,3a,3,3a,3,3a,3,3a,,
MN641955,3,3a,3,3a,3,3a,3,3a,,
MN641956,3,3a,3,3a,3,3a,3,3a,,
MN641957,3,3a,3,3a,3,3a,3,3a,,
MN641958,3,3a,3,3a,3,3a,3,3a,,
MN641959,4,4d,4,4d,4,4d,4,4d,,
MN641960,4,4d,4,4d,4,4d,4,4d,,
MN641961,4,4d,4,4d,4,4d,4,4d,,
MN641962,4,4d,4,4d,4,4d,4,4d,,
MN641963,4,4d,4,4d,4,4d,4,4d,,
MN641964,4,4d,4,4d,4,4d,4,4d,,
MN641965,4,4d,4,4d,4,4d,4,4d,,
MN641966,4,4d,4,4d,4,4d,4,4d,,
MN641967,4,4d,4,4d,4,4d,4,4d,,
MN641968,4,4d,4,4d,4,4d,4,4d,,
MN641969,4,4d,4,4d,4,4d,4,4d,,
MN641970,4,4d,4,4d,4,4d,4,4d,,
MN641971,4,4d,4,4d,4,4d,4,4d,,
MN641972,1,1a,1,1a,4,4d,4,4d,,
MN641973,1,1a,1,1a,1,1a,1,1a,,
MN641974,1,1a,1,1a,1,1a,1,1a,,
MN641975,1,1a,1,1a,1,1a,1,1a,,
MN641976,1,1a,1,1a,1,1a,1,1a,,
MN641977,1,1a,1,1a,1,1a,1,1a,,
MN641978,3,3a,3,3a,3,3a,3,3a,,
MN641979,3,3a,3,3a,3,3a,3,3a,,
MT151156,2,2a,2,2a,2,2a,2,2a,2,2a
MT151158,1,1b,1,1b,1,1b,1,1b,1,
MT151160,1,1a,1,1a,1,1a,1,1a,1,1a
MT151161,1,1n,1,1n,1,1b,1,1b,1,1n
MT151162,4,4g,4,4g,4,4f,4,4f,4,
MT151165,2,2r,2,2r,2,2j,2,2j,2,2j
MT151167,1,1l,1,1l,1,1l,1,1l,1,1l
MT151169,1,1l,1,1l,1,1l,1,1l,1,1l
MT151170,3,3h,3,3h,3,3h,3,3h,3,3h
MT151171,2,2u,2,2u,2,2j,2,2j,2,2u
MT151173,1,1a,1,1a,1,1a,1,1a,1,1a
MT151175,4,4v,4,4v,4,4v,4,4v,4,4v
MT151176,1,1d,1,1d,1,1h,1,1h,1,
MT151177,4,4r,4,4r,4,4r,4,4r,4,4r
MT151179,4,4v,4,4v,4,4v,4,4v,4,4v
MT151180,1,1e,1,1e,1,1e,1,1e,1,1e
MT151182,1,1h,1,1h,1,1h,1,1h,1,
MT151184,4,4v,4,4v,4,4v,4,4v,4,4v
MT151185,4,4k,4,4k,4,4k,4,4k,4,4k
MT151186,1,1b,1,1b,1,1b,1,1b,1,1b
MT151187,3,3a,3,3a,3,3a,3,3a,3,3a
MT151188,3,3h,3,3h,3,3h,3,3h,3,3h
MT151189,1,1b,1,1b,1,1b,1,1b,1,1b
MT151190,4,4k,4,4k,4,4k,4,4k,4,4k
MT151191,3,3a,3,3a,3,3a,3,3a,3,3a
MT151194,4,4c,4,4c,4,4a,4,4a,4,4c
MT151195,1,1b,1,1b,1,1b,1,1b,1,1b
MT151197,1,1l,1,1l,1,1l,1,1l,1,1l
MT151199,1,1b,1,1b,1,1b,1,1b,1,1b
MT151200,1,1a,1,1a,1,1a,1,1a,1,1a
MT151201,1,1b,1,1b,1,1b,1,1b,1,1b
MT151203,4,4d,4,4d,4,4d,4,4d,4,4d
MT151204,1,1l,1,1l,1,1l,1,1l,1,1l
MT151205,3,3a,3,3a,3,3a,3,3a,3,3a
MT151206,1,1o,1,1o,1,1a,1,1a,1,1o
MT151208,4,4v,4,4v,4,4v,4,4v,4,4v
MT151209,4,4k,4,4k,4,4k,4,4k,4,4k
MT151210,1,1b,1,1b,1,1b,1,1b,1,1b
MT151211,1,1o,1,1o,1,1a,1,1a,1,1m
MT151212,1,1d,1,1d,1,1b,1,1b,1,1d
MT151213,1,1b,1,1b,1,1b,1,1b,1,1b
MT151216,1,1l,1,1l,1,1l,1,1l,1,1l
MT151217,1,1b,1,1b,1,1b,1,1b,1,1b
MT151218,1,1a,1,1a,1,1a,1,1a,1,1a
MT151220,1,1b,1,1b,1,1b,1,1b,1,1b
MT151221,3,3h,3,3h,3,3h,3,3h,3,3h
MT151223,1,1b,1,1b,1,1b,1,1b,1,1b
MT151224,1,1b,1,1b,1,1b,1,1b,1,1b
MT151225,1,1l,1,1l,1,1l,1,1l,1,1l
MT151226,1,1o,1,1o,1,1a,1,1a,1,1o
MT151228,1,1e,1,1e,1,1e,1,1e,1,1e
MT151229,5,5a,5,5a,5,5a,5,5a,5,5a
MT151232,4,4r,4,4r,4,4r,4,4r,4,4r
MT151234,1,1g,1,1g,1,1g,1,1g,1,1g
MT151235,1,1a,1,1a,1,1a,1,1a,1,1a
MT151236,2,2c,2,2c,2,2a,2,2a,2,2c
MT151238,1,1c,1,1c,1,1a,1,1a,1,1c
MT151242,1,1b,1,1b,1,1b,1,1b,1,1o
MT151244,3,3a,3,3a,3,3a,3,3a,3,3a
MT151245,4,4r,4,4r,4,4r,4,4r,4,4r
MT151246,5,5a,5,5a,5,5a,5,5a,5,5a
MT151248,4,4r,4,4r,4,4r,4,4r,4,4r
MT151249,3,3h,3,3h,3,3h,3,3h,3,3h
MT151251,1,1a,1,1a,1,1a,1,1a,1,1a
MT151252,4,4c,4,4c,4,4a,4,4a,4,4c
MT151254,1,1a,1,1a,1,1a,1,1a,1,1a
MT151255,1,1o,1,1o,1,1c,1,1c,1,1o
MT151256,3,3h,3,3h,3,3h,3,3h,3,3h
MT151260,3,3h,3,3h,3,3h,3,3h,3,3h
MT151262,2,2r,2,2r,2,2a,2,2a,2,2r
MT151263,1,1l,1,1l,1,1l,1,1l,1,1l
MT151264,1,1b,1,1b,1,1a,1,1a,1,1a
MT151265,1,1a,1,1a,1,1a,1,1a,1,1a
MT151267,1,1a,1,1a,1,1a,1,1a,1,1a
MT151269,1,1a,1,1a,1,1a,1,1a,1,1a
MT151271,1,1b,1,1b,1,1b,1,1b,1,1b
MT151272,1,1o,1,1o,1,1a,1,1a,1,1o
MT151273,1,1a,1,1a,1,1a,1,1a,1,1a
MT151276,1,1a,1,1a,1,1a,1,1a,1,1a
MT151277,5,5a,5,5a,5,5a,5,5a,5,5a
MT151278,1,1b,1,1b,1,1b,1,1b,1,1b
MT151279,4,4r,4,4r,4,4r,4,4r,4,4r
MT151280,1,1b,1,1b,1,1b,1,1b,1,1b
MT151281,3,3a,3,3a,3,3a,3,3a,3,3a
MT151283,4,4c,4,4c,4,4a,4,4a,4,4c
MT151285,1,1b,1,1b,1,1b,1,1b,1,1b
MT151286,3,3h,3,3h,3,3h,3,3h,3,3h
MT233451,1,1a,1,1a,1,1a,1,1a,1,
MT233452,1,1a,1,1a,1,1a,1,1a,1,
MT233453,1,1a,1,1a,1,1a,1,1a,1,
MT233454,1,1a,1,1a,1,1a,1,1a,1,
MT233455,1,1a,1,1a,1,1a,1,1a,1,
MT233456,1,1a,1,1a,1,1a,1,1a,1,
MT233457,1,1a,1,1a,1,1a,1,1a,1,
MT233459,1,1a,1,1a,1,1a,1,1a,1,
MT233460,1,1a,1,1a,1,1a,1,1a,1,
MT233461,1,1a,1,1a,1,1a,1,1a,1,
MT233462,1,1a,1,1a,1,1a,1,1a,1,
MT233463,1,1a,1,1a,1,1a,1,1a,1,
MT233464,1,1a,1,1a,1,1a,1,1a,1,
MT233465,1,1a,1,1a,1,1a,1,1a,1,
MT233466,1,1a,1,1a,1,1a,1,1a,1,
MT233467,1,1a,1,1a,1,1a,1,1a,1,
MT233469,1,1a,1,1a,1,1a,1,1a,1,
MT233470,1,1a,1,1a,1,1a,1,1a,1,
MT233471,1,1a,1,1a,1,1a,1,1a,1,
MT233472,1,1a,1,1a,1,1a,1,1a,1,
MT233473,1,1a,1,1a,1,1a,1,1a,1,
MT233474,1,1a,1,1a,1,1a,1,1a,1,
MT233475,1,1a,1,1a,1,1a,1,1a,1,
MT233478,1,1a,1,1a,1,1a,1,1a,1,
MT233479,1,1a,1,1a,1,1a,1,1a,1,
MT233480,1,1a,1,1a,1,1a,1,1a,1,
MT233481,1,1a,1,1a,1,1a,1,1a,1,
MT233482,1,1a,1,1a,1,1a,1,1a,1,
MT233483,1,1a,1,1a,1,1a,1,1a,1,
MT233484,1,1a,1,1a,1,1a,1,1a,1,
MT233485,1,1a,1,1a,1,1a,1,1a,1,
MT233486,1,1a,1,1a,1,1a,1,1a,1,
MT233487,1,1a,1,1a,1,1a,1,1a,1,
MT233488,1,1a,1,1a,1,1a,1,1a,1,
MT233489,1,1a,1,1a,1,1a,1,1a,1,
MT233490,1,1a,1,1a,1,1a,1,1a,1,
MT233491,1,1a,1,1a,1,1a,1,1a,1,
MT233492,1,1a,1,1a,1,1a,1,1a,1,
MT233493,1,1a,1,1a,1,1a,1,1a,1,
MT233495,1,1a,1,1a,1,1a,1,1a,1,
MT233496,1,1a,1,1a,1,1a,1,1a,1,
MT233497,1,1a,1,1a,1,1a,1,1a,1,
MT233498,1,1a,1,1a,1,1a,1,1a,1,
MT233499,1,1a,1,1a,1,1a,1,1a,1,
MT233500,1,1a,1,1a,1,1a,1,1a,1,
MT233502,1,1a,1,1a,1,1a,1,1a,1,
MT233503,1,1a,1,1a,1,1a,1,1a,1,
MT233504,1,1b,1,1b,1,1b,1,1b,1,
MT233509,1,1b,1,1b,1,1b,1,1b,1,
MT233512,1,1b,1,1b,1,1b,1,1b,1,
MT233513,1,1b,1,1b,1,1b,1,1b,1,
MT233515,1,1b,1,1b,1,1b,1,1b,1,
MT233517,1,1b,1,1b,1,1b,1,1b,1,
MT233518,1,1b,1,1b,1,1b,1,1b,1,
MT259593,1,1a,1,1a,1,1a,1,1a,1,1a
MT259594,1,1a,1,1a,1,1a,1,1a,1,1a
MT259595,1,1a,1,1a,1,1a,1,1a,1,1a
MT259596,1,1a,1,1a,1,1a,1,1a,1,1a
MT259597,1,1a,1,1a,1,1a,1,1a,1,1a
MT259598,1,1a,1,1a,1,1a,1,1a,1,1a
MT259599,1,1a,1,1a,1,1a,1,1a,1,1a
MT259600,1,1a,1,1a,1,1a,1,1a,1,1a
MT259601,1,1a,1,1a,1,1a,1,1a,1,1a
MT259602,1,1a,1,1a,1,1a,1,1a,1,1a
MT259603,1,1a,1,1a,1,1a,1,1a,1,1a
MT259604,1,1a,1,1a,1,1a,1,1a,1,1a
MT259605,1,1a,1,1a,1,1a,1,1a,1,1a
MT259606,1,1a,1,1a,1,1a,1,1a,1,1a
MT259607,1,1a,1,1a,1,1a,1,1a,1,1a
MT259608,1,1a,1,1a,1,1a,1,1a,1,1a
MT259609,1,1a,1,1a,1,1a,1,1a,1,1a
MT259610,1,1a,1,1a,1,1a,1,1a,1,1a
MT259611,1,1a,1,1a,1,1a,1,1a,1,1a
MT259612,1,1a,1,1a,1,1a,1,1a,1,1a
MT259613,1,1a,1,1a,1,1a,1,1a,1,1a
MT259614,1,1a,1,1a,1,1a,1,1a,1,1a
MT259615,1,1a,1,1a,1,1a,1,1a,1,1a
MT259616,1,1a,1,1a,1,1a,1,1a,1,1a
MT259617,1,1a,1,1a,1,1a,1,1a,1,1a
MT259618,1,1a,1,1a,1,1a,1,1a,1,1a
MT259619,1,1a,1,1a,1,1a,1,1a,1,1a
MT259620,1,1a,1,1a,1,1a,1,1a,1,1a
MT259621,1,1a,1,1a,1,1a,1,1a,1,1a
MT259622,1,1a,1,1a,1,1a,1,1a,1,1a
MT259623,1,1a,1,1a,1,1a,1,1a,1,1a
MT259624,1,1a,1,1a,1,1a,1,1a,1,1a
MT259625,1,1a,1,1a,1,1a,1,1a,1,1a
MT259626,1,1a,1,1a,1,1a,1,1a,1,1a
MT259627,1,1a,1,1a,1,1a,1,1a,1,1a
MT259628,1,1a,1,1a,1,1a,1,1a,1,1a
MT259629,1,1a,1,1a,1,1a,1,1a,1,1a
MT259630,1,1a,1,1a,1,1a,1,1a,1,1a
MT259631,1,1a,1,1a,1,1a,1,1a,1,1a
MT259632,1,1a,1,1a,1,1a,1,1a,1,1a
MT259633,1,1a,1,1a,1,1a,1,1a,1,1a
MT259634,1,1a,1,1a,1,1a,1,1a,1,1a
MT259635,1,1a,1,1a,1,1a,1,1a,1,1a
MT259636,1,1a,1,1a,1,1a,1,1a,1,1a
MT259637,1,1a,1,1a,1,1a,1,1a,1,1a
MT259638,1,1a,1,1a,1,1a,1,1a,1,1a
MT259640,1,1a,1,1a,1,1a,1,1a,1,1a
MT259641,1,1a,1,1a,1,1a,1,1a,1,1a
MT259642,1,1a,1,1a,1,1a,1,1a,1,1a
MT259643,1,1a,1,1a,1,1a,1,1a,1,1a
MT259644,1,1a,1,1a,1,1a,1,1a,1,1a
MT259645,1,1a,1,1a,1,1a,1,1a,1,1a
MT259646,1,1a,1,1a,1,1a,1,1a,1,1a
MT259647,1,1a,1,1a,1,1a,1,1a,1,1a
MT259648,1,1a,1,1a,1,1a,1,1a,1,1a
MT259649,1,1a,1,1a,1,1a,1,1a,1,1a
MT259650,1,1a,1,1a,1,1a,1,1a,1,1a
MT259651,1,1a,1,1a,1,1a,1,1a,1,1a
MT259652,1,1a,1,1a,1,1a,1,1a,1,1a
MT259653,1,1a,1,1a,1,1a,1,1a,1,1a
MT259654,1,1a,1,1a,1,1a,1,1a,1,1a
MT259655,1,1a,1,1a,1,1a,1,1a,1,1a
MT259656,1,1a,1,1a,1,1a,1,1a,1,1a
MT259657,1,1a,1,1a,1,1a,1,1a,1,1a
MT259658,1,1a,1,1a,1,1a,1,1a,1,1a
MT259659,1,1a,1,1a,1,1a,1,1a,1,1a
MT347782,3,3a,3,3a,3,3a,3,3a,3,3a
MT347784,3,3a,3,3a,3,3a,3,3a,3,3a
MT347785,3,3a,3,3a,3,3a,3,3a,3,3a
MT347788,3,3a,3,3a,3,3a,3,3a,3,3a
MT347792,3,3a,3,3a,3,3a,3,3a,3,3a
MT347793,3,3a,3,3a,3,3a,3,3a,3,3a
MT347795,3,3a,3,3a,3,3a,3,3a,3,3a
MT347798,3,3a,3,3a,3,3a,3,3a,3,3a
MT347799,3,3a,3,3a,3,3a,3,3a,3,3a
MT603183,1,1a,1,1a,1,1a,1,1a,1,1a
MT603184,1,1a,1,1a,1,1a,1,1a,1,1a
MT603185,1,1a,1,1a,1,1a,1,1a,1,1a
MT603186,1,1a,1,1a,1,1a,1,1a,1,1a
MT603187,1,1a,1,1a,1,1a,1,1a,1,1a
MT603188,1,1a,1,1a,1,1a,1,1a,1,1a
MT603189,1,1a,1,1a,1,1a,1,1a,1,1a
MT603190,1,1a,1,1a,1,1a,1,1a,1,1a
MT603191,1,1a,1,1a,1,1a,1,1a,1,1a
MT603192,1,1a,1,1a,1,1a,1,1a,1,1a
MT603193,1,1a,1,1a,1,1a,1,1a,1,1a
MT603194,1,1a,1,1a,1,1a,1,1a,1,1a
MT603195,1,1a,1,1a,1,1a,1,1a,1,1a
MT603196,1,1a,1,1a,1,1a,1,1a,1,1a
MT603197,1,1a,1,1a,1,1a,1,1a,1,1a
MT603198,1,1a,1,1a,1,1a,1,1a,1,1a
MT603199,1,1a,1,1a,1,1a,1,1a,1,1a
MT603200,1,1a,1,1a,1,1a,1,1a,1,1a
MT603201,1,1a,1,1a,1,1a,1,1a,1,1a
MT603202,1,1a,1,1a,1,1a,1,1a,1,1a
MT603203,1,1a,1,1a,1,1a,1,1a,1,1a
MT603204,1,1a,1,1a,1,1a,1,1a,1,1a
MT603205,1,1a,1,1a,1,1a,1,1a,1,1a
MT603206,1,1a,1,1a,1,1a,1,1a,1,1a
MT603207,1,1a,1,1a,1,1a,1,1a,1,1a
MT603208,1,1a,1,1a,1,1a,1,1a,1,1a
MT603209,1,1a,1,1a,1,1a,1,1a,1,1a
MT603210,1,1a,1,1a,1,1a,1,1a,1,1a
MT603211,1,1a,1,1a,1,1a,1,1a,1,1a
MT603212,1,1a,1,1a,1,1a,1,1a,1,1a
MT603213,1,1a,1,1a,1,1a,1,1a,1,1a
MT603214,1,1b,1,1b,1,1b,1,1b,1,1b
MT603215,1,1b,1,1b,1,1b,1,1b,1,1b
MT603216,1,1b,1,1b,1,1b,1,1b,1,1b
MT603217,1,1b,1,1b,1,1b,1,1b,1,1b
MT603218,3,3a,3,3a,3,3a,3,3a,3,3a
MT603219,3,3a,3,3a,3,3a,3,3a,3,3a
MT603220,3,3a,3,3a,3,3a,3,3a,3,3a
MT603221,3,3a,3,3a,3,3a,3,3a,3,3a
MT603223,3,3a,3,3a,3,3a,3,3a,3,3a
MT603224,3,3a,3,3a,3,3a,3,3a,3,3a
MT603225,3,3a,3,3a,3,3a,3,3a,3,3a
MT603226,3,3a,3,3a,3,3a,3,3a,3,3a
MT603227,3,3a,3,3a,3,3a,3,3a,3,3a
MT603228,3,3a,3,3a,3,3a,3,3a,3,3a
MT603229,3,3a,3,3a,3,3a,3,3a,3,3a
MT603230,3,3a,3,3a,3,3a,3,3a,3,3a
MT603231,3,3a,3,3a,3,3a,3,3a,3,3a
MT603232,3,3a,3,3a,3,3a,3,3a,3,3a
ON228289,5,5a,5,5a,5,5a,5,5a,5,5a
ON228290,5,5a,5,5a,5,5a,5,5a,5,5a
ON228291,5,5a,5,5a,5,5a,5,5a,5,5a
ON228292,5,5a,5,5a,5,5a,5,5a,5,5a
ON228293,5,5a,5,5a,5,5a,5,5a,5,5a
MK252764,3,3b,3,3b,3,3b,3,3b,,
MK252765,3,3b,3,3b,3,3b,3,3b,,
MK252766,3,3b,3,3b,3,3b,3,3b,,
MK252767,3,3b,3,3b,3,3b,3,3b,,
MK252768,1,1a,1,1a,1,1a,1,1a,,
MK252769,5,5a,5,5a,6,6xa,6,6xa,,
MK252770,5,5a,6,6n,6,6n,6,6n,,
MK252771,5,5a,6,6xa,6,6xa,6,6xa,,
MK252772,3,3b,3,3b,3,3b,3,3b,,
MK252773,5,5a,6,6xa,6,6xa,6,6xa,,
MK252774,6,6n,6,6n,6,6n,6,6n,,
MK252775,5,5a,5,5a,6,6xa,6,6xa,,
MK252776,5,5a,5,5a,6,6xa,6,6xa,,
MK252777,3,3b,3,3b,3,3b,3,3b,,
MK252778,3,3b,3,3b,3,3b,3,3b,,
MK252779,6,6n,6,6n,6,6n,6,6n,,
MK252780,5,5a,6,6xa,6,6xa,6,6xa,,
MK252782,5,5a,5,5a,6,6xa,6,6xa,,
MK252783,3,3b,3,3b,3,3b,3,3b,,
MK252784,5,5a,5,5a,6,6xa,6,6xa,,
MK252785,3,3b,3,3b,3,3b,3,3b,,
MK252786,6,6n,6,6n,6,6n,6,6n,,
MK252788,6,6v,6,6v,6,6v,6,6v,,
MK252789,4,4v,6,6n,6,6n,6,6n,,
MK252790,5,5a,5,5a,6,6xa,6,6xa,,
MK252791,1,1a,1,1a,1,1a,1,1a,,
MK252793,3,3b,3,3b,3,3b,3,3b,,
MK252794,3,3b,3,3b,3,3b,3,3b,,
MK252795,1,1a,1,1a,1,1a,1,1a,,
MK252797,4,4d,6,6n,6,6n,6,6n,,
MK252798,5,5a,5,5a,6,6n,6,6n,,
MK252799,6,6n,4,4c,6,6n,6,6n,,
MK252800,6,6n,6,6n,6,6n,6,6n,,
MK252801,6,6n,6,6n,6,6n,6,6n,,
MK252802,6,6n,6,6n,6,6n,6,6n,,
MK252803,5,5a,5,5a,6,6xa,6,6xa,,
MK252804,5,5a,6,6xa,1,1b,1,1b,,
MK252805,3,3b,3,3b,3,3b,3,3b,,
MK252806,3,3a,3,3a,3,3a,3,3a,,
MK252807,5,5a,5,5a,6,6xa,6,6xa,,
MK252809,5,5a,5,5a,6,6xa,6,6xa,,
MK252810,4,4d,4,4d,6,6n,6,6n,,
MK252811,6,6n,6,6n,6,6n,6,6n,,
MK252812,5,5a,5,5a,6,6xa,6,6xa,,
MK252813,3,3a,3,3a,3,3a,3,3a,,
MK252815,5,5a,5,5a,6,6xa,6,6xa,,
MK252816,3,3a,3,3a,3,3a,3,3a,,
MK252817,3,3b,3,3b,3,3b,3,3b,,
MK252818,3,3a,3,3a,3,3a,3,3a,,
MK252819,5,5a,5,5a,6,6xa,6,6xa,,
MK252821,3,3a,3,3a,3,3a,3,3a,,
MK252822,6,6xa,6,6xa,6,6xa,6,6xa,,
MK252823,5,5a,5,5a,6,6xa,6,6xa,,
MK252824,3,3b,3,3b,3,3b,3,3b,,
MK327981,6,6g,6,6g,1,1l,6,6w,6,
MK327982,6,6g,6,6g,6,6g,6,6g,6,
MK327983,6,6g,6,6g,6,6w,6,6g,6,
MK327984,6,6g,6,6g,6,6w,6,6g,6,
MK327985,6,6g,6,6g,6,6w,6,6w,6,
MK327986,6,6a,6,6a,6,6a,6,6a,6,
MK327987,6,6q,6,6g,1,1l,6,6w,6,
MK327988,5,5b,6,6g,6,6g,6,6g,6,
MK327989,6,6xh,6,6xh,6,6w,6,6w,6,
MK327990,6,6w,6,6n,3,3a,6,6w,6,
MK327991,6,6w,6,6xa,6,6w,6,6w,6,
MK327992,6,6g,6,6g,6,6g,6,6g,6,
MK327993,6,6xa,6,6xd,4,4k,1,1b,6,
MK327995,5,5a,6,6g,6,6w,6,6w,6,
MK327996,6,6xh,6,6xh,6,6w,6,6w,6,
MK327997,6,6g,6,6g,6,6w,6,6g,6,
MK327998,5,5a,6,6g,6,6w,6,6w,6,
MK327999,6,6q,6,6g,1,1b,6,6w,6,
MK328000,6,6g,6,6g,6,6g,6,6g,6,
MK328001,6,6w,6,6xa,1,1b,6,6w,6,
MK328002,6,6xh,6,6xh,6,6w,6,6w,6,
MK328003,6,6xh,6,6xh,6,6w,6,6w,6,
MK328005,6,6g,6,6g,6,6w,6,6g,6,
MK328006,6,6xh,6,6xh,6,6w,6,6w,6,
MK328007,6,6q,6,6g,6,6w,6,6w,6,
MK328008,6,6g,8,8a,6,6w,6,6w,6,
MK328009,6,6q,6,6g,6,6w,6,6w,6,
MK328010,6,6xh,6,6xh,6,6w,6,6w,6,
MK328012,6,6b,6,6d,2,2b,1,1b,6,
MK328013,6,6g,6,6g,6,6g,6,6g,6,
MK328014,6,6g,6,6g,6,6t,6,6w,6,
MK328015,6,6g,6,6g,6,6g,6,6g,6,
MK328018,6,6g,6,6g,6,6w,6,6w,6,
MK328019,6,6g,6,6g,6,6w,6,6g,6,
MK328020,6,6g,6,6g,1,1b,6,6w,6,
MK328021,6,6w,6,6xa,3,3a,6,6w,6,
MK328022,6,6g,6,6g,6,6g,6,6g,6,
MK328023,6,6xe,6,6l,6,6w,6,6w,6,
MK328024,6,6g,6,6g,6,6g,6,6g,6,
MK328025,6,6xg,6,6g,1,1l,6,6w,6,
MK328026,6,6g,6,6g,4,4k,6,6w,6,
MK612000,1,1a,1,1a,1,1a,1,1a,1,1a
MK612003,1,1a,1,1a,1,1a,1,1a,1,1a
MK612006,3,3a,3,3a,3,3a,3,3a,3,3a
MK612009,1,1a,1,1a,1,1a,1,1a,1,1a
MK612012,3,3a,3,3a,3,3a,3,3a,3,3a
MK612015,1,1a,1,1a,1,1a,1,1a,1,1a
MK612018,3,3a,3,3a,3,3a,3,3a,3,3a
MK612021,2,2a,2,2a,2,2a,2,2a,2,2a
MK612024,3,3a,3,3a,3,3a,3,3a,3,3a
MK612027,3,3a,3,3a,3,3a,3,3a,3,3a
MK612030,1,1a,1,1a,1,1a,1,1a,1,1a
MK612033,3,3a,3,3a,3,3a,3,3a,3,3a
MK612036,3,3a,3,3a,3,3a,3,3a,3,3a
MK612039,4,4a,4,4a,4,4a,4,4a,4,4a
MK799639,4,4n,4,4n,4,4n,4,4n,4,4n
MK814770,4,4d,4,4d,4,4d,4,4d,,
MK814771,4,4c,4,4c,4,4a,4,4a,,
MK816407,1,1b,1,1b,1,1b,1,1b,1,1b
MK816408,3,3a,3,3a,3,3a,3,3a,3,3a
MK816409,1,1b,1,1b,1,1b,1,1b,1,1b
MK816411,4,4d,4,4d,4,4d,4,4d,4,4d
MK816412,1,1a,1,1a,1,1a,1,1a,1,1a
MN146044,1,1a,1,1a,1,1a,1,1a,1,1a
MN146045,1,1a,1,1a,1,1a,1,1a,1,1a
MN146048,1,1a,1,1a,1,1a,1,1a,1,1a
MN146053,1,1a,1,1a,1,1a,1,1a,1,1a
MN146054,1,1a,1,1a,1,1a,1,1a,1,1a
MN146055,1,1a,1,1a,1,1a,1,1a,1,1a
MN146057,1,1a,1,1a,1,1a,1,1a,1,1a
MN146059,1,1a,1,1a,1,1a,1,1a,1,1a
MN146061,1,1a,1,1a,1,1a,1,1a,1,1a
MN146062,1,1a,1,1a,1,1a,1,1a,1,1a
MN146063,1,1a,1,1a,1,1a,1,1a,1,1a
MN146064,1,1a,1,1a,1,1a,1,1a,1,1a
MN146065,1,1a,1,1a,1,1a,1,1a,1,1a
MN146067,1,1a,1,1a,1,1a,1,1a,1,1a
MN146068,1,1a,1,1a,1,1a,1,1a,1,1a
MN146069,1,1a,1,1a,1,1a,1,1a,1,1a
MN146070,1,1a,1,1a,1,1a,1,1a,1,1a
MN146071,1,1a,1,1a,1,1a,1,1a,1,1a
MN146075,1,1a,1,1a,1,1a,1,1a,1,1a
MN146076,1,1a,1,1a,1,1a,1,1a,1,1a
MN146079,1,1a,1,1a,1,1a,1,1a,1,1a
MN146080,1,1a,1,1a,1,1a,1,1a,1,1a
MN146081,1,1a,1,1a,1,1a,1,1a,1,1a
MN146082,1,1a,1,1a,1,1a,1,1a,1,1a
MN146085,1,1a,1,1a,1,1a,1,1a,1,1a
MN146087,1,1a,1,1a,1,1a,1,1a,1,1a
MN146089,1,1a,1,1a,1,1a,1,1a,1,1a
