Accession,PerGeneGenotype,PerGeneSubtype,PerGeneClosestSubtypeAlignedNT,FullSeqGenotype,FullSeqSubtype,FullSeqClosestSubtypeAlignedNT,CometPerGeneGenotype,CometPerGeneSubtype,CometFullSeqGenotype,CometFullSeqSubtype,GenBankGenotype,GenBankSubtype
ON228285,5,5a,1893,5,5a,2311,5,5a,5,5a,5,5a
ON228288,5,5a,1893,5,5a,1905,5,5a,5,5a,5,5a
MK327981,6,6g,1893,6,6g,6802,6,6w,6,6w,6,
MK327982,6,6g,1893,6,6g,4054,6,6g,6,6g,6,
MK327984,6,6g,1893,6,6g,9447,6,6a,6,6g,6,
MK327985,6,6g,1893,6,6g,9435,1,1b,6,6w,6,
MK327986,6,6a,1893,6,6a,9358,6,6a,6,6a,6,
MK327987,6,6g,1894,6,6g,9452,1,1b,6,6w,6,
MK327988,6,6g,1894,6,6g,9428,6,6g,6,6g,6,
MK327989,6,6xh,1892,6,6xh,9057,2,2b,6,6w,6,
MK327990,6,6s,1886,6,6n,9460,1,1b,6,6w,6,
MK327991,6,6xd,1893,6,6xa,9476,1,1b,6,6w,6,
MK327992,6,6g,1893,6,6g,9441,6,6g,6,6g,6,
MK327993,6,6xd,1893,6,6xd,9449,1,1b,1,1b,6,
MK327996,6,6xh,1892,6,6xh,9059,6,6w,6,6w,6,
MK327997,6,6g,1893,6,6g,9444,6,6g,6,6g,6,
MK327998,6,6g,1894,6,6g,9452,1,1b,6,6w,6,
MK327999,6,6g,1893,6,6g,9211,6,6w,6,6w,6,
MK328000,6,6g,1893,6,6g,6602,6,6g,6,6g,6,
MK328001,6,6d,1892,6,6xa,9416,1,1b,6,6w,6,
MK328002,6,6xh,1893,6,6xh,9059,1,1b,6,6w,6,
MK328003,6,6xh,1893,6,6xh,9061,1,1b,6,6w,6,
MK328004,6,6xd,1892,6,6b,3432,6,6a,6,6a,6,
MK328005,6,6g,1893,6,6g,9429,1,1b,6,6g,6,
MK328006,6,6xh,1893,6,6xh,9061,1,1b,6,6w,6,
MK328007,6,6g,1893,6,6g,9098,1,1b,6,6w,6,
MK328009,6,6g,1895,6,6g,9455,1,1b,6,6w,6,
MK328010,6,6xh,1893,6,6xh,9059,6,6w,6,6w,6,
MK328012,6,6d,1893,6,6d,9436,1,1b,1,1b,6,
MK328013,6,6g,1893,6,6g,9435,6,6g,6,6g,6,
MK328014,6,6g,1893,6,6g,7892,6,6w,6,6w,6,
MK328015,6,6g,1562,6,6g,3491,1,1b,6,6g,6,
MK328018,6,6g,1893,6,6g,5582,2,2b,6,6w,6,
MK328019,6,6g,1894,6,6g,9451,1,1b,6,6g,6,
MK328020,6,6g,1893,6,6g,9437,1,1b,6,6w,6,
MK328021,6,6s,1886,6,6xa,9398,6,6w,6,6w,6,
MK328022,6,6g,1891,6,6g,9446,2,2b,6,6g,6,
MK328023,6,6xd,1892,6,6l,9424,4,4f,6,6w,6,
MK328026,6,6g,1893,6,6g,9446,1,1b,6,6w,6,
MK609550,1,1a,640,1,1a,640,1,1a,1,1a,,
MK609551,1,1a,638,1,1a,638,1,1a,1,1a,,
MK609552,1,1b,638,1,1b,638,1,1b,1,1b,,
MK609553,1,1b,638,1,1b,638,1,1b,1,1b,,
MK609554,1,1b,640,1,1b,640,1,1b,1,1b,,
MK609555,3,3a,640,3,3a,640,3,3a,3,3a,,
MK609556,3,3a,640,3,3a,640,3,3a,3,3a,,
MK609557,3,3a,640,3,3a,640,3,3a,3,3a,,
MK609558,3,3a,640,3,3a,640,3,3a,3,3a,,
MK609559,3,3a,640,3,3a,640,3,3a,3,3a,,
MK609560,3,3a,640,3,3a,640,3,3a,3,3a,,
MK609561,3,3a,640,3,3a,640,3,3a,3,3a,,
MK609562,3,3a,640,3,3a,640,3,3a,3,3a,,
MK609563,3,3a,640,3,3a,640,3,3a,3,3a,,
MK611999,1,1a,1893,1,1a,1893,1,1a,1,1a,1,1a
MK612002,1,1a,1893,1,1a,1893,1,1a,1,1a,1,1a
MK612005,3,3a,1895,3,3a,1895,3,3a,3,3a,3,3a
MK612008,1,1a,1893,1,1a,1893,1,1a,1,1a,1,1a
MK612011,3,3a,1893,3,3a,1893,3,3a,3,3a,3,3a
MK612014,1,1a,1893,1,1a,1893,1,1a,1,1a,1,1a
MK612017,3,3a,1895,3,3a,1895,3,3a,3,3a,3,3a
MK612020,2,2a,1893,2,2a,1893,2,2a,2,2a,2,2a
MK612023,3,3a,1895,3,3a,1895,3,3a,3,3a,3,3a
MK612026,3,3a,1894,3,3a,1894,3,3a,3,3a,3,3a
MK612029,1,1a,1893,1,1a,1893,1,1a,1,1a,1,1a
MK612032,3,3a,1895,3,3a,1895,3,3a,3,3a,3,3a
MK612035,3,3a,1895,3,3a,1895,3,3a,3,3a,3,3a
MK612038,4,4a,1893,4,4a,1893,4,4a,4,4a,4,4a
MK799639,4,4n,1893,4,4n,9269,4,4n,4,4n,4,4n
MK801198,1,1b,635,1,1b,635,1,1b,1,1b,,
MK801200,1,1a,640,1,1a,640,1,1a,1,1a,,
MK801202,1,1b,638,1,1b,638,1,1b,1,1b,,
MK801204,1,1a,633,1,1a,633,1,1a,1,1a,,
MK801206,1,1b,640,1,1b,640,1,1b,1,1b,,
MK801209,1,1a,640,1,1a,640,1,1a,1,1a,,
MK801211,1,1b,638,1,1b,638,1,1b,1,1b,,
MK801213,3,3a,635,3,3a,635,3,3a,3,3a,,
MK801215,1,1a,640,1,1a,640,1,1a,1,1a,,
MK801217,1,1a,647,1,1a,647,1,1a,1,1a,,
MK801219,3,3a,640,3,3a,640,3,3a,3,3a,,
MK801221,1,1a,640,1,1a,640,1,1a,1,1a,,
MK962402,1,1h,560,1,1h,607,1,1b,1,1b,1,
MK962403,1,1b,578,1,1b,578,1,1b,1,1b,1,
MK962405,4,4k,578,4,4k,609,4,4k,4,4k,4,4k
MK962406,4,4c,579,4,4c,610,4,4c,4,4c,4,4c
MK962407,4,4c,575,4,4c,606,4,4c,4,4c,4,4c
MK962408,4,4r,583,4,4r,600,4,4r,4,4r,4,4r
MK962409,4,4k,578,4,4k,606,4,4k,4,4k,4,4k
MK962410,4,4r,581,4,4r,616,4,4r,4,4r,4,4r
MK962411,4,4k,584,4,4g,621,4,4k,4,4k,4,4h
MK962412,4,4k,599,4,4k,638,4,4k,4,4k,4,4k
MK962413,4,4k,578,4,4k,605,4,4k,4,4k,4,4k
MK962414,2,2l,596,2,2l,619,2,2c,1,1b,2,2l
MK962415,4,4k,596,4,4k,601,4,4k,4,4k,4,4k
MK962416,1,1b,578,1,1b,599,1,1b,1,1b,1,
MK962417,4,4c,584,4,4c,600,4,4c,4,4c,4,4c
MK962419,4,4b,578,4,4b,614,4,4v,4,4v,4,4b
MK962420,2,2q,584,2,2q,617,2,2j,2,2j,2,2i
MK990302,2,2d,579,2,2m,610,2,2j,2,2j,2,
MK990303,2,2u,579,2,2u,610,2,2a,2,2a,2,
MK990304,2,2f,578,2,2f,608,2,2c,2,2c,2,
MK990305,2,2q,579,2,2q,606,2,2q,2,2q,2,
MK990306,2,2q,579,2,2q,610,2,2j,2,2j,2,
MK990307,2,2j,579,2,2d,609,2,2k,2,2k,2,
MK990308,2,2q,579,2,2q,606,2,2c,2,2c,2,
MN146692,1,1a,1790,1,1a,1790,1,1a,1,1a,1,1a
MN146697,1,1a,1854,1,1a,1854,1,1a,1,1a,1,1a
MN146703,1,1a,1787,1,1a,1787,1,1a,1,1a,1,1a
MN146705,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
MN146712,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
MN146717,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
MN146724,1,1a,1023,1,1a,1023,1,1a,1,1a,1,1a
MN146730,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
MN146743,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
MN146752,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
MN146762,1,1a,1794,1,1a,1794,1,1a,1,1a,1,1a
MN146772,1,1a,1892,1,1a,2055,1,1a,1,1a,1,1a
MN146792,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
MN146797,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
MN146809,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
MN146818,1,1a,1839,1,1a,1839,1,1a,1,1a,1,1a
MN146824,1,1a,1848,1,1a,1848,1,1a,1,1a,1,1a
MN146827,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
MN146831,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
MN146850,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
MN146853,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
MN146860,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
MN146868,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
MN146874,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
MN146892,1,1a,1830,1,1a,1830,1,1a,1,1a,1,1a
MN146901,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
MN146906,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
MN146909,1,1b,1812,1,1b,1812,1,1b,1,1b,1,1b
MN146914,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
MN146926,1,1a,1854,1,1a,1854,1,1a,1,1a,1,1a
MN146984,1,1a,1844,1,1a,1844,1,1a,1,1a,1,1a
MN146985,1,1a,528,1,1a,528,1,1a,1,1a,1,1a
MN146992,1,1a,528,1,1a,528,1,1a,1,1a,1,1a
MN146998,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
MN147004,1,1a,1893,1,1a,2054,1,1a,1,1a,1,1a
MN147011,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
MN147015,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
MN147019,1,1a,528,1,1a,528,1,1a,1,1a,1,1a
MN147065,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
MN147071,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
MN147077,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
MN147085,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
MN147094,1,1a,1854,1,1a,1854,1,1a,1,1a,1,1a
MN147106,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
MN147112,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
MN147117,1,1a,1854,1,1a,1854,1,1a,1,1a,1,1a
MN147126,1,1a,444,1,1a,444,1,1a,1,1a,1,1a
MN147135,1,1a,1854,1,1a,1854,1,1a,1,1a,1,1a
MN147148,1,1a,1298,1,1a,1298,1,1a,1,1a,1,1a
MN147159,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
MN147161,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
MN147168,1,1a,1893,1,1a,2054,1,1a,1,1a,1,1a
MN147171,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
MN147173,1,1b,1485,1,1b,1485,1,1b,1,1b,1,1b
MN147183,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
MN147186,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
MN147198,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
MN147209,1,1b,981,1,1b,981,1,1b,1,1b,1,1b
MN147214,1,1a,1848,1,1a,1848,1,1a,1,1a,1,1a
MN147228,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
MN147232,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
MN147237,1,1a,528,1,1a,528,1,1a,1,1a,1,1a
MN147239,1,1a,528,1,1a,528,1,1a,1,1a,1,1a
MN147242,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
MN147244,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
MN147253,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
MN164843,1,1l,1892,1,1l,9055,1,1l,1,1l,1,1l
MN164845,1,1o,1896,1,1a,9046,1,1b,1,1a,1,
MN164849,1,1c,1892,1,1a,9007,1,1c,1,1a,1,
MN164851,1,1i,1893,1,1b,9053,1,1b,,"unassigned_1, 1b-1a",1,
MN164852,1,1m,1892,1,1a,7815,1,1c,1,1a,1,
MN164853,1,1b,1892,1,1a,7813,1,1b,,"unassigned_1, 1a-1b",1,
MN164855,1,1i,1894,1,1a,9043,1,1b,,"unassigned_1, 1b-1a",1,
MN164856,1,1a,1892,1,1a,7783,1,1b,1,1a,1,1p
MN164858,1,1o,1894,1,1a,9037,1,1b,1,1a,1,
MN164860,1,1l,1893,1,1l,9056,1,1l,1,1l,1,1l
MN164863,1,1a,1893,1,1a,9005,1,1b,1,1a,1,
MN164864,1,1l,1893,1,1l,9054,1,1l,1,1l,1,
MN164866,1,1e,1893,1,1e,9048,1,1e,1,1e,1,1e
MN164867,1,1a,1892,1,1a,9037,1,1a,1,1a,1,
MN164868,1,1b,1894,1,1a,9038,1,1b,,"unassigned_1, 1a-1b",1,
MN164869,1,1g,1893,1,1g,9049,1,1g,1,1g,1,1g
MN164871,1,1o,1895,1,1o,6348,1,1b,1,1a,1,
MN164872,1,1m,1892,1,1a,7734,1,1a,1,1a,1,
MN164875,1,1e,1893,1,1e,9048,1,1e,1,1e,1,1e
MN240359,6,6xa,1892,6,6xa,9404,2,2b,6,6w,6,
MN385563,2,2b,1884,2,2b,9323,2,2b,2,2b,2,2b
MN385564,2,2b,1893,2,2b,9320,2,2b,2,2b,2,2b
MN528419,1,1a,519,1,1a,533,1,1a,1,1a,1,1a
MN528420,1,1a,519,1,1a,533,1,1a,1,1a,1,1a
MN528421,1,1a,539,1,1a,553,1,1a,1,1a,1,1a
MN528422,1,1a,519,1,1a,533,1,1a,1,1a,1,1a
MN528423,1,1a,539,1,1a,553,1,1a,1,1a,1,1a
MN528424,1,1a,539,1,1a,553,1,1a,1,1a,1,1a
MN528425,1,1a,539,1,1a,553,1,1a,1,1a,1,1a
MN528426,1,1a,539,1,1a,553,1,1a,1,1a,1,1a
MN528427,1,1a,537,1,1a,551,1,1a,1,1a,1,1a
MN528428,1,1a,537,1,1a,551,1,1a,1,1a,1,1a
MN528429,1,1a,541,1,1a,555,1,1a,1,1a,1,1a
MN528430,1,1b,541,1,1b,555,1,1b,1,1b,1,1b
MN528431,1,1b,541,1,1b,555,1,1b,1,1b,1,1b
MN528432,1,1b,541,1,1b,555,1,1b,1,1b,1,1b
MN528433,1,1b,541,1,1b,555,1,1b,1,1b,1,1b
MN528434,1,1b,541,1,1b,555,1,1b,1,1b,1,1b
MN528435,1,1b,541,1,1b,555,1,1b,1,1b,1,1b
MN528436,1,1b,541,1,1b,555,1,1b,1,1b,1,1b
MN528437,1,1b,541,1,1b,555,1,1b,1,1b,1,1b
MN528438,1,1b,541,1,1b,555,1,1b,1,1b,1,1b
MN528439,1,1b,541,1,1b,555,1,1b,1,1b,1,1b
MN528440,1,1b,541,1,1b,555,1,1b,1,1b,1,1b
MN528441,1,1b,541,1,1b,555,1,1b,1,1b,1,1b
MN528442,1,1b,541,1,1b,555,1,1b,1,1b,1,1b
MN528443,1,1b,541,1,1b,555,1,1b,1,1b,1,1b
MN528444,1,1b,541,1,1b,555,1,1b,1,1b,1,1b
LC773637,4,4f,1893,4,4f,9258,4,4f,4,4f,4,4f
LC773638,4,4k,1893,4,4k,9279,4,4k,4,4k,4,4k
LC773639,4,4f,1892,4,4c,9348,4,4a,4,4f,4,4e
LC773640,4,4c,1892,4,4c,9320,4,4a,4,4a,4,4e
LN808727,1,1b,542,1,1b,542,1,1b,1,1b,,
LN808730,1,1b,543,1,1b,543,1,1b,1,1b,,
LN808731,1,1b,542,1,1b,542,1,1b,1,1b,,
LN808732,1,1b,542,1,1b,542,1,1b,1,1b,,
LN808733,1,1b,542,1,1b,542,1,1b,1,1b,,
LN808734,1,1b,542,1,1b,542,1,1b,1,1b,,
LN808735,1,1b,542,1,1b,542,1,1b,1,1b,,
LN808736,1,1b,542,1,1b,542,1,1b,1,1b,,
LN808737,1,1b,542,1,1b,542,1,1b,1,1b,,
LN808739,1,1b,542,1,1b,542,1,1b,1,1b,,
LN808740,1,1b,542,1,1b,542,1,1b,1,1b,,
LN808742,1,1b,542,1,1b,542,1,1b,1,1b,,
LN808743,1,1b,542,1,1b,542,1,1b,1,1b,,
LN808744,1,1b,542,1,1b,542,1,1b,1,1b,,
M58335,1,1b,1893,1,1b,9416,1,1b,1,1b,,
M62321,1,1a,1893,1,1a,9401,1,1a,1,1a,,
M67463,1,1a,1893,1,1a,9416,1,1a,1,1a,,
MF136919,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136921,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136923,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136924,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136925,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136926,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136927,1,1a,590,1,1a,590,1,1a,1,1a,1,1a
MF136929,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136930,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136931,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136933,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136934,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136935,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136936,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136937,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136938,1,1a,584,1,1a,584,1,1a,1,1a,1,1a
MF136939,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136941,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136942,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136943,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136944,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136945,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136946,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136947,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136950,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136951,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136952,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136953,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136954,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136955,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136956,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136957,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136960,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136961,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136962,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136965,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136966,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136967,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136968,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136969,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136971,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136972,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136973,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136974,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136975,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136976,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136977,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136978,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136979,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136981,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136982,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136983,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136984,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136985,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136986,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136987,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136988,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136990,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136991,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136992,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136993,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136994,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136995,1,1a,575,1,1a,575,1,1a,1,1a,1,1a
MF136996,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136997,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136998,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF136999,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137000,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137002,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137003,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137004,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137005,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137006,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137008,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137009,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137010,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137011,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137012,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137013,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137014,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137015,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137017,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137018,1,1a,584,1,1a,584,1,1a,1,1a,1,1a
MF137019,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137020,1,1a,590,1,1a,590,1,1a,1,1a,1,1a
MF137021,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137022,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137023,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137024,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137025,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137026,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137027,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137028,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137029,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137030,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137031,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137032,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137033,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137034,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137035,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137036,1,1a,584,1,1a,584,1,1a,1,1a,1,1a
MF137038,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137040,1,1a,530,1,1a,530,1,1a,1,1a,1,1a
MF137041,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137042,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137043,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137044,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137045,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137046,1,1a,584,1,1a,584,1,1a,1,1a,1,1a
MF137047,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137048,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137049,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137051,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137052,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137053,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137054,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137055,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137056,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137057,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137058,1,1a,591,1,1a,591,1,1a,1,1a,1,1a
MF137059,1,1b,591,1,1b,591,1,1b,1,1b,1,1b
MF137060,1,1b,590,1,1b,590,1,1b,1,1b,1,1b
MF137061,1,1b,591,1,1b,591,1,1b,1,1b,1,1b
MF137062,1,1b,591,1,1b,591,1,1b,1,1b,1,1b
MF137063,1,1b,591,1,1b,591,1,1b,1,1b,1,1b
MF137064,1,1b,590,1,1b,590,1,1b,1,1b,1,1b
MF137065,1,1b,591,1,1b,591,1,1b,1,1b,1,1b
MF137066,1,1b,591,1,1b,591,1,1b,1,1b,1,1b
MF137067,1,1b,590,1,1b,590,1,1b,1,1b,1,1b
MF137068,1,1b,591,1,1b,591,1,1b,1,1b,1,1b
MF137069,1,1b,591,1,1b,591,1,1b,1,1b,1,1b
MF137070,1,1b,591,1,1b,591,1,1b,1,1b,1,1b
MF137071,1,1b,590,1,1b,590,1,1b,1,1b,1,1b
MF137072,1,1b,591,1,1b,591,1,1b,1,1b,1,1b
MF137073,1,1b,591,1,1b,591,1,1b,1,1b,1,1b
MF137074,1,1b,590,1,1b,590,1,1b,1,1b,1,1b
MF137075,1,1b,591,1,1b,591,1,1b,1,1b,1,1b
MF137076,1,1b,591,1,1b,591,1,1b,1,1b,1,1b
MF137077,1,1b,591,1,1b,591,1,1b,1,1b,1,1b
MF137078,1,1b,591,1,1b,591,1,1b,1,1b,1,1b
MF137079,1,1b,591,1,1b,591,1,1b,1,1b,1,1b
MF137080,1,1b,591,1,1b,591,1,1b,1,1b,1,1b
MF137081,1,1b,591,1,1b,591,1,1b,1,1b,1,1b
MF137082,1,1b,591,1,1b,591,1,1b,1,1b,1,1b
MF137083,1,1b,590,1,1b,590,1,1b,1,1b,1,1b
MF137084,1,1b,590,1,1b,590,1,1b,1,1b,1,1b
MF137085,1,1b,591,1,1b,591,1,1b,1,1b,1,1b
MF137086,1,1b,590,1,1b,590,1,1b,1,1b,1,1b
MF137087,1,1b,590,1,1b,590,1,1b,1,1b,1,1b
MF137088,1,1b,590,1,1b,590,1,1b,1,1b,1,1b
MF137089,1,1b,591,1,1b,591,1,1b,1,1b,1,1b
MF137090,1,1b,591,1,1b,591,1,1b,1,1b,1,1b
MF137091,1,1b,591,1,1b,591,1,1b,1,1b,1,1b
MF137093,1,1b,591,1,1b,591,1,1b,1,1b,1,1b
MF137094,1,1b,590,1,1b,590,1,1b,1,1b,1,1b
MF137095,1,1b,591,1,1b,591,1,1b,1,1b,1,1b
MF137096,1,1b,590,1,1b,590,1,1b,1,1b,1,1b
MF137097,1,1b,591,1,1b,591,1,1b,1,1b,1,1b
MF137098,1,1b,591,1,1b,591,1,1b,1,1b,1,1b
MF137099,1,1b,591,1,1b,591,1,1b,1,1b,1,1b
MF137100,1,1b,590,1,1b,590,1,1b,1,1b,1,1b
MF137101,1,1b,590,1,1b,590,1,1b,1,1b,1,1b
MF137102,1,1b,591,1,1b,591,1,1b,1,1b,1,1b
MF137103,1,1b,590,1,1b,590,1,1b,1,1b,1,1b
MF137104,1,1b,591,1,1b,591,1,1b,1,1b,1,1b
